# Wordlist

# DATA
ID	COGID	POS	CONCEPT	DOCULECT	ORIGINAL_CONCEPT	STEDT_SRCID	ORIGINAL_TAXNAME	ORIGINAL_ENTRY	MORPHEMES	NOTE	COGIDS	SOURCE	STEDT_GLOSS	CONCEPTICON_ID	STEDT_REFLEX	IPA	STEDT_CONCEPT	TOKENS	STEDT_RN	ALIGNMENT
6364	19		right	Rangoon	right	711.27	Burmese (Rangoon)	jɑ²²			603	TBL		1019		jɑ²²		j ɑ ²²	34722	j ɑ ²²
6387	19		right	Xiandao	right	711.29	Achang (Xiandao)	lɔʔ⁵⁵jɔ⁵⁵	hand right		345 603	TBL		1019		lɔʔ⁵⁵jɔ⁵⁵		l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵	38386	l ɔ ʔ ⁵⁵ ◦ j ɔ ⁵⁵
6438	19		right	Bola	right	711.32	Bola (Luxi)	laʔ³¹ja⁵⁵	hand right		345 603	TBL		1019		laʔ³¹ja⁵⁵		l a ʔ ³¹ + j a ⁵⁵	45669	l a ʔ ³¹ ◦ j a ⁵⁵
6512	19		right	Achang_Longchuan	right	711.28	Achang (Longchuan)	lɔʔ³¹ʑɔ⁵⁵pa³¹	hand right dir		345 603 1247	TBL		1019		lɔʔ³¹ʑɔ⁵⁵pa³¹		l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	36609	l ɔ ʔ ³¹ ◦ ʑ ɔ ⁵⁵ ◦ p a ³¹
6572	19		right	Maru	right	711.31	Langsu (Luxi)	lɔʔ³¹jɔ³¹	hand right		345 603	TBL		1019		lɔʔ³¹jɔ³¹		l ɔ ʔ ³¹ + j ɔ ³¹	43887	l ɔ ʔ ³¹ ◦ j ɔ ³¹
#
6128	55		round	Achang_Longchuan	circle / circular	990.28	Achang (Longchuan)	lum³¹	round		949	TBL		1395		lum³¹		l u m ³¹	36889	l u m ³¹
6188	55		round	Maru	circle / circular	990.31	Langsu (Luxi)	laŋ⁵⁵	round		950	TBL		1395		laŋ⁵⁵		l a ŋ ⁵⁵	44167	l a ŋ ⁵⁵
6222	48		round	Rangoon	circle / circular	990.27	Burmese (Rangoon)	wɑ̃i⁵⁵			28	TBL		1395		wɑ̃i⁵⁵		w ɑ̃ i ∼ ⁵⁵	35020	w ɑ̃ i ∼ ⁵⁵
6291	55		round	Atsi	circle / circular	990.3	Atsi [Zaiwa]	liŋ⁵⁵	round		950	TBL		1395		liŋ⁵⁵		l i ŋ ⁵⁵	42326	l i ŋ ⁵⁵
6301	48		round	Written_Burmese	circle / circular	990.26	Burmese (Written)	woŋ³			28	TBL		1395		woŋ³		w ə ŋ ³	33123	w ə - ŋ ³
6464	55		round	Lashi	circle / circular	990.33	Leqi (Luxi)	ləːŋ⁵⁵			950	TBL		1395		ləːŋ⁵⁵		l əː ŋ ⁵⁵	47771	l əː ŋ ⁵⁵
6521	55		round	Xiandao	circle / circular	990.29	Achang (Xiandao)	lum³¹	round		949	TBL		1395		lum³¹		l u m ³¹	38672	l u m ³¹
6561	55		round	Bola	circle / circular (tubular)	990.32	Bola (Luxi)	lam³¹	round-1		949	TBL		1395		lam³¹		l a m ³¹	45956	l a m ³¹
6585	55		round	Bola	circle / circular (spherical)	990.32	Bola (Luxi)	laŋ³⁵	round-2		950	TBL		1395		laŋ³⁵		l a ŋ ³⁵	45957	l a ŋ ³⁵
#
6180	152		salty	Achang_Longchuan	salty	1076.28	Achang (Longchuan)	xɔ³¹	bitter	looks like bitter to me	78	TBL		1091		xɔ³¹		x ɔ ³¹	400393	x ɔ ³¹
6232	152		salty	Maru	salty	1076.31	Langsu (Luxi)	khɔ³⁵	bitter	looks like bitter to me	78	TBL		1091		kʰɔ³⁵		kʰ ɔ ³⁵	400396	kʰ ɔ ³⁵
6273	153		salty	Rangoon	salty	1076.27	Burmese (Rangoon)	ŋɑ̃²²			79	TBL		1091		ŋɑ̃²²		ŋ ɑ̃ ∼ ²²	400392	ŋ ɑ̃ ∼ ²²
6358	153		salty	Written_Burmese	salty	1076.26	Burmese (Written)	ŋɑṁ²			79	TBL		1091		ŋɑṁ²		ŋ a m ²	400391	ŋ a m ²
6412	154		salty	Atsi	salty	1076.3	Atsi [Zaiwa]	i²¹tʃum²¹kho²¹	urine ? bitter		1302 1301 78	TBL		1091		i²¹tʃum²¹kʰo²¹		i ²¹ + tʃ u m ²¹ + kʰ o ²¹	400395	i ²¹ ◦ tʃ u m ²¹ ◦ kʰ o ²¹
6499	152		salty	Lashi	salty	1076.33	Leqi (Luxi)	khɔː⁵⁵	bitter	looks like bitter to me	78	TBL		1091		kʰɔː⁵⁵		kʰ ɔː ⁵⁵	400398	kʰ ɔː ⁵⁵
6567	152		salty	Xiandao	salty	1076.29	Achang (Xiandao)	xɔ³¹	bitter	looks like bitter to me	78	TBL		1091		xɔ³¹		x ɔ ³¹	400394	x ɔ ³¹
6632	153		salty	Bola	salty	1076.32	Bola (Luxi)	ŋɛ̃⁵⁵	salty		79	TBL		1091		ŋɛ̃⁵⁵		ŋ ɛ̃ ∼ ⁵⁵	400397	ŋ ɛ̃ ∼ ⁵⁵
#
3605	30	other	seven	Achang_Longchuan	seven num	803.28	Achang (Longchuan) TBL	ȵit⁵⁵  | 0803.28	seven		644	TBL		1704	ȵit⁵⁵	ȵit⁵⁵	seven	nʲ i t ⁵⁵	386360	nʲ - i t ⁵⁵
3608	30	other	seven	Atsi	seven num	803.3	Atsi [Zaiwa] TBL	ŋjit⁵⁵  | 0803.30	seven		644	TBL		1704	ŋjit⁵⁵	ŋjit⁵⁵	seven	ŋ j i t ⁵⁵	386362	ŋ j i t ⁵⁵
3610	30	other	seven	Bola	seven num	803.32	Bola (Luxi) TBL	nɔ̱t⁵⁵  | 0803.32	seven		644	TBL		1704	nɔ̱t⁵⁵	nɔ̱t⁵⁵	seven	n ɔ̰ t ⁵⁵	386364	n - ɔ̰ t ⁵⁵
3613	30	other	seven	Lashi	seven num	803.33	Leqi (Luxi) TBL	ŋjɛ̱t⁵⁵  | 0803.33	seven		644	TBL		1704	ŋjɛ̱t⁵⁵	ŋjɛ̱t⁵⁵	seven	ŋ j ɛ̰ t ⁵⁵	386365	ŋ j ɛ̰ t ⁵⁵
3614	30	other	seven	Maru	seven num	803.31	Langsu (Luxi) TBL	na̱t⁵⁵  | 0803.31	seven		644	TBL		1704	na̱t⁵⁵	na̱t⁵⁵	seven	n a̰ t ⁵⁵	386363	n - a̰ t ⁵⁵
3616	30	other	seven	Xiandao	seven num	803.29	Achang (Xiandao) TBL	nit⁵⁵  | 0803.29	seven		644	TBL		1704	nit⁵⁵	nit⁵⁵	seven	n i t ⁵⁵	386361	n - i t ⁵⁵
5437	30	other	seven	Rangoon		803.27			seven-1 seven-2		645 644	TBL		1704	khu⁵³n̥iʔ⁴	kʰu⁵³n̥iʔ⁴	seven	kʰ u ⁵³ + n̥ i ʔ ⁴	386359	kʰ u ⁵³ ◦ n̥ - i ʔ ⁴
5876	30	other	seven	Written_Burmese		803.26			seven-1 seven-2		645 644	TBL		1704	khu¹hnɑs⁴	kʰu¹hnɑs⁴	seven	kʰ u ¹ + n̥ a ts ⁴	386358	kʰ u ¹ ◦ n̥ - a ts ⁴
#
3649	34	other	sharp	Achang_Longchuan	sharp	1020.28	Achang (Longchuan) TBL	thɔʔ⁵⁵  | 1020.28	sharp	bad concept	651	TBL		1396	thɔʔ⁵⁵	thɔʔ⁵⁵	sharp	tʰ ɔ ʔ ⁵⁵	397567	tʰ ɔ ʔ ⁵⁵
3655	34	other	sharp	Lashi	sharp	1020.33	Leqi (Luxi) TBL	thɔːʔ⁵⁵  | 1020.33	sharp	bad concept	651	TBL		1396	thɔːʔ⁵⁵	thɔːʔ⁵⁵	sharp	tʰ ɔː ʔ ⁵⁵	397572	tʰ ɔː ʔ ⁵⁵
3657	36	other	sharp	Xiandao	sharp	1020.29	Achang (Xiandao) TBL	mat³⁵  | 1020.29	sharp	bad concept	1156	TBL		1396	mat³⁵	mat³⁵	sharp	m a t ³⁵	397568	m a t ³⁵
3658	34	other	sharp	Atsi	sharp	1020.3	Atsi [Zaiwa] TBL	thoʔ⁵⁵  | 1020.30	sharp	bad concept	651	TBL		1396	thoʔ⁵⁵	thoʔ⁵⁵	sharp	tʰ o ʔ ⁵⁵	397569	tʰ o ʔ ⁵⁵
3659	34	other	sharp	Bola	sharp	1020.32	Bola (Luxi) TBL	thaʔ⁵⁵  | 1020.32	sharp	bad concept	651	TBL		1396	thaʔ⁵⁵	thaʔ⁵⁵	sharp	tʰ a ʔ ⁵⁵	397571	tʰ a ʔ ⁵⁵
3660	34	other	sharp	Maru	sharp	1020.31	Langsu (Luxi) TBL	thɔʔ⁵⁵  | 1020.31	sharp	bad concept	651	TBL		1396	thɔʔ⁵⁵	thɔʔ⁵⁵	sharp	tʰ ɔ ʔ ⁵⁵	397570	tʰ ɔ ʔ ⁵⁵
5398	34	other	sharp	Rangoon		1020.27				bad concept	651	TBL		1396	thɛʔ⁴	tʰɛʔ⁴	sharp	tʰ ɛ ʔ ⁴	397566	tʰ ɛ ʔ ⁴
5838	34	other	sharp	Written_Burmese		1020.26				bad concept	651	TBL		1396	thɑk	tʰɑk	sharp	tʰ a k	397565	tʰ a k -
#
3699	37	other	short	Achang_Longchuan	short adj	973.28	Achang (Longchuan) TBL	ʑɔŋ³¹  | 0973.28	short	bad concept	1349	TBL		1645	ʑɔŋ³¹	ʑɔŋ³¹	short	ʑ ɔ ŋ ³¹	395152	ʑ ɔ ŋ ³¹
3700	39	other	short	Atsi	short adj	973.3	Atsi [Zaiwa] TBL	to̱t²¹  | 0973.30	short	bad concept	1157	TBL		1645	to̱t²¹	to̱t²¹	short	t o̰ t ²¹	395154	t o̰ t ²¹
3701	37	other	short	Bola	short adj	973.32	Bola (Luxi) TBL	laŋ³⁵  | 0973.32	short	bad concept	662	TBL		1645	laŋ³⁵	laŋ³⁵	short	l a ŋ ³⁵	395156	l a ŋ ³⁵
3702	37	other	short	Lashi	short adj	973.33	Leqi (Luxi) TBL	ʃə̱ːŋ³³  | 0973.33	long	bad concept	1349	TBL		1645	ʃə̱ːŋ³³	ʃə̱ːŋ³³	short	ʃ ə̰ː ŋ ³³	395157	ʃ ə̰ː ŋ ³³
3703	37	other	short	Maru	short adj	973.31	Langsu (Luxi) TBL	laŋ⁵⁵  | 0973.31	short	bad concept	662	TBL		1645	laŋ⁵⁵	laŋ⁵⁵	short	l a ŋ ⁵⁵	395155	l a ŋ ⁵⁵
3704	39	other	short	Xiandao	short adj	973.29	Achang (Xiandao) TBL	tɔk⁵⁵  | 0973.29	short-shorten	bad concept	1157	TBL		1645	tɔk⁵⁵	tɔk⁵⁵	short	t ɔ k ⁵⁵	395153	t ɔ k ⁵⁵
5567	39	other	short	Rangoon		973.27				bad concept	661	TBL		1645	to²²	to²²	short	t o ²²	395151	t o ²²
6004	39	other	short	Written_Burmese		973.26				bad concept	661	TBL		1645	to²	to²	short	t ə ²	395150	t ə ²
#
6154	106		shy	Xiandao	shy, be / bashful	1365.29	Achang (Xiandao)	ɲɔʔ⁵⁵sɔʔ⁵⁵	face shy		30 46	TBL		487		ɲɔʔ⁵⁵sɔʔ⁵⁵		ɲ ɔ ʔ ⁵⁵ + s ɔ ʔ ⁵⁵	38978	ɲ ɔ ʔ ⁵⁵ ◦ s ɔ ʔ ⁵⁵
6316	106		shy	Achang_Longchuan	shy, be / bashful	1365.28	Achang (Longchuan)	ȵɔʔ³¹sɔʔ⁵⁵	face shy		30 46	TBL		487		ȵɔʔ³¹sɔʔ⁵⁵		nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵	37246	nʲ ɔ ʔ ³¹ ◦ s ɔ ʔ ⁵⁵
6356	106		shy	Written_Burmese	shy, be / bashful	1365.26	Burmese (Written)	hrɑk⁴			46	TBL		487		hrɑk⁴		ɕ a k ⁴	33525	ɕ a k ⁴
6495	106		shy	Atsi	shy, be / bashful	1365.3	Atsi [Zaiwa]	xoʔ⁵⁵	shy		46	TBL		487		xoʔ⁵⁵		x o ʔ ⁵⁵	42712	x o ʔ ⁵⁵
6506	106		shy	Maru	shy, be / bashful	1365.31	Langsu (Luxi)	xɔʔ⁵⁵			46	TBL		487		xɔʔ⁵⁵		x ɔ ʔ ⁵⁵	44499	x ɔ ʔ ⁵⁵
6511	106		shy	Bola	shy, be / bashful	1365.32	Bola (Luxi)	xaʔ⁵⁵	shy		46	TBL		487		xaʔ⁵⁵		x a ʔ ⁵⁵	46319	x a ʔ ⁵⁵
6565	106		shy	Rangoon	shy, be / bashful	1365.27	Burmese (Rangoon)	ɕɛʔ⁴			46	TBL		487		ɕɛʔ⁴		ɕ ɛ ʔ ⁴	35422	ɕ ɛ ʔ ⁴
6626	106		shy	Lashi	shy, be / bashful	1365.33	Leqi (Luxi)	ʃɔ̱ːʔ⁵⁵	shy		46	TBL		487		ʃɔ̱ːʔ⁵⁵		ʃ ɔ̰ː ʔ ⁵⁵	48077	ʃ ɔ̰ː ʔ ⁵⁵
#
3752	40	other	six	Achang_Longchuan	six num	802.28	Achang (Longchuan) TBL	xʐoʔ⁵⁵  | 0802.28	six		669	TBL		1703	xʐoʔ⁵⁵	xʐoʔ⁵⁵	six	x ʐ o ʔ ⁵⁵	386309	x ʐ - o ʔ ⁵⁵
3755	40	other	six	Atsi	six num	802.3	Atsi [Zaiwa] TBL	khjuʔ⁵⁵  | 0802.30	six		669	TBL		1703	khjuʔ⁵⁵	khjuʔ⁵⁵	six	kʰ j u ʔ ⁵⁵	386311	kʰ j - u ʔ ⁵⁵
3757	40	other	six	Bola	six num	802.32	Bola (Luxi) TBL	khjauʔ⁵⁵  | 0802.32	six		669	TBL		1703	khjauʔ⁵⁵	khjauʔ⁵⁵	six	kʰ j a u ʔ ⁵⁵	386313	kʰ j a u ʔ ⁵⁵
3760	40	other	six	Lashi	six num	802.33	Leqi (Luxi) TBL	khjuk⁵⁵  | 0802.33	six		669	TBL		1703	khjuk⁵⁵	khjuk⁵⁵	six	kʰ j u k ⁵⁵	386314	kʰ j - u k ⁵⁵
3761	40	other	six	Maru	six num	802.31	Langsu (Luxi) TBL	khjauk⁵⁵  | 0802.31			669	TBL		1703	khjauk⁵⁵	khjauk⁵⁵	six	kʰ j a u k ⁵⁵	386312	kʰ j a u k ⁵⁵
3764	40	other	six	Xiandao	six num	802.29	Achang (Xiandao) TBL	chuʔ⁵⁵  | 0802.29	six		669	TBL		1703	chuʔ⁵⁵	chuʔ⁵⁵	six	cʰ u ʔ ⁵⁵	386310	cʰ - - u ʔ ⁵⁵
5618	40	other	six	Rangoon		802.27					669	TBL		1703	tɕhɑuʔ⁴	ʨʰɑuʔ⁴	six	tɕʰ ɑ u ʔ ⁴	386308	tɕʰ - ɑ u ʔ ⁴
6054	40	other	six	Written_Burmese		802.26			six		669	TBL		1703	khrɔk⁴	kʰrɔk⁴	six	kʰ r o k ⁴	386307	kʰ r o - k ⁴
#
3821	44	other	small	Achang_Longchuan	small adj	965.28	Achang (Longchuan) TBL	ȵi⁵⁵  | 0965.28	small		677	TBL		1246	ȵi⁵⁵	ȵi⁵⁵	small	nʲ i ⁵⁵	394718	nʲ i - - ⁵⁵
3823	384	other	small	Atsi	small adj	965.3	Atsi [Zaiwa] TBL	ti̱ʔ⁵⁵  | 0965.30	small		106	TBL		1246	ti̱ʔ⁵⁵	ti̱ʔ⁵⁵	small	t ḭ ʔ ⁵⁵	394720	t ḭ ʔ ⁵⁵
3824	44	other	small	Bola	small adj	965.32	Bola (Luxi) TBL	ŋai⁵⁵  | 0965.32	thin-2		677	TBL		1246	ŋai⁵⁵	ŋai⁵⁵	small	ŋ a i ⁵⁵	394722	ŋ a i - ⁵⁵
3827	44	other	small	Lashi	small adj	965.33	Leqi (Luxi) TBL	ŋɛː³¹  | 0965.33	small		677	TBL		1246	ŋɛː³¹	ŋɛː³¹	small	ŋ ɛː ³¹	394723	ŋ ɛː - - ³¹
3828	44	other	small	Maru	small adj	965.31	Langsu (Luxi) TBL	ŋai³¹  | 0965.31	small		677	TBL		1246	ŋai³¹	ŋai³¹	small	ŋ a i ³¹	394721	ŋ a i - ³¹
3829	44	other	small	Xiandao	small adj	965.29	Achang (Xiandao) TBL	ɲɛ⁵¹  | 0965.29	small		677	TBL		1246	ɲɛ⁵¹	ɲɛ⁵¹	small	ɲ ɛ ⁵¹	394719	ɲ ɛ - - ⁵¹
5365	44	other	small	Rangoon		965.27					677	TBL		1246	ŋɛ²²	ŋɛ²²	small	ŋ ɛ ²²	394717	ŋ ɛ - - ²²
5805	44	other	small	Written_Burmese		965.26					677	TBL		1246	ŋɑj²	ŋɑj²	small	ŋ a j ²	394716	ŋ a - j ²
#
3867	50	other	smooth	Achang_Longchuan	smooth / glossy / sleek	1037.28	Achang (Longchuan) TBL	neʔ³⁵  | 1037.28	smooth		1162	TBL		1234	neʔ³⁵	neʔ³⁵	smooth / glossy / sleek	n e ʔ ³⁵	398401	n e ʔ ³⁵
3868	49	other	smooth	Atsi	smooth / glossy / sleek	1037.3	Atsi [Zaiwa] TBL	tʃu̱t⁵⁵  | 1037.30	smooth		682	TBL		1234	tʃu̱t⁵⁵	tʃu̱t⁵⁵	smooth / glossy / sleek	tʃ ṵ t ⁵⁵	398403	tʃ ṵ t ⁵⁵
3870	49	other	smooth	Bola	smooth / glossy / sleek	1037.32	Bola (Luxi) TBL	tauʔ³¹ tʃɔ̱t⁵⁵  | 1037.32	smooth-1 smooth-2		1161 682	TBL		1234	tauʔ³¹tʃɔ̱t⁵⁵	tauʔ³¹tʃɔ̱t⁵⁵	smooth / glossy / sleek	t a u ʔ ³¹ + tʃ ɔ̰ t ⁵⁵	398405	t a u ʔ ³¹ ◦ tʃ ɔ̰ t ⁵⁵
3872	49	other	smooth	Lashi	smooth / glossy / sleek	1037.33	Leqi (Luxi) TBL	tʃu̱ːt⁵⁵  | 1037.33			682	TBL		1234	tʃu̱ːt⁵⁵	tʃu̱ːt⁵⁵	smooth / glossy / sleek	tʃ ṵː t ⁵⁵	398406	tʃ ṵː t ⁵⁵
3873	49	other	smooth	Maru	smooth / glossy / sleek	1037.31	Langsu (Luxi) TBL	tʃa̱t⁵⁵  | 1037.31			682	TBL		1234	tʃa̱t⁵⁵	tʃa̱t⁵⁵	smooth / glossy / sleek	tʃ a̰ t ⁵⁵	398404	tʃ a̰ t ⁵⁵
3875	49	other	smooth	Xiandao	smooth / glossy / sleek	1037.29	Achang (Xiandao) TBL	chɔt³⁵  | 1037.29	smooth		682	TBL		1234	chɔt³⁵	chɔt³⁵	smooth / glossy / sleek	cʰ ɔ t ³⁵	398402	cʰ ɔ t ³⁵
5342	51	other	smooth	Rangoon		1037.27					1163	TBL		1234	tɕhɔ⁵⁵	ʨʰɔ⁵⁵	smooth / glossy / sleek	tɕʰ ɔ ⁵⁵	398400	tɕʰ - ɔ ⁵⁵
5783	51	other	smooth	Written_Burmese		1037.26					1163	TBL		1234	khjɔ³	kʰjɔ³	smooth / glossy / sleek	kʰ j o ³	398399	kʰ j o ³
#
3908	52	other	soft	Achang_Longchuan	soft	1035.28	Achang (Longchuan) TBL	ȵɔt⁵⁵  | 1035.28	soft		688	TBL		1856	ȵɔt⁵⁵	ȵɔt⁵⁵	soft	nʲ ɔ t ⁵⁵	398306	nʲ ɔ t ⁵⁵
3910	52	other	soft	Atsi	soft	1035.3	Atsi [Zaiwa] TBL	ŋjo̱m⁵⁵  | 1035.30	soft		689	TBL		1856	ŋjo̱m⁵⁵	ŋjo̱m⁵⁵	soft	ŋ j o̰ m ⁵⁵	398308	ŋ j o̰ m ⁵⁵
3911	52	other	soft	Bola	soft	1035.32	Bola (Luxi) TBL	nɛ̃³⁵  | 1035.32	soft		689	TBL		1856	nɛ̃³⁵	nɛ̃³⁵	soft	n ɛ̃ ∼ ³⁵	398310	n - ɛ̃ ∼ ³⁵
3914	52	other	soft	Lashi	soft	1035.33	Leqi (Luxi) TBL	nə̱ː⁵³  | 1035.33			689	TBL		1856	nə̱ː⁵³	nə̱ː⁵³	soft	n ə̰ː ⁵³	398311	n - ə̰ː - ⁵³
3915	52	other	soft	Maru	soft	1035.31	Langsu (Luxi) TBL	nɛ̱̃⁵⁵  | 1035.31			689	TBL		1856	nɛ̱̃⁵⁵	nɛ̱̃⁵⁵	soft	n ɛ̰̃ ∼ ⁵⁵	398309	n - ɛ̰̃ ∼ ⁵⁵
3916	52	other	soft	Xiandao	soft	1035.29	Achang (Xiandao) TBL	ɲɔt³¹  | 1035.29	soft		688	TBL		1856	ɲɔt³¹	ɲɔt³¹	soft	ɲ ɔ t ³¹	398307	ɲ ɔ t ³¹
5660	53	other	soft	Rangoon		1035.27					687	TBL		1856	pjɔ⁵³	pjɔ⁵³	soft	p j ɔ ⁵³	398305	p j ɔ ⁵³
6095	53	other	soft	Written_Burmese		1035.26					687	TBL		1856	pjɔ¹	pjɔ¹	soft	p j o ¹	398304	p j o ¹
#
4112	61	other	straight	Achang_Longchuan	straight	1003.28	Achang (Longchuan) TBL	tan³¹  | 1003.28	straight	bad concept	730	TBL		1404	tan³¹	tan³¹	straight	t a n ³¹	396699	t a n ³¹
4114	62	other	straight	Atsi	straight	1003.3	Atsi [Zaiwa] TBL	ŋjaŋ⁵¹  | 1003.30	straight	bad concept	1174	TBL		1404	ŋjaŋ⁵¹	ŋjaŋ⁵¹	straight	ŋ j a ŋ ⁵¹	396701	ŋ j - a ŋ ⁵¹
4115	61	other	straight	Bola	straight	1003.32	Bola (Luxi) TBL	tɛ̃³⁵  | 1003.32	straight	bad concept	730	TBL		1404	tɛ̃³⁵	tɛ̃³⁵	straight	t ɛ̃ ∼ ³⁵	396703	t ɛ̃ ∼ ³⁵
4118	61	other	straight	Lashi	straight	1003.33	Leqi (Luxi) TBL	taːn³³  | 1003.33		bad concept	730	TBL		1404	taːn³³	taːn³³	straight	t aː n ³³	396704	t aː n ³³
4119	62	other	straight	Maru	straight	1003.31	Langsu (Luxi) TBL	ŋiɔ̃⁵⁵  | 1003.31		bad concept	1174	TBL		1404	ŋiɔ̃⁵⁵	ŋiɔ̃⁵⁵	straight	ŋ i ɔ̃ ∼ ⁵⁵	396702	ŋ - i ɔ̃ ∼ ⁵⁵
4121	67	other	straight	Xiandao	straight	1003.29	Achang (Xiandao) TBL	ʂa³¹  | 1003.29	straight-flow	bad concept	1175	TBL		1404	ʂa³¹	ʂa³¹	straight	ʂ a ³¹	396700	ʂ a ³¹
5363	0	other	straight	Rangoon		1003.27				bad concept	22	TBL		1404	mɑʔ⁴	mɑʔ⁴	straight (vertical)	m ɑ ʔ ⁴	396724	m ɑ ʔ ⁴
5537	64	other	straight	Rangoon		1003.27				bad concept	729	TBL		1404	phjɑ̃u⁵³	pʰjɑ̃u⁵³	straight (horizontal)	pʰ j ɑ̃ u ∼ ⁵³	396698	pʰ j ɑ̃ u ∼ ⁵³
5974	64	other	straight	Written_Burmese		1003.26				bad concept	729	TBL		1404	phrɔŋ¹	pʰrɔŋ¹	straight (horizontal)	pʰ r o ŋ ¹	396697	pʰ r o - ŋ ¹
5998	0	other	straight	Written_Burmese		1003.26				bad concept	22	TBL		1404	mɑt⁴	mɑt⁴	straight	m a t ⁴	434579	m a t ⁴
#
4255	70	other	ten	Achang_Longchuan	ten num	806.28	Achang (Longchuan) TBL	tɕhe⁵⁵  | 0806.28	ten		1181	TBL		1515	tɕhe⁵⁵	tɕhe⁵⁵	ten	tɕʰ e ⁵⁵	386514	tɕʰ e - ⁵⁵
4258	70	other	ten	Atsi	ten num	806.3	Atsi [Zaiwa] TBL	tshe⁵¹  | 0806.30	ten		1181	TBL		1515	tshe⁵¹	tshe⁵¹	ten	tsʰ e ⁵¹	386516	tsʰ e - ⁵¹
4260	70	other	ten	Bola	ten num	806.32	Bola (Luxi) TBL	tă³¹ thai⁵⁵  | 0806.32	one ten		534 1182	TBL		1515	tă³¹thai⁵⁵	tă³¹thai⁵⁵	ten	t ă ³¹ + tʰ a i ⁵⁵	386518	t ă ³¹ ◦ tʰ a i ⁵⁵
4263	70	other	ten	Lashi	ten num	806.33	Leqi (Luxi) TBL	tă³¹ tshe³³  | 0806.33	one ten		534 1182	TBL		1515	tă³¹tshe³³	tă³¹tshe³³	ten	t ă ³¹ + tsʰ e ³³	386519	t ă ³¹ ◦ tsʰ e - ³³
4264	70	other	ten	Maru	ten num	806.31	Langsu (Luxi) TBL	tshɛ³¹  | 0806.31	ten		750	TBL		1515	tshɛ³¹	tshɛ³¹	ten	tsʰ ɛ ³¹	386517	tsʰ ɛ ³¹
4266	70	other	ten	Xiandao	ten num	806.29	Achang (Xiandao) TBL	ta³¹ tshi⁵⁵  | 0806.29	one ten		534 1182	TBL		1515	ta³¹tshi⁵⁵	ta³¹tshi⁵⁵	ten	t a ³¹ + tsʰ i ⁵⁵	386515	t a ³¹ ◦ tsʰ i - ⁵⁵
5290	70	other	ten	Rangoon		806.27			ten		1181	TBL		1515	shɛ²²	shɛ²²	ten	sʰ ɛ ²²	386513	sʰ ɛ - ²²
5732	70	other	ten	Written_Burmese		806.26			ten		1181	TBL		1515	shɑj²	shɑj²	ten	tsʰ a j ²	386512	tsʰ a j ²
#
4283	24	other	that	Bola	that dem	947.32	Bola (Luxi) TBL	xu⁵¹  | 0947.32	that-1	bad concept	756	TBL		78	ma̱⁵¹	xu⁵¹	that	x u ⁵¹	393758	x - u ⁵¹
4290	76	other	that	Achang_Longchuan	that dem	947.28	Achang (Longchuan) TBL	the⁵⁵  | 0947.28	that	bad concept	757	TBL		78	the⁵⁵	the⁵⁵	that	tʰ e ⁵⁵	393754	tʰ e ⁵⁵
4291	24	other	that	Atsi	that dem	947.3	Atsi [Zaiwa] TBL	xje⁵¹  | 0947.30	that	bad concept	756	TBL		78	xje⁵¹	xje⁵¹	that	x j e ⁵¹	393756	x j e ⁵¹
4292	76	other	that	Lashi	that dem	947.33	Leqi (Luxi) TBL	thə³³  | 0947.33	that	bad concept	757	TBL		78	thə³³	thə³³	that	tʰ ə ³³	393759	tʰ ə ³³
4293	76	other	that	Maru	that dem	947.31	Langsu (Luxi) TBL	thø³¹  | 0947.31		bad concept	757	TBL		78	thø³¹	thø³¹	that	tʰ ø ³¹	393757	tʰ ø ³¹
4294	76	other	that	Xiandao	that dem	947.29	Achang (Xiandao) TBL	thɛ⁵⁵  | 0947.29	that	bad concept	757	TBL		78	thɛ⁵⁵	thɛ⁵⁵	that	tʰ ɛ ⁵⁵	393755	tʰ ɛ ⁵⁵
5564	25	other	that	Rangoon		947.27				bad concept	758	TBL		78	ho²²	ho²²	that	h o ²²	393753	h o ²²
5565	76	other	that	Rangoon		947.27				bad concept	757	TBL		78	tho²²	tʰo²²	that	tʰ o ²²	393779	tʰ o ²²
6001	25	other	that	Written_Burmese		947.26				bad concept	758	TBL		78	ho²	ho²	that	h ə ²	393752	h ə ²
6002	76	other	that	Written_Burmese		947.26				bad concept	757	TBL		78	tho²	tʰo²	that	tʰ ə ²	393778	tʰ ə ²
#
22	90	noun	the ant	Achang_Longchuan	ant 2	365.28	Achang (Longchuan) TBL	tɕhi⁵⁵ man⁵⁵  | 0365.28	? ?		983 976	TBL		587	tɕhi⁵⁵man⁵⁵	tɕhi⁵⁵man⁵⁵	ant	tɕʰ i ⁵⁵ + m a n ⁵⁵	363695	tɕʰ i ⁵⁵ ◦ m a n ⁵⁵
24	87	noun	the ant	Atsi	ant 1	365.3	Atsi [Zaiwa] TBL	pau⁵¹ voʔ⁵⁵  | 0365.30	insect ant		16 15	TBL		587	pau⁵¹voʔ⁵⁵	pau⁵¹voʔ⁵⁵	ant	p a u ⁵¹ + v o ʔ ⁵⁵	363697	p a u ⁵¹ ◦ - v o ʔ ⁵⁵
