NUMBER	ENGLISH	CONCEPTICON_ID	TBL_ID	SRCID	SRCGLOSS
60	ten	1515	806		???
#<<<
61	that	78	947	991	that; 2) pro., he, she, it (1) dem.art.)
61	that	78	947	995	they, them, those (pro.pl.)
#>>>
62	the ant	587	365	878	ant (n.)
63	the armpit	1886	92	1456	armpit (n.)
#<<<
64	the bamboo	1927	389	428	the wooden, bamboo or wood-and-bamboo ferris wheel made by Kiranti peoples during a period of shamanist celebrations which coincide with the Hindu feast of Das!aĩ, from the seventh to the tenth day of the light half of the month of Ās!vin (n.)
64	the bamboo	1927	389	1065	bamboo, any wild bamboo species. (n.)
#>>>
65	the barley (tibetan or highland)	932	411	1403	barley (n.)
66	the belly	1251	96	1079	belly, abdomen (n.)
67	the bird	937	326		???
68	the blood	946	129	882	blood (n.)
69	the body hair (hair or fur)	189	266		???
70	the bone	1394	133	1373	bone (n.)
#<<<
71	the branch	1531	374	782	branch (n.)
71	the branch	1531	374	794	branch (n.)
#>>>
72	the breast (female)	1402	94		???
73	the child (young human)	1304	169		???
74	the cloud	1489	7		???
75	the daughter	1357	222	1412	1) child, offspring, son, daughter; 2) -tsuʔu diminutive suffix. (n.)
76	the dew	1977	15		???
77	the dog	2009	289	24	dog, hound (n.)
78	the dream	2374	699	853	dream; vision (n.)
79	the dust	2	45		???
80	the ear	1247	81	222	ear (n.)
#<<<
81	the earth (soil)	1228	40	1367	soil (with implicit reference to the soil as the substrate from which womankind arose via Na:ghɨle:m. (n.poet.)
81	the earth (soil)	1228	40	1464	clay, earth, soil, ground. (n.)
#>>>
82	the earthworm	2350	363		???
83	the egg	744	450		???
84	the eye	1248	79		???
#<<<
85	the father	1217	218	779	father (n.)
85	the father	1217	218	1501	father (n.)
#>>>
86	the feather	1201	299	604	feather, quill (n.)
87	the fire	221	18		???
88	the fish	227	351	228	fish (n.)
89	the flea	232	355	726	flea, Pulex irritans (n.)
#<<<
90	the flower	239	377	275	pick (fruits, flowers), pick up (vt-4 pi:d/pi:t-pi:ts/pi:s-pe:t)
90	the flower	239	377	278	(with non-referential third singular agent agreement) 1) flower, bloom (of flowers); 2) (with mori 'foetus, embryo') be pregnant, mori pǝtɨm pregnant (Nep. garbha bhaeko ); 3) (of mori-puma 'embryo-flower' or mitsɨm-puma 'woman-flower') menstruate, be in menstruation. (vt-2a pǝt-pǝts/pǝs)
90	the flower	239	377	1263	cause to bear fruit or to flower (vt-2a si: mɨd/mɨt-mɨts/mɨs)
90	the flower	239	377	1502	flower (n.)
#>>>
91	the fog	249	16		???
#<<<
92	the foot	1301	103	330	foot, paw (of fowl, primates (inc. man) and quadrupeds) (n.)
92	the foot	1301	103	333	foot (n.)
#>>>
93	the forest	420	50		???
94	the fox	1312	325		???
95	the frog	503	349		???
96	the front (front side)	2194	712	647	up front, in front (adv.emph.)
97	the frost	2034	14		???
98	the fruit	1507	378	52	fruit (n.)
99	the goat	1502	276	109	goat (n.)
100	the grass	606	436		???
101	the hail	609	13		???
102	the hair (of the head)	1040	75		???
#<<<
103	the hand	1277	107	40	hand, lower arm (from elbow to fingertips); front paw (n.)
103	the hand	1277	107	392	hand (n.)
103	the hand	1277	107	1274	to wash up, e.g. one's face, hands or legs, but not one's whole body (vr.non-erg.)
#>>>
#<<<
104	the head	1256	74	930	head (n.)
104	the head	1256	74	1328	eldest, most knowledgeable; head, leader (n.adj.)
#>>>
#<<<
105	the heart	1223	144	1230	mind, feeling, heart, thought (n.)
105	the heart	1223	144	1414	heart (n.)
#>>>
106	the hoof	152	264		???
107	the horn (keratinized skin)	1393	263	1226	horn (n.)
108	the horse	615	268		???
109	the house	1252	494	399	house (n.)
#<<<
110	the husband	1200	247	910	with (postp.)
110	the husband	1200	247	1174	husband (n.)
#>>>
111	the ice	617	17		???
112	the knee	1371	101	1237	joint; knee (n.)
113	the lake	624	31		???
114	the leaf	628	376	329	leaf, blade (of a leaf) (n.)
#<<<
115	the lip (the lips)	478	85	241	1) glue, stick; 2) mend, fasten, patch. (vt-2a lept/lep-liph/lip)
115	the lip (the lips)	478	85	1139	lip (n.)
#>>>
116	the liver	1224	145	197	liver (n.)
117	the louse	1392	356	1009	louse (n.)
118	the lung	688	143	494	1) pull; cause to budge by pulling, pull something free 2a) so:m (so:m 'breath') thɨtnɨ, inhale 2b) n., lungs (vt-2a thɨd/thɨt-thɨts/thɨs)
#<<<
119	the man (male human)	2106	173	164	man, mankind (n.)
119	the man (male human)	2106	173	253	man, male (n.)
119	the man (male human)	2106	173	301	grandfather (either paternal or maternal; male or female speaking) (n.)
119	the man (male human)	2106	173	436	grandmother (either paternal or maternal; male or female speaking) (n.)
119	the man (male human)	2106	173	1408	1) move up 2) deride; get someone riled up, tease, mock (animate patient, e.g. dog, man, friend) (vt-2a tsot-tsuts/tsus)
#>>>
120	the meat	634	443		???
121	the moon	1313	4	970	moon, moonshine (n.)
122	the mosquito	1509	360	714	mosquito (n.)
123	the mother	1216	219		???
124	the mountain	639	23		???
125	the mouse or rat	2139	320	795	mouse (n.)
126	the mouth	674	84	904	mouth, buccal cavity (n.)
127	the mud	640	46		???
#<<<
128	the nail (fingernail or claw)	2128	113	4	nail, talon (n.)
128	the nail (fingernail or claw)	2128	113	854	nail, claws, talon (n.)
#>>>
129	the name	1405	687	225	name (n.)
130	the neck	1333	89		???
131	the needle (for sewing)	1382	578	1417	needle (n.)
132	the nit	267	357		???
133	the nose	1221	80	622	nose (n.)
134	the otter	15	317		???
135	the pig	1337	284	1478	pig, swine (n.)
136	the rain	658	10		???
137	the rainbow	1733	11	1199	rainbow (n.)
138	the rice plant	2026	439	851	rice (uncooked) (n.)
139	the river	666	30	799	river (n.)
140	the road	667	38		???
141	the root	670	375	323	root (in the soil, e.g. of a pig); poke around in the soil, dig up by hand (e.g. grubs, khoksi Calladium arumaciae, ki: potato; 'to dig' with a kokda or other implement necessitates use of the verb dhunɨ ) (vt-2a phɨnd/phɨn-phɨnts/phɨs)
#<<<
142	the rope	1218	619	75	string (e.g. beads), thread (esp. puma 'flowers' in making a mālā ) (vt-2a sikt/sik-sikh/sik)
142	the rope	1218	619	1201	rope (n.)
#>>>
143	the salt	1274	61	1218	salt (n.)
144	the sand	671	44		???
145	the sea	1474	32		???
146	the seed	714	405		???
147	the sheep	1331	275	1191	sheep (n.)
#<<<
148	the shit	676	151	971	shit, defaecate (vi-2 e:-i:y/i:)
148	the shit	676	151	971	shit, defaecate (vi-2 e:-i:y/i:)
#>>>
#<<<
149	the shoulder	1482	90	368	shoulder (as seen from behind), shoulder blades (n.)
149	the shoulder	1482	90	683	shoulders (as seen from above), the upper surface of the shoulders (n.)
149	the shoulder	1482	90	1492	back, backside; 2) behind, reverse side (1) n. 2) adv.)
149	the shoulder	1482	90	1494	in back, behind (adv.emph.)
#>>>
150	the sickle	341	624		???
151	the skin	763	120	1278	hide, conceal (vt-1 sɨl)
152	the sky	1732	1	1224	thunder, thunderstorm. (n.)
#<<<
153	the smoke	778	19	1063	smoke (n.)
153	the smoke	778	19	1333	drink; smoke (vt-1 tɨN)
#>>>
154	the snake	730	347	705	snake, serpent (n.)
155	the snow	784	12	1096	snow (on the ground), ice. (n.)
156	the son	1620	220	1412	1) child, offspring, son, daughter; 2) -tsuʔu diminutive suffix. (n.)
157	the sparrow	1854	336		???
158	the spider	843	361	1233	spider (n.)
159	the star	1430	5		???
#<<<
160	the stick	1295	586	241	1) glue, stick; 2) mend, fasten, patch. (vt-2a lept/lep-liph/lip)
160	the stick	1295	586	901	stick, attach, glue (vt-2a kept/kep-kiph/kip)
#>>>
#<<<
161	the stone (a piece of)	857	379	195	rock, stone (n.)
161	the stone (a piece of)	857	379	1305	stone or rock used as a hand-thrown projectile (n.)
#>>>
#<<<
162	the sun	1343	2	299	sun, the sun-god (n.)
162	the sun	1343	2	584	daylight, sun, sunshine (n.)
162	the sun	1343	2	595	sun (as a celestial orb or heavenly body) (n.)
#>>>
163	the tail	1220	267		???
#<<<
164	the thigh	800	100	606	thigh (n.)
164	the thigh	800	100	619	thigh (n.)
#>>>
165	the thunder	1150	8	1224	thunder, thunderstorm. (n.)
#<<<
166	the tiger	846	304	207	Panthera tigris, the tiger (n.)
166	the tiger	846	304	1362	lord of the jungle, Panthera tigris, the tiger (n.)
#>>>
167	the tongue	1205	139	1160	tongue (n.)
168	the tooth (front)	1380	137	295	tooth, fang (n.)
#<<<
169	the tree	906	372	711	tree (n.)
169	the tree	906	372	1277	wood, stick, log, lumber, timber, firewood; tree (n.)
#>>>
170	the water	948	47		???
171	the wheat	1077	410	1170	wheat (n.)
#<<<
172	the wife	1199	248	1283	wife, mater familiās. (n.)
172	the wife	1199	248	1320	wife (n.)
#>>>
173	the wind	960	9	892	wind (n.)
174	the wing	1257	298		???
175	the wolf	522	324		???
#<<<
176	the woman	962	174	172	female, woman (n.)
176	the woman	962	174	599	face (of a woman); dainty, comely, unblemished or beautiful face (of a man or a woman); countenance, visage (n.)
#>>>
177	the wood (material)	1803	511		???
178	the year	1226	777	687	year (n.)
#<<<
179	there	1937	950	992	there (adv.)
179	there	1937	950	994	there, over there (same altitude as point of reference) (adv.)
#>>>
180	thick	1244	980	507	stupid, thick, oafish (adj.)
181	thin (object)	2307	981		???
182	this	1214	942	747	they, them, these (pro.pl.)
183	thou [second person singular]	1215	931		???
#<<<
184	three	492	799	457	three (num.)
184	three	492	799	571	three (num.)
#>>>
#<<<
185	to be alive	1422	1087	717	in, at, to (loc.postp.)
185	to be alive	1422	1087	1142	uphill (to:to:  adv.)
#>>>
#<<<
186	to bite	1403	1753	717	in, at, to (loc.postp.)
186	to bite	1403	1753	1142	uphill (to:to:  adv.)
#>>>
187	to blow (of wind)	175	1738	679	blow (e.g. mi 'a fire') (vt-1 dɨm)
188	to burn [intransitive]	1428	1269	900	burn (+ inedible, e.g. sɨ 'firewood') (vt-2a hɨt-hɨts/hɨs)
189	to buy	1869	1516	1285	buy (vt-2a ki:d/ki:t-ki:ts/ki:s)
190	to chew	321	1424		???
#<<<
191	to come	1446	1491	430	come (along a horizontal plane) (vi-1 pi:y/pi:)
191	to come	1446	1491	717	in, at, to (loc.postp.)
191	to come	1446	1491	1142	uphill (to:to:  adv.)
191	to come	1446	1491	1242	come, appear (vi-2 ho:-hu:y/hu:)
#>>>
192	to count	1420	1640	31	count (vt-2a khi:t-khi:ts/khi:s)
193	to cry (weep)	1420	1485	31	count (vt-2a khi:t-khi:ts/khi:s)
#<<<
194	to die	1494	1651	171	die (vi-3 mits/mis-mit)
194	to die	1494	1651	432	1) topple over, fall, be felled 2) -sa:yɨ pi:pnɨ (elevated style) pass away, die (vi-1 pi:ph/pi:p)
194	to die	1494	1651	558	1) fall, drop; 2) (elevated diction) die, pass away 3) with sa:yɨ 'life force', become ill, die or be near death. (vi-1 tha:N)
194	to die	1494	1651	717	in, at, to (loc.postp.)
194	to die	1494	1651	1142	uphill (to:to:  adv.)
#>>>
195	to dig	1418	1698	939	(only with third singular patient agreement) dig (e.g. a hole) (vt-6a dha-dhuy/dhu-dhɨ-dho)
#<<<
196	to drink	1401	1370	717	in, at, to (loc.postp.)
196	to drink	1401	1370	1142	uphill (to:to:  adv.)
196	to drink	1401	1370	1333	drink; smoke (vt-1 tɨN)
#>>>
#<<<
197	to eat	1336	1198	717	in, at, to (loc.postp.)
197	to eat	1336	1198	1142	uphill (to:to:  adv.)
#>>>
198	to fight	1423	1234	1284	fight, quarrel (vi-1 ki:y/ki:)
199	to float	1574	1553		???
200	to flow	2003	1502		???
#<<<
201	to fly (move through air)	1441	1318	717	in, at, to (loc.postp.)
201	to fly (move through air)	1441	1318	823	fly (vi-3 byir-byer)
201	to fly (move through air)	1441	1318	1142	uphill (to:to:  adv.)
#>>>
202	to forget	1523	1704	118	forget (vt-6a tsa:mɨtta-tsa:mɨttuy/tsa:mɨttu-tsa:mɨttɨ-tsa:mɨtto)
#<<<
203	to give	1447	1345	717	in, at, to (loc.postp.)
203	to give	1447	1345	1142	uphill (to:to:  adv.)
203	to give	1447	1345	1422	(patient agreement with recipient, not object given) give away, give (vt-6b bi:y/bi:-be: + vt-6a sa-suy/su-sɨ-so)
#>>>
#<<<
204	to hear	1408	1682	637	hear, not be deaf. (vi-1 Nyi:)
204	to hear	1408	1682	638	hear, listen to (vt-1 Nyi:)
204	to hear	1408	1682	717	in, at, to (loc.postp.)
204	to hear	1408	1682	1142	uphill (to:to:  adv.)
#>>>
#<<<
205	to hide (conceal)	602	1169	717	in, at, to (loc.postp.)
205	to hide (conceal)	602	1169	1142	uphill (to:to:  adv.)
205	to hide (conceal)	602	1169	1278	hide, conceal (vt-1 sɨl)
#>>>
206	to hold	1448	1709		???
207	to hunt	1435	1230	439	thrust, drive or stick into lengthwise (vt-2a pipt/pip-piph/pip + vt-6a sa-suy/su-sɨ-so)
208	to kill	1417	1602		???
209	to knead	274	1594		???
#<<<
210	to know (something)	1410	1398	717	in, at, to (loc.postp.)
210	to know (something)	1410	1398	1127	understand (with inanimate patient); know, be familiar with (with animate patient) (vt-2a tsɨkt/tsɨk-tsɨkh/tsɨk)
210	to know (something)	1410	1398	1142	uphill (to:to:  adv.)
#>>>
#<<<
211	to laugh	1355	1735	717	in, at, to (loc.postp.)
211	to laugh	1355	1735	1142	uphill (to:to:  adv.)
211	to laugh	1355	1735	1206	laugh (vi-2 re:-ri:y/ri:)
#>>>
#<<<
212	to learn	504	1742	868	learn (vr.non-erg.)
212	to learn	504	1742	1164	1) get, receive, be allowed to, get the opportunity or chance to 2) -tɨm doknɨ, become aware of, learn, find out, come to know (vt-2a dokt/dok-dukh/duk)
#>>>
#<<<
213	to lick	319	1674	717	in, at, to (loc.postp.)
213	to lick	319	1674	1142	uphill (to:to:  adv.)
213	to lick	319	1674	1306	lick (vt-3 likh/lik-lyǝk)
#>>>
#<<<
214	to lie down	215	1661	984	(with wa:lǝ 'lie') tell a lie, lie (vt-3 mɨns/mɨs-mɨt)
214	to lie down	215	1661	1387	lie (n.)
#>>>
215	to marry (a man marries a woman)	2164	1578		???
#<<<
216	to plant (vegetals, rice)	1486	1774	242	plant, sow (vt-2a let-li:ts/li:s)
216	to plant (vegetals, rice)	1486	1774	807	increase in size, augment, grow, swell, swell up. (vi-1 bar)
#>>>
#<<<
217	to play	1413	1703	220	play (vt-2a tsemd/tsem-tsem)
217	to play	1413	1703	1334	play (an instrument), ring (a bell), cause to sound (vt-2a tɨpt/tɨp-tɨph/tɨp)
#>>>
218	to pull	1455	1568	617	suck, draw (through a straw) (vt-2a phipt/phip-phiph/phip)
#<<<
219	to push	1452	1689	717	in, at, to (loc.postp.)
219	to push	1452	1689	1142	uphill (to:to:  adv.)
#>>>
220	to reside (live)	1099	1452		???
221	to run	1519	1544		???
222	to scratch	1436	1530	82	scrape off of something, scrape; rout in the soil (said of a bhiʔi 'bull') (vt-1 kha:r)
#<<<
223	to see	1409	1471	717	in, at, to (loc.postp.)
223	to see	1409	1471	1142	uphill (to:to:  adv.)
223	to see	1409	1471	1166	see (vt-2a do:khot-du:khuts/du:khus)
#>>>
224	to shoot (an arrow)	1172	1611	1151	1) grow, sprout, germinate, come up 2) spring, spring forth (said of a water at a source) (vi-3 li:m-lem)
225	to sing	1261	1184		???
#<<<
226	to sleep	1585	1646	717	in, at, to (loc.postp.)
226	to sleep	1585	1646	1142	uphill (to:to:  adv.)
226	to sleep	1585	1646	1248	sleep (n.)
#>>>
#<<<
227	to smell (perceive odor) [transitive]	1586	1707	717	in, at, to (loc.postp.)
227	to smell (perceive odor) [transitive]	1586	1707	1142	uphill (to:to:  adv.)
#>>>
#<<<
228	to sow (broadcast, scatter seeds)	748	1597	242	plant, sow (vt-2a let-li:ts/li:s)
228	to sow (broadcast, scatter seeds)	748	1597	634	sow (vt-2a Nyept/Nyep-Nyiph/Nyip)
#>>>
#<<<
229	to spit	1440	1688	27	spittle, saliva, spit (n.)
229	to spit	1440	1688	717	in, at, to (loc.postp.)
229	to spit	1440	1688	1142	uphill (to:to:  adv.)
#>>>
#<<<
230	to stand	1442	1784	717	in, at, to (loc.postp.)
230	to stand	1442	1784	1082	remain standing, be standing (vi-3 rip-rep + vi-4 dzo:-dzɨ-dzuy/dzu)
230	to stand	1442	1784	1085	stand (vi-3 riph/rip-rep)
230	to stand	1442	1784	1142	uphill (to:to:  adv.)
#>>>
#<<<
231	to steal	713	1686	28	steal (vi-2 khe:-khi:y/khi:)
231	to steal	713	1686	29	steal (vt-6b khi:y/khi:-khe:)
#>>>
#<<<
232	to think (reflect)	1415	1726	162	1) realize, think; remember, ponder, contemplate, plot a scheme, think up a plan of action; 2) n., memory, remembrance (with a genitive construction as the complement of lɨnɨ  vt-4 (2e), q.v. (vt-2a mind/min-mints/mins)
232	to think (reflect)	1415	1726	717	in, at, to (loc.postp.)
232	to think (reflect)	1415	1726	1142	uphill (to:to:  adv.)
#>>>
233	to throw	1456	1687		???
#<<<
234	to vomit	1278	1535	315	vomit (n.)
234	to vomit	1278	1535	981	1) sisi mɨnɨ, observe the practice of sisi, i.e. the practice of sprinkling a bit of cooked rice onto the floor next to one's plate prior to commencement of any meal in order to feed and thereby appease any malicious spirits which might be in the house. Sisi  is performed again if anyone should enter the house or be heard rustling about outside during the course of the meal, thereby possibly unwittingly escorting a malevolent ghost to dinner from outdoors; the practice of sisi is also observed when eating out of doors on the road where the risk of being afflicted by a disincarnate spirit is greater  2) kakharɨ mɨnɨ, gargle, gurgle, esp. in preparing ti spit or to spew out phlegm 3) waʔwaʔ mɨnɨ, vomit, throw up, puke 4) bǝllǝ mɨnɨ make haste, hurry 5) samsam [&lt; sam spirit] mɨnɨ to exorcise, esp. to conduct a healing ceremony propitiate the deities (agent: naksö-sele) 6) tsili ('wrath') mɨnɨ lose one's temper (vt-6a ma-muy/mu-mɨ-mo)
#>>>
#<<<
235	to walk	1443	1815	560	descend, go or come down (vr.non-erg.)
235	to walk	1443	1815	717	in, at, to (loc.postp.)
235	to walk	1443	1815	1142	uphill (to:to:  adv.)
#>>>
236	to wipe	1454	1163		???
237	today	1283	738	1055	today (n.)
238	tomorrow	1329	742		???
239	twenty	1710	816		???
#<<<
240	two	1498	798	119	1) be or get lost; 2) (with -nɨ 'mind, consciousness') lose consciousness, black out, pass out (vi-1 tsa:m)
240	two	1498	798	185	1) flip over (of a landed fish), 2) [myth., said of Ruwabhu ] turn oneself upside down, invert oneself (an act which Ruwabhu, who is both the planet Venus and the Rai Yggdrasil or Tree of Existence, which permeates and sustains all levels of the Universe with its roots in the underworld and branches in the heavens, will perform at the end of time when he is totally fed up and dissatisfied with mankind. When Ruwabhu does this, he will bring about the Ragnarok or total destruction of the world (vr.erg.)
240	two	1498	798	227	two, the two of them, both (num.)
240	two	1498	798	278	(with non-referential third singular agent agreement) 1) flower, bloom (of flowers); 2) (with mori 'foetus, embryo') be pregnant, mori pǝtɨm pregnant (Nep. garbha bhaeko ); 3) (of mori-puma 'embryo-flower' or mitsɨm-puma 'woman-flower') menstruate, be in menstruation. (vt-2a pǝt-pǝts/pǝs)
240	two	1498	798	573	two (num.)
240	two	1498	798	575	two (num.)
240	two	1498	798	574	two (non-human) (num.)
240	two	1498	798	576	two (human) (num.)
#>>>
241	we [first person plural inclusive]	1131	930		???
242	wet	1726	1029	60	get wet, become wet (vi-3 dzits/dzis-dzit)
243	what	1236	954	1181	what, any (pro.)
#<<<
244	where	1237	955	287	put, place (vt-1 ne)
244	where	1237	955	307	1) put, place; 2) ponent aspectivizer with transitive verbs (vt-6a ta-tuy/tu-tɨ-to)
244	where	1237	955	708	put, place, position, apply (vt-6a bhokta-bhoktuy/bhoktu-bhoktɨ-bhokto)
#>>>
245	white	1335	1006	1163	white (adj.)
246	who	1235	953		???
247	yellow	1424	1008		???
248	yesterday	1174	739		???
#<<<
249	you [second person plural]	1213	933	261	one of the two avian escorts who took Na:ye:m from earth to the planet Venus, Ruwabhu (n.myth.)
249	you [second person plural]	1213	933	728	one of the two avian escorts who took Na:ye:m from earth to the planet Venus, Ruwabhu (n.myth.)
249	you [second person plural]	1213	933	279	the first man to emerge from the womb of Na:ye:m. (n.myth.)
249	you [second person plural]	1213	933	570	1) the primordial and original male god, the impregnator of Na:ye:m and progenitor of all things, who is pictured as a cosmic tree which bears the various tiers of existence and, as such, forms a parallel to the Norse tree of existence Yggdrasil, standing with its roots in the underworld and its highest branches stretching into the highest realms of existence; although permeating all the universe, Ruwabhu is visible from Earth as the planet Venus which appears alternately as a morning star and an evening star; this is an expression of Ruwabhu's most salient characteristic, viz. deceit (n.myth. [&lt; -bhu 'tree'])
249	you [second person plural]	1213	933	1100	1) the Primordial Mother, the mother of Na:ye:m; 2) leafless yellow parasitic creeper without roots, Cuscuta reflexa, found as an epiphyte on green shrubs and trees, esp. in the crowns of plum trees (Nep. biyar ) (1) n.myth. 2) n.)
249	you [second person plural]	1213	933	1486	take down, carry downhill, bring down (vt-6b yi:y/yi:-ye:)
#>>>
250	young	1207	1059		???
