RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
51	Limbu	taʔmaʔ, -ta:r-/-taʔ-	bring, fetch (something which must be looked for, as opposed to phɛpmaʔ, q.v.); deliver (from afar)		vt.	
52	Limbu	tadzɛN	conversation.		n.	
53	Limbu	tadzɛNmaʔ, ta-dzɛks-/ta-dzɛN-	1) converse; 2) discuss		1) vi. 2) vt.	
54	Limbu	tagaN	in front, up front, before		adv.	
55	Limbu	takkɛbhe:ba	furious, enrages, seething with rage		adj.	
56	Limbu	takmaʔ, -takt-/-tak-	congeal, coagulate (of molten animal fat or curd)		vi.	521
57	Limbu	takmaʔ, -takt-/-tak-	1) tap, fetch water; 2) receive (talab salary)		vt.	582
58	Limbu	takmaʔ, -takt-/-tak-	display to someone (esp. something which with the onlooker is already familiar)		vt.	
59	Limbu	takɔmmaʔ, ta-kɔnd-/ta-kɔn-	1) wander about, go for a stroll, take a walk, roam; 2) cover on foot		1) vi. 2) vt.	
60	Limbu	takpa	rope, string		n.	
61	Limbu	yɔkmaʔ, -yɔg-/-yɔk-	poke with one's finger (eg. in the dirt, in someone's side, in the entrails of a slaughtered animal).		vt.	
62	Limbu	yɔkma-yo:	temporary lean-to or shed where one can spend the night, located in the fields downhill from and usu. at a considerable distance from the farmhouse		n.	
63	Limbu	yɔmaʔ, -yɔr-/-yɔ-	cave in		vi.	
64	Limbu	yɔmaʔ, -yɔs-/-yɔ-	demolish		vt.	
65	Limbu	yɔNmaʔ, -yɔN-	lift up.		vt.	766
66	Limbu	yɔNyɔN	lightweight		adj.adv.	766
67	Limbu	yɔNyɔNdaNba	light		n.adj.	
68	Limbu	yuʔmaʔ, -yu:r-/-yuʔ-	bring down		vt.	
69	Limbu	yuʔpa	silver.		n.	
70	Limbu	yukmaʔ, -yukt-/-yuk-	1) sit on someone or some animal (animate patient); mount; 2) (with nɛʔl [&lt; nɛpmaʔ q.v.]) observe		vt.	904
71	Limbu	yukna	1) stool, seat, chair; 2) bedding, bedding materials		n.	
72	Limbu	yum	salt		n.	469
73	Limbu	yuma	1) grandmother, 2) grand-aunt, 3) title of respect to an elderly lady.		n.	
74	Limbu	yumaʔ	come down (movement descending toward goal)		vi.irr.	206
75	Limbu	yumaʔ, -yus-/-yu-	distill; bring down through condensation; filter leavened grain		vt.	
76	Limbu	yuma-sammaN	an irritable household goddess who is born anew each dawn, matures during the course of the day and becomes an agēd woman at night only to be reborn again at dawn		n.	
77	Limbu	yumlakpa	salty spicy vegetable condiment		n.	
78	Limbu	yummaʔ, -yund-/-yun-	vide yo:mmaʔ (2).		vi.	
79	Limbu	yummaʔ, -yups-/-yum-	put on a belt (phɔʔi:), gird, buckle oneself up		vt.	
80	Limbu	yummaʔl	any cooked vegetable eaten during the main morning or evening meal together with some form of tɔk		n.	
81	Limbu	sigip	bedbug, Cimex lectularius (Nep. uḍus).		n.	319
82	Limbu	sigɔp, siga:p	Castanopsis tribuloides, tree of the beech family Fagaceae, with delicate leaves and with sweet, white fruit contained in a black thorny casing and ripening in the month of Kārtik		n.	
83	Limbu	sik	irritation		n.	
84	Limbu	sik				
85	Limbu	sika:r	hunting, hunt.		n.	
86	Limbu	sikco:ʔl	ant.		n.	
87	Limbu	sikco:tthi:n	1) ant eggs; 2) [metaphorically] rice, i.e. wɛtchyaʔdɔk, q.v.		n.	
88	Limbu	sikkhi	condition of bad stomach, loose bowels, indigestion, intestinal cramps.		n.	
89	Limbu	sikkiʔ, sikki	rope, string.		n.	
90	Limbu	sikkuma	the back of the neck		n.	
91	Limbu	sikla, sitla	neck, throat; the neck as a whole		n.	271
92	Limbu	siksa:mba	teacher, instructor.		n.	
93	Limbu	siksa:mma	female teacher, female instructor.		n.f.	
94	Limbu	sikto:ʔ, sik	underneath, underside, below, under		n.	
95	Limbu	sikus	vegetable marrow		n.	
96	Limbu	sikwa	stinging nettle (often prepared as yummaʔl)		n.	
97	Limbu	sikwa				
98	Limbu	sim	Limbu female dress, more elaborate and voluminous than a luNgi.		n.	
99	Limbu	simaʔ	1) die; 2) die out (of a fire)		vi.irr.	244
100	Limbu	simha de:bi	lion goddess.		n.	
101	Limbu	so:mba:r	Monday.		n.	
102	Limbu	so:mmaʔ, -so:nd-/-so:n-	topple, fell		vt.	
103	Limbu	so:mmaʔ, -so:nd-/-so:n-	(with sɔkma) breathe		vt.	235
104	Limbu	so:mmaʔ, -so:nd-/-so:n-	remove the chaff, husk		vt.	
105	Limbu	so:mmaʔ, -so:ps-/-so:m-	grope, feel about, frisk (in search of something)		vt.	
106	Limbu	so:pmaʔ, -so:tt-/-so:t-/-so:ʔl	pester someone, misbehave.		vt.	
107	Limbu	so:riʔl				
108	Limbu	so:rik	together.		adv.	
109	Limbu	so:-so:rik	together		adv.	
110	Limbu	sɔʔmaʔ, -sɔʔr-/-sɔʔ-	knead, mix by hand		vt.	283
111	Limbu	sɔʔrɔN	small sour yellow lemon (Nep. jyāmira, as distinct from the kāgatī).		n.	
112	Limbu	sɔbyaʔ	stealthily, furtively, meticulously		adv.adj.	
113	Limbu	sɔkma	breath		n.	265
114	Limbu	sɔkmana:m	windpipe, trachea		n.	
115	Limbu	sɔkpa	Yeti, the abominable snowman of the Himalayas.		n.	
116	Limbu	sɔme:t	air.		n.	
117	Limbu	sɔmma, -sɔnch-/-sɔn-	stretch out, straighten out		vt.	
118	Limbu	sɔNaʔ	fermented red millet from which the juice is extracted to yield thi:, q.v. (Nep. cābro)		n.	
119	Limbu	sɔNmaʔ, -sɔN-	be cooked, be done (cooking)		vi.	
120	Limbu	sɔNmaʔ, -sɔNd-/-sɔN-	make done (food), cause to become done (food)		vt.	160
121	Limbu	thamaʔ, -thas-/-tha-	shake off, thrash		vt.	
122	Limbu	thammaʔ, -thaps-/-tham-	be victorious in a Limbu wrestling match (vide cuNmaʔ), lay on top of one's opponent; get on top of, pounce on top of		vt.	390
123	Limbu	thammaʔ, -thaps-/-tham-	shake out dust		vt.	
124	Limbu	thaNbɛn	young man, lad, youth		n.	
125	Limbu	thaNgɛʔl	north.		n.	
126	Limbu	thaNmaʔ, -thaN-	come up (movement ascending toward goal)		vi.	
127	Limbu	thaNmaʔ, -thaNs-/-thaN-	have brought up, send up.		vt.	
128	Limbu	thaNmaN	uphill		adv.	
129	Limbu	tha:ʔmaʔ, -tha:ʔr-/-tha:ʔ-	relinquish, leave something behind for someone, give away, relinquish something one has kept for someone		vt.	
130	Limbu	tha:k-tha:kmaʔ, tha:k-tha:g-/tha:k-tha:k-	weave (eg. cirik cloth, kundri straw mat)		vt.	388
131	Limbu	tha:maʔ, -tha:s-/-tha:-	1) knock something or someone down (eg., by throwing sticks and stones); 2) dejective aspectivizer; 3) drop; 4) -na tha:maʔ (na face) put someone to shame, make someone lose face; 5) nam tha:maʔ [lit. drop the sun, make the sun go down] spend the day, pass the time		vt.	
132	Limbu	tha:maʔ, -tha:s-/-tha:-	run up a fever		vi.	
133	Limbu	tha:mba	tall, long (human)		adj.	772
134	Limbu	tha:mmaʔ, -tha:nd-/-tha:n-	succeed		vt.	
135	Limbu	tha:mmaʔ, tha:ps-/-tha:m-	show to someone		vt.	
136	Limbu	tha:mmaʔ, -tha:ps-/-tha:m-	let someone fall, trip someone, throw someone or something to the ground		vt.	390
137	Limbu	tha:msiNmaʔ	trip, trip and fall		vr.	
138	Limbu	tha:na	gaol		n.	
139	Limbu	tha:Nle:kwa	passerine bird resembling a cuckoo which mimics other birds.		n.	
140	Limbu	tha:Nmaʔ, -tha:Ns-/-tha:N-	weigh, compare, consider		vt.	898
141	Limbu	sala:i	match.		n.	
142	Limbu	sam	peak, summit, top.		n.	
143	Limbu	sam	consciousness, spirit		n.	236
144	Limbu	samaʔ	deliver		vt.irr.	337
145	Limbu	samaʔ-dhamaʔ	escort someone, accompany someone		vt.irr. + vt.irr.	
146	Limbu	samba:n	punishment		n.	
147	Limbu	sambe:k	rice crispies		n.	
148	Limbu	sambo:k	navel		n.	
149	Limbu	samdɔk	one mānā (roughly a half litre) of cooked rice laid in the grave of the deceased and buried with him. In the preparation of samdɔk the fire may be lit and fanned just once until it is well ablaze but may not be fanned thereafter		n.	
150	Limbu	samlo:	song, Nep. gīt.		n.	236
151	Limbu	samlo:maʔ, sam-lo:r-/sam-lo:-	sing.		vi.	888
152	Limbu	sammaba, -nchammaba-, sɔNmabha, -nchɔNmabha-	(usu. in the plural) male sibling (married female speaking).		n.	
153	Limbu	sammaN	household deity.		n.	
154	Limbu	sammiʔl	needle.		n.	773
155	Limbu	sammyaN	gold.		n.	
156	Limbu	samrippa	silhouette, shadow		n.	452
157	Limbu	saNgatra	type of yellow grapefruit with a very thick spongy peel.		n.	
158	Limbu	saNgo:	life force.		n.	
159	Limbu	saniwa:r	Saturday.		n.	
160	Limbu	saNmaʔ, -saks-/-saN-	shake out (water); splutter, splash		vt.	297
161	Limbu	a:kmaʔ, -a:g-/-a:k-	be uprooted		vi.	
162	Limbu	a:kphe:la				
163	Limbu	a:mbe:	mango.		n.	
164	Limbu	a:mbe:ʔbo:N	mango tree.		n.	
165	Limbu	a:Nbo:N	pine tree of the species Pinus roxburghii, Nep. sallā ko rukh.		n.	802
166	Limbu	a:Nlaba:ri	pine grove		n.	
167	Limbu	a:Nmaʔ, -a:ks-/-a:N-	uproot, extirpate, pull out (hair, weeds)		vt.	
168	Limbu	a:NsiN	pine wood.		n.	
169	Limbu	a:phai	on one's own, by oneself, oneself.		adv.	
170	Limbu	a:sa	hope		n.	
171	Limbu	ao	yes.		part.	
172	Limbu	apmaʔ, -ab-/-ap-	1) shoot 2) blast		vt.	17
173	Limbu	ase:wa				
174	Limbu	atche:ma	in two years; the year after next		adv.	
175	Limbu	atchɛnda:n	the day after tomorrow.		adv.	
176	Limbu	atiN	1) someone, some; 2) which.		pro.	10
177	Limbu	attitti	much, intensely.		adv.	
178	Limbu	badam	peanuts.		n.	
179	Limbu	baḍkyo:la	shit pellet (eg. of a rabbit or goat).		n.	
180	Limbu	badza	musical instrument or instruments, cf. muNmʔnaba.		n.	
181	Limbu	warumsiNmaʔ	bathe oneself		vr.	
182	Limbu	warup	large edible frog (Nep. pāhā)		n.	
183	Limbu	wase:ri	malevolent water nymph inha- biting the wakho:mba		n.	
184	Limbu	waso:pma	Alnus nepalensis, the Nepalese alder tree		n.	
185	Limbu	wɛmmaʔ, -wɛnd-/-wɛn-	be done, be in effect, move, be in process, be in progress		vt.imp.	
186	Limbu	wɛ:mmaʔ, -wɛ:nch-/-wɛ:n-	heal.		vt.	
187	Limbu	wɛpmaʔ, -wɛtt-/-wɛt-/wɛʔl	1) be spilled, be poured; wɛttɛ It spilled; 2) (unintentionally:) spill, (intentionally:) make wet by pouring, pour over		1) vi. 2) vt.	
188	Limbu	wɛtchya	husked rice.		n.	
189	Limbu	wɛtchyaʔdɔk	cooked rice.		n.	
190	Limbu	wiʔl	rain		n.	599
191	Limbu	wiʔsma	of another type, different		adj.	596
192	Limbu	yaʔ	unhusked rice; paddy		n.	466
193	Limbu	yaʔlapmaʔ, yaʔ-lapt-/yaʔ-lap-	sharpen (as a barber sharpens a razor, whisking it to and fro against a leather strap, as opposed to yupmaʔ, q.v.).		vt.	455
194	Limbu	yaʔra:kmaʔ, yaʔ-ra:kt-/yaʔ-ra:k-	perform the rice dance, a tradi- tional Limbu dance performed during the night of the full moon till well after dawn. Young lads and unmarried girls join hands in circles or, occa- sionally, in rows and chant the hypnotic pa:lam (q.v.)		vi.	
195	Limbu	yaʔro:n	grain spread out on the ground or on a mat to dry, usu. in the sun (Nep. biskun)		n.	
196	Limbu	yak	anger, wrath, ire		n.	776
197	Limbu	ya-khu:N	river		n.	
198	Limbu	yakkhula	fatty cartilagenous humplike protuberance hanging from the thoracic region of a buffalo, treasured as a delicacy.		n.	
199	Limbu	yakse:	small, soft alpine tuber, Calladium arumaciae, with a potato-like gloss and an exquisite, mild taste when boiled		n.	
200	Limbu	yakthuNba	Limbu.		n.adj.	
201	Limbu	a-	my.		pf.	
202	Limbu	aʔho:ʔ	emotive particle conveying a sense of powerlessness on the part of the speaker to do anything about the situation, i.e. 'well, that's just the way things are', 'that's the way it is', 'there's nothing I can do about it' or 'oh no!'.		part.	
203	Limbu	aʔiʔ	porcupine.		n.	184
204	Limbu	aʔnɛmma	next year		adv.	
205	Limbu	aʔphe:maʔ	vide laʔphe:maʔ.		aʔ-phe:s-/-aʔ-phe:-  vt.	
206	Limbu	abhya:k	extremely.		adv.	
207	Limbu	adhaNba	respected personage, sir, gentleman.		n.	
208	Limbu	aha:l	watering hole; small body of water in which buffaloes wallow.		n.	
209	Limbu	ahɛkhɛkpa	sharp, pointy.		adj.	
210	Limbu	aho:	conveying amazement.		interj.	
211	Limbu	akmaʔ, -akt-/-ak-	put in; add to.		vt.	
212	Limbu	ali	furrow in a field.		n.	
213	Limbu	allo:	now (emphatic).		adv.	
214	Limbu	allo:ba	contemporary, modern, of today, today's.		adj.	
215	Limbu	allɔ	now.		adv.	
216	Limbu	allɔ-thalik	until now, till now.		adv.	
217	Limbu	amba				
218	Limbu	amma				
219	Limbu	amma pakma				
220	Limbu	amma tumma				
221	Limbu	yakthuNba pa:n	the Limbu language		adj. + n.	
222	Limbu	yakthuNdho:	daydream		n.	
223	Limbu	yakthuNlilimhaN	king of Limbuvān, the ancestral Limbu kings.		n.poet.	
224	Limbu	yakthuNpa:n	Limbu (the language).		n.	
225	Limbu	yale:k	field hand in temporary employ		n.	
226	Limbu	yam	body (excluding the head but including the limbs)		n.	453
227	Limbu	yambiʔl	body.		n.	
228	Limbu	yammu	again; back		adv.	
229	Limbu	yamna:pmi	incarnate man.		n.	
230	Limbu	yamsiʔ	human body lice, Pediculus humanus corporis (may also denote human crab lice Phthirius pubis)		n.	
231	Limbu	yaN	money, rupee, coin.		n.	827
232	Limbu	yaNghe:k	wound.		n.	
233	Limbu	yaNhaN	later on		adv.	
234	Limbu	yaNkho:pmaʔ, yaN-kho:tt-/yaN-kho:t-/yaN-kho:ʔl	stockpile, store up something		vt.	
235	Limbu	yaNmaʔ sɛpmaʔ	terrify, scare to death; haunt		inf. + vt.	
236	Limbu	yaNmaʔ, -yaks-/-yaN-	tremble, shake.		vi.	
237	Limbu	yaNmaʔ, -yaNs-/-yaN-	1) strike, hit with a projectile; 2) manage to get hold of (viz. something scarce or quickly sold out), secure		vt.	219
238	Limbu	yaNmaʔ-simaʔ	be startled, be frightened suddenly, be shocked, be stunned, be terrified, be horrified		vi.vi.	
239	Limbu	yaNsaʔmaʔ, yaN-saʔr-/yaN-saʔ-	be poor, be unfortu- nate, be needy, indigent, impoverished		vi.	
240	Limbu	yaNsarumba	n., third-born (of siblings or offspring).		adj.m.	
241	Limbu	cɔkna:N	second younger sibling of the same sex as ego		n.	
242	Limbu	cɔmmaʔ, -cɔnd-/-cɔn-	shove, push; give a push with one's hand		vt.	
243	Limbu	cɔmmaʔ, -cɔps-/-cɔm-	boil dry, drain (a field).		vt.	
244	Limbu	cɔNdzɔN	(with yam 'body') recuperated, feeling better		adj.	
245	Limbu	cɔ:Nghik	turned-up like a pig's nose		adv.adj.	
246	Limbu	cɔpmaʔ, -cɔb-/-cɔp-	dry up, dry out, evaporate		vi.	247
247	Limbu	cɔtchiNmaʔ	budge, move from one place to another		vr.	
248	Limbu	cɔtmaʔ, -cɔtt-/-cɔt-/-cɔʔl	be on time, be early; be fast, be quick		vi.	
249	Limbu	cɔtmaʔ, -cɔtt-/-cɔt-/-cɔʔl	push from one place to another		vt.	
250	Limbu	cuʔmaʔ, -cur-/-cut-/-cuʔl	1) be finished, be completed; 2) terminative aspectivizer with intransitive verbs.		vi.	
251	Limbu	cuciʔ	a little bit.		adv.	
252	Limbu	cuḍe:l	spirit of a young unmarried Indo-Aryan (pe:nima) woman who has died		n.	
253	Limbu	cukma	1) little one, pre-pubescent female child; 2) as a term of address to young girls by either male or female speakers		n.f.	
254	Limbu	cukmaʔ, -cukt-/-cuk-	come out, appear (of phɔkwa 'blisters')		vi.	
255	Limbu	cukmaʔ, -cukt-/-cuk-	be small.		vi.	793
256	Limbu	cukpa	small.		adj.	
257	Limbu	cukpa	1) little one, pre-pubescent male child; 2) as a term of address to young boys, to be used only by female speakers		n.	
258	Limbu	cuksa	tiny.		adj.	
259	Limbu	culeosi	fancy S-shaped implement for cutting foodstuffs, equipped with a flat wedge fixed perpendicularly to the base of the blad and a talisman or bauble hanging from an eye at the tip of the blade. The flat wedge is held to the ground by foot, and the user sits on the ground in front of the culeosi and cuts the meat or vegetables by pushing them away from himself through the blade		n.	
260	Limbu	culo:	stove, oven, fireplace encased in a rectangular structure built up of clay with a hole or holes on top		n.	
261	Limbu	tɔ:maʔ, -tɔy-/-tɔ:-	sew		vt.	
262	Limbu	tɔ:maʔ, -tɔy-/-tɔ:-	dig up		vt.	506
263	Limbu	tɔ:maʔ, -tɔy-/-tɔ:-	put a hole in something, make holes		vt.	
264	Limbu	tɔ:mmaʔ, -tɔ:nd-/-tɔ:n-	transfer a heap of something, move a pile or heap of things from one place to another.		vt.	
265	Limbu	tɔ:Nba	short.		adj.	
266	Limbu	tɔ:nde:ʔ	axe, hatchet (Nep. ba_cero).		n.	
267	Limbu	tɔ:ndi				
268	Limbu	tɔ:Nmaʔ, -tɔ:N-	1) remain (of money), be saved 2) earn, acquire (esp. yaN 'money').		1) vi. 2) vt.	
269	Limbu	tɔ:Nmaʔ, -tɔ:N-	be short		vi.	989
270	Limbu	tɔ:pi				
271	Limbu	tɔ:pmaʔ, -tɔ:b-/-tɔ:p-	be lazy, be indolent, be lethargic, be slothful		vi.	
272	Limbu	tɔre:, tɔre:ba	guest, visitor.		n.	
273	Limbu	tɔrɔk	all of a sudden		adv.	
274	Limbu	tɔrɔN	bridge.		n.	
275	Limbu	tukhe:	pain, sadness, discomfort, grief		n.	
276	Limbu	tukhe:-sukhe:	the ups and downs of life.		n.	
277	Limbu	tukmaʔ, -tug-/-tuk-	ache, hurt, be ill		vi.	832
278	Limbu	tukmaʔ, -tukt-/-tuk-	light (ho:pmnaba Limbu cigarette, surti tobacco)		vt.	
279	Limbu	tukphu	six		num.col.	
280	Limbu	tuksi, thuksi	six.		num.	475
281	Limbu	khadha:pmaʔ, kha-dha:pt-/kha-dha:p-	get dark on somebody, get dark on something		vt.	
282	Limbu	khamakmaʔ, -kha-makt-/-kha-mak-	get dark		vi.	
283	Limbu	khamdaʔl	spider		n.	
284	Limbu	khamda:k	hard palate		n.	930
285	Limbu	khamda:tma	spider		n.f.	
286	Limbu	khammaʔ, -khaps-/-kham-	cover oneself with bed-clothes (patient: eg. <i>sirak</i> quilt, <i>kambal</i> blanket, <i>pɔ:tthaN</i> shawl) when retiring to bed, tuck oneself in under some covering		vt.	68
287	Limbu	khammnaba	blanket, quilt, <i>sirak</i> q.v.		n.	
288	Limbu	kha:kkha:kwa	hard (consistency)		adj.	
289	Limbu	kha:kmaʔ, -kha:kt-/-kha:k-	harden, solidify, congeal, coagulate		vt.imp.	
290	Limbu	kha:kmiʔl	cloud		n.	758
291	Limbu	kha:kmitpaʔ	mist		n.	
292	Limbu	kha:kwɛʔl	phlegm, coughed-up sticky mucus		n.	155
293	Limbu	kha:l	sort, type		n.	
294	Limbu	kha:m	clay, soil		n.	63
295	Limbu	kha:maʔ, -kha:s-/-kha:-	be sated (with food), be full		vi.	913
296	Limbu	kha:mbaN	the Earth		n.	
297	Limbu	kha:mbe:k	the Earth		n.	
298	Limbu	kha:mbhuʔla	naturally occurring, dazzlingly white clay for making white adobe		n.	
299	Limbu	kha:mbɔkna	dirt clod, clod of soil		n.	
300	Limbu	kha:mdziʔ	bits of clay, little clods of earth		n.	
301	Limbu	laʔba	perhaps, possibly, maybe (clause-final particle)		adv.	
302	Limbu	laʔma	adulteress, illicit mistress, illicit lover (f.), wife whose husband has been unfaithful		n.	405
303	Limbu	laʔphe:maʔ, laʔ-phe:s-/laʔ-phe:-	toss to someone, fling through the air at or to someone		vt.	
304	Limbu	laʔphumaʔ, laʔ-phus-/laʔ-phu-	throw out		vt.	
305	Limbu	lakmaʔ, -lag- / -lak-	lick		vt.	437
306	Limbu	lakmaʔ, -lakt-/-lak-	be salty; be too strong (for the taste)		vi.	
307	Limbu	lakmaʔ, -lakt-/-lak-	1) boil (of a liquid) 2) (with non-referential 3sA) boil (patient: liquid)		1) vi. 2) vt.imp.	
308	Limbu	lakphɛʔl	the leech of the wet season, lurking on vegetation and in ponds, groping about blindly in search of a host to whom it can latch onto and occasionally standing upright inchworm-like on its posterior extremity		n.	417
309	Limbu	lam	road		n.	422
310	Limbu	lambo:	a cold, a cough		n.	397
311	Limbu	lami	hog, castrated boar raised for its meat		n.	
312	Limbu	lamlambyaʔl	grasshopper		n.	
313	Limbu	lamsaʔ paNli	ego's sister's son's wife (male speaking)		n.	
314	Limbu	lamsaʔ paNmi	ego's sister's daughter's husband (female speaking)		n.	
315	Limbu	lamsaʔ, -llamsaʔ	ego's sister's child (male speaking)		n.	
316	Limbu	laN	leg, foot		n.	401
317	Limbu	laNbuk	footsteps		n.	
318	Limbu	laNco:ʔl	toe		n.	
319	Limbu	laNgɛʔl	south		n.	
320	Limbu	laNghe:ʔkmaʔ, laN-ghe:ʔg-/laN-ghe:k-	walk, go on foot, stride		vi.	
321	Limbu	bakulla	white river crane.		n.	
322	Limbu	balla	finally, at last.		adv.	
323	Limbu	ba:dzi	time, go, round		n.	
324	Limbu	ba:ha:n	one time, one go (in the process of cooking or distillation).		n.	
325	Limbu	ba:kas	box.		n.	
326	Limbu	ba:ni	custom, habit.		n.	
327	Limbu	ba:ri	garden, terraced rice field on a slope		n.	
328	Limbu	ba:ula	sleeve.		n.	
329	Limbu	barne:				
330	Limbu	be:l	the thorny bel tree (ʔ Aegle marmelos) or its fruit		n.	
331	Limbu	be:la	time.		n.	
332	Limbu	bǝm	bomb.		n.	
333	Limbu	bǝtti	lamp.		n.	
334	Limbu	bhaʔaN				
335	Limbu	bhaN				
336	Limbu	bha:tra	brush fire, forest fire		n.	
337	Limbu	-bhɛlle				
338	Limbu	bhɛṇṭa	eggplant.		n.	
339	Limbu	bhiḍiyo:	video, first introduced into district centres of Limbuvān in late 1984 where they are run on lawnmower-like generators in order to show popular Hindi films.		n.	
340	Limbu	bhitra	postp., [&lt; Nep. bhitra] inside.		adv.	
341	Limbu	ka:ndruk	condiment consisting of, usually leafy, vegetables (eg. cabbage, garden radish) which have been boiled in a clay pot and then dessicated.		n.	
342	Limbu	ka:Nmaʔ, -ka:Ns-/-ka:N-	mould, form into balls or mounds, roll into shape.		vt.	
343	Limbu	ka:phal	the long-leaved tree Merica esculenta with red fruit ripening in the month of Baiśākh		n.	
344	Limbu	kapmaʔ, -kar-/-kat-/kaʔl-	carry, convey, transport by porter.		vt.	854
345	Limbu	kapmo:ma, kakmo:ma	elderly, elderly woman		adj.n.f.	
346	Limbu	kappo:ba	an elderly man, a sage; elderly		adj.n.m.	
347	Limbu	kapsaba	twin.		n.	
348	Limbu	karʔhi	wok.		n.	
349	Limbu	karuwa	bronze vessel closely resembling a phɔgǝna (q.v.) but with a spout protruding from the side		n.	
350	Limbu	kasaN				
