GLOSS	AMBIGUITY	COVERAGE	SOURCES
vegetable (cooked)		1	TBL
vegetable (uncooked)		1	TBL
vertical		1	TBL
vicinity / nearby		1	TBL
vicinity / nearby (of a village)		1	TBL
vine (melon)		1	TBL
violate / breach		1	TBL
vulture (cinereous)		1	TBL
wake up (from sleep when it's loud)		1	TBL
wake up (from sleep)		1	TBL
wall (earthen, cob wall)		1	TBL
wall (stone)		1	TBL
walnut		1	TBL
want (to go)		1	TBL
want / need		1	TBL
want to eat (meat) badly		1	TBL
war, go to / battle		1	TBL
warehouse / storehouse		1	TBL
warm oneself by (a fire)		1	TBL
warped, be (e.g. wooden boards)		1	TBL
wart		1	TBL
watch		1	TBL
water (boiled)		1	TBL
water (in a river, well)		1	TBL
water (in a vessel)		1	TBL
water / sprinkle / irrigate		1	TBL
water / sprinkle / irrigate (earth)		1	TBL
water / sprinkle / irrigate (flowers)		1	TBL
water mill		1	TBL
watery / thin (porridge)		1	TBL
wave		1	TBL
wave / wield		1	TBL
we (dual, inclusive)		1	TBL
we (two)		1	TBL
we all		1	TBL
wear (a bracelet)		1	TBL
wear (a garment)		1	TBL
wear (a hat)		1	TBL
wear (a turban)		1	TBL
wear / bear		1	TBL
weasel (yellow)		1	TBL
weather		1	TBL
weave (a basket)		1	TBL
weave / knit		1	TBL
wedge (wooden)		1	TBL
weigh (food)		1	TBL
welcome, bid s.b. / greet		1	TBL
weld / solder		1	TBL
well-behaved / lovable (child)		1	TBL
west (lit. 'sun set place')		1	TBL
wheat bran		1	TBL
wheel		1	TBL
when		1	TBL
whet (a knife)		1	TBL
while, a		1	TBL
whip (for urging a cow)		1	TBL
whip (for urging a horse)		1	TBL
whip / thrash		1	TBL
wide (in diameter) / coarse		1	TBL
wide (in diameter) / coarse (of a rope)		1	TBL
wide (in diameter) / coarse (of roasted barley)		1	TBL
wide (in diameter) / coarse (of texture)		1	TBL
wide / broad		1	TBL
wide / broad (clothing)		1	TBL
wide / broad (road)		1	TBL
wife (address)		1	TBL
wife (proper, honorable)		1	TBL
wife (reference)		1	TBL
wife (vulgo)		1	TBL
wind (thread onto a keel)		1	TBL
winter (lit. 'dry season')		1	TBL
wipe (the table)		1	TBL
wipe away / erase		1	TBL
witch / sorceress		1	TBL
withdraw / take out		1	TBL
withhold the facts / conceal		1	TBL
wizard / sorcerer		1	TBL
wizard / sorcerer (local area)		1	TBL
wizard / sorcerer (pastoral area)		1	TBL
wok (frying)		1	TBL
wok (large, iron) / pan		1	TBL
wood / log		1	TBL
woodcut		1	TBL
woodpecker		1	TBL
wool / fleece		1	TBL
wool / fleece (goat)		1	TBL
wool / fleece (sheep)		1	TBL
worry / anxious, be		1	TBL
worship / make obeisance to		1	TBL
woven, tightly (fabric)		1	TBL
wrinkle		1	TBL
wrinkle (on face)		1	TBL
wrinkle (on forehead)		1	TBL
wrinkled / creased		1	TBL
wrong, be		1	TBL
yak		1	TBL
yak (female)		1	TBL
yak (male)		1	TBL
yawn		1	TBL
year of the chicken		1	TBL
year of the dog		1	TBL
year of the dragon		1	TBL
year of the horse		1	TBL
year of the monkey		1	TBL
year of the mouse		1	TBL
year of the ox		1	TBL
year of the pig		1	TBL
year of the rabbit		1	TBL
year of the ram		1	TBL
year of the snake		1	TBL
year of the tiger		1	TBL
year's (work)		1	TBL
yell / shout		1	TBL
yesterday evening / last night		1	TBL
younger brother		1	TBL
younger brother (address by o. brother)		1	TBL
younger brother (address by o. sister)		1	TBL
younger brother (address)		1	TBL
younger brother (addressby o. sister)		1	TBL
younger brother (reference)		1	TBL
younger sister		1	TBL
younger sister (address by o. brother)		1	TBL
younger sister (address by o. sister)		1	TBL
younger sister (address)		1	TBL
younger sister (reference by brothers)		1	TBL
yourself		1	TBL
yuan (Chinese money)		1	TBL
yuan (Chinese money) (lit. = clf. for flat obj.)		1	TBL
yuan (Chinese money) (renminbi)		1	TBL
yuan (Chinese money) (silver dollar)		1	TBL
February		2	TBL,ZMYYC
January		2	TBL,ZMYYC
ankle		2	GEM-CNL,TBL
ant		2	TBL,ZMYYC
armpit		2	TBL,ZMYYC
axe		2	GEM-CNL,TBL
baby		2	GEM-CNL,TBL
bark		2	TBL,ZMYYC
barley		2	TBL,ZMYYC
bat		2	TBL,ZMYYC
be		2	GEM-CNL,TBL
bear		2	TBL,ZMYYC
bear (fruit)		2	GEM-CNL,TBL
bedbug		2	TBL,ZMYYC
bee		2	GEM-CNL,TBL
bell		2	TBL,ZMYYC
blind person		2	TBL,ZMYYC
blue		2	TBL,ZMYYC
boar		2	TBL,ZMYYC
bone		2	GEM-CNL,TBL
bottle		2	TBL,ZMYYC
bowl		2	TBL,ZMYYC
brass		2	GEM-CNL,TBL
brick		2	TBL,ZMYYC
bright		2	TBL,ZMYYC
buckwheat (sweet)		2	TBL,ZMYYC
buffalo		2	GEM-CNL,TBL
burn		2	GEM-CNL,TBL
bury		2	GEM-CNL,TBL
buttocks		2	TBL,ZMYYC
calculate		2	TBL,ZMYYC
calf	n,nbp	2	TBL,ZMYYC
carpenter		2	TBL,ZMYYC
cattle		2	GEM-CNL,TBL
cattle (common)		2	TBL,ZMYYC
charcoal		2	GEM-CNL,TBL
cheek		2	GEM-CNL,TBL
chew		2	TBL,ZMYYC
chopper		2	TBL,ZMYYC
chopsticks		2	TBL,ZMYYC
classifier for people		2	TBL,ZMYYC
classifier for trees		2	TBL,ZMYYC
clear (water)		2	TBL,ZMYYC
cliff		2	TBL,ZMYYC
coal		2	TBL,ZMYYC
cock		2	GEM-CNL,TBL
cook / boil (rice)		2	TBL,ZMYYC
cough		2	GEM-CNL,TBL
cow		2	GEM-CNL,TBL
crops		2	TBL,ZMYYC
crow	n,v	2	TBL,ZMYYC
dare		2	TBL,ZMYYC
daughter-in-law		2	TBL,ZMYYC
day after tomorrow		2	TBL,ZMYYC
day before yesterday		2	TBL,ZMYYC
deaf person		2	TBL,ZMYYC
deer		2	TBL,ZMYYC
doctor		2	TBL,ZMYYC
donkey		2	TBL,ZMYYC
dove		2	GEM-CNL,TBL
dragon		2	TBL,ZMYYC
dragon (sky)		2	TBL,ZMYYC
dragonfly		2	TBL,ZMYYC
drop	n,v	2	TBL,ZMYYC
dust		2	GEM-CNL,TBL
dye		2	TBL,ZMYYC
earthworm		2	TBL,ZMYYC
empty		2	GEM-CNL,TBL
exchange		2	TBL,ZMYYC
excrement		2	TBL,ZMYYC
expensive		2	TBL,ZMYYC
eyebrow		2	TBL,ZMYYC
fart		2	TBL,ZMYYC
fat	adj,n	2	GEM-CNL,TBL
father-in-law		2	TBL,ZMYYC
firewood		2	TBL,ZMYYC
fist		2	TBL,ZMYYC
float		2	TBL,ZMYYC
fog		2	TBL,ZMYYC
follow		2	GEM-CNL,TBL
forearm		2	TBL,ZMYYC
forest		2	GEM-CNL,TBL
fox		2	TBL,ZMYYC
front		2	TBL,ZMYYC
frost		2	TBL,ZMYYC
future		2	TBL,ZMYYC
girl		2	GEM-CNL,TBL
give		2	GEM-CNL,TBL
go out		2	GEM-CNL,TBL
gong		2	TBL,ZMYYC
goose		2	TBL,ZMYYC
granddaughter		2	TBL,ZMYYC
grandson		2	TBL,ZMYYC
grape		2	TBL,ZMYYC
guest		2	TBL,ZMYYC
gunpowder		2	TBL,ZMYYC
hail		2	TBL,ZMYYC
hair		2	GEM-CNL,TBL
hat		2	TBL,ZMYYC
he		2	GEM-CNL,TBL
hear		2	GEM-CNL,TBL
high / tall		2	TBL,ZMYYC
hook	n,v	2	GEM-CNL,TBL
horizontal		2	TBL,ZMYYC
host		2	TBL,ZMYYC
how		2	GEM-CNL,TBL
ice		2	TBL,ZMYYC
inch		2	TBL,ZMYYC
insect / worm		2	TBL,ZMYYC
inside		2	TBL,ZMYYC
jackal		2	GEM-CNL,TBL
king		2	GEM-CNL,TBL
kitchen		2	GEM-CNL,TBL
knead (dough)		2	TBL,ZMYYC
knee		2	GEM-CNL,TBL
kneel		2	TBL,ZMYYC
knife (long)		2	TBL,ZMYYC
ladle		2	GEM-CNL,TBL
lame person		2	TBL,ZMYYC
leak		2	TBL,ZMYYC
left		2	TBL,ZMYYC
lie down		2	GEM-CNL,TBL
life		2	GEM-CNL,TBL
light	adj,n	2	TBL,ZMYYC
lightning	n,v	2	GEM-CNL,TBL
lizard		2	GEM-CNL,TBL
lock		2	TBL,ZMYYC
locust		2	GEM-CNL,TBL
lose (a game)		2	TBL,ZMYYC
lung		2	TBL,ZMYYC
maggot		2	TBL,ZMYYC
magpie		2	TBL,ZMYYC
manage	v,vt	2	TBL,ZMYYC
many / much		2	TBL,ZMYYC
marry (a woman)		2	TBL,ZMYYC
match		2	TBL,ZMYYC
measure		2	TBL,ZMYYC
meat		2	GEM-CNL,TBL
medicine		2	TBL,ZMYYC
millet		2	GEM-CNL,TBL
mirror		2	TBL,ZMYYC
monkey		2	TBL,ZMYYC
month		2	TBL,ZMYYC
mortar		2	TBL,ZMYYC
mother-in-law		2	TBL,ZMYYC
mouse		2	GEM-CNL,TBL
move		2	GEM-CNL,TBL
mule		2	TBL,ZMYYC
mushroom		2	TBL,ZMYYC
mute		2	TBL,ZMYYC
navel		2	GEM-CNL,TBL
net		2	GEM-CNL,TBL
nine		2	TBL,ZMYYC
nineteen		2	TBL,ZMYYC
ninety		2	TBL,ZMYYC
nit		2	TBL,ZMYYC
one		2	TBL,ZMYYC
open		2	GEM-CNL,TBL
oppose		2	TBL,ZMYYC
orphan		2	GEM-CNL,TBL
owl		2	GEM-CNL,TBL
pants / trousers		2	TBL,ZMYYC
paper		2	TBL,ZMYYC
past, in the		2	TBL,ZMYYC
pea		2	TBL,ZMYYC
peach		2	TBL,ZMYYC
peacock		2	GEM-CNL,TBL
peanut		2	TBL,ZMYYC
pencil		2	TBL,ZMYYC
persimmon		2	TBL,ZMYYC
pestle		2	TBL,ZMYYC
pheasant		2	TBL,ZMYYC
pick up		2	TBL,ZMYYC
pig		2	TBL,ZMYYC
pine		2	TBL,ZMYYC
place		2	GEM-CNL,TBL
plait		2	TBL,ZMYYC
pointed		2	TBL,ZMYYC
pond		2	TBL,ZMYYC
porcupine		2	GEM-CNL,TBL
potato		2	TBL,ZMYYC
prison		2	GEM-CNL,TBL
protect		2	TBL,ZMYYC
pus		2	TBL,ZMYYC
rabbit		2	TBL,ZMYYC
receive		2	GEM-CNL,TBL
remember		2	TBL,ZMYYC
rest		2	TBL,ZMYYC
return	v,vt	2	TBL,ZMYYC
return (come back)		2	GEM-CNL,TBL
rib		2	GEM-CNL,TBL
rice (paddy)		2	GEM-CNL,TBL
right		2	TBL,ZMYYC
right / correct		2	TBL,ZMYYC
ring		2	TBL,ZMYYC
road		2	GEM-CNL,TBL
roof		2	GEM-CNL,TBL
sad		2	GEM-CNL,TBL
saddle		2	TBL,ZMYYC
salty		2	TBL,ZMYYC
scold		2	TBL,ZMYYC
second	adj,num	2	GEM-CNL,TBL
servant		2	GEM-CNL,TBL
set (of the sun)		2	TBL,ZMYYC
shout	clf,v	2	GEM-CNL,TBL
side		2	TBL,ZMYYC
sink		2	GEM-CNL,TBL
six		2	TBL,ZMYYC
sixteen		2	TBL,ZMYYC
sixty		2	TBL,ZMYYC
sleeve		2	TBL,ZMYYC
snail		2	GEM-CNL,TBL
soap		2	TBL,ZMYYC
soldier		2	TBL,ZMYYC
some		2	GEM-CNL,TBL
son-in-law		2	TBL,ZMYYC
soul / spirit		2	TBL,ZMYYC
soup		2	TBL,ZMYYC
sow	n,v	2	GEM-CNL,TBL
speak		2	GEM-CNL,TBL
spoon		2	GEM-CNL,TBL
spring (water)		2	TBL,ZMYYC
squirrel		2	GEM-CNL,TBL
stir-fry		2	TBL,ZMYYC
stomach		2	TBL,ZMYYC
stone		2	GEM-CNL,TBL
stupid		2	TBL,ZMYYC
suck		2	GEM-CNL,TBL
sugarcane		2	TBL,ZMYYC
swim		2	GEM-CNL,TBL
tea		2	GEM-CNL,TBL
tell		2	TBL,ZMYYC
temple		2	TBL,ZMYYC
ten		2	TBL,ZMYYC
ten thousand		2	TBL,ZMYYC
thief		2	GEM-CNL,TBL
thirteen		2	TBL,ZMYYC
thirty		2	TBL,ZMYYC
thousand		2	TBL,ZMYYC
three		2	TBL,ZMYYC
thumb		2	GEM-CNL,TBL
tile		2	TBL,ZMYYC
tin		2	TBL,ZMYYC
tonight		2	GEM-CNL,TBL
torch		2	GEM-CNL,TBL
twelve		2	TBL,ZMYYC
twenty		2	TBL,ZMYYC
valley		2	GEM-CNL,TBL
wake up		2	TBL,ZMYYC
warm		2	TBL,ZMYYC
we		2	TBL,ZMYYC
we (inclusive)		2	TBL,ZMYYC
wedge		2	TBL,ZMYYC
what		2	TBL,ZMYYC
wheat		2	TBL,ZMYYC
where		2	TBL,ZMYYC
whip		2	TBL,ZMYYC
who		2	TBL,ZMYYC
widow		2	GEM-CNL,TBL
willow		2	TBL,ZMYYC
win		2	TBL,ZMYYC
winnow		2	TBL,ZMYYC
wither		2	TBL,ZMYYC
work / labor		2	TBL,ZMYYC
wound	n,v	2	GEM-CNL,TBL
wrist		2	GEM-CNL,TBL
wrong		2	GEM-CNL,TBL
year after next		2	TBL,ZMYYC
year before last		2	TBL,ZMYYC
you		2	GEM-CNL,TBL
you (pl.)		2	TBL,ZMYYC
I		3	GEM-CNL,TBL,ZMYYC
arm		3	GEM-CNL,TBL,ZMYYC
arrive		3	GEM-CNL,TBL,ZMYYC
arrow		3	GEM-CNL,TBL,ZMYYC
bad		3	GEM-CNL,TBL,ZMYYC
bamboo		3	GEM-CNL,TBL,ZMYYC
beard		3	GEM-CNL,TBL,ZMYYC
beautiful		3	GEM-CNL,TBL,ZMYYC
bed		3	GEM-CNL,TBL,ZMYYC
belly		3	GEM-CNL,TBL,ZMYYC
bird		3	GEM-CNL,TBL,ZMYYC
bite		3	GEM-CNL,TBL,ZMYYC
bitter		3	GEM-CNL,TBL,ZMYYC
black		3	GEM-CNL,TBL,ZMYYC
bladder		3	GEM-CNL,TBL,ZMYYC
blood		3	GEM-CNL,TBL,ZMYYC
body		3	GEM-CNL,TBL,ZMYYC
book		3	GEM-CNL,TBL,ZMYYC
bracelet		3	GEM-CNL,TBL,ZMYYC
breast		3	GEM-CNL,TBL,ZMYYC
bridge		3	GEM-CNL,TBL,ZMYYC
broom		3	GEM-CNL,TBL,ZMYYC
bud	n,nveg,v	3	GEM-CNL,TBL,ZMYYC
bull		3	GEM-CNL,TBL,ZMYYC
butterfly		3	GEM-CNL,TBL,ZMYYC
buy		3	GEM-CNL,TBL,ZMYYC
cat		3	GEM-CNL,TBL,ZMYYC
centipede		3	GEM-CNL,TBL,ZMYYC
cheap		3	GEM-CNL,TBL,ZMYYC
chest		3	GEM-CNL,TBL,ZMYYC
chicken		3	GEM-CNL,TBL,ZMYYC
child		3	GEM-CNL,TBL,ZMYYC
chin		3	GEM-CNL,TBL,ZMYYC
clean		3	GEM-CNL,TBL,ZMYYC
cloth		3	GEM-CNL,TBL,ZMYYC
cloud		3	GEM-CNL,TBL,ZMYYC
comb	n,v	3	GEM-CNL,TBL,ZMYYC
come		3	GEM-CNL,TBL,ZMYYC
copper		3	GEM-CNL,TBL,ZMYYC
cotton		3	GEM-CNL,TBL,ZMYYC
cucumber		3	GEM-CNL,TBL,ZMYYC
dance	n,v	3	GEM-CNL,TBL,ZMYYC
dark		3	GEM-CNL,TBL,ZMYYC
daughter		3	GEM-CNL,TBL,ZMYYC
deep		3	GEM-CNL,TBL,ZMYYC
dew		3	GEM-CNL,TBL,ZMYYC
die		3	GEM-CNL,TBL,ZMYYC
difficult		3	GEM-CNL,TBL,ZMYYC
dig		3	GEM-CNL,TBL,ZMYYC
dirty		3	GEM-CNL,TBL,ZMYYC
dog		3	GEM-CNL,TBL,ZMYYC
door		3	GEM-CNL,TBL,ZMYYC
dream	n,v	3	GEM-CNL,TBL,ZMYYC
drink		3	GEM-CNL,TBL,ZMYYC
drum		3	GEM-CNL,TBL,ZMYYC
dry		3	GEM-CNL,TBL,ZMYYC
duck		3	GEM-CNL,TBL,ZMYYC
ear		3	GEM-CNL,TBL,ZMYYC
early		3	GEM-CNL,TBL,ZMYYC
east		3	GEM-CNL,TBL,ZMYYC
easy		3	GEM-CNL,TBL,ZMYYC
eat		3	GEM-CNL,TBL,ZMYYC
egg		3	GEM-CNL,TBL,ZMYYC
eight		3	GEM-CNL,TBL,ZMYYC
eighteen		3	GEM-CNL,TBL,ZMYYC
eighty		3	GEM-CNL,TBL,ZMYYC
elbow		3	GEM-CNL,TBL,ZMYYC
elephant		3	GEM-CNL,TBL,ZMYYC
eleven		3	GEM-CNL,TBL,ZMYYC
eye		3	GEM-CNL,TBL,ZMYYC
face		3	GEM-CNL,TBL,ZMYYC
false		3	GEM-CNL,TBL,ZMYYC
father		3	GEM-CNL,TBL,ZMYYC
fifteen		3	GEM-CNL,TBL,ZMYYC
fifty		3	GEM-CNL,TBL,ZMYYC
fight		3	GEM-CNL,TBL,ZMYYC
finger		3	GEM-CNL,TBL,ZMYYC
fire		3	GEM-CNL,TBL,ZMYYC
first	n,num	3	GEM-CNL,TBL,ZMYYC
fish	n,v	3	GEM-CNL,TBL,ZMYYC
five		3	GEM-CNL,TBL,ZMYYC
flea		3	GEM-CNL,TBL,ZMYYC
flour		3	GEM-CNL,TBL,ZMYYC
flower	n,nveg	3	GEM-CNL,TBL,ZMYYC
fly	Nanim,n,v	3	GEM-CNL,TBL,ZMYYC
foot		3	GEM-CNL,TBL,ZMYYC
forehead		3	GEM-CNL,TBL,ZMYYC
forget		3	GEM-CNL,TBL,ZMYYC
forty		3	GEM-CNL,TBL,ZMYYC
four		3	GEM-CNL,TBL,ZMYYC
fourteen		3	GEM-CNL,TBL,ZMYYC
friend		3	GEM-CNL,TBL,ZMYYC
frog		3	GEM-CNL,TBL,ZMYYC
fruit		3	GEM-CNL,TBL,ZMYYC
full		3	GEM-CNL,TBL,ZMYYC
garlic		3	GEM-CNL,TBL,ZMYYC
ginger		3	GEM-CNL,TBL,ZMYYC
goat		3	GEM-CNL,TBL,ZMYYC
gold		3	GEM-CNL,TBL,ZMYYC
good		3	GEM-CNL,TBL,ZMYYC
grandfather		3	GEM-CNL,TBL,ZMYYC
grandmother		3	GEM-CNL,TBL,ZMYYC
grass		3	GEM-CNL,TBL,ZMYYC
green		3	GEM-CNL,TBL,ZMYYC
grow		3	GEM-CNL,TBL,ZMYYC
half		3	GEM-CNL,TBL,ZMYYC
hand		3	GEM-CNL,TBL,ZMYYC
hard		3	GEM-CNL,TBL,ZMYYC
hate		3	GEM-CNL,TBL,ZMYYC
head		3	GEM-CNL,TBL,ZMYYC
heart		3	GEM-CNL,TBL,ZMYYC
heavy		3	GEM-CNL,TBL,ZMYYC
help		3	GEM-CNL,TBL,ZMYYC
hen		3	GEM-CNL,TBL,ZMYYC
here		3	GEM-CNL,TBL,ZMYYC
hoe		3	GEM-CNL,TBL,ZMYYC
hoof		3	GEM-CNL,TBL,ZMYYC
horn		3	GEM-CNL,TBL,ZMYYC
horse		3	GEM-CNL,TBL,ZMYYC
hot		3	GEM-CNL,TBL,ZMYYC
house		3	GEM-CNL,TBL,ZMYYC
hundred		3	GEM-CNL,TBL,ZMYYC
hunt		3	GEM-CNL,TBL,ZMYYC
husband		3	GEM-CNL,TBL,ZMYYC
iron		3	GEM-CNL,TBL,ZMYYC
jump		3	GEM-CNL,TBL,ZMYYC
key		3	GEM-CNL,TBL,ZMYYC
kick		3	GEM-CNL,TBL,ZMYYC
kidney		3	GEM-CNL,TBL,ZMYYC
kill		3	GEM-CNL,TBL,ZMYYC
knife		3	GEM-CNL,TBL,ZMYYC
know		3	GEM-CNL,TBL,ZMYYC
ladder		3	GEM-CNL,TBL,ZMYYC
lake		3	GEM-CNL,TBL,ZMYYC
late		3	GEM-CNL,TBL,ZMYYC
lazy		3	GEM-CNL,TBL,ZMYYC
leaf	n,nveg	3	GEM-CNL,TBL,ZMYYC
learn		3	GEM-CNL,TBL,ZMYYC
leech		3	GEM-CNL,TBL,ZMYYC
letter		3	GEM-CNL,TBL,ZMYYC
lip		3	GEM-CNL,TBL,ZMYYC
listen		3	GEM-CNL,TBL,ZMYYC
liver		3	GEM-CNL,TBL,ZMYYC
long		3	GEM-CNL,TBL,ZMYYC
loom		3	GEM-CNL,TBL,ZMYYC
louse		3	GEM-CNL,TBL,ZMYYC
mat		3	GEM-CNL,TBL,ZMYYC
middle		3	GEM-CNL,TBL,ZMYYC
milk	n,v	3	GEM-CNL,TBL,ZMYYC
money		3	GEM-CNL,TBL,ZMYYC
moon		3	GEM-CNL,TBL,ZMYYC
morning		3	GEM-CNL,TBL,ZMYYC
mosquito		3	GEM-CNL,TBL,ZMYYC
mother		3	GEM-CNL,TBL,ZMYYC
mouth		3	GEM-CNL,TBL,ZMYYC
mud		3	GEM-CNL,TBL,ZMYYC
name	n,vt	3	GEM-CNL,TBL,ZMYYC
narrow		3	GEM-CNL,TBL,ZMYYC
near		3	GEM-CNL,TBL,ZMYYC
neck		3	GEM-CNL,TBL,ZMYYC
needle		3	GEM-CNL,TBL,ZMYYC
new		3	GEM-CNL,TBL,ZMYYC
noon		3	GEM-CNL,TBL,ZMYYC
north		3	GEM-CNL,TBL,ZMYYC
nose		3	GEM-CNL,TBL,ZMYYC
old man		3	GEM-CNL,TBL,ZMYYC
otter		3	GEM-CNL,TBL,ZMYYC
outside		3	GEM-CNL,TBL,ZMYYC
pillow		3	GEM-CNL,TBL,ZMYYC
poor		3	GEM-CNL,TBL,ZMYYC
pumpkin		3	GEM-CNL,TBL,ZMYYC
rain	n,v	3	GEM-CNL,TBL,ZMYYC
rainbow		3	GEM-CNL,TBL,ZMYYC
rake	n,v	3	GEM-CNL,TBL,ZMYYC
read		3	GEM-CNL,TBL,ZMYYC
red		3	GEM-CNL,TBL,ZMYYC
rice (cooked)		3	GEM-CNL,TBL,ZMYYC
rich		3	GEM-CNL,TBL,ZMYYC
river		3	GEM-CNL,TBL,ZMYYC
root	n,nveg	3	GEM-CNL,TBL,ZMYYC
run		3	GEM-CNL,TBL,ZMYYC
rust	n,v	3	GEM-CNL,TBL,ZMYYC
salt		3	GEM-CNL,TBL,ZMYYC
sand		3	GEM-CNL,TBL,ZMYYC
saw	n,v	3	GEM-CNL,TBL,ZMYYC
scissors		3	GEM-CNL,TBL,ZMYYC
sea		3	GEM-CNL,TBL,ZMYYC
see	n,v	3	GEM-CNL,TBL,ZMYYC
seed		3	GEM-CNL,TBL,ZMYYC
sell		3	GEM-CNL,TBL,ZMYYC
seven		3	GEM-CNL,TBL,ZMYYC
seventeen		3	GEM-CNL,TBL,ZMYYC
seventy		3	GEM-CNL,TBL,ZMYYC
shadow		3	GEM-CNL,TBL,ZMYYC
shallow		3	GEM-CNL,TBL,ZMYYC
sharp		3	GEM-CNL,TBL,ZMYYC
sheep		3	GEM-CNL,TBL,ZMYYC
shoe		3	GEM-CNL,TBL,ZMYYC
short		3	GEM-CNL,TBL,ZMYYC
shoulder	n,v	3	GEM-CNL,TBL,ZMYYC
sickle		3	GEM-CNL,TBL,ZMYYC
silver		3	GEM-CNL,TBL,ZMYYC
sing		3	GEM-CNL,TBL,ZMYYC
skin		3	GEM-CNL,TBL,ZMYYC
skirt		3	GEM-CNL,TBL,ZMYYC
sky		3	GEM-CNL,TBL,ZMYYC
sleep		3	GEM-CNL,TBL,ZMYYC
slow		3	GEM-CNL,TBL,ZMYYC
small		3	GEM-CNL,TBL,ZMYYC
smell		3	GEM-CNL,TBL,ZMYYC
smoke		3	GEM-CNL,TBL,ZMYYC
snake		3	GEM-CNL,TBL,ZMYYC
snow		3	GEM-CNL,TBL,ZMYYC
soft		3	GEM-CNL,TBL,ZMYYC
son		3	GEM-CNL,TBL,ZMYYC
song		3	GEM-CNL,TBL,ZMYYC
sour		3	GEM-CNL,TBL,ZMYYC
south		3	GEM-CNL,TBL,ZMYYC
sparrow		3	GEM-CNL,TBL,ZMYYC
spider		3	GEM-CNL,TBL,ZMYYC
spit		3	GEM-CNL,TBL,ZMYYC
stand		3	GEM-CNL,TBL,ZMYYC
star		3	GEM-CNL,TBL,ZMYYC
steal		3	GEM-CNL,TBL,ZMYYC
straight		3	GEM-CNL,TBL,ZMYYC
sugar		3	GEM-CNL,TBL,ZMYYC
summer		3	GEM-CNL,TBL,ZMYYC
sun		3	GEM-CNL,TBL,ZMYYC
swallow	n,v,vi,vt	3	GEM-CNL,TBL,ZMYYC
sweat		3	GEM-CNL,TBL,ZMYYC
sweep		3	GEM-CNL,TBL,ZMYYC
sweet		3	GEM-CNL,TBL,ZMYYC
table		3	GEM-CNL,TBL,ZMYYC
tail		3	GEM-CNL,TBL,ZMYYC
teach		3	GEM-CNL,TBL,ZMYYC
that	adj,dem	3	GEM-CNL,TBL,ZMYYC
there		3	GEM-CNL,TBL,ZMYYC
they		3	GEM-CNL,TBL,ZMYYC
they two		3	GEM-CNL,TBL,ZMYYC
thick		3	GEM-CNL,TBL,ZMYYC
thigh		3	GEM-CNL,TBL,ZMYYC
thin		3	GEM-CNL,TBL,ZMYYC
thing		3	GEM-CNL,TBL,ZMYYC
think		3	GEM-CNL,TBL,ZMYYC
this	adj,dem	3	GEM-CNL,TBL,ZMYYC
thread		3	GEM-CNL,TBL,ZMYYC
throat		3	GEM-CNL,TBL,ZMYYC
thunder	n,v	3	GEM-CNL,TBL,ZMYYC
tiger		3	GEM-CNL,TBL,ZMYYC
time		3	GEM-CNL,TBL,ZMYYC
today		3	GEM-CNL,TBL,ZMYYC
tomorrow		3	GEM-CNL,TBL,ZMYYC
tongue		3	GEM-CNL,TBL,ZMYYC
tooth		3	GEM-CNL,TBL,ZMYYC
tree		3	GEM-CNL,TBL,ZMYYC
true		3	GEM-CNL,TBL,ZMYYC
two		3	GEM-CNL,TBL,ZMYYC
ugly		3	GEM-CNL,TBL,ZMYYC
understand		3	GEM-CNL,TBL,ZMYYC
urine		3	GEM-CNL,TBL,ZMYYC
use		3	GEM-CNL,TBL,ZMYYC
vegetable		3	GEM-CNL,TBL,ZMYYC
village		3	GEM-CNL,TBL,ZMYYC
waist		3	GEM-CNL,TBL,ZMYYC
wait		3	GEM-CNL,TBL,ZMYYC
walk		3	GEM-CNL,TBL,ZMYYC
wall		3	GEM-CNL,TBL,ZMYYC
wash (clothes)		3	GEM-CNL,TBL,ZMYYC
water	n,v	3	GEM-CNL,TBL,ZMYYC
well		3	GEM-CNL,TBL,ZMYYC
west		3	GEM-CNL,TBL,ZMYYC
wet		3	GEM-CNL,TBL,ZMYYC
white		3	GEM-CNL,TBL,ZMYYC
wife		3	GEM-CNL,TBL,ZMYYC
wind		3	GEM-CNL,TBL,ZMYYC
window		3	GEM-CNL,TBL,ZMYYC
wing		3	GEM-CNL,TBL,ZMYYC
winter		3	GEM-CNL,TBL,ZMYYC
wolf		3	GEM-CNL,TBL,ZMYYC
woman		3	GEM-CNL,TBL,ZMYYC
wrap		3	GEM-CNL,TBL,ZMYYC
write		3	GEM-CNL,TBL,ZMYYC
year		3	GEM-CNL,TBL,ZMYYC
yellow		3	GEM-CNL,TBL,ZMYYC
yesterday		3	GEM-CNL,TBL,ZMYYC
yoke		3	GEM-CNL,TBL,ZMYYC
you two		3	GEM-CNL,TBL,ZMYYC
young		3	GEM-CNL,TBL,ZMYYC
