ID	rn	reflex	GLOSS	x	srcabbr	lgid	language	srcid
1555	466704	ken-dil-a	frighten (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.764-II:idx
1556	466705	ken•-dok-a	short (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.215-II:idx
1557	466706	keng•-krang-a	skinny; thin (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.46-II:idx
1558	466707	ken-ja-brang-a	terrified (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.764-II:idx
1559	466708	ken-kok	coward (n)		RB-LMMG	1945	Garo (Bangladesh)	7.764-II:idx
1560	466709	ken-sik-a	nervous; worried (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.764-II:idx
1561	466710	ken-ta-a	raggedy; shabby (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
1562	466711	kep-a	pinch (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
1563	466712	kep-kep-a	tremble (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.322-II:idx
1564	466713	ke-si	scissors (n)		RB-LMMG	1945	Garo (Bangladesh)	5.832-II:idx
1565	466714	-ket-	squeezed (aa)		RB-LMMG	1945	Garo (Bangladesh)	2.22-II:idx
1566	466715	ket-a	close; hook; latch (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.61-II:idx
1567	466716	ket-chi-o	beside; crosswise (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.11-II:idx
1568	466717	ket-chi-ra	ant; red ant (n)		RB-LMMG	1945	Garo (Bangladesh)	4.465-II:idx
1569	466718	ket-ta	blanket (n)		RB-LMMG	1945	Garo (Bangladesh)	6.591-II:idx
1570	466719	ki•-a	defecate (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.49-II:idx
1571	466720	ki•-bit-bit	beetle; dung beetle (n)		RB-LMMG	1945	Garo (Bangladesh)	4.469-II:idx
1572	466721	ki•-brek-a	diarrhea (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.49-II:idx
1573	466722	ki•-dik	latrine (n)		RB-LMMG	1945	Garo (Bangladesh)	5.622-II:idx
1574	466723	kiir-ton	dance (n)		RB-LMMG	1945	Garo (Bangladesh)	8.83-II:idx
1575	466724	ki•-ka-rok	dandruff (n)		RB-LMMG	1945	Garo (Bangladesh)	6.58-II:idx
1576	466725	kil	cotton (n)		RB-LMMG	1945	Garo (Bangladesh)	5.29-II:idx
1577	466726	kil-a	clear (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.113-II:idx
1578	466727	kil-ap	cotton fluff (n)		RB-LMMG	1945	Garo (Bangladesh)	4.676-II:idx
1579	466728	kil-ding	string; thread (n)		RB-LMMG	1945	Garo (Bangladesh)	6.594-II:idx
1580	466729	kil-gon	cotton seed (n)		RB-LMMG	1945	Garo (Bangladesh)	4.677-II:idx
1581	466730	kim-a	noise; sound (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.342-II:idx
1582	466731	kim-a	marry (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.651-II:idx
1583	466732	kim-a	memorial post (n)		RB-LMMG	1945	Garo (Bangladesh)	8.58-II:idx
1584	466733	-kim-bak-	abbreviated; partly; shortened (aa)		RB-LMMG	1945	Garo (Bangladesh)	2.215-II:idx
1585	466734	kim•-bik	peak; ridge (n)		RB-LMMG	1945	Garo (Bangladesh)	5.632-II:idx
1586	466735	kim-cha-a	thunder (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.342-II:idx
1587	466736	ki•-me	tail (n)		RB-LMMG	1945	Garo (Bangladesh)	4.473-II:idx
1588	466737	ki◦m-|il	down; fur; hair of body (n)		RB-LMMG	1945	Garo (Bangladesh)	6.25-II:idx
1589	466738	kim-il-a	cloudy, of liquids; dirty (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.716-II:idx
1590	466739	kim-it-a	extinguish (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.424-II:idx
1591	466740	kim-pret-a	thunder (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.342-II:idx
1592	466741	kin-a-a	hear; listen (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.622-II:idx
1593	466742	kin-a-chak-a	agree (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.33-II:idx
1594	466743	kin-a-dik-a	ugly sounding (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.624-II:idx
1595	466744	-kin-ap-	comfortable (aa)		RB-LMMG	1945	Garo (Bangladesh)	3.455-II:idx
1596	466745	kin-a-tim-a	eavesdrop; listen (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.622-II:idx
1597	466746	kin-a-to-a	beautiful to hear (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.624-II:idx
1598	466747	king-gal-a	uncover (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.62-II:idx
1599	466748	king-kil-ak-a	open (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.53-II:idx
1600	466749	king-king	until (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.12-II:idx
1601	466750	king-kip-a	capsize; turn over (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.62-II:idx
1602	466751	king-tal-a	open (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.60-II:idx
1603	466752	kin-i	hair of head (n)		RB-LMMG	1945	Garo (Bangladesh)	6.25-II:idx
1604	466753	kin-ok-a	grope (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
1605	466754	kin-tu	but; however (conj)		RB-LMMG	1945	Garo (Bangladesh)	1.4-II:idx
1606	466755	ki•-sam-bu	anus (n)		RB-LMMG	1945	Garo (Bangladesh)	6.243-II:idx
1607	466756	ki•-sang	buttocks (n)		RB-LMMG	1945	Garo (Bangladesh)	6.243-II:idx
1608	466757	ki•-sang-chak-a	follow (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.328-II:idx
1609	466758	ki•-sang-cha-na	backwards (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.14-II:idx
1610	466759	ki•-si-a	fart (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.49-II:idx
1611	466760	kit-a	dig (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.576-II:idx
1612	466761	ki•-tap	baby napkin; diaper (n)		RB-LMMG	1945	Garo (Bangladesh)	6.521-II:idx
1613	466762	ki•-ting	coccyx (n)		RB-LMMG	1945	Garo (Bangladesh)	6.243-II:idx
1614	466763	-ko	accusative; direct object; objective case (cm)		RB-LMMG	1945	Garo (Bangladesh)	0.12-II:idx
1615	466764	ko•-a	draw water (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.277-II:idx
1616	466765	ko-a	cane; weave cane (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.856-II:idx
1617	466766	ko-bi-ta	poem (n)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
1618	466767	ko-dal	hoe (n)		RB-LMMG	1945	Garo (Bangladesh)	5.831-II:idx
1619	466768	ko-dam	pillow (n)		RB-LMMG	1945	Garo (Bangladesh)	6.591-II:idx
1620	466769	ko-e-ri	brown; purple (n)		RB-LMMG	1945	Garo (Bangladesh)	3.534-II:idx
1621	466770	koi	pop corn; puffed rice (n)		RB-LMMG	1945	Garo (Bangladesh)	5.403-II:idx
1622	466771	kok	basket (n)		RB-LMMG	1945	Garo (Bangladesh)	5.852-II:idx
1623	466772	ko-ka	turban (n)		RB-LMMG	1945	Garo (Bangladesh)	6.522-II:idx
1624	466773	ko-ka	boy (n)		RB-LMMG	1945	Garo (Bangladesh)	6.822-II:idx
1625	466774	ko-ka-rok	bald; bare; hairless (adv)		RB-LMMG	1945	Garo (Bangladesh)	6.26-II:idx
1626	466775	ko-ki	girl (n)		RB-LMMG	1945	Garo (Bangladesh)	6.822-II:idx
1627	466776	kok-kim-a-o	underneath (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.11-II:idx
1628	466777	kol	machine (n)		RB-LMMG	1945	Garo (Bangladesh)	5.835-II:idx
1629	466778	kol-	holes (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.32-II:idx
1630	466779	kol-a	gather; pick up (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.535-II:idx
1631	466780	kol-a-chi	thirty (num)		RB-LMMG	1945	Garo (Bangladesh)	3.3730-II:idx
1632	466781	kol-am-a	collect; gather; pick up (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.535-II:idx
1633	466782	kol-grik	twenty (num)		RB-LMMG	1945	Garo (Bangladesh)	3.3720-II:idx
1634	466783	kol-om	cutting; sprout (n)		RB-LMMG	1945	Garo (Bangladesh)	5.14-II:idx
1635	466784	kol-om	pen; pencil (n)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
1636	466785	kom	few; little (n)		RB-LMMG	1945	Garo (Bangladesh)	3.345-II:idx
1637	466786	kom-bol	blanket (n)		RB-LMMG	1945	Garo (Bangladesh)	6.591-II:idx
1638	466787	kom-i-a	lessen; reduce (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.345-II:idx
1639	466788	ko-mil-a	orange (n)		RB-LMMG	1945	Garo (Bangladesh)	5.22-II:idx
1640	466789	ko-mil-ong-a	naked (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.552-II:idx
1641	466790	ko-mor	waist (n)		RB-LMMG	1945	Garo (Bangladesh)	6.243-II:idx
1642	466791	kom•-si-a	crumple (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.348-II:idx
1643	466792	kon•-a	coiled; curled (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.641-II:idx
1644	466793	kong-a	dig (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.576-II:idx
1645	466794	kong-brim	mixed colors (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.538-II:idx
1646	466795	kong-dep-a	lame; limp (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.96-II:idx
1647	466796	kong•-krot-a	bent; curly; curved (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.318-II:idx
1648	466797	kong•-krot-kong•-krot	curly (adv)		RB-LMMG	1945	Garo (Bangladesh)	6.561-II:idx
1649	466798	ko-|pal	forehead (n)		RB-LMMG	1945	Garo (Bangladesh)	6.22-II:idx
1650	466799	kor-|gus	rabbit (n)		RB-LMMG	1945	Garo (Bangladesh)	4.419-II:idx
1651	466800	ko-ros	wages (n)		RB-LMMG	1945	Garo (Bangladesh)	8.435-II:idx
1652	466801	kos-mos	cosmos (n)		RB-LMMG	1945	Garo (Bangladesh)	5.28-II:idx
1653	466802	ko-ta	can for food; tin for food (n)		RB-LMMG	1945	Garo (Bangladesh)	5.436-II:idx
1654	466803	ko-ta	words (n)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
1655	466804	ko-tip	turban (n)		RB-LMMG	1945	Garo (Bangladesh)	6.522-II:idx
1656	466805	kra cha•-na gu-al-a	shameless (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.745-II:idx
1657	466806	kra-a	appropriate; correct; right; suitable (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.657-II:idx
1658	466807	kram	drum (n)		RB-LMMG	1945	Garo (Bangladesh)	8.85-II:idx
1659	466808	kram-chi	perspiration; sweat (n)		RB-LMMG	1945	Garo (Bangladesh)	6.29-II:idx
1660	466809	kram-chi-a	perspire; sweat (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.49-II:idx
1661	466810	krang-a	clear up (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.323-II:idx
1662	466811	kreng-chak-a	defend; protect (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.73-II:idx
1663	466812	kring-a	stretched; tight (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.642-II:idx
1664	466813	krip-a	closed; covered (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.211-II:idx
1665	466814	krit-a	sacrifice (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.562-II:idx
1666	466815	krok-a	wear (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.53-II:idx
1667	466816	krok-to-a	comfortable (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.53-II:idx
1668	466817	krong	post (n)		RB-LMMG	1945	Garo (Bangladesh)	5.633-II:idx
1669	466818	kru-	spans (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.36-II:idx
1670	466819	-ku-	anymore; still (aa)		RB-LMMG	1945	Garo (Bangladesh)	0.41-II:idx
1671	466820	ku-a	well (n)		RB-LMMG	1945	Garo (Bangladesh)	5.642-II:idx
1672	466821	ku•-ak-a	claw; scratch (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.554-II:idx
1673	466822	ku•-chak-a	agree; answer; promise; respond (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.32-II:idx
1674	466823	ku•-chi	bubbles; saliva (n)		RB-LMMG	1945	Garo (Bangladesh)	6.29-II:idx
1675	466824	ku•-chi kan-a	advice (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.37-II:idx
1676	466825	ku•-chi-a	crave (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.48-II:idx
1677	466826	ku•-chil	lip (n)		RB-LMMG	1945	Garo (Bangladesh)	6.22-II:idx
1678	466827	ku•-chil bret-a	chapped lips (vph)		RB-LMMG	1945	Garo (Bangladesh)	8.953-II:idx
1679	466828	ku•-chim-mong-a	discuss (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.31-II:idx
1680	466829	ku•-ching-a	threaten (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.36-II:idx
1681	466830	ku•-chok-a	pointed (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.312-II:idx
1682	466831	ku•-chot-a	kiss (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.44-II:idx
1683	466832	ku•-dim-a	kiss; smacking (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.44-II:idx
1684	466833	ku•-dim-bok	chin (n)		RB-LMMG	1945	Garo (Bangladesh)	6.22-II:idx
1685	466834	ku•-gi-sep ang•-ki-sa dak-a	cold sore (n)		RB-LMMG	1945	Garo (Bangladesh)	8.953-II:idx
1686	466835	ku•-grip-a	cover (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
1687	466836	kui-cha	eel (n)		RB-LMMG	1945	Garo (Bangladesh)	4.454-II:idx
1688	466837	-ku-ja-	not yet (aa)		RB-LMMG	1945	Garo (Bangladesh)	0.41-II:idx
1689	466838	kul	bridge (n)		RB-LMMG	1945	Garo (Bangladesh)	5.646-II:idx
1690	466839	ku•-man-a	stutter (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.14-II:idx
1691	466840	ku•-mang	end (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
1692	466841	ku•-man-si-a	pledge (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.566-II:idx
1693	466842	ku•-mik-chet-a	pledge; promise; swear (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.33-II:idx
1694	466843	ku•-mi-si-a	whisper (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.15-II:idx
1695	466844	ku•-mong-a	agree; discuss (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.33-II:idx
1696	466845	kup	very (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.76-II:idx
1697	466846	ku•-pret-a	fluently (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.14-II:idx
1698	466847	ku•-ra-chak-a	agree; pledge; promise (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.33-II:idx
1699	466848	ku•-rak-a	shout (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.15-II:idx
1700	466849	ku•-ra-ma	voice (n)		RB-LMMG	1945	Garo (Bangladesh)	7.15-II:idx
1701	466850	ku•-rang	voice (n)		RB-LMMG	1945	Garo (Bangladesh)	7.12-II:idx
1702	466851	ku•-rit-chu-a	gossip; rumor (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.31-II:idx
1703	466852	ku-ro	heart wood (n)		RB-LMMG	1945	Garo (Bangladesh)	4.673-II:idx
1704	466853	ku•-ron-a	warn (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.37-II:idx
1705	466854	ku-ru-ak	eagle (n)		RB-LMMG	1945	Garo (Bangladesh)	4.43-II:idx
1706	466855	kus	fish fork (n)		RB-LMMG	1945	Garo (Bangladesh)	5.843-II:idx
1707	466856	ku-si	happiness (n)		RB-LMMG	1945	Garo (Bangladesh)	7.721-II:idx
1708	466857	ku•-sik	mouth (n)		RB-LMMG	1945	Garo (Bangladesh)	6.22-II:idx
1709	466858	ku•-sim-ang	beard; tassel (n)		RB-LMMG	1945	Garo (Bangladesh)	6.25-II:idx
1710	466859	ku•-sim-ok-a	whistle (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.29-II:idx
1711	466860	ku•-srip-a	swirl (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.44-II:idx
1712	466861	kut	coat (n)		RB-LMMG	1945	Garo (Bangladesh)	6.527-II:idx
1713	466862	kut me-ris	civil marriage (n)		RB-LMMG	1945	Garo (Bangladesh)	6.651-II:idx
1714	466863	ku-ta	mud construction (n)		RB-LMMG	1945	Garo (Bangladesh)	5.631-II:idx
1715	466864	kut-chi-a-gran	dried eel (n)		RB-LMMG	1945	Garo (Bangladesh)	5.401-II:idx
1716	466865	ku-ti	peg (n)		RB-LMMG	1945	Garo (Bangladesh)	5.632-II:idx
1717	466866	ku•-wat-a	promise (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.33-II:idx
1718	466867	ku•-weng-a	crescent moon; curved (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.44-II:idx
1719	466868	la-gi-a	need (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.726-II:idx
1720	466869	lait	flash light; torch (n)		RB-LMMG	1945	Garo (Bangladesh)	5.838-II:idx
1721	466870	lap	benefit; profit (n)		RB-LMMG	1945	Garo (Bangladesh)	8.442-II:idx
1722	466871	lap cha•-a	profit (vph)		RB-LMMG	1945	Garo (Bangladesh)	8.442-II:idx
1723	466872	lau	gourd; squash (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
1724	466873	le-bu	lime (n)		RB-LMMG	1945	Garo (Bangladesh)	5.22-II:idx
1725	466874	le-chu	litchi (n)		RB-LMMG	1945	Garo (Bangladesh)	5.22-II:idx
1726	466875	lek-gu-a	tickle (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.64-II:idx
1727	466876	lek-ka-po-ra	literacy (n)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
1728	466877	lek-ki-a	write (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.28-II:idx
1729	466878	le-la-le-la	limp; loose (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.23-II:idx
1730	466879	leng-got	underwear (n)		RB-LMMG	1945	Garo (Bangladesh)	6.527-II:idx
1731	466880	lep	blanket; quilt (n)		RB-LMMG	1945	Garo (Bangladesh)	6.591-II:idx
1732	466881	liik	leak, of a tire (n)		RB-LMMG	1945	Garo (Bangladesh)	5.872-II:idx
1733	466882	li-li-pul	lily (n)		RB-LMMG	1945	Garo (Bangladesh)	5.28-II:idx
1734	466883	long-go	cloves (n)		RB-LMMG	1945	Garo (Bangladesh)	5.405-II:idx
1735	466884	lung-gi	skirt, man's (n)		RB-LMMG	1945	Garo (Bangladesh)	6.527-II:idx
1736	466885	lus-kan	loss (n)		RB-LMMG	1945	Garo (Bangladesh)	8.442-II:idx
1737	466886	ma	what? (int)		RB-LMMG	1945	Garo (Bangladesh)	0.64-II:idx
1738	466887	-ma	question marker (ts)		RB-LMMG	1945	Garo (Bangladesh)	0.31-II:idx
1739	466888	-ma	big; large (dns)		RB-LMMG	1945	Garo (Bangladesh)	2.213-II:idx
1740	466889	ma•-	what? (qw)		RB-LMMG	1945	Garo (Bangladesh)	1.21-II:idx
1741	466890	ma•-am-a	groan (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.29-II:idx
1742	466891	ma•-ang	craving (adv)		RB-LMMG	1945	Garo (Bangladesh)	7.725-II:idx
1743	466892	ma•-a-pa-a	parents (n)		RB-LMMG	1945	Garo (Bangladesh)	6.62-II:idx
1744	466893	ma•-at-a	apportion; divide (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.427-II:idx
1745	466894	ma•-bak-a	dirty; soiled (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.716-II:idx
1746	466895	ma•-chong	lineage (n)		RB-LMMG	1945	Garo (Bangladesh)	6.63-II:idx
1747	466896	ma•-de	aunt (MoYoSi) (n)		RB-LMMG	1945	Garo (Bangladesh)	6.612-II:idx
1748	466897	ma•-dong	incest (n)		RB-LMMG	1945	Garo (Bangladesh)	6.657-II:idx
1749	466898	ma-ga	scar (n)		RB-LMMG	1945	Garo (Bangladesh)	8.955-II:idx
1750	466899	ma-gi-a-ri	beggar (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
1751	466900	ma•-gip-a	mother (n)		RB-LMMG	1945	Garo (Bangladesh)	6.612-II:idx
1752	466901	ma-ha-jon	money lender (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
1753	466902	ma-ha-ri	lineage (n)		RB-LMMG	1945	Garo (Bangladesh)	6.63-II:idx
1754	466903	mai-na	why? (qw)		RB-LMMG	1945	Garo (Bangladesh)	1.21-II:idx
1755	466904	ma-je-ma-je	sometimes (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.71-II:idx
1756	466905	ma-ji-la	middle child (n)		RB-LMMG	1945	Garo (Bangladesh)	6.64-II:idx
1757	466906	ma•-jim-a	wet (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.272-II:idx
1758	466907	ma•-jong	aunt (MoOlSi) (n)		RB-LMMG	1945	Garo (Bangladesh)	6.612-II:idx
1759	466908	mak-bil	bear (n)		RB-LMMG	1945	Garo (Bangladesh)	4.419-II:idx
1760	466909	mak-kal	poison for fish (n)		RB-LMMG	1945	Garo (Bangladesh)	5.843-II:idx
1761	466910	mak-kre	macaque; monkey (n)		RB-LMMG	1945	Garo (Bangladesh)	4.418-II:idx
1762	466911	mal-a	necklace (n)		RB-LMMG	1945	Garo (Bangladesh)	6.563-II:idx
1763	466912	mal-a	crawl (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.319-II:idx
1764	466913	mal-am-a	crawl (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.319-II:idx
1765	466914	mal-a-ni sam	love potion (n)		RB-LMMG	1945	Garo (Bangladesh)	7.722-II:idx
1766	466915	mal-et-a	attract; tempt (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.38-II:idx
1767	466916	mal-gek-a	tame (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.482-II:idx
1768	466917	mal-iik	boss; owner (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
1769	466918	mal-mok-a	comfort; encourage; soothe (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.37-II:idx
1770	466919	ma-ma	uncle (MoBr) (n)		RB-LMMG	1945	Garo (Bangladesh)	6.611-II:idx
1771	466920	ma-mang	only (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.344-II:idx
1772	466921	ma-mil-a	legal case (n)		RB-LMMG	1945	Garo (Bangladesh)	8.13-II:idx
1773	466922	man•-a	able; can; find; get (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.55-II:idx
1774	466923	man•-chak-a	manage; overcome; succeed; win (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.55-II:idx
1775	466924	man-de	human being; person (n)		RB-LMMG	1945	Garo (Bangladesh)	6.821-II:idx
1776	466925	man-de-ku	Mandi language (n)		RB-LMMG	1945	Garo (Bangladesh)	7.11-II:idx
1777	466926	man•-dik-a	annoyed; bothered; disturbed (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.78-II:idx
1778	466927	mang-	animals (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.31-II:idx
1779	466928	mang-gi-si	corpse; dead body (n)		RB-LMMG	1945	Garo (Bangladesh)	6.79-II:idx
1780	466929	mang-gu-ak	centipede (n)		RB-LMMG	1945	Garo (Bangladesh)	4.467-II:idx
1781	466930	mang-kal-a	annoy; fool around; fuss with; mischief; tease (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.78-II:idx
1782	466931	mang-meng-a	fussy; impatient; irritated; tired (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.78-II:idx
1783	466932	mang-meng-dil-a	annoy (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.78-II:idx
1784	466933	mang-rak-a	healthy; strong (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.91-II:idx
1785	466934	mang-ru-dam	graveyard (n)		RB-LMMG	1945	Garo (Bangladesh)	6.79-II:idx
1786	466935	mang-sok-a	intend; plan (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.48-II:idx
1787	466936	mang-song-a	intend; plan (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.48-II:idx
1788	466937	mang-tip	caterpillar (n)		RB-LMMG	1945	Garo (Bangladesh)	4.467-II:idx
1789	466938	mang-wa-a	mourn (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.743-II:idx
1790	466939	ma-ni	aunt (FaSi); mother in law (n)		RB-LMMG	1945	Garo (Bangladesh)	6.612-II:idx
1791	466940	ma-ni-a	obey; worship (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.75-II:idx
1792	466941	man•-rik-a	get back; inherit (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.11-II:idx
1793	466942	map-pru	lizard (n)		RB-LMMG	1945	Garo (Bangladesh)	4.441-II:idx
1794	466943	ma-rai-a	pester; whine (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.78-II:idx
1795	466944	ma-rak-ha	barking deer (n)		RB-LMMG	1945	Garo (Bangladesh)	4.419-II:idx
1796	466945	ma-rang	blood; evil; pollution; taboo (n)		RB-LMMG	1945	Garo (Bangladesh)	8.52-II:idx
1797	466946	ma-reng-ga	club (n)		RB-LMMG	1945	Garo (Bangladesh)	5.833-II:idx
1798	466947	ma-ri-a	kill; murder (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.79-II:idx
1799	466948	ma•-ring-a	lonely; miss (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.743-II:idx
1800	466949	mas	month (n)		RB-LMMG	1945	Garo (Bangladesh)	2.53-II:idx
1801	466950	ma•-skap-a	sticky (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.668-II:idx
1802	466951	ma-star	teacher (n)		RB-LMMG	1945	Garo (Bangladesh)	8.6-II:idx
1803	466952	ma•-su	cattle; cow (n)		RB-LMMG	1945	Garo (Bangladesh)	5.33-II:idx
1804	466953	ma•-su be•-en	beef (n)		RB-LMMG	1945	Garo (Bangladesh)	5.401-II:idx
1805	466954	ma•-su gen-da	calf (n)		RB-LMMG	1945	Garo (Bangladesh)	5.33-II:idx
1806	466955	ma•-su mat-ti	cattle (n)		RB-LMMG	1945	Garo (Bangladesh)	4.40-II:idx
1807	466956	ma•-su-ke•-em-a	cow dung; dung (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
1808	466957	ma-sul-eng-ga	kingfisher (n)		RB-LMMG	1945	Garo (Bangladesh)	4.43-II:idx
1809	466958	mat	squirrel (n)		RB-LMMG	1945	Garo (Bangladesh)	4.419-II:idx
1810	466959	mat	playing field (n)		RB-LMMG	1945	Garo (Bangladesh)	5.112-II:idx
1811	466960	mat-a	cut; scarred; sharp; wound (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.666-II:idx
