ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
1712	474865	loskor	highest rank in the system of customary law of Garos, judge	n	SVB-GA	1973	Atong	
1713	474866	luk◦chok	type of frog	n	SVB-GA	1973	Atong	
1714	474867	lukchokchok	type of small gecko that creeps up the walls of houses at night	n	SVB-GA	1973	Atong	
1715	474868	luk◦pekpek	type of frog	n	SVB-GA	1973	Atong	
1716	474869	luk◦wak	toad	n	SVB-GA	1973	Atong	
1717	474870	ma	question enclitic or particle	encl.cl/prtcl	SVB-GA	1973	Atong	
1718	474871	ma-	lose	v	SVB-GA	1973	Atong	
1719	474872	ma•	o.k., o.k. then, (very) well then	inter	SVB-GA	1973	Atong	
1720	474873	ma•am-	moan	v	SVB-GA	1973	Atong	
1721	474874	ma•chong	clan	n	SVB-GA	1973	Atong	
1722	474875	ma•chot-	be an orphan	v	SVB-GA	1973	Atong	
1723	474876	ma•su	cow	n	SVB-GA	1973	Atong	
1724	474877	ma•su◦bolot	ox	n	SVB-GA	1973	Atong	
1725	474878	ma•su◦gari	bullock cart	n	SVB-GA	1973	Atong	
1726	474879	machak-	vengeful	be v.	SVB-GA	1973	Atong	
1727	474880	machirit-	scratch, to be scratched	v	SVB-GA	1973	Atong	
1728	474881	ma◦chok	type of large deer	n	SVB-GA	1973	Atong	
1729	474882	machot-	finish, to end, to stop	vphase	SVB-GA	1973	Atong	
1730	474883	madam	female teacher	n	SVB-GA	1973	Atong	
1731	474884	magachak	type of small deer	n	SVB-GA	1973	Atong	
1732	474885	magal	type of fish	n	SVB-GA	1973	Atong	
1733	474886	magana-	lose	v	SVB-GA	1973	Atong	
1734	474887	magyna	in vain	adv	SVB-GA	1973	Atong	
1735	474888	mahari	relatives, family	n	SVB-GA	1973	Atong	
1736	474889	mai	rice (cooked)	n	SVB-GA	1973	Atong	
1737	474890	mai	May	n	SVB-GA	1973	Atong	
1738	474891	mai•cheng	edible shrub with fragrant leaves and soft thorns (maybe related to Zanthoxylum oxyphyllum)	n	SVB-GA	1973	Atong	
1739	474892	mai•tyi	juice from ja•bek	n	SVB-GA	1973	Atong	
1740	474893	mai•ti	juice from ja•bek	n	SVB-GA	1973	Atong	
1741	474894	mai•wek	type of bird that is believed to call every time somebody comes to visit the village	n	SVB-GA	1973	Atong	
1742	474895	mai◦chek	cold rice	n	SVB-GA	1973	Atong	
1743	474896	mai◦chyk	cold rice	n	SVB-GA	1973	Atong	
1744	474897	mai◦dan	new rice (just harvested)	n	SVB-GA	1973	Atong	
1745	474898	maigasam	meal eaten in the later part of the day or evening, dinner	n	SVB-GA	1973	Atong	
1746	474899	maijyk	dragonfly	n	SVB-GA	1973	Atong	
1747	474900	maijyreng	leftovers of cooked rice, dried in the sun and fed to the pigs	n	SVB-GA	1973	Atong	
1748	474901	maikap	hay	n	SVB-GA	1973	Atong	
1749	474902	mai◦kholnang	unpeeled rice	n	SVB-GA	1973	Atong	
1750	474903	mai◦khyt	burned rice	n	SVB-GA	1973	Atong	
1751	474904	mai◦kung	second rice harvest (in November)	n	SVB-GA	1973	Atong	
1752	474905	mai◦manap	meal eaten in the morning, breakfast	n	SVB-GA	1973	Atong	
1753	474906	maimijyk	dragonfly	n	SVB-GA	1973	Atong	
1754	474907	mainym	length from the elbow to the top of the fist	clf	SVB-GA	1973	Atong	
1755	474908	maip	map	n	SVB-GA	1973	Atong	
1756	474909	mai◦rong	husked rice, uncooked rice	n	SVB-GA	1973	Atong	
1757	474910	mairugu	mushroom (edible)	n	SVB-GA	1973	Atong	
1758	474911	maisan	meal eaten in the middle of the day, lunch	n	SVB-GA	1973	Atong	
1759	474912	mai◦sen	sticky rice in a banana leaf	n	SVB-GA	1973	Atong	
1760	474913	maisi	millet	n	SVB-GA	1973	Atong	
1761	474914	mai◦tyk	pot for cooking rice	n	SVB-GA	1973	Atong	
1762	474915	maiwa•	bamboo shoot	n	SVB-GA	1973	Atong	
1763	474916	mai•wa	bamboo shoot	n	SVB-GA	1973	Atong	
1764	474917	maja	day before yesterday, some time ago, in the recent past	tw	SVB-GA	1973	Atong	
1765	474918	makbul	bear	n	SVB-GA	1973	Atong	
1766	474919	mal-	familiar, easy to deal with	be v.	SVB-GA	1973	Atong	
1767	474920	mama	mother's brother	n	SVB-GA	1973	Atong	
1768	474921	mamylet	omelette	n	SVB-GA	1973	Atong	
1769	474922	man	respect	n	SVB-GA	1973	Atong	
1770	474923	man-	crawl, to creep	v	SVB-GA	1973	Atong	
1771	474924	-man(•)	already V-ed	evsp	SVB-GA	1973	Atong	
1772	474925	man•-	able, to get, to obtain, to succeed	vB	SVB-GA	1973	Atong	
1773	474926	man•ai	in great amounts, see man•-	adv	SVB-GA	1973	Atong	
1774	474927	man•dapwami	profit, interest, gain	n	SVB-GA	1973	Atong	
1775	474928	man•dyk-	difficult, complicated, troublesome	adj1	SVB-GA	1973	Atong	
1776	474929	man•symrukruk-	inherit	v	SVB-GA	1973	Atong	
1777	474930	ma◦nak-	dark	adj1	SVB-GA	1973	Atong	
1778	474931	manam	bad smell, stench	n	SVB-GA	1973	Atong	
1779	474932	manam-	to stink	adj1	SVB-GA	1973	Atong	
1780	474933	manap	morning	n	SVB-GA	1973	Atong	
1781	474934	manap-	be morning	vØ	SVB-GA	1973	Atong	
1782	474935	manap◦mi	very early in the morning	adv	SVB-GA	1973	Atong	
1783	474936	mandal	Erythrina stricta var. suberosa (type of tree with thorns and very red flowers)	n	SVB-GA	1973	Atong	
1784	474937	mang-	classifier for animals, knives and tools	clf	SVB-GA	1973	Atong	
1785	474938	manggywak	millipede	n	SVB-GA	1973	Atong	
1786	474939	mangka	type of fish	n	SVB-GA	1973	Atong	
1787	474940	mangkung	type of cricket	n	SVB-GA	1973	Atong	
1788	474941	mangkyrang	scorpion	n	SVB-GA	1973	Atong	
1789	474942	mangmang	only, just, exclusively	adv	SVB-GA	1973	Atong	
1790	474943	-mangmang	only	evsp	SVB-GA	1973	Atong	
1791	474944	mangneng-	whine	v	SVB-GA	1973	Atong	
1792	474945	mangsong-	plan	v	SVB-GA	1973	Atong	
1793	474946	mani	aunt: father's sister	n	SVB-GA	1973	Atong	
1794	474947	mani-	worship	v	SVB-GA	1973	Atong	
1795	474948	manjuri	post, supporting post	n	SVB-GA	1973	Atong	
1796	474949	manjyri	post, supporting post	n	SVB-GA	1973	Atong	
1797	474950	mankyrang	scorpion	n	SVB-GA	1973	Atong	
1798	474951	mansylang	spleen	n	SVB-GA	1973	Atong	
1799	474952	mantaw	type of gourd	n	SVB-GA	1973	Atong	
1800	474953	mantawbylati	tomato	n	SVB-GA	1973	Atong	
1801	474954	mantawthai	type of vegetable	n	SVB-GA	1973	Atong	
1802	474955	mars	March	n	SVB-GA	1973	Atong	
1803	474956	mastel	male teacher	n	SVB-GA	1973	Atong	
1804	474957	mat	wild animal	n	SVB-GA	1973	Atong	
1805	474958	mat	wound	n	SVB-GA	1973	Atong	
1806	474959	mat-	sharp, to be wounded, to (be able to) wound, to (be able to) cut	be v.	SVB-GA	1973	Atong	
1807	474960	mat◦di	wild water buffalo	n	SVB-GA	1973	Atong	
1808	474961	mathai	bachelor elephant	n	SVB-GA	1973	Atong	
1809	474962	ma•thai	bachelor elephant	n	SVB-GA	1973	Atong	
1810	474963	matji	middle	n	SVB-GA	1973	Atong	
1811	474964	maji	middle	n	SVB-GA	1973	Atong	
1812	474965	mat◦palyng	wild animal	n	SVB-GA	1973	Atong	
1813	474966	mat◦rong	jungle goat	n	SVB-GA	1973	Atong	
1814	474967	mat◦sa	tiger	n	SVB-GA	1973	Atong	
1815	474968	mat◦sa◦du	creature which is human during the day and becomes a tiger at night	n	SVB-GA	1973	Atong	
1816	474969	mausa	friendly name to call a person	n	SVB-GA	1973	Atong	
1817	474970	mawkhol	bark (of a tree)	n	SVB-GA	1973	Atong	
1818	474971	mawsa	1. marriageable male cousin, 2. the relation of male cousins from intermarriageable families, 3. a male friend belonging to an intermarriageable family	n	SVB-GA	1973	Atong	
1819	474972	me•ama	married woman	n	SVB-GA	1973	Atong	
1820	474973	me•apha	married man	n	SVB-GA	1973	Atong	
1821	474974	me•mangkyi	type of small frog that says pekpekpekpek	n	SVB-GA	1973	Atong	
1822	474975	me•mang	ghost, spirit of a dead person	n	SVB-GA	1973	Atong	
1823	474976	me•mangguchung	type of liana, woody vine (lit. 'ghost ladder')	n	SVB-GA	1973	Atong	
1824	474977	me•mangkereng	stick insect, walking stick, phasmadotea	n	SVB-GA	1973	Atong	
1825	474978	me•mangkoksi	pitcher plant	n	SVB-GA	1973	Atong	
1826	474979	me•mesi	flying insect	n	SVB-GA	1973	Atong	
1827	474980	mei	May	n	SVB-GA	1973	Atong	
1828	474981	mejakbal	alligator	n	SVB-GA	1973	Atong	
1829	474982	Mekalaia	Meghalaya	n	SVB-GA	1973	Atong	
1830	474983	mel•-	fat (of person)	adj1	SVB-GA	1973	Atong	
1831	474984	melanggaw	poisonous red or black ant	n	SVB-GA	1973	Atong	
1832	474985	memaboro	type of fragrant rice	n	SVB-GA	1973	Atong	
1833	474986	menpart	most important or most salient person	n	SVB-GA	1973	Atong	
1834	474987	mep	map	n	SVB-GA	1973	Atong	
1835	474988	meringgu	mushroom (edible)	n	SVB-GA	1973	Atong	
1836	474989	meringgaw	mushroom (edible)	n	SVB-GA	1973	Atong	
1837	474990	merenggaw	mushroom (edible)	n	SVB-GA	1973	Atong	
1838	474991	mes	sheep	n	SVB-GA	1973	Atong	
1839	474992	-mi	genitive enclitic	encl.phr	SVB-GA	1973	Atong	
1840	474993	mi•mang	ghost, spirit of a dead person	n	SVB-GA	1973	Atong	
1841	474994	mi•mangkoksi	pitcher plant	n	SVB-GA	1973	Atong	
1842	474995	mi•mangkyi	type of small frog that says pekpekpekpek	n	SVB-GA	1973	Atong	
1843	474996	mili-	assemble, to meet, to come together, to be appropriate	v	SVB-GA	1973	Atong	
1844	474997	milimityr	millimetre	clf	SVB-GA	1973	Atong	
1845	474998	mimi-	laugh at someone	v	SVB-GA	1973	Atong	
1846	474999	miniksuru-	flat-haired (of animals)	be v.	SVB-GA	1973	Atong	
1847	475000	mirang	neck feathers of chicken	n	SVB-GA	1973	Atong	
1848	475001	mistyri	mason, house builder and painter	n	SVB-GA	1973	Atong	
1849	475002	miting	hold a meeting	v	SVB-GA	1973	Atong	
1850	475003	mityr	metre	clf	SVB-GA	1973	Atong	
1851	475004	mmmm mmmm	sound of an eagle	onom	SVB-GA	1973	Atong	
1852	475005	mo	confirmative tag enclitic or particle	encl.cl/prtcl	SVB-GA	1973	Atong	
1853	475006	mobail	mobile phone	n	SVB-GA	1973	Atong	
1854	475007	mobil	motor oil, engine oil	n	SVB-GA	1973	Atong	
1855	475008	mochok	sapling	n	SVB-GA	1973	Atong	
1856	475009	moila	dirt, filth	n	SVB-GA	1973	Atong	
1857	475010	moina	type of bird	n	SVB-GA	1973	Atong	
1858	475011	mojekjek-	shake (a fixed object)	v	SVB-GA	1973	Atong	
1859	475012	mojet-	suck	v	SVB-GA	1973	Atong	
1860	475013	mojot-	suck	v	SVB-GA	1973	Atong	
1861	475014	mon	unit of 40kg	clf	SVB-GA	1973	Atong	
1862	475015	monggolbal	Tuesday	n	SVB-GA	1973	Atong	
1863	475016	mongma	elephant	n	SVB-GA	1973	Atong	
1864	475017	mongmachong•	caterpillar	n	SVB-GA	1973	Atong	
1865	475018	mongmachong•su	giant caterpillar	n	SVB-GA	1973	Atong	
1866	475019	mongnal	lotus	n	SVB-GA	1973	Atong	
1867	475020	mongyreng	knife	n	SVB-GA	1973	Atong	
1868	475021	monok-	swallow, to devour	v	SVB-GA	1973	Atong	
1869	475022	montyri	minister	n	SVB-GA	1973	Atong	
1870	475023	morot	person, human, human being, man	n	SVB-GA	1973	Atong	
1871	475024	morot-	grate	v	SVB-GA	1973	Atong	
1872	475025	mosa	1. marriageable male cousin, 2. the relation of male cousins from intermarriageable families, 3. a male friend belonging to an intermarriageable family	n	SVB-GA	1973	Atong	
1873	475026	mot-	shake a fixed object	v	SVB-GA	1973	Atong	
1874	475027	-mu•	durative: to keep V-ing,	evsp	SVB-GA	1973	Atong	
1875	475028	mu•-	stay, to sit (be in sitting position), to sit down, to be at, to live somewhere	v	SVB-GA	1973	Atong	
1876	475029	mu•chonchyro-	squat	v	SVB-GA	1973	Atong	
1877	475030	mu•dap-	sit on	v	SVB-GA	1973	Atong	
1878	475031	mu•khuchok	nipple	n	SVB-GA	1973	Atong	
1879	475032	mu•peng-	prevent	v	SVB-GA	1973	Atong	
1880	475033	mu•pyret-	crush by sitting on something	v	SVB-GA	1973	Atong	
1881	475034	mu•rong-	shit on	v	SVB-GA	1973	Atong	
1882	475035	mu•ten-	look after, to watch, to keep company	v	SVB-GA	1973	Atong	
1883	475036	mu•thai	breast (of woman), bosom	n	SVB-GA	1973	Atong	
1884	475037	muchi	type of fish	n	SVB-GA	1973	Atong	
1885	475038	muchot	mouse, rat	n	SVB-GA	1973	Atong	
1886	475039	mudu	papaya	n	SVB-GA	1973	Atong	
1887	475040	muja	sock	n	SVB-GA	1973	Atong	
1888	475041	muk-	smoke	v	SVB-GA	1973	Atong	
1889	475042	mukthai	asperity, protrusion	n	SVB-GA	1973	Atong	
1890	475043	mula	white radish	n	SVB-GA	1973	Atong	
1891	475044	muluwa•	type of bamboo	n	SVB-GA	1973	Atong	
1892	475045	mungmawa	elephant tusk	n	SVB-GA	1973	Atong	
1893	475046	muni	magic spell	n	SVB-GA	1973	Atong	
1894	475047	mu◦ra	stool (to sit on)	n	SVB-GA	1973	Atong	
1895	475048	muri	popped rice	n	SVB-GA	1973	Atong	
1896	475049	musuri	mosquito net	n	SVB-GA	1973	Atong	
1897	475050	mychym-	smile at someone	v	SVB-GA	1973	Atong	
1898	475051	myia	yesterday	tw	SVB-GA	1973	Atong	
1899	475052	myk	length from the elbow to the top of the middle finger	clf	SVB-GA	1973	Atong	
1900	475053	myk-	tell lies	v	SVB-GA	1973	Atong	
1901	475054	mykbu-	jealous	be v.	SVB-GA	1973	Atong	
1902	475055	myk◦byryw-	have itchy eyes	v	SVB-GA	1973	Atong	
1903	475056	mykcha-	like somebody	v	SVB-GA	1973	Atong	
1904	475057	mykchagaba	sweetheart, girl or boy that you fancy	n	SVB-GA	1973	Atong	
1905	475058	myk◦chel-	shine in the eyes	v	SVB-GA	1973	Atong	
1906	475059	myk◦chep-	look down upon, to despise, to scorn	v	SVB-GA	1973	Atong	
1907	475060	mykep	temple	n	SVB-GA	1973	Atong	
1908	475061	mykgythal	reality	n	SVB-GA	1973	Atong	
1909	475062	mykha badri	long period of incessant heavy rainfall	n	SVB-GA	1973	Atong	
1910	475063	mykhal-	older than someone	be v.	SVB-GA	1973	Atong	
1911	475064	mykhang	face, front	n	SVB-GA	1973	Atong	
1912	475065	mykhang-	face	v	SVB-GA	1973	Atong	
1913	475066	mykhi	slime from the eyes	n	SVB-GA	1973	Atong	
1914	475067	myk◦khi	slime from the eyes	n	SVB-GA	1973	Atong	
1915	475068	mykjywm-	doze off	v	SVB-GA	1973	Atong	
1916	475069	myk◦phylyp-	blink with your eyes	v	SVB-GA	1973	Atong	
1917	475070	mykrak-	hold a wake	v	SVB-GA	1973	Atong	
1918	475071	mykraket-	warn	v	SVB-GA	1973	Atong	
1919	475072	myk◦ren	eye	n	SVB-GA	1973	Atong	
1920	475073	myk◦sep	corner of the eye	n	SVB-GA	1973	Atong	
1921	475074	myk◦solkhare	ring finger	n	SVB-GA	1973	Atong	
1922	475075	myksong-	plan, to intend	v	SVB-GA	1973	Atong	
1923	475076	myksu-	wash your face	v	SVB-GA	1973	Atong	
1924	475077	myk◦symyl	eyebrow	n	SVB-GA	1973	Atong	
1925	475078	myk◦syram	eyelash	n	SVB-GA	1973	Atong	
1926	475079	myk◦thoram	middle finger	n	SVB-GA	1973	Atong	
1927	475080	myktoksi	plant with beautiful white flowers with a yellow heart that look like big jasmine flowers	n	SVB-GA	1973	Atong	
1928	475081	myk◦tyi	tear	n	SVB-GA	1973	Atong	
1929	475082	myk◦tyiwatram	side of the hand under the index finger	n	SVB-GA	1973	Atong	
1930	475083	myk◦y◦ren	eye	n	SVB-GA	1973	Atong	
1931	475084	myl-	small	adj1	SVB-GA	1973	Atong	
1932	475085	myl◦thai	small bosom	n	SVB-GA	1973	Atong	
1933	475086	mym•	classifier for fists and things that are like a fist	clf	SVB-GA	1973	Atong	
1934	475087	mym•	fist (counted without classifier)	n	SVB-GA	1973	Atong	
1935	475088	mym•-	like a fist	be v.	SVB-GA	1973	Atong	
1936	475089	myn-	ripe, to be cooked, to be ready	be v.	SVB-GA	1973	Atong	
1937	475090	myn•	body hair (of human), fur (of animal)	n	SVB-GA	1973	Atong	
1938	475091	myn•sym-	hairy with small hairs	be v.	SVB-GA	1973	Atong	
1939	475092	myn•tyi	pus; rosin; latex of jackfruit, thick fluid of various fruits	n	SVB-GA	1973	Atong	
1940	475093	myng-	classifier for spoken things, games and for the word	clf	SVB-GA	1973	Atong	
1941	475094	myng-	call someone/somebody a name	v	SVB-GA	1973	Atong	
1942	475095	-myng	genitive enclitic	encl.phr	SVB-GA	1973	Atong	
1943	475096	-myng	comitative enclitic	encl.phr	SVB-GA	1973	Atong	
1944	475097	-mu(ng)	comitative enclitic	encl.phr	SVB-GA	1973	Atong	
1945	475098	-myng	sequential clausal enclitic	encl.cl	SVB-GA	1973	Atong	
1946	475099	-mu(na)	sequential clausal enclitic	encl.cl	SVB-GA	1973	Atong	
1947	475100	-mung(na)	sequential clausal enclitic	encl.cl	SVB-GA	1973	Atong	
1948	475101	myng•-	classifier for persons	clf	SVB-GA	1973	Atong	
1949	475102	mynga-	call upon someone or something	v	SVB-GA	1973	Atong	
1950	475103	myngkhelek-	call somebody by a nickname	v	SVB-GA	1973	Atong	
1951	475104	myngkheleka	nickname	n	SVB-GA	1973	Atong	
1952	475105	myrumyru	not clearly	adv	SVB-GA	1973	Atong	
1953	475106	myryng myryng	barely	adv	SVB-GA	1973	Atong	
1954	475107	myt-	extinguish	v	SVB-GA	1973	Atong	
1955	475108	myte	deity, god	n	SVB-GA	1973	Atong	
1956	475109	mythel-	thank, to appreciate	v	SVB-GA	1973	Atong	
1957	475110	na-	hear	v	SVB-GA	1973	Atong	
1958	475111	-na	dative enclitic	encl.phr	SVB-GA	1973	Atong	
1959	475112	-nang	V in a beautiful or nice way	evsp	SVB-GA	1973	Atong	
1960	475113	na•	fish	n	SVB-GA	1973	Atong	
1961	475114	na•chan	firefly	n	SVB-GA	1973	Atong	
1962	475115	na•cheng	river shrimp	n	SVB-GA	1973	Atong	
1963	475116	na•◦garang	type of electric fish	n	SVB-GA	1973	Atong	
1964	475117	na•◦gungphel	type of fish	n	SVB-GA	1973	Atong	
1965	475118	na•◦jek	type of fish	n	SVB-GA	1973	Atong	
1966	475119	na•◦kha	type of fish	n	SVB-GA	1973	Atong	
1967	475120	na•◦lam	type of blue, purple river fish	n	SVB-GA	1973	Atong	
1968	475121	na•luk	tadpole	n	SVB-GA	1973	Atong	
1969	475122	na•◦matsa	type of fish	n	SVB-GA	1973	Atong	
1970	475123	na•nang	we, first person plural inclusive	ppron	SVB-GA	1973	Atong	
1971	475124	na•nyl	electric eel	n	SVB-GA	1973	Atong	
1972	475125	na•◦pat	type of fish	n	SVB-GA	1973	Atong	
1973	475126	na•◦phok	type of fish	n	SVB-GA	1973	Atong	
1974	475127	na•◦rong	type of fish	n	SVB-GA	1973	Atong	
1975	475128	na•◦ru	type of fish	n	SVB-GA	1973	Atong	
1976	475129	na•◦rym	type of fish	n	SVB-GA	1973	Atong	
1977	475130	na•◦rym◦khu	type of fish	n	SVB-GA	1973	Atong	
1978	475131	na•◦sak	type of red fish	n	SVB-GA	1973	Atong	
1979	475132	na•◦saw	fermented fish	n	SVB-GA	1973	Atong	
1980	475133	na•◦wachak	type of fish	n	SVB-GA	1973	Atong	
1981	475134	na•◦wak	type of fish	n	SVB-GA	1973	Atong	
1982	475135	nabak	knot	n	SVB-GA	1973	Atong	
1983	475136	nadanggorot	oesophagus	n	SVB-GA	1973	Atong	
1984	475137	nadekaram	earlobe	n	SVB-GA	1973	Atong	
1985	475138	nagok	deaf	adj2	SVB-GA	1973	Atong	
1986	475139	nai•	aunt: father's sister	n	SVB-GA	1973	Atong	
1987	475140	nai•nokhol	mother-in-law, addressed as mani	n	SVB-GA	1973	Atong	
1988	475141	naija	next year, at some time in the far future	tw	SVB-GA	1973	Atong	
1989	475142	nak-	black	adj1	SVB-GA	1973	Atong	
1990	475143	nakamai	small basket to sow rice from	n	SVB-GA	1973	Atong	
1991	475144	na◦khal	ear	n	SVB-GA	1973	Atong	
1992	475145	na◦khal cha•dan	part of the head behind the ear	n	SVB-GA	1973	Atong	
1993	475146	na◦khong	backside of the ear	n	SVB-GA	1973	Atong	
1994	475147	na◦khung	nose	n	SVB-GA	1973	Atong	
1995	475148	nakhungkhal	nostril	n	SVB-GA	1973	Atong	
1996	475149	na◦khung◦myn•	nose hair	n	SVB-GA	1973	Atong	
1997	475150	na◦kung	nose; snot (liquid)	n	SVB-GA	1973	Atong	
1998	475151	na◦kung di•	hard piece of snot	n	SVB-GA	1973	Atong	
1999	475152	nal-	gorge, to stuff your face	v	SVB-GA	1973	Atong	
2000	475153	nalangtaupal	type of fish	n	SVB-GA	1973	Atong	
2001	475154	nalbas	nervous	adv	SVB-GA	1973	Atong	
2002	475155	nalsasang	other side	n	SVB-GA	1973	Atong	
2003	475156	namakai	small basket used to sow rice out of	n	SVB-GA	1973	Atong	
2004	475157	nambal	number	n	SVB-GA	1973	Atong	
2005	475158	namchyk	niece	n	SVB-GA	1973	Atong	
2006	475159	namgaba	niece	n	SVB-GA	1973	Atong	
2007	475160	nam◦nokhol	daughter-in-law	n	SVB-GA	1973	Atong	
2008	475161	nang-	bear fruit	v	SVB-GA	1973	Atong	
2009	475162	nang-	need, to have to, must	v	SVB-GA	1973	Atong	
2010	475163	nang•	you (singular), second person singular	ppron	SVB-GA	1973	Atong	
2011	475164	nang•tym	you, second person plural	ppron	SVB-GA	1973	Atong	
2012	475165	nangchomot-	important	adj1	SVB-GA	1973	Atong	
2013	475166	nanggandai	naked	adv	SVB-GA	1973	Atong	
2014	475167	nanggandai	naked person	n	SVB-GA	1973	Atong	
2015	475168	nanggodolong	naked person	n	SVB-GA	1973	Atong	
2016	475169	nangthaigaba	swelling, abscess	n	SVB-GA	1973	Atong	
2017	475170	-nap	V with all your heart	evsp	SVB-GA	1973	Atong	
2018	475171	napit	hairdresser	n	SVB-GA	1973	Atong	
2019	475172	narang	orange	n	SVB-GA	1973	Atong	
2020	475173	narot	type of edible tuber	n	SVB-GA	1973	Atong	
2021	475174	narykel	coconut	n	SVB-GA	1973	Atong	
2022	475175	narykeltyi	coconut milk	n	SVB-GA	1973	Atong	
2023	475176	narykhel	coconut	n	SVB-GA	1973	Atong	
2024	475177	nasi-	suffer from a loud noise or sound	v	SVB-GA	1973	Atong	
2025	475178	nat-	scrub, to scour, to clean by scrubbing, to remove by scrubbing	v	SVB-GA	1973	Atong	
2026	475179	natheng	side of the head	n	SVB-GA	1973	Atong	
2027	475180	nathym-	listen to	v	SVB-GA	1973	Atong	
2028	475181	naw	younger sister	n	SVB-GA	1973	Atong	
2029	475182	naw-	scold	v	SVB-GA	1973	Atong	
2030	475183	nawang	retard, half-brain, fool, stupid, confused person	n	SVB-GA	1973	Atong	
2031	475184	nawchak	type of fish	n	SVB-GA	1973	Atong	
2032	475185	nawmyl	marriageable girl	n	SVB-GA	1973	Atong	
2033	475186	nawsyri	sister-in-law: younger brother's wife	n	SVB-GA	1973	Atong	
2034	475187	ne	affirmation seeking tag enclitic or particle	encl.cl/prtcl	SVB-GA	1973	Atong	
2035	475188	ne•	bee	n	SVB-GA	1973	Atong	
2036	475189	ne•kat	type of bee	n	SVB-GA	1973	Atong	
2037	475190	ne•kat◦tuhp	hive, bee's nest	n	SVB-GA	1973	Atong	
2038	475191	nekhathup	hive, bee's nest	n	SVB-GA	1973	Atong	
2039	475192	ne•wal	type of bee	n	SVB-GA	1973	Atong	
2040	475193	Nedyran	The Netherlands, Dutch	n	SVB-GA	1973	Atong	
2041	475194	nek-	close, near	adj1	SVB-GA	1973	Atong	
2042	475195	neksem-	very near	adj1	SVB-GA	1973	Atong	
2043	475196	nem-	good	adj1	SVB-GA	1973	Atong	
2044	475197	nemen	very	adv	SVB-GA	1973	Atong	
2045	475198	nem◦gyni	advantage, good fortune, good luck	n	SVB-GA	1973	Atong	
2046	475199	nemnuk-	like	v	SVB-GA	1973	Atong	
2047	475200	neng•-	tired	adj1	SVB-GA	1973	Atong	
2048	475201	neng•-	lack, to fail to	vsec	SVB-GA	1973	Atong	
2049	475202	neng•tak-	rest	v	SVB-GA	1973	Atong	
2050	475203	nengtak-	take a rest, stop for a while	v	SVB-GA	1973	Atong	
2051	475204	ningtak-	take a rest, stop for a while	v	SVB-GA	1973	Atong	
2052	475205	Nepal	Nepali (person and language), Nepal (country)	n	SVB-GA	1973	Atong	
2053	475206	nesynyl haiwe	national highway	n	SVB-GA	1973	Atong	
2054	475207	net	medium size basket worn on the waist to put in the harvested rice	n	SVB-GA	1973	Atong	
2055	475208	ni	two	num	SVB-GA	1973	Atong	
2056	475209	-ni	non-certain future modality suffix	sfx	SVB-GA	1973	Atong	
2057	475210	-ni	without	encl.phr	SVB-GA	1973	Atong	
2058	475211	ni•-	negative locative/existential verb, to not exist, to not be	v	SVB-GA	1973	Atong	
2059	475212	ni•et-	switch off, to turn off	v	SVB-GA	1973	Atong	
2060	475213	ni•wa	nothing	interj	SVB-GA	1973	Atong	
2061	475214	niam	custom, law, tradition	n	SVB-GA	1973	Atong	
2062	475215	ning	we, us, first person plural exclusive	ppron	SVB-GA	1973	Atong	
2063	475216	nisi-	poison	v	SVB-GA	1973	Atong	
2064	475217	-no	quotative clausal enclitic	encl.cl	SVB-GA	1973	Atong	
2065	475218	no-	say	v	SVB-GA	1973	Atong	
2066	475219	nobembyl	November	n	SVB-GA	1973	Atong	
2067	475220	nobembol	November	n	SVB-GA	1973	Atong	
2068	475221	noga	tree-house	n	SVB-GA	1973	Atong	
2069	475222	nok	house	n	SVB-GA	1973	Atong	
2070	475223	nokap	door	n	SVB-GA	1973	Atong	
2071	475224	nok◦banthai	bachelors' house	n	SVB-GA	1973	Atong	
2072	475225	nokchama	relationship of the parents of a married couple	n	SVB-GA	1973	Atong	
2073	475226	nok◦chol	door, entrance	n	SVB-GA	1973	Atong	
2074	475227	nok◦dang	family that live together in one house	n	SVB-GA	1973	Atong	
2075	475228	nok◦gaba	landlord, house owner, God	n	SVB-GA	1973	Atong	
2076	475229	nok◦hap	level piece of land on which a house is built	n	SVB-GA	1973	Atong	
2077	475230	nok◦hap	door	n	SVB-GA	1973	Atong	
2078	475231	nok◦hol	slave	n	SVB-GA	1973	Atong	
2079	475232	nok◦hor	slave	n	SVB-GA	1973	Atong	
2080	475233	nokhung	roof	n	SVB-GA	1973	Atong	
2081	475234	nokkhung	roof	n	SVB-GA	1973	Atong	
2082	475235	nokma	village headman, rich man	n	SVB-GA	1973	Atong	
2083	475236	nok◦phandai	bachelors' house	n	SVB-GA	1973	Atong	
2084	475237	nok◦phin-	return home	v	SVB-GA	1973	Atong	
2085	475238	nok◦sam	wall of a house, the piece of ground where a house is built on	n	SVB-GA	1973	Atong	
2086	475239	nok◦tapa	type of small gecko that creeps up the walls of houses at night	n	SVB-GA	1973	Atong	
2087	475240	nok◦thai	small house next to the main house	n	SVB-GA	1973	Atong	
2088	475241	nok◦wek	broom (for sweeping)	n	SVB-GA	1973	Atong	
2089	475242	nok◦weng	floor	n	SVB-GA	1973	Atong	
2090	475243	nol	fenced enclosure	n	SVB-GA	1973	Atong	
