rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
72941	khoksikhɨribhu	tree F. religiosa <fig>		SVD-Dum	547	Dumi	
72940	khoksibhu	tree F. religiosa <fig>		SVD-Dum	547	Dumi	
72875	kupbusɨ	tree <fig>		SVD-Dum	547	Dumi	
72613	dɨʔ'dambhu	tree <fig>		SVD-Dum	547	Dumi	
72475	appeːbhu	tree Ficus religiosa <fig>		SVD-Dum	547	Dumi	
73063	luŋa	buddy, chum, pal. <friend>		SVD-Dum	547	Dumi	
72529	biː◦tunɨ	hand over, proffer <give>		SVD-Dum	547	Dumi	
73427	riːŋnɨ	surround <go around>		SVD-Dum	547	Dumi	
73739	tsaː◦nɨkpa	delicious, tasty <good>		SVD-Dum	547	Dumi	
72880	khanoːthe	well [adv] <good>		SVD-Dum	547	Dumi	
73674	toːpɨ	spouse (male) <husband>		SVD-Dum	547	Dumi	
73266	pa	my. <I>		SVD-Dum	547	Dumi	
73265	oː-	my. <I>		SVD-Dum	547	Dumi	
73723	tsaŋko	smart, clever <intelligent>		SVD-Dum	547	Dumi	
72509	baːrsi	tree <jackfruit>		SVD-Dum	547	Dumi	
72508	baːrdzəsibhu	tree <jackfruit>		SVD-Dum	547	Dumi	
73814	tsonnɨ	hop forward <jump>		SVD-Dum	547	Dumi	
73881	waːyleːsbhu	cotton tree <kapok>		SVD-Dum	547	Dumi	
73872	waːteːlbhu	cotton tree <kapok>		SVD-Dum	547	Dumi	
73501	set◦nɨ	killed, get killed <kill>		SVD-Dum	547	Dumi	
73833	tsupla roʔdɨ	mājh kirā̃t. <Kirant>		SVD-Dum	547	Dumi	
72501	ba'ṭhaːn	khukuri <knife>		SVD-Dum	547	Dumi	
73301	pil'tiːpsɨ	tree <lapsi>		SVD-Dum	547	Dumi	
73299	pil'liksɨ	tree <lapsi>		SVD-Dum	547	Dumi	
72886	khaːmdim	alcoholic decoction <liquor>		SVD-Dum	547	Dumi	
73002	let◦nɨ	survive <live>		SVD-Dum	547	Dumi	
73609	taːnaːmri	elongated, stretched <long>		SVD-Dum	547	Dumi	
73735	tsaːmnɨ	be / get lost <lose>		SVD-Dum	547	Dumi	
73869	waːrɨ	correct behaviour <manners>		SVD-Dum	547	Dumi	
73919	yɨknɨ	grind <mill>		SVD-Dum	547	Dumi	
73215	nɨ-saːnɨ	consciousness, awareness <mind		SVD-Dum	547	Dumi	
73489	saːnɨ	intelligence <mind>		SVD-Dum	547	Dumi	
73570	soːʔdzɨʔ	coins, silver <money>		SVD-Dum	547	Dumi	
72994	lemtimsɨ	tree <mowra-fat>		SVD-Dum	547	Dumi	
72725	hiːtə	intensely <much>		SVD-Dum	547	Dumi	
72606	dibusɨ	tree <near-chestnut>		SVD-Dum	547	Dumi	
72731	hɨktɨriːm	tree <oak>		SVD-Dum	547	Dumi	
73328	pɨkhɨ-tel	kerosene. <oil>		SVD-Dum	547	Dumi	
73853	wasɨmbhu	tree <pine>		SVD-Dum	547	Dumi	
72999	leŋnɨ	smear on (mud / clay) <plaster>		SVD-Dum	547	Dumi	
72682	gɨsiː	raspberry		SVD-Dum	547	Dumi	
73042	lɨtnɨ	tell someone; Nep. bhannu <say		SVD-Dum	547	Dumi	
73327	pɨkhɨ koknɨ	spade <shovel,hoe>		SVD-Dum	547	Dumi	
73829	tsuknɨ	point out. <show>		SVD-Dum	547	Dumi	
73828	tsul◦tsul	on one's haunches <sit,squat>		SVD-Dum	547	Dumi	
73340	pyernɨ	pinch with tweezers <squeeze>		SVD-Dum	547	Dumi	
73396	rep◦bok◦nɨ	keep on standing <stand>		SVD-Dum	547	Dumi	
73913	yəmnɨ	hit <strike>		SVD-Dum	547	Dumi	
72634	duknɨ	stub, knock <strike>		SVD-Dum	547	Dumi	
73405	riknɨ	sway, rock. <swing>		SVD-Dum	547	Dumi	
72939	khoksi	taro		SVD-Dum	547	Dumi	
73766	tseːtnɨ	torn / split <tear>		SVD-Dum	547	Dumi	
72916	khiːbɨ-ŋilo	canine teeth <tooth>		SVD-Dum	547	Dumi	
72495	bak◦ham	molar		SVD-Dum	547	Dumi	
73347	phaːr	snare <trap>		SVD-Dum	547	Dumi	
73511	siʔi	dregs, refuse. <trash>		SVD-Dum	547	Dumi	
72795	ɨtsɨ	definitely, verily <true>		SVD-Dum	547	Dumi	
73369	phɨtnɨ	make loose, untie <undo>		SVD-Dum	547	Dumi	
72723	hiː◦lam◦dɨ	blood vessel. <vein>		SVD-Dum	547	Dumi	
72599	-deːy	by way of. <via>		SVD-Dum	547	Dumi	
72678	gɨmphɨ-dzɨm	mat and basket weaving. <weave		SVD-Dum	547	Dumi	
73670	toːma	spouse (female) <wife>		SVD-Dum	547	Dumi	
73838	uʔu	chore <work>		SVD-Dum	547	Dumi	
72633	duʔmeːlam	task, chore, assignment. <work		SVD-Dum	547	Dumi	
73741	tsaːpnɨ	able to, can	be v.	SVD-Dum	547	Dumi	
73708	thu	above, up		SVD-Dum	547	Dumi	
73256	ŋyet◦nɨ	ache, hurt.		SVD-Dum	547	Dumi	
73141	moykə	after that, then, afterwards		SVD-Dum	547	Dumi	
72898	khələy	all (emphatic).		SVD-Dum	547	Dumi	
72897	khələ	all, everything, everyone.		SVD-Dum	547	Dumi	
72473	a'peːkhini	already, before, just		SVD-Dum	547	Dumi	
72472	a'peː	already, before		SVD-Dum	547	Dumi	
73780	tsili	anger, ire, wrath		SVD-Dum	547	Dumi	
73298	piksilu	ankle.		SVD-Dum	547	Dumi	
73771	tsəmpəlɨ	ant		SVD-Dum	547	Dumi	
73772	tsəmpəlɨtiː	ants' eggs.		SVD-Dum	547	Dumi	
72565	bha	anus		SVD-Dum	547	Dumi	
72953	khore	anxiety, worry		SVD-Dum	547	Dumi	
73366	phɨŋnɨ	arise, manifest oneself		SVD-Dum	547	Dumi	
72712	heplə	armpit		SVD-Dum	547	Dumi	
72547	boknɨ	arranged, be placed / positioned	be v.	SVD-Dum	547	Dumi	
73115	mɨmstiʔ	arrow		SVD-Dum	547	Dumi	
73316	pɨʔɨ	ashes		SVD-Dum	547	Dumi	
73531	siŋnɨ	ask, inquire		SVD-Dum	547	Dumi	
72767	im◦deː'sinɨ	asleep.	be v.	SVD-Dum	547	Dumi	
73638	tɨkdɨŋə	at once, immediately, suddenly		SVD-Dum	547	Dumi	
73914	yi	at, in, with, at the house of		SVD-Dum	547	Dumi	
73067	laːso laːwo	awareness, mind, soul, spirit		SVD-Dum	547	Dumi	
73066	luː	awareness, mind, soul, spirit		SVD-Dum	547	Dumi	
73294	pəndhi	axe, hatchet		SVD-Dum	547	Dumi	
73803	tsɨm◦rɨ	backbone, spine, spinal column		SVD-Dum	547	Dumi	
73630	tiː	balls, testicles		SVD-Dum	547	Dumi	
73470	saŋgeːrbu	bamboo species		SVD-Dum	547	Dumi	
72924	khɨ	bamboo foot bridge		SVD-Dum	547	Dumi	
72917	khiːkaːndu	bamboo species		SVD-Dum	547	Dumi	
72759	hupiri	bamboo species		SVD-Dum	547	Dumi	
72717	hibu	bamboo species		SVD-Dum	547	Dumi	
72456	akbu	bamboo species		SVD-Dum	547	Dumi	
73897	yamlɨpho	banana tree leaf		SVD-Dum	547	Dumi	
73896	yamlɨbhu	banana tree		SVD-Dum	547	Dumi	
73253	ŋye'ləksi	banana		SVD-Dum	547	Dumi	
72763	huːk◦nɨ	bark (of dog)		SVD-Dum	547	Dumi	
73817	tsophu	barley		SVD-Dum	547	Dumi	
72514	berɨspɨ	bat		SVD-Dum	547	Dumi	
73545	si◦ːnɨ	bear fruit, bear flower	v	SVD-Dum	547	Dumi	
72533	bɨk◦nɨ	birth, give (of non-humans)	v	SVD-Dum	547	Dumi	
73142	moːksɨ	bear		SVD-Dum	547	Dumi	
72616	dɨ◦khɨm◦səm	beard		SVD-Dum	547	Dumi	
72900	khənɨkpa	beautiful, comely, good, nice		SVD-Dum	547	Dumi	
73164	mwoːkəʔhoː	because		SVD-Dum	547	Dumi	
73796	tsɨʔɨ-bɨ	bedbug, Cimex lectularius		SVD-Dum	547	Dumi	
73132	momri	bee		SVD-Dum	547	Dumi	
73924	yoː	behind, reverse side		SVD-Dum	547	Dumi	
73156	mu◦pu	belly, abdomen		SVD-Dum	547	Dumi	
73684	thappari	belt		SVD-Dum	547	Dumi	
72685	golpɨ	big, large		SVD-Dum	547	Dumi	
73722	tsaŋ◦gɨr◦pu	billy goat		SVD-Dum	547	Dumi	
73527	silpu	bird.		SVD-Dum	547	Dumi	
73370	phɨtsɨ	bit, a little.	n.	SVD-Dum	547	Dumi	
72814	kaːtnɨ	bite someone / something		SVD-Dum	547	Dumi	
72889	khaːkpɨ	bitter		SVD-Dum	547	Dumi	
72888	khaː◦nɨ	bitter, taste bitter	be v.	SVD-Dum	547	Dumi	
72874	kulɨm	black		SVD-Dum	547	Dumi	
72721	hiː	blood		SVD-Dum	547	Dumi	
72621	dɨm◦nɨ	blow (e.g. mi "a fire")		SVD-Dum	547	Dumi	
73416	ri◦ram	body		SVD-Dum	547	Dumi	
73713	thumɨnsina	body-length straw mat		SVD-Dum	547	Dumi	
73038	lɨmnɨ	boil something in water		SVD-Dum	547	Dumi	
73487	saːlu	bone		SVD-Dum	547	Dumi	
73475	saːʔlɨ	bot		SVD-Dum	547	Dumi	
73535	sirɨsa	bow (weapon)		SVD-Dum	547	Dumi	
73536	sirɨsa-tirɨsa	bows and arrows, hunting gear.		SVD-Dum	547	Dumi	
73341	pyək◦nɨ	braid, plait		SVD-Dum	547	Dumi	
73610	taːk◦tsi	brain, brains		SVD-Dum	547	Dumi	
72792	ɨrpɨ	branch		SVD-Dum	547	Dumi	
72773	irpɨ	branch; Nep. hā̃go.		SVD-Dum	547	Dumi	
73585	suba	bread		SVD-Dum	547	Dumi	
73791	tsiːlnɨ	break open		SVD-Dum	547	Dumi	
73576	soːm	breath		SVD-Dum	547	Dumi	
73571	soːʔm◦kaʔ◦him	breathing, respiring, animate.		SVD-Dum	547	Dumi	
73307	pitnɨ	bring (on a level plane)		SVD-Dum	547	Dumi	
73613	taːnnɨ	bring down		SVD-Dum	547	Dumi	
73010	lənnɨ	bring out, take out, remove		SVD-Dum	547	Dumi	
72956	khotnɨ	bring up		SVD-Dum	547	Dumi	
72677	gɨm◦nɨ	brood (eggs)		SVD-Dum	547	Dumi	
72902	khərɨm	broom.		SVD-Dum	547	Dumi	
72460	amlam	buffalo milk, cow's milk		SVD-Dum	547	Dumi	
72459	amlalim	buffalo milk, cow's milk		SVD-Dum	547	Dumi	
72578	bhutsaʔa	bug		SVD-Dum	547	Dumi	
72505	baːpnɨ	bump into, disturb, upset		SVD-Dum	547	Dumi	
72777	iːg◦dəm◦pɨm	buttocks		SVD-Dum	547	Dumi	
72843	kiːtnɨ	buy		SVD-Dum	547	Dumi	
73763	tsep	calf, calves (of the leg).		SVD-Dum	547	Dumi	
73106	miːndzɨkpɨ	cannibal.		SVD-Dum	547	Dumi	
72667	dzoʔdɨme	cannibal woman.		SVD-Dum	547	Dumi	
72921	khiːtnɨ	card (wool; cf. Dutch kaarden)		SVD-Dum	547	Dumi	
73790	tsiːlə	careful, alert, on the ball		SVD-Dum	547	Dumi	
72854	kɨrnɨ	carry		SVD-Dum	547	Dumi	
72931	khɨri-khɨri-saː◦lu	cartilage, gristle.		SVD-Dum	547	Dumi	
72805	kaŋkɨ-tsirkhɨm	cascade, waterfall		SVD-Dum	547	Dumi	
72521	birma	cat.		SVD-Dum	547	Dumi	
73542	siː◦mɨtnɨ	cause to bear fruit / to flower		SVD-Dum	547	Dumi	
72756	hoːtnɨ	cave in, collapse		SVD-Dum	547	Dumi	
73392	raːli	centipede, millepede.		SVD-Dum	547	Dumi	
73336	potnɨ	change one's mind,		SVD-Dum	547	Dumi	
72997	len◦'sinɨ	change (esp. clothes)		SVD-Dum	547	Dumi	
72562	bu◦su	cheek		SVD-Dum	547	Dumi	
72970	lal◦su	chest		SVD-Dum	547	Dumi	
73383	phu	chicken		SVD-Dum	547	Dumi	
73282	pawœmtiː	chicken's egg.		SVD-Dum	547	Dumi	
73279	pawœm	chicken		SVD-Dum	547	Dumi	
73825	tsuʔtsuʔ	children (collectively).		SVD-Dum	547	Dumi	
72541	bɨ'rœsi	chili pepper, spicy condiment		SVD-Dum	547	Dumi	
72540	bɨ'rœs	chili pepper, spicy condiment		SVD-Dum	547	Dumi	
72615	dɨ◦khɨm	chin		SVD-Dum	547	Dumi	
73488	saːme	clan		SVD-Dum	547	Dumi	
72937	khoʔkɨl-saːlu	clavicle, collarbone		SVD-Dum	547	Dumi	
73326	pɨkhɨ	clay, earth, soil, ground.		SVD-Dum	547	Dumi	
73562	sokŋdeːnɨ	clean up, tidy up, scrub up		SVD-Dum	547	Dumi	
73320	pɨm	clod, wadd, orb, lump, ball		SVD-Dum	547	Dumi	
73523	sikhe	cloth		SVD-Dum	547	Dumi	
73520	sikiri	clothes, clothing, garments		SVD-Dum	547	Dumi	
72692	gu sirnɨ khoː	clothes washing vessel		SVD-Dum	547	Dumi	
72690	gu	clothes		SVD-Dum	547	Dumi	
72847	kɨ'hɨm	cloud, mist, fog; air		SVD-Dum	547	Dumi	
72779	iːnɨ	coccyx.		SVD-Dum	547	Dumi	
72778	iːg◦dəm◦saː◦lu	coccyx.		SVD-Dum	547	Dumi	
72669	dzuʔyeːm	cold (of liquids)		SVD-Dum	547	Dumi	
72899	khələmbɨ	cold, cough		SVD-Dum	547	Dumi	
72668	dzuʔu	cold, chill		SVD-Dum	547	Dumi	
72545	boʔi	comb		SVD-Dum	547	Dumi	
72491	aːn'sinɨ	come back, go back, return		SVD-Dum	547	Dumi	
73616	taːtnɨ	come down		SVD-Dum	547	Dumi	
72945	khoŋnɨ	come up		SVD-Dum	547	Dumi	
72764	huːnɨ	come, appear		SVD-Dum	547	Dumi	
72912	khipnɨ	cook		SVD-Dum	547	Dumi	
72913	khipkhotnnɨ	cook for someone		SVD-Dum	547	Dumi	
73394	remnɨ	cool off		SVD-Dum	547	Dumi	
73395	remmɨtnɨ	cool something off		SVD-Dum	547	Dumi	
72936	khoʔsi	cotton		SVD-Dum	547	Dumi	
72732	hɨlnɨ	cough		SVD-Dum	547	Dumi	
72922	khiːtnɨ	count		SVD-Dum	547	Dumi	
73289	paːnteːl	courtyard, farmyard		SVD-Dum	547	Dumi	
72866	kop◦mɨt◦nɨ	cover someone with a blanket		SVD-Dum	547	Dumi	
72949	khop◦nɨ	cover, cap		SVD-Dum	547	Dumi	
72567	bhiʔi	cow		SVD-Dum	547	Dumi	
73617	te'rek	crack!, snap.		SVD-Dum	547	Dumi	
72684	gogo	crow; Nep. kāg		SVD-Dum	547	Dumi	
72930	khɨri-khɨri	crumbly, gristly.		SVD-Dum	547	Dumi	
73252	ŋok◦nɨ	cry, weep:		SVD-Dum	547	Dumi	
73456	saktɨmthaːp	cubit as a unit of measure.		SVD-Dum	547	Dumi	
72561	bur'si	cucumber		SVD-Dum	547	Dumi	
73028	liːmtɨm	cultivated plants.		SVD-Dum	547	Dumi	
73855	waytœri	curse		SVD-Dum	547	Dumi	
73023	litnɨ	cut		SVD-Dum	547	Dumi	
72860	koknɨ	cut		SVD-Dum	547	Dumi	
73415	ripnɨ	cut down, fell, chop down		SVD-Dum	547	Dumi	
72530	biːtsi	dagger, knife		SVD-Dum	547	Dumi	
73769	tsəmnɨ	dance		SVD-Dum	547	Dumi	
73768	tsəmlikpɨ	dancer; Nep. nāci hĩdne		SVD-Dum	547	Dumi	
73179	naːm	daylight, sun, sunshine		SVD-Dum	547	Dumi	
73230	nulɨ	daytime, in the daytime		SVD-Dum	547	Dumi	
73916	yiːnɨ	descend, come down		SVD-Dum	547	Dumi	
73687	thaːŋ◦'si◦nɨ	descend, go / come down		SVD-Dum	547	Dumi	
73102	mit◦nɨ	die		SVD-Dum	547	Dumi	
72642	dhunɨ	dig (e.g. a hole)		SVD-Dum	547	Dumi	
72654	dzaːr	disgust, revulsion		SVD-Dum	547	Dumi	
72933	khle◦bu	dog hound		SVD-Dum	547	Dumi	
72915	khiː◦bu	dog, hound		SVD-Dum	547	Dumi	
72914	khiː◦bɨ	dog, hound		SVD-Dum	547	Dumi	
72984	lamtsɨkœ	door		SVD-Dum	547	Dumi	
73928	yukkokɨ	down below		SVD-Dum	547	Dumi	
72977	lamda	down below		SVD-Dum	547	Dumi	
73661	tombɨ	down here		SVD-Dum	547	Dumi	
73927	yukko	down there		SVD-Dum	547	Dumi	
73129	mombɨ	down there		SVD-Dum	547	Dumi	
72974	lambha	down toward, down to	v.	SVD-Dum	547	Dumi	
72973	lamba	down toward, down to	v.	SVD-Dum	547	Dumi	
73602	syem◦ma	dream; vision		SVD-Dum	547	Dumi	
73649	tɨŋ◦nɨ	drink; smoke		SVD-Dum	547	Dumi	
73686	thaːŋ◦nɨ	drop, allow fall	v.	SVD-Dum	547	Dumi	
73182	naːm◦lətnɨ	dry out in the sun		SVD-Dum	547	Dumi	
72701	haŋ◦nɨ	dry out, dry up.		SVD-Dum	547	Dumi	
72637	dumi	Dumi		SVD-Dum	547	Dumi	
72622	dɨm◦nɨ	meet, run into		SVD-Dum	547	Dumi	
73245	ŋi◦tso	ear		SVD-Dum	547	Dumi	
73247	ŋi◦tso◦tsoː	earlobe.		SVD-Dum	547	Dumi	
73054	lœʔ'lim	earthquake		SVD-Dum	547	Dumi	
73246	ŋi◦tso-si◦ʔi	earwax		SVD-Dum	547	Dumi	
72665	dzɨ◦nɨ	eaten, be edible.	be v.	SVD-Dum	547	Dumi	
72855	kɨtna	elbow.		SVD-Dum	547	Dumi	
73879	waːtto	elder brother		SVD-Dum	547	Dumi	
73668	toːdɨse	eldest born son		SVD-Dum	547	Dumi	
73667	toːdɨ	eldest born (son)		SVD-Dum	547	Dumi	
73647	tɨmsibɨ	eldest brother		SVD-Dum	547	Dumi	
72624	dɨspɨbɨ	eldest brother		SVD-Dum	547	Dumi	
72543	bɨsimbɨ	eldest brother		SVD-Dum	547	Dumi	
73136	mori	embryo, fruit of the womb		SVD-Dum	547	Dumi	
73261	oŋnɨ	enter		SVD-Dum	547	Dumi	
72679	gɨnɨ	existential "to be"		SVD-Dum	547	Dumi	
72869	koː◦phu	face (of a man)		SVD-Dum	547	Dumi	
73241	ŋaː◦yɨ-koː◦phu	face, countenance, visage		SVD-Dum	547	Dumi	
73573	soːʔ◦yəmbɨ	famine		SVD-Dum	547	Dumi	
72737	hɨrnɨ	fan (e.g. mi "fire")		SVD-Dum	547	Dumi	
73311	piː◦nɨ	fart		SVD-Dum	547	Dumi	
73309	piːʔ◦khiːm	fart		SVD-Dum	547	Dumi	
73148	moːtnɨ	fate, lot		SVD-Dum	547	Dumi	
73338	pu	father		SVD-Dum	547	Dumi	
73269	papa	father		SVD-Dum	547	Dumi	
73210	niŋ	fear, awe		SVD-Dum	547	Dumi	
73348	phaːsuleːm	feather, quill		SVD-Dum	547	Dumi	
72517	bənnɨ	feel, touch		SVD-Dum	547	Dumi	
72790	ɨnnɨ	fell		SVD-Dum	547	Dumi	
73783	tsirdəm	female urethra		SVD-Dum	547	Dumi	
73070	ma◦dhɨm	female of an animal species.		SVD-Dum	547	Dumi	
73104	mi◦tsɨm-puma	female, woman		SVD-Dum	547	Dumi	
73103	mi◦tsɨm	female, woman		SVD-Dum	547	Dumi	
73871	waːse	fern		SVD-Dum	547	Dumi	
72757	hoːtnɨ	fetch, bring, bring back		SVD-Dum	547	Dumi	
73759	tsenɨse	fifth born son		SVD-Dum	547	Dumi	
73758	tsenɨ	fifth born (offspring / sibling)		SVD-Dum	547	Dumi	
73756	tsenirma	fifth born (offspring / sibling)		SVD-Dum	547	Dumi	
73090	mikɨse	fifth born son		SVD-Dum	547	Dumi	
73089	mikɨ	fifth born (offspring / sibling)		SVD-Dum	547	Dumi	
73087	mikirma	fifth born (offspring / sibling)		SVD-Dum	547	Dumi	
72842	kiːnɨ	fight, quarrel		SVD-Dum	547	Dumi	
72527	biːnnɨ	fill		SVD-Dum	547	Dumi	
73815	tsopmsi	fingers, digits, talons		SVD-Dum	547	Dumi	
73086	mi	fire.		SVD-Dum	547	Dumi	
73248	ŋɨ	fish		SVD-Dum	547	Dumi	
73251	ŋo	five.		SVD-Dum	547	Dumi	
72946	khopbɨ	flat circular winnowing basket		SVD-Dum	547	Dumi	
72951	khopnɨp	flat round winnowing basket		SVD-Dum	547	Dumi	
73779	tsikʔop	flea, Pulex irritans		SVD-Dum	547	Dumi	
73386	ram	fleshly body, limbs		SVD-Dum	547	Dumi	
73782	tsipuli	flint		SVD-Dum	547	Dumi	
73100	mi-opnɨ	flint		SVD-Dum	547	Dumi	
72664	dzɨlœm	flint, flintstone		SVD-Dum	547	Dumi	
72563	byerkhotɨ	flood.		SVD-Dum	547	Dumi	
73337	puma	flower		SVD-Dum	547	Dumi	
73296	pətnɨ	flower, bloom (of flowers)		SVD-Dum	547	Dumi	
72564	byernɨ	fly		SVD-Dum	547	Dumi	
72576	bhuskam	fly, midge		SVD-Dum	547	Dumi	
73749	tseksembhu	fodder tree	n.	SVD-Dum	547	Dumi	
72641	dhitnɨ	follow		SVD-Dum	547	Dumi	
72948	khop◦lɨ-dɨ	fontanelle.		SVD-Dum	547	Dumi	
72672	dzunɨmɨl	food, foodstuffs		SVD-Dum	547	Dumi	
73375	phoʔ◦lü	foot		SVD-Dum	547	Dumi	
73641	tɨlɨ	forehead		SVD-Dum	547	Dumi	
73635	tɨbɨri	forehead		SVD-Dum	547	Dumi	
73737	tsaːmɨttunɨ	forget		SVD-Dum	547	Dumi	
73733	tsaː iːkpa 1)	foul smelling, smelly		SVD-Dum	547	Dumi	
73645	tɨmbo	four		SVD-Dum	547	Dumi	
72496	balɨkpi	four		SVD-Dum	547	Dumi	
73698	thɨri	four-sided weaving shuttle	n.	SVD-Dum	547	Dumi	
73719	tsam	fourth born son		SVD-Dum	547	Dumi	
73718	tsalɨse	fourth born son		SVD-Dum	547	Dumi	
73607	takɨse	fourth born son		SVD-Dum	547	Dumi	
73243	ŋə'si	friend, companion		SVD-Dum	547	Dumi	
72572	bhorə	frog, toad		SVD-Dum	547	Dumi	
73007	ləkə	from		SVD-Dum	547	Dumi	
72968	lal◦lam◦bu	front side, to the front of		SVD-Dum	547	Dumi	
72648	dza◦si	fruit		SVD-Dum	547	Dumi	
72928	khɨ'nipɨm	furuncle, abcess.		SVD-Dum	547	Dumi	
72890	khaːk◦tɨp	gall bladder		SVD-Dum	547	Dumi	
72733	hɨlnɨ	get mixed up		SVD-Dum	547	Dumi	
72663	dziːtnsɨnɨ	get oneself wet		SVD-Dum	547	Dumi	
72661	dzitnɨ	get wet, become wet		SVD-Dum	547	Dumi	
72907	khiʔləm	ghee		SVD-Dum	547	Dumi	
73514	sibim	ginger		SVD-Dum	547	Dumi	
73360	phiriː	ginger		SVD-Dum	547	Dumi	
73074	maːkum	ginger		SVD-Dum	547	Dumi	
72582	dani	girl.		SVD-Dum	547	Dumi	
72528	biː◦sunɨ	give away, give	v.	SVD-Dum	547	Dumi	
72524	biː◦deːnɨ	give, hand over, proffer		SVD-Dum	547	Dumi	
72896	khəldzəm	gizzard.		SVD-Dum	547	Dumi	
73413	rimdzɨ-kɨ	glacial meltwater.		SVD-Dum	547	Dumi	
72955	khotlitnɨ	go away, leave		SVD-Dum	547	Dumi	
73721	tsaŋ◦gɨr	goat		SVD-Dum	547	Dumi	
73777	tsiʔi	god, deity		SVD-Dum	547	Dumi	
73216	nɨnɨ	good, be alright, be fine	be v.	SVD-Dum	547	Dumi	
73050	lop-pɨ	grabber, clutching, grabbing.		SVD-Dum	547	Dumi	
73731	tsaːdam	grain		SVD-Dum	547	Dumi	
73726	tsasɨmmɨl	grain		SVD-Dum	547	Dumi	
73048	lomthiːnɨ	grain, cultivated foodstuffs		SVD-Dum	547	Dumi	
73047	lomdzom	grain, cultivated foodstuffs		SVD-Dum	547	Dumi	
73730	tsaː	granddaughter		SVD-Dum	547	Dumi	
73729	tsatsɨ	granddaughter		SVD-Dum	547	Dumi	
73728	tsatsu	grandson		SVD-Dum	547	Dumi	
72476	apsi	gum / resin		SVD-Dum	547	Dumi	
73167	naksɨm	Gurung		SVD-Dum	547	Dumi	
73169	naksɨmbɨ	Gurung.		SVD-Dum	547	Dumi	
72632	doː◦səm	hair on head		SVD-Dum	547	Dumi	
73293	peʔe	half		SVD-Dum	547	Dumi	
72962	khur	hand		SVD-Dum	547	Dumi	
73793	tsiːŋnɨ	hate		SVD-Dum	547	Dumi	
73175	natsɨrmɨ	Hayu		SVD-Dum	547	Dumi	
73659	tom	he, she, this		SVD-Dum	547	Dumi	
73127	mom	he, she, it		SVD-Dum	547	Dumi	
72784	ɨma	he, she (human).		SVD-Dum	547	Dumi	
72783	ɨm	he, she (human).		SVD-Dum	547	Dumi	
72602	də◦khlœ	head		SVD-Dum	547	Dumi	
73317	pɨknɨ	heap up, pile up		SVD-Dum	547	Dumi	
73258	ŋyiː◦nɨ	hear, listen to	v.	SVD-Dum	547	Dumi	
73257	ŋyiː◦nɨ	hear, not be deaf.		SVD-Dum	547	Dumi	
73827	tsu◦ba	heart		SVD-Dum	547	Dumi	
73381	photnɨ	help, aid, assist		SVD-Dum	547	Dumi	
73660	tombi	here		SVD-Dum	547	Dumi	
73548	sɨmar	hide, conceal		SVD-Dum	547	Dumi	
73547	sɨlnɨ	hide, conceal		SVD-Dum	547	Dumi	
73049	lopnɨ	hilt, haft, handle.		SVD-Dum	547	Dumi	
