# Wordlist

# META
@modified:2015-01-20 10:39

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	ALIGNMENT	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	SOURCE	ID_IN_SOURCE	COGID	CHINESE_GLOSS	PST	POS
7637	Heqi	CLS for bowl	pe₂₁	p e ₂₁	p e ₂₁	pe21	CLS for bowl	Allen2007	464	2370	个（碗）	CVT	?
7638	Lanping	CLS for bowl	pe₂₁	p e ₂₁	p e ₂₁	pe21	CLS for bowl	Allen2007	464	2371	个（碗）	CVT	?
7639	Qiliqiao	CLS for bowl	pe₂₁	p e ₂₁	p e ₂₁	pe21	CLS for bowl	Allen2007	464	2372	个（碗）	CVT	?
7640	Yunlong	CLS for bowl	pe₂₁	p e ₂₁	p e ₂₁	pe21	CLS for bowl	Allen2007	464	2373	个（碗）	CVT	?
7641	Xiangyun	CLS for bowl	kɯ₄₂pe₂₁	k ɯ ₄₂ p e ₂₁	k ɯ ₄₂ p e ₂₁	kɯ42pe21	CLS for bowl	Allen2007	464	2374	个（碗）	CVTCVT	?
7642	Luobenzhuo	CLS for bowl	pʰɔ₅₅	pʰ ɔ ₅₅	pʰ ɔ ₅₅	pʰɔ55	CLS for bowl	Allen2007	464	2375	个（碗）	CVT	?
#
7675	Jianchuan	CLS for drop of water	tĩ₃₃	t ĩ ₃₃	t ĩ ₃₃	tĩ33	CLS for drop of water	Allen2007	471	2408	滴（水）	CVT	?
7676	Eryuan	CLS for drop of water	te₃₃	t e ₃₃	t e ₃₃	te33/tɔ44	CLS for drop of water	Allen2007	471	2409	滴（水）	CVT	?
7677	Heqi	CLS for drop of water	tiɛ₃₃	t iɛ ₃₃	t iɛ ₃₃	tiɛ33	CLS for drop of water	Allen2007	471	2410	滴（水）	CVT	?
7678	Lanping	CLS for drop of water	tĩɛ̃₃₃	t ĩɛ̃ ₃₃	t ĩɛ̃ ₃₃	tĩɛ̃33	CLS for drop of water	Allen2007	471	2411	滴（水）	CVT	?
7679	Qiliqiao	CLS for drop of water	to₄₄	t o ₄₄	t o ₄₄	to44	CLS for drop of water	Allen2007	471	2412	滴（水）	CVT	?
7680	Yunlong	CLS for drop of water	ti₃₃	t i ₃₃	t i ₃₃	ti33	CLS for drop of water	Allen2007	471	2413	滴（水）	CVT	?
7681	Xiangyun	CLS for drop of water	tĩ₃₃	t ĩ ₃₃	t ĩ ₃₃	tĩ33	CLS for drop of water	Allen2007	471	2414	滴（水）	CVT	?
7682	Luobenzhuo	CLS for drop of water	to₅₅	t o ₅₅	t o ₅₅	to55	CLS for drop of water	Allen2007	471	2415	滴（水）	CVT	?
#
7643	Jianchuan	CLS for knife	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	CLS for knife	Allen2007	466	2376	把（刀）	CVT	?
7644	Eryuan	CLS for knife	t͡sɯ₃₃	t͡s ɯ ₃₃	t͡s ɯ ₃₃	tsɯ33	CLS for knife	Allen2007	466	2377	把（刀）	CVT	?
7645	Heqi	CLS for knife	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	CLS for knife	Allen2007	466	2378	把（刀）	CVT	?
7646	Lanping	CLS for knife	t͡sɯ̃₃₃	t͡s ɯ̃ ₃₃	t͡s ɯ̃ ₃₃	tsɯ̃33	CLS for knife	Allen2007	466	2379	把（刀）	CVT	?
7647	Qiliqiao	CLS for knife	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	CLS for knife	Allen2007	466	2380	把（刀）	CVT	?
7648	Yunlong	CLS for knife	t͡sɯ₃₃	t͡s ɯ ₃₃	t͡s ɯ ₃₃	tsɯ33	CLS for knife	Allen2007	466	2381	把（刀）	CVT	?
7649	Xiangyun	CLS for knife	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ ₃₃	tsɿ33	CLS for knife	Allen2007	466	2382	把（刀）	CVT	?
7650	Luobenzhuo	CLS for knife	t͡ɕi₃₃	t͡ɕ i ₃₃	t͡ɕ i ₃₃	tɕi33	CLS for knife	Allen2007	466	2383	把（刀）	CVT	?
#
7683	Jianchuan	CLS for pair of shoes	t͡ɕĩ₃₃	t͡ɕ ĩ ₃₃	t͡ɕ ĩ ₃₃	tɕĩ33	CLS for pair of shoes	Allen2007	473	2416	双（鞋）	CVT	?
7684	Eryuan	CLS for pair of shoes	t͡ɕi₃₃	t͡ɕ i ₃₃	t͡ɕ i ₃₃	tɕi33	CLS for pair of shoes	Allen2007	473	2417	双（鞋）	CVT	?
7685	Heqi	CLS for pair of shoes	t͡ɕĩ₃₃	t͡ɕ ĩ ₃₃	t͡ɕ ĩ ₃₃	tɕĩ33	CLS for pair of shoes	Allen2007	473	2418	双（鞋）	CVT	?
7686	Lanping	CLS for pair of shoes	t͡ɕĩ₃₃	t͡ɕ ĩ ₃₃	t͡ɕ ĩ ₃₃	tɕĩ33	CLS for pair of shoes	Allen2007	473	2419	双（鞋）	CVT	?
7687	Qiliqiao	CLS for pair of shoes	t͡ɕi₃₃	t͡ɕ i ₃₃	t͡ɕ i ₃₃	tɕi33	CLS for pair of shoes	Allen2007	473	2420	双（鞋）	CVT	?
7688	Yunlong	CLS for pair of shoes	d͡ze₃₃	d͡z e ₃₃	d͡z e ₃₃	dze33	CLS for pair of shoes	Allen2007	473	2421	双（鞋）	CVT	?
7689	Xiangyun	CLS for pair of shoes	jĩ₃₃	j ĩ ₃₃	j ĩ ₃₃	jĩ33	CLS for pair of shoes	Allen2007	473	2422	双（鞋）	CVT	?
7690	Luobenzhuo	CLS for pair of shoes	zẽ₃₃	z ẽ ₃₃	z ẽ ₃₃	zẽ33	CLS for pair of shoes	Allen2007	473	2423	双（鞋）	CVT	?
#
7627	Jianchuan	CLS for person	jĩ₃₁	j ĩ ₃₁	j ĩ ₃₁	jĩ31	CLS for person	Allen2007	463	2360	个（人）	CVT	?
7628	Eryuan	CLS for person	ɲi₂₁	ɲ i ₂₁	ɲ i ₂₁	ɲi21	CLS for person	Allen2007	463	2361	个（人）	CVT	?
7629	Heqi	CLS for person	tɯ₂₁	t ɯ ₂₁	t ɯ ₂₁	tɯ21/ji21	CLS for person	Allen2007	463	2362	个（人）	CVT	?
7630	Lanping	CLS for person	jĩ₂₁	j ĩ ₂₁	j ĩ ₂₁	jĩ21	CLS for person	Allen2007	463	2363	个（人）	CVT	?
7631	Qiliqiao	CLS for person	ɲi₂₁	ɲ i ₂₁	ɲ i ₂₁	ɲi21	CLS for person	Allen2007	463	2364	个（人）	CVT	?
7632	Yunlong	CLS for person	ɲi₂₁	ɲ i ₂₁	ɲ i ₂₁	ɲi21	CLS for person	Allen2007	463	2365	个（人）	CVT	?
7633	Xiangyun	CLS for person	i₄₄	i ₄₄	i ₄₄	i44/we31/kɯ42	CLS for person	Allen2007	463	2366	个（人）	VT	?
7634	Luobenzhuo	CLS for person	ɲi₃₁	ɲ i ₃₁	ɲ i ₃₁	ɲi31	CLS for person	Allen2007	463	2367	个（人）	CVT	?
#
7659	Jianchuan	CLS for rope	jɯ̃₄₂	j ɯ̃ ₄₂	j ɯ̃ ₄₂	jɯ̃42	CLS for rope	Allen2007	468	2392	条（绳子）	CVT	?
7660	Eryuan	CLS for rope	ɲɯ₄₂	ɲ ɯ ₄₂	ɲ ɯ ₄₂	ɲɯ42	CLS for rope	Allen2007	468	2393	条（绳子）	CVT	?
7661	Heqi	CLS for rope	jɯ̃₄₂	j ɯ̃ ₄₂	j ɯ̃ ₄₂	jɯ̃42	CLS for rope	Allen2007	468	2394	条（绳子）	CVT	?
7662	Lanping	CLS for rope	jɯ̃₄₂	j ɯ̃ ₄₂	j ɯ̃ ₄₂	jɯ̃42	CLS for rope	Allen2007	468	2395	条（绳子）	CVT	?
7663	Qiliqiao	CLS for rope	ɲiɔ₃₂	ɲ iɔ ₃₂	ɲ iɔ ₃₂	ɲiɔ32	CLS for rope	Allen2007	468	2396	条（绳子）	CVT	?
7664	Yunlong	CLS for rope	ɲɯ₄₂	ɲ ɯ ₄₂	ɲ ɯ ₄₂	ɲɯ42	CLS for rope	Allen2007	468	2397	条（绳子）	CVT	?
7665	Xiangyun	CLS for rope	t͡ɕɛ₄₄	t͡ɕ ɛ ₄₄	t͡ɕ ɛ ₄₄	tɕɛ44	CLS for rope	Allen2007	468	2398	条（绳子）	CVT	?
7666	Luobenzhuo	CLS for rope	t͡ʂæ₅₅	t͡ʂ æ ₅₅	t͡ʂ æ ₅₅	tʂæ55	CLS for rope	Allen2007	468	2399	条（绳子）	CVT	?
#
7667	Jianchuan	CLS for stick	kua₄₄	k ua ₄₄	k ua ₄₄	kua44	CLS for stick	Allen2007	469	2400	根（棍）	CVT	?
7668	Eryuan	CLS for stick	kua₄₄	k ua ₄₄	k ua ₄₄	kua44	CLS for stick	Allen2007	469	2401	根（棍）	CVT	?
7669	Heqi	CLS for stick	kua₄₄	k ua ₄₄	k ua ₄₄	kua44	CLS for stick	Allen2007	469	2402	根（棍）	CVT	?
7670	Lanping	CLS for stick	kua₄₄	k ua ₄₄	k ua ₄₄	kua44	CLS for stick	Allen2007	469	2403	根（棍）	CVT	?
7671	Qiliqiao	CLS for stick	kua₄₄	k ua ₄₄	k ua ₄₄	kua44	CLS for stick	Allen2007	469	2404	根（棍）	CVT	?
7672	Yunlong	CLS for stick	kua₄₄	k ua ₄₄	k ua ₄₄	kua44	CLS for stick	Allen2007	469	2405	根（棍）	CVT	?
7673	Xiangyun	CLS for stick	kua₄₄	k ua ₄₄	k ua ₄₄	kua44	CLS for stick	Allen2007	469	2406	根（棍）	CVT	?
7674	Luobenzhuo	CLS for stick	qua₅₅	q ua ₅₅	q ua ₅₅	qua55	CLS for stick	Allen2007	469	2407	根（棍）	CVT	?
#
7243	Jianchuan	able to	sẽ₃₃	s ẽ ₃₃	s ẽ ₃₃	sẽ33	able to	Allen2007	360	1976	会	CVT	?
7244	Eryuan	able to	la₄₄	l a ₄₄	l a ₄₄	la44	able to	Allen2007	360	1977	会	CVT	?
7245	Heqi	able to	la₄₄	l a ₄₄	l a ₄₄	la44	able to	Allen2007	360	1978	会	CVT	?
7246	Lanping	able to	sũẽ₃₃	s ũẽ ₃₃	s ũẽ ₃₃	sũẽ33	able to	Allen2007	360	1979	会	CVT	?
7247	Qiliqiao	able to	te₃₃	t e ₃₃	t e ₃₃	te33	able to	Allen2007	360	1980	会	CVT	?
7248	Yunlong	able to	xue₅₅	x ue ₅₅	x ue ₅₅	xue55	able to	Allen2007	360	1981	会	CVT	?
7249	Xiangyun	able to	la₄₄	l a ₄₄	l a ₄₄	la44	able to	Allen2007	360	1982	会	CVT	?
7250	Luobenzhuo	able to	qʰɤ₃₃	qʰ ɤ ₃₃	qʰ ɤ ₃₃	qʰɤ33	able to	Allen2007	360	1983	会	CVT	?
#
7833	Jianchuan	afterwards	ɣɯ₃₃	ɣ ɯ ₃₃	ɣ ɯ ₃₃	ɣɯ33	afterwards	Allen2007	495	2566	后	CVT	?
7834	Eryuan	afterwards	ɣɯ₃₃	ɣ ɯ ₃₃	ɣ ɯ ₃₃	ɣɯ33	afterwards	Allen2007	495	2567	后	CVT	?
7835	Heqi	afterwards	ɣɯ₃₃	ɣ ɯ ₃₃	ɣ ɯ ₃₃	ɣɯ33	afterwards	Allen2007	495	2568	后	CVT	?
7836	Lanping	afterwards	ɣɯ₃₃	ɣ ɯ ₃₃	ɣ ɯ ₃₃	ɣɯ33	afterwards	Allen2007	495	2569	后	CVT	?
7837	Qiliqiao	afterwards	ɯ₃₃	ɯ ₃₃	ɯ ₃₃	ɯ33	afterwards	Allen2007	495	2570	后	VT	?
7838	Yunlong	afterwards	dɔ₃₁xɯ₄₄	d ɔ ₃₁ x ɯ ₄₄	d ɔ ₃₁ x ɯ ₄₄	dɔ31xɯ44	afterwards	Allen2007	495	2571	后	CVTCVT	?
7839	Xiangyun	afterwards	ɣou₃₃	ɣ ou ₃₃	ɣ ou ₃₃	ɣou33	afterwards	Allen2007	495	2572	后	CVT	?
7840	Luobenzhuo	afterwards	tɯ̃₃₁xɯ̃₃₃	t ɯ̃ ₃₁ x ɯ̃ ₃₃	t ɯ̃ ₃₁ x ɯ̃ ₃₃	tɯ̃31xɯ̃33	afterwards	Allen2007	495	2573	后	CVTCVT	?
#
7873	Jianchuan	again	t͡se₄₄	t͡s e ₄₄	t͡s e ₄₄	tse44	again	Allen2007	500	2606	再	CVT	?
7874	Eryuan	again	t͡se₄₄	t͡s e ₄₄	t͡s e ₄₄	tse44	again	Allen2007	500	2607	再	CVT	?
7875	Heqi	again	t͡se₅₅	t͡s e ₅₅	t͡s e ₅₅	tse55	again	Allen2007	500	2608	再	CVT	?
7876	Lanping	again	t͡se₄₂	t͡s e ₄₂	t͡s e ₄₂	tse42	again	Allen2007	500	2609	再	CVT	?
7877	Qiliqiao	again	t͡se₄₄	t͡s e ₄₄	t͡s e ₄₄	tse44	again	Allen2007	500	2610	再	CVT	?
7878	Yunlong	again	t͡sɛ₄₄	t͡s ɛ ₄₄	t͡s ɛ ₄₄	tsɛ44	again	Allen2007	500	2611	再	CVT	?
7879	Xiangyun	again	t͡se₄₄	t͡s e ₄₄	t͡s e ₄₄	tse44	again	Allen2007	500	2612	再	CVT	?
7880	Luobenzhuo	again	di₄₄	d i ₄₄	d i ₄₄	di44	again	Allen2007	500	2613	再	CVT	?
#
10	Jianchuan	alcohol	t͡sɤ̃₃₃	t͡s ɤ̃ ₃₃	t͡s ɤ̃ - ₃₃	tsɤ̃33	alcohol(drink)	Allen2007	204	153	酒	CVT	?
11	Eryuan	alcohol	t͡sɤ₃₃	t͡s ɤ ₃₃	t͡s ɤ - ₃₃	tsɤ33	alcohol(drink)	Allen2007	204	153	酒	CVT	?
12	Heqi	alcohol	t͡sũɔ̃₃₃	t͡s ũɔ̃ ₃₃	t͡s ũɔ̃ - ₃₃	tsũɔ̃33	alcohol(drink)	Allen2007	204	153	酒	CVT	?
13	Lanping	alcohol	t͡sõ₄₄	t͡s õ ₄₄	t͡s õ - ₄₄	tsõ44	alcohol(drink)	Allen2007	204	153	酒	CVT	?
14	Qiliqiao	alcohol	t͡sɿ₃₃	t͡s ɿ ₃₃	t͡s ɿ - ₃₃	tsɿ33	alcohol(drink)	Allen2007	204	153	酒	CVT	?
15	Yunlong	alcohol	d͡zɿ₃₃	d͡z ɿ ₃₃	d͡z ɿ - ₃₃	dzɿ33	alcohol(drink)	Allen2007	204	153	酒	CVT	?
16	Xiangyun	alcohol	jɛ̃₃₃	j ɛ̃ ₃₃	j ɛ̃ - ₃₃	jɛ̃33	alcohol(drink)	Allen2007	204	2621	酒	CVT	?
17	Luobenzhuo	alcohol	t͡sõ₃₃	t͡s õ ₃₃	t͡s õ - ₃₃	tsõ33	alcohol(drink)	Allen2007	204	153	酒	CVT	?
#
7865	Jianchuan	all	t͡sa₃₅	t͡s a ₃₅	t͡s a ₃₅	tsa35	all	Allen2007	499	2598	都	CVT	?
7866	Eryuan	all	t͡ɕʰɔ₅₅ku₅₅	t͡ɕʰ ɔ ₅₅ k u ₅₅	t͡ɕʰ ɔ ₅₅ k u ₅₅	tɕʰɔ55ku55	all	Allen2007	499	2599	都	CVTCVT	?
7867	Heqi	all	t͡sa₃₅ɕɯ₅₅	t͡s a ₃₅ ɕ ɯ ₅₅	t͡s a ₃₅ ɕ ɯ ₅₅	tsa35ɕɯ55	all	Allen2007	499	2600	都	CVTCVT	?
7868	Lanping	all	t͡ɕʰɛ̃₅₅tɯ₃₁ku₃₃	t͡ɕʰ ɛ̃ ₅₅ t ɯ ₃₁ k u ₃₃	t͡ɕʰ ɛ̃ ₅₅ t ɯ ₃₁ k u ₃₃	tɕʰɛ̃55(tɯ31ku33)	all	Allen2007	499	2601	都	CVTCVTCVT	?
7869	Qiliqiao	all	ji₃₅so₃₁	j i ₃₅ s o ₃₁	j i ₃₅ s o ₃₁	ji35so31	all	Allen2007	499	2602	都	CVTCVT	?
7870	Yunlong	all	t͡sa₅₅t͡ɕʰi₃₁	t͡s a ₅₅ t͡ɕʰ i ₃₁	t͡s a ₅₅ t͡ɕʰ i ₃₁	tsa55tɕʰi31	all	Allen2007	499	2603	都	CVTCVT	?
7871	Xiangyun	all	t͡ɕʰuɛ₅₅	t͡ɕʰ uɛ ₅₅	t͡ɕʰ uɛ ₅₅	tɕʰuɛ55	all	Allen2007	499	2604	都	CVT	?
7872	Luobenzhuo	all	da₅₅t͡ɕã₃₁	d a ₅₅ t͡ɕ ã ₃₁	d a ₅₅ t͡ɕ ã ₃₁	da55tɕã31	all	Allen2007	499	2605	都	CVTCVT	?
#
6347	Jianchuan	ancestor	to₅₅po₅₅	t o ₅₅ p o ₅₅	t o ₅₅ p o ₅₅	to55po55	ancestor	Allen2007	159	1080	祖宗	CVTCVT	?
6348	Eryuan	ancestor	tɔ₃₅pɔ₃₅	t ɔ ₃₅ p ɔ ₃₅	t ɔ ₃₅ p ɔ ₃₅	tɔ35pɔ35	ancestor	Allen2007	159	1081	祖宗	CVTCVT	?
6349	Heqi	ancestor	tɔu₃₅pɔu₃₅	t ɔu ₃₅ p ɔu ₃₅	t ɔu ₃₅ p ɔu ₃₅	tɔu35pɔu35	ancestor	Allen2007	159	1082	祖宗	CVTCVT	?
6350	Lanping	ancestor	tu₅₅pu₅₅	t u ₅₅ p u ₅₅	t u ₅₅ p u ₅₅	tu55pu55	ancestor	Allen2007	159	1083	祖宗	CVTCVT	?
6351	Qiliqiao	ancestor	tɔ₃₅pɔ₃₅	t ɔ ₃₅ p ɔ ₃₅	t ɔ ₃₅ p ɔ ₃₅	tɔ35pɔ35	ancestor	Allen2007	159	1084	祖宗	CVTCVT	?
6352	Yunlong	ancestor	tɯ₃₃pao₃₃	t ɯ ₃₃ p ao ₃₃	t ɯ ₃₃ p ao ₃₃	tɯ33pao33	ancestor	Allen2007	159	1085	祖宗	CVTCVT	?
6353	Xiangyun	ancestor	t͡su₂₁kõ₃₅	t͡s u ₂₁ k õ ₃₅	t͡s u ₂₁ k õ ₃₅	tsu21kõ35	ancestor	Allen2007	159	1086	祖宗	CVTCVT	?
6354	Luobenzhuo	ancestor	sɿ₅₅pɤ₅₅	s ɿ ₅₅ p ɤ ₅₅	s ɿ ₅₅ p ɤ ₅₅	sɿ55pɤ55	ancestor	Allen2007	159	1087	祖宗	CVTCVT	?
#
7163	Jianchuan	angry	xu₃₁kʰɯ₃₃	x u ₃₁ kʰ ɯ ₃₃	x u ₃₁ kʰ ɯ ₃₃	xu31kʰɯ33	angry	Allen2007	345	1896	生气	CVTCVT	?
7164	Eryuan	angry	xɔ₃₁kʰɯ₃₃	x ɔ ₃₁ kʰ ɯ ₃₃	x ɔ ₃₁ kʰ ɯ ₃₃	xɔ31kʰɯ33	angry	Allen2007	345	1897	生气	CVTCVT	?
7165	Heqi	angry	kuɔ₄₄fɛ₄₄	k uɔ ₄₄ f ɛ ₄₄	k uɔ ₄₄ f ɛ ₄₄	kuɔ44fɛ44	angry	Allen2007	345	1898	生气	CVTCVT	?
7166	Lanping	angry	xɔ₃₃kʰɯ₄₄	x ɔ ₃₃ kʰ ɯ ₄₄	x ɔ ₃₃ kʰ ɯ ₄₄	xɔ33kʰɯ44	angry	Allen2007	345	1899	生气	CVTCVT	?
7167	Qiliqiao	angry	xa₄₂kʰɯ₃₃	x a ₄₂ kʰ ɯ ₃₃	x a ₄₂ kʰ ɯ ₃₃	xa42kʰɯ33	angry	Allen2007	345	1900	生气	CVTCVT	?
7168	Yunlong	angry	t͡ɕʰi₃₁t͡sa₃₃	t͡ɕʰ i ₃₁ t͡s a ₃₃	t͡ɕʰ i ₃₁ t͡s a ₃₃	tɕʰi31tsa33	angry	Allen2007	345	1901	生气	CVTCVT	?
7169	Xiangyun	angry	xue₃₃kʰou₃₃	x ue ₃₃ kʰ ou ₃₃	x ue ₃₃ kʰ ou ₃₃	xue33kʰou33	angry	Allen2007	345	1902	生气	CVTCVT	?
7170	Luobenzhuo	angry	xẽ₅₅t͡sẽ₅₅	x ẽ ₅₅ t͡s ẽ ₅₅	x ẽ ₅₅ t͡s ẽ ₅₅	xẽ55tsẽ55	angry	Allen2007	345	1903	生气	CVTCVT	?
#
6619	Jianchuan	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1352	粪	CVT	?
6620	Eryuan	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1353	粪	CVT	?
6621	Heqi	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1354	粪	CVT	?
6622	Lanping	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1355	粪	CVT	?
6623	Qiliqiao	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1356	粪	CVT	?
6624	Yunlong	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1357	粪	CVT	?
6625	Xiangyun	animal faeces,dung	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	t͡ɕʰ i ₅₅	tɕʰi55	animal faeces,dung	Allen2007	223	1358	粪	CVT	?
6626	Luobenzhuo	animal faeces,dung	ʂʅ₃₃	ʂ ʅ ₃₃	ʂ ʅ ₃₃	ʂʅ33	animal faeces,dung	Allen2007	223	1359	粪	CVT	?
#
7091	Jianchuan	answer	ta₅₅jɯ̃₄₄	t a ₅₅ j ɯ̃ ₄₄	t a ₅₅ j ɯ̃ ₄₄	ta55jɯ̃44	answer	Allen2007	335	1824	答	CVTCVT	?
7092	Eryuan	answer	ta₃₅jɯ₄₄	t a ₃₅ j ɯ ₄₄	t a ₃₅ j ɯ ₄₄	ta35jɯ44	answer	Allen2007	335	1825	答	CVTCVT	?
7093	Heqi	answer	ta₅₅jɯ̃₄₄	t a ₅₅ j ɯ̃ ₄₄	t a ₅₅ j ɯ̃ ₄₄	ta55jɯ̃44	answer	Allen2007	335	1826	答	CVTCVT	?
7094	Lanping	answer	ta₃₃pɯ₅₅tɔ̃₃₁	t a ₃₃ p ɯ ₅₅ t ɔ̃ ₃₁	t a ₃₃ p ɯ ₅₅ t ɔ̃ ₃₁	ta33pɯ55tɔ̃31	answer	Allen2007	335	1827	答	CVTCVTCVT	?
7095	Qiliqiao	answer	ta₃₅jo₃₃	t a ₃₅ j o ₃₃	t a ₃₅ j o ₃₃	ta35jo33	answer	Allen2007	335	1828	答	CVTCVT	?
7096	Yunlong	answer	ta₃₅jɯ₄₄	t a ₃₅ j ɯ ₄₄	t a ₃₅ j ɯ ₄₄	ta35jɯ44	answer	Allen2007	335	1829	答	CVTCVT	?
7097	Xiangyun	answer	tã₄₂	t ã ₄₂	t ã ₄₂	tã42	answer	Allen2007	335	1830	答	CVT	?
7098	Luobenzhuo	answer	ti₄₄tõ₂₁	t i ₄₄ t õ ₂₁	t i ₄₄ t õ ₂₁	ti44tõ21	answer	Allen2007	335	1831	答	CVTCVT	?
#
27	Jianchuan	ant	pĩ₂₁po₂₁t͡sɿ₃₃	p ĩ ₂₁ p o ₂₁ t͡s ɿ ₃₃	p ĩ - ₂₁ p o - ₂₁ t͡s ɿ ₃₃	pĩ21po21tsɿ33	ant	Allen2007	74	114	蚂蚁	CVTCVTCVT	?
28	Eryuan	ant	pi₂₁pɯ₃₁	p i ₂₁ p ɯ ₃₁	p i - ₂₁ p ɯ - ₃₁ - - -	pi21pɯ31	ant	Allen2007	74	114	蚂蚁	CVTCVT	?
29	Heqi	ant	pi₂₁pɯ₂₁t͡sɿ₃₃	p i ₂₁ p ɯ ₂₁ t͡s ɿ ₃₃	p i - ₂₁ p ɯ - ₂₁ t͡s ɿ ₃₃	pi21pɯ21tsɿ33	ant	Allen2007	74	114	蚂蚁	CVTCVTCVT	?
