rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
317016	aksá	palm (upper part)		Bhat-Boro	350	Bodo	
317017	aksí	left side		Bhat-Boro	350	Bodo	
317018	agdá	right side		Bhat-Boro	350	Bodo	
317019	agrá	right side		Bhat-Boro	350	Bodo	
317020	agzéŋ	nail (of a fowl on back side of leg)		Bhat-Boro	350	Bodo	
317021	aku	very		Bhat-Boro	350	Bodo	
317022	akób	paw / palm with fingers; round bone on the knee		Bhat-Boro	350	Bodo	
317024	aktám	ring (finger)		Bhat-Boro	350	Bodo	
317025	akra	crane (kind of)		Bhat-Boro	350	Bodo	
317026	aklay	rinse a vessel; clean something slightly	v	Bhat-Boro	350	Bodo	
317027	aksali	veranda		Bhat-Boro	350	Bodo	
317028	asli	veranda		Bhat-Boro	350	Bodo	
317029	aksi	mirror		Bhat-Boro	350	Bodo	
317030	agəd	embroidery		Bhat-Boro	350	Bodo	
317031	agə́n	footprint		Bhat-Boro	350	Bodo	
317032	agər	end / limitation		Bhat-Boro	350	Bodo	
317033	agəl	first; long ago; formerly		Bhat-Boro	350	Bodo	
317034	agan	steady		Bhat-Boro	350	Bodo	
317035	agan	lines on one's leg; footprint		Bhat-Boro	350	Bodo	
317036	agamura	fire found in the cremation ground (supposed to be		Bhat-Boro	350	Bodo	
317038	aguri	encircle	v	Bhat-Boro	350	Bodo	
317039	agór	embroidery		Bhat-Boro	350	Bodo	
317041	agrəb	method / trick		Bhat-Boro	350	Bodo	
317042	agra	grass plant (kind of)		Bhat-Boro	350	Bodo	
317043	agráŋ	name of a god believed to be the commander of bat|		Bhat-Boro	350	Bodo	
317045	agrán bigráŋ	something; this and that		Bhat-Boro	350	Bodo	
317046	agran bigran	poor		Bhat-Boro	350	Bodo	
317047	aglay	in excess	v	Bhat-Boro	350	Bodo	
317049	agzéŋ alá	property (both movable and immovable)		Bhat-Boro	350	Bodo	
317050	aŋ	I		Bhat-Boro	350	Bodo	
317051	áŋ	crying of babies		Bhat-Boro	350	Bodo	
317052	aŋkər	alphabet		Bhat-Boro	350	Bodo	
317054	aŋkal	famine		Bhat-Boro	350	Bodo	
317055	aŋgə səŋgə	surprised; startled (animal etc.)		Bhat-Boro	350	Bodo	
317056	aŋgay	tired of eating	v	Bhat-Boro	350	Bodo	
317057	aŋgrə məndá	fire found in the cremation ground (supposed to be		Bhat-Boro	350	Bodo	
317059	aŋzaŋ	meaningless		Bhat-Boro	350	Bodo	
317060	ata	juice oozing out of a tree; gum		Bhat-Boro	350	Bodo	
317061	atta	juice oozing out of a tree; gum		Bhat-Boro	350	Bodo	
317062	atikaŋ	meanwhile		Bhat-Boro	350	Bodo	
317063	atikal	future		Bhat-Boro	350	Bodo	
317064	atiya	banana (kind of)		Bhat-Boro	350	Bodo	
317065	atiya	trench around the house for protecting it from cat		Bhat-Boro	350	Bodo	
317066	a◦téŋ	leg		Bhat-Boro	350	Bodo	
317067	atéŋ gallaw	rain		Bhat-Boro	350	Bodo	
317068	adə́	genuine / real		Bhat-Boro	350	Bodo	
317069	adəb	agenda		Bhat-Boro	350	Bodo	
317070	adəy	father's younger brother's wife; mother's younger		Bhat-Boro	350	Bodo	
317071	nəmádəy	my father's younger brother's wife; my mother's yo		Bhat-Boro	350	Bodo	
317072	bimádəy	his / her father's younger brother's wife; his / her m		Bhat-Boro	350	Bodo	
317073	adə́y	calf of the leg		Bhat-Boro	350	Bodo	
317074	adaŋ sidáŋ	unknown		Bhat-Boro	350	Bodo	
317075	adar	food for birds, animals etc.		Bhat-Boro	350	Bodo	
317076	adí diga	plant (kind of)		Bhat-Boro	350	Bodo	
317077	adray	sympathize, console	v	Bhat-Boro	350	Bodo	
317078	adri	sympathize, console	v	Bhat-Boro	350	Bodo	
317079	anəy	mother's brother' wife; father's sister		Bhat-Boro	350	Bodo	
317080	nəmánəy	your mother's brother's wife; your father's sister		Bhat-Boro	350	Bodo	
317081	bimáney	mother's brother' wife; father's sister (his)		Bhat-Boro	350	Bodo	
317082	anan gokay	God		Bhat-Boro	350	Bodo	
317083	anan binan	bright; famous		Bhat-Boro	350	Bodo	
317084	anaru	pineapple		Bhat-Boro	350	Bodo	
317085	anali	distressed		Bhat-Boro	350	Bodo	
317086	antə	bit by bit		Bhat-Boro	350	Bodo	
317087	antər	furrow		Bhat-Boro	350	Bodo	
317088	anta	necessity		Bhat-Boro	350	Bodo	
317089	antay	but		Bhat-Boro	350	Bodo	
317090	antu	knee		Bhat-Boro	350	Bodo	
317091	antu kari	kneel	v	Bhat-Boro	350	Bodo	
317092	antu nan	old (very)	v	Bhat-Boro	350	Bodo	
317093	anday	go astray / lose one's path; make mistakes due to ca	v	Bhat-Boro	350	Bodo	
317094	andu	cobweb, etc. covered with soot		Bhat-Boro	350	Bodo	
317095	andu	yoking rope		Bhat-Boro	350	Bodo	
317096	andray	become dark or gloomy	v	Bhat-Boro	350	Bodo	
317097	andra andri	twilight		Bhat-Boro	350	Bodo	
317098	andla	indistinct		Bhat-Boro	350	Bodo	
317099	andla kana	blindly; in darkness		Bhat-Boro	350	Bodo	
317100	andlid	hidden / sunk		Bhat-Boro	350	Bodo	
317101	andled	darkness		Bhat-Boro	350	Bodo	
317102	anzad	estimation		Bhat-Boro	350	Bodo	
317103	anzay	co-brother; co-sister		Bhat-Boro	350	Bodo	
317104	anzar	contest; attention		Bhat-Boro	350	Bodo	
317105	anzray	empty a vessel; change	v	Bhat-Boro	350	Bodo	
317106	apə́	sister's offspring		Bhat-Boro	350	Bodo	
317107	apəd	wonderful / strange		Bhat-Boro	350	Bodo	
317108	apərtə	wonderful / strange		Bhat-Boro	350	Bodo	
317109	apa	father		Bhat-Boro	350	Bodo	
317110	apá	sole of foot; palm		Bhat-Boro	350	Bodo	
317111	apáy	palm		Bhat-Boro	350	Bodo	
317112	apád	culture		Bhat-Boro	350	Bodo	
317113	aplay	hit and crush	v	Bhat-Boro	350	Bodo	
317114	abed	arrogance		Bhat-Boro	350	Bodo	
317115	abád	affort		Bhat-Boro	350	Bodo	
317116	abu	breast		Bhat-Boro	350	Bodo	
317118	abra	dull-headed (male)		Bhat-Boro	350	Bodo	
317119	abri	dull-headed (female)		Bhat-Boro	350	Bodo	
317120	abra gumá	grasshopper (kind of)		Bhat-Boro	350	Bodo	
317121	a◦má◦tu	navel		Bhat-Boro	350	Bodo	
317122	a◦máy◦tu	navel		Bhat-Boro	350	Bodo	
317123	amiyay	have a distaste	v	Bhat-Boro	350	Bodo	
317125	amká	that person		Bhat-Boro	350	Bodo	
317126	amta	greasy		Bhat-Boro	350	Bodo	
317127	amna tamna	bold; not afraid of even death		Bhat-Boro	350	Bodo	
317128	ambá	anxious	v	Bhat-Boro	350	Bodo	
317129	ambá	promise	v	Bhat-Boro	350	Bodo	
317130	ay	small pox		Bhat-Boro	350	Bodo	
317131	áy	mother		Bhat-Boro	350	Bodo	
317132	ayga síd	plant (kind of, used in the Boro festival called k		Bhat-Boro	350	Bodo	
317133	ayleŋ	nature		Bhat-Boro	350	Bodo	
317134	ayla zayla	helter skelter; disorderly		Bhat-Boro	350	Bodo	
317135	ayli zayli	woman dressed in a disorderly way		Bhat-Boro	350	Bodo	
317136	aysa	scales of fish		Bhat-Boro	350	Bodo	
317137	ayzə	civilized woman		Bhat-Boro	350	Bodo	
317138	ayzéŋ	instruments as of carpentry etc		Bhat-Boro	350	Bodo	
317139	ayzéŋ alá	utensils		Bhat-Boro	350	Bodo	
317140	ar	extensive	v	Bhat-Boro	350	Bodo	
317141	arə	and		Bhat-Boro	350	Bodo	
317142	arə má	surely		Bhat-Boro	350	Bodo	
317143	aro	and; excess / more		Bhat-Boro	350	Bodo	
317144	arən táy	thunder bolt		Bhat-Boro	350	Bodo	
317145	araw	make loud sound	v	Bhat-Boro	350	Bodo	
317146	araw	loud sound		Bhat-Boro	350	Bodo	
317148	ari	indicative of clan name		Bhat-Boro	350	Bodo	
317150	arúŋ	belt, girdle		Bhat-Boro	350	Bodo	
317151	arli	grass (kind of, with sharp edges)		Bhat-Boro	350	Bodo	
317152	alari	grass (kind of, with sharp edges)		Bhat-Boro	350	Bodo	
317153	arzi	earn	v	Bhat-Boro	350	Bodo	
317154	arzu gáb	pray	v	Bhat-Boro	350	Bodo	
317155	aléŋ gazéŋ	disorderly; unskilled		Bhat-Boro	350	Bodo	
317156	alən	cloth (kind of, made of fur)		Bhat-Boro	350	Bodo	
317157	ala kád	excessive		Bhat-Boro	350	Bodo	
317158	ala kala	weak		Bhat-Boro	350	Bodo	
317159	alaŋ palaŋ	very weak		Bhat-Boro	350	Bodo	
317160	ala budru	stupid; dirty fellow		Bhat-Boro	350	Bodo	
317161	alay zabra	ignorant		Bhat-Boro	350	Bodo	
317162	alaŋ paláŋ	aimlessly		Bhat-Boro	350	Bodo	
317163	alay bilay	helter skelter		Bhat-Boro	350	Bodo	
317164	alay silay	scattered		Bhat-Boro	350	Bodo	
317165	alari	divine light		Bhat-Boro	350	Bodo	
317166	alawri	lonely		Bhat-Boro	350	Bodo	
317167	alawri bipá	God		Bhat-Boro	350	Bodo	
317168	alawri bimá	Goddess		Bhat-Boro	350	Bodo	
317169	alawri bilawri	person who is in difficulty; distress		Bhat-Boro	350	Bodo	
317170	alay bilay	distress		Bhat-Boro	350	Bodo	
317171	alay silay	helpless		Bhat-Boro	350	Bodo	
317172	al si	guest		Bhat-Boro	350	Bodo	
317173	ali	road; border of rice field		Bhat-Boro	350	Bodo	
317174	ali lama	road		Bhat-Boro	350	Bodo	
317175	alu	hot (taste); have a burning sensation	v	Bhat-Boro	350	Bodo	
317176	alu gasa	hot (taste)		Bhat-Boro	350	Bodo	
317177	alura	silk worm that does not know how to build a cocoon		Bhat-Boro	350	Bodo	
317178	aluri	stupid (female)		Bhat-Boro	350	Bodo	
317179	alera	yound one of a bird		Bhat-Boro	350	Bodo	
317180	aló aló	happily / leisurely		Bhat-Boro	350	Bodo	
317181	aw	locative suffix		Bhat-Boro	350	Bodo	
317182	awəy	life		Bhat-Boro	350	Bodo	
317183	awa	unboiled		Bhat-Boro	350	Bodo	
317184	awa	cold, extreme, with heavy head and blocked nose; d		Bhat-Boro	350	Bodo	
317185	awa má	insect (kind of, flat, found in the creepers of th		Bhat-Boro	350	Bodo	
317186	awul	entangled (thread etc.); scattered (cattle)		Bhat-Boro	350	Bodo	
317187	awlay	scatter	v	Bhat-Boro	350	Bodo	
317188	awkay	wash without rubbing; clean carelessly	v	Bhat-Boro	350	Bodo	
317189	awgay	advance	v	Bhat-Boro	350	Bodo	
317190	awgri	occupy; reserve	v	Bhat-Boro	350	Bodo	
317191	awtay	prepare	v	Bhat-Boro	350	Bodo	
317192	awtali	doing an unusual or unaccustomed thing; strange pl		Bhat-Boro	350	Bodo	
317193	awtali pawtali	here and there		Bhat-Boro	350	Bodo	
317194	awa pawa	perplexed		Bhat-Boro	350	Bodo	
317195	awsari	place (strange)		Bhat-Boro	350	Bodo	
317196	awsira	place (strange)		Bhat-Boro	350	Bodo	
317197	awti	melt	v	Bhat-Boro	350	Bodo	
317198	awli	melt; become watery (as milk kept aside for curdli	v	Bhat-Boro	350	Bodo	
317199	awdal	separate; screen		Bhat-Boro	350	Bodo	
317200	awnay	count and go on heaping	v	Bhat-Boro	350	Bodo	
317201	awba	mistake		Bhat-Boro	350	Bodo	
317202	awmá	spirit of dead person		Bhat-Boro	350	Bodo	
317203	aw◦la	business man; artist		Bhat-Boro	350	Bodo	
317204	awlay	cut jokes	v	Bhat-Boro	350	Bodo	
317205	awlay	beat with dirty things like a broomstick	v	Bhat-Boro	350	Bodo	
317207	awsu	giving birth to a child		Bhat-Boro	350	Bodo	
317208	awsu sár	purify a newborn baby and its mother (5 days after	v	Bhat-Boro	350	Bodo	
317209	aw◦zay	lean	vt	Bhat-Boro	350	Bodo	
317210	aw◦zi	lean	vi	Bhat-Boro	350	Bodo	
317211	awzar	tree (kind of)		Bhat-Boro	350	Bodo	
317213	asán	bracelet		Bhat-Boro	350	Bodo	
317214	asánti	arm (upper part)		Bhat-Boro	350	Bodo	
317215	asar	pickle		Bhat-Boro	350	Bodo	
317216	a◦si	finger		Bhat-Boro	350	Bodo	
317217	a◦sı◦kur	nail / hoof		Bhat-Boro	350	Bodo	
317218	a◦si gezer	finger (middle)		Bhat-Boro	350	Bodo	
317219	a◦si pisá	finger (little)		Bhat-Boro	350	Bodo	
317220	asi baray	thumb		Bhat-Boro	350	Bodo	
317221	asitam	ring		Bhat-Boro	350	Bodo	
317222	asi guglá	boil (kind of, small)		Bhat-Boro	350	Bodo	
317223	asu maynaw	paddy (kind of)		Bhat-Boro	350	Bodo	
317224	asúŋ	small hole	n	Bhat-Boro	350	Bodo	
317225	asúŋ abúŋ	tricks		Bhat-Boro	350	Bodo	
317226	asúŋ abúŋ	hesitation		Bhat-Boro	350	Bodo	
317227	asún pita	cake (kind of, baked in bamboo holes)		Bhat-Boro	350	Bodo	
317228	asó	without experience		Bhat-Boro	350	Bodo	
317229	asray	sprinkle paddy on a muddy field; throw off	v	Bhat-Boro	350	Bodo	
317230	assar	behavior		Bhat-Boro	350	Bodo	
317231	assíŋ	alone		Bhat-Boro	350	Bodo	
317232	azá	without knowing		Bhat-Boro	350	Bodo	
317233	azáŋ	excessive		Bhat-Boro	350	Bodo	
317234	azáŋ gazaŋ	big / large		Bhat-Boro	350	Bodo	
317236	azáw	accept / receive	v	Bhat-Boro	350	Bodo	
317237	azé	dirty; offender		Bhat-Boro	350	Bodo	
317238	azgubəy	predecessor		Bhat-Boro	350	Bodo	
317239	aznay	boil (small, coming out of one's eyes)		Bhat-Boro	350	Bodo	
317240	azray	empty / vacate; throw off someone who is trying to c	v	Bhat-Boro	350	Bodo	
317241	azri	finish; exhausted	v	Bhat-Boro	350	Bodo	
317242	azri	leisure; gap		Bhat-Boro	350	Bodo	
317243	ahar	milk		Bhat-Boro	350	Bodo	
317244	ahar baha	udder		Bhat-Boro	350	Bodo	
317245	ahar bimá	breast / udder		Bhat-Boro	350	Bodo	
317246	ahardəy	meal		Bhat-Boro	350	Bodo	
317247	i	formative prefix		Bhat-Boro	350	Bodo	
317248	ilir	heavy		Bhat-Boro	350	Bodo	
317249	irúŋ	rope made of tender bomboo		Bhat-Boro	350	Bodo	
317251	í	formative suffix (negative)		Bhat-Boro	350	Bodo	
317252	soní	uncooked		Bhat-Boro	350	Bodo	
317253	zayí	person who has not eaten; the thing which is not e		Bhat-Boro	350	Bodo	
317254	í	demonstrative, indicative of proximity		Bhat-Boro	350	Bodo	
317255	itín	this side		Bhat-Boro	350	Bodo	
317256	itə́n bitə́n	here and there		Bhat-Boro	350	Bodo	
317257	izén izá	hither and thither		Bhat-Boro	350	Bodo	
317258	í	that one		Bhat-Boro	350	Bodo	
317259	ikər	reed		Bhat-Boro	350	Bodo	
317260	iŋkrí	curry		Bhat-Boro	350	Bodo	
317261	ita	brick		Bhat-Boro	350	Bodo	
317262	inay	completely; very much		Bhat-Boro	350	Bodo	
317263	intí	lobe of the ear		Bhat-Boro	350	Bodo	
317264	indra	well		Bhat-Boro	350	Bodo	
317265	ibúŋ	thatch (kind of, wild)		Bhat-Boro	350	Bodo	
317266	isiŋ kono	place for worshipping the goddess məynaw		Bhat-Boro	350	Bodo	
317267	isíŋ	kitchen		Bhat-Boro	350	Bodo	
317268	isúŋ	kitchen		Bhat-Boro	350	Bodo	
317269	islari	clan name		Bhat-Boro	350	Bodo	
317270	u	formative prefix		Bhat-Boro	350	Bodo	
317271	usúŋ	partition of the kitchen		Bhat-Boro	350	Bodo	
317275	ukə́y	hungry	v	Bhat-Boro	350	Bodo	
317276	uka muka	hurriedly; without understanding		Bhat-Boro	350	Bodo	
317277	ukí	dandruff		Bhat-Boro	350	Bodo	
317278	ukunda	elephant (male)		Bhat-Boro	350	Bodo	
317279	ukundi	elephant (female)		Bhat-Boro	350	Bodo	
317280	ukunda	boar		Bhat-Boro	350	Bodo	
317281	ukúm	roof		Bhat-Boro	350	Bodo	
317282	ukumbray	moon		Bhat-Boro	350	Bodo	
317283	ukumbri	moon		Bhat-Boro	350	Bodo	
317284	ukmə́y	tick (kind of, found on fowls)		Bhat-Boro	350	Bodo	
317285	ukra	straw (twisted, used for preserving fire)		Bhat-Boro	350	Bodo	
317286	ukray	encourage	v	Bhat-Boro	350	Bodo	
317287	uglay	belch	v	Bhat-Boro	350	Bodo	
317288	ugli	belch	v	Bhat-Boro	350	Bodo	
317289	ugli ugla	belch	n	Bhat-Boro	350	Bodo	
317290	utáb	again		Bhat-Boro	350	Bodo	
317291	uti	climb	v	Bhat-Boro	350	Bodo	
317292	utuzəb	busy / engaged	v	Bhat-Boro	350	Bodo	
317293	utkə́d	scatter earth by the snout (like a boar)	v	Bhat-Boro	350	Bodo	
317294	utpid	minutely / carefully		Bhat-Boro	350	Bodo	
317295	utray	argue	v	Bhat-Boro	350	Bodo	
317296	utri	successful	v	Bhat-Boro	350	Bodo	
317297	ud	camel		Bhat-Boro	350	Bodo	
317298	udəy	small		Bhat-Boro	350	Bodo	
317299	udə́y	belly / stomach		Bhat-Boro	350	Bodo	
317300	udə́y una	empty stomach		Bhat-Boro	350	Bodo	
317302	udaŋ	loose, let (cow etc.)	v	Bhat-Boro	350	Bodo	
317303	udaŋ bətə́r	season after the harvest (when cows are let loose		Bhat-Boro	350	Bodo	
317304	uday	fit	v	Bhat-Boro	350	Bodo	
317305	uday	fit		Bhat-Boro	350	Bodo	
317306	udray	rescue	v	Bhat-Boro	350	Bodo	
317307	un	back / behind		Bhat-Boro	350	Bodo	
317308	unpin	come back / turn back	v	Bhat-Boro	350	Bodo	
317309	unaw	afterwards		Bhat-Boro	350	Bodo	
317310	ún	sharpen	v	Bhat-Boro	350	Bodo	
317311	ún	crush and powder something	v	Bhat-Boro	350	Bodo	
317312	undəy	small		Bhat-Boro	350	Bodo	
317313	undu	sleep	v	Bhat-Boro	350	Bodo	
317314	undla undli	sleepy		Bhat-Boro	350	Bodo	
317315	upan	income		Bhat-Boro	350	Bodo	
317316	upta	upside down		Bhat-Boro	350	Bodo	
317317	uptay	turn upside down; oppose	v	Bhat-Boro	350	Bodo	
317318	upra	additional / excess		Bhat-Boro	350	Bodo	
317319	upray	throw off / scatter; neglect	v	Bhat-Boro	350	Bodo	
317320	ubri	angry / arrogant		Bhat-Boro	350	Bodo	
317321	ubriya	person who does not agree with others		Bhat-Boro	350	Bodo	
317322	uyi	ant (white)		Bhat-Boro	350	Bodo	
317323	úr	scoop out	v	Bhat-Boro	350	Bodo	
317324	ura	bed bug		Bhat-Boro	350	Bodo	
317325	uran	go up one side of a cart, because the other side i	v	Bhat-Boro	350	Bodo	
317326	uran zahad	airplane		Bhat-Boro	350	Bodo	
317327	urimay	rice (jungle , kind of, growing in water)		Bhat-Boro	350	Bodo	
317328	urúŋ	rope of tender bamboo used for tying and also for		Bhat-Boro	350	Bodo	
317329	urká urkí	surface, very rough, as that of planks or floor		Bhat-Boro	350	Bodo	
317330	urmal	handkerchief		Bhat-Boro	350	Bodo	
317331	urlú	suck	v	Bhat-Boro	350	Bodo	
317332	ullú	suck	v	Bhat-Boro	350	Bodo	
317333	ulapát	city / capital		Bhat-Boro	350	Bodo	
317334	ula mala	hurrying / helter skelter		Bhat-Boro	350	Bodo	
317335	ulta palta	topsy turvy		Bhat-Boro	350	Bodo	
317336	ultaŋ paltaŋ	topsy turvy; upside down		Bhat-Boro	350	Bodo	
317337	ullá	person with spread lips (male)		Bhat-Boro	350	Bodo	
317338	ullí	person with spread lips (female)		Bhat-Boro	350	Bodo	
317339	ulli	shouting (kind of, done during a marriage)		Bhat-Boro	350	Bodo	
317340	u◦wá	bamboo		Bhat-Boro	350	Bodo	
317341	u◦wá gubəy	bamboo found in hills		Bhat-Boro	350	Bodo	
317342	u◦wá◦tay	bamboo found in hills		Bhat-Boro	350	Bodo	
317343	u◦wá burka	bamboo full of knots		Bhat-Boro	350	Bodo	
317344	u◦wá◦ri	caste representing the suppliers of bamboo to king		Bhat-Boro	350	Bodo	
317345	uwaŋ	open (partly)		Bhat-Boro	350	Bodo	
317346	uwaŋ	tiger		Bhat-Boro	350	Bodo	
317347	usáw badaw	person who is very much worried or unhappy		Bhat-Boro	350	Bodo	
317348	usáni	glutton		Bhat-Boro	350	Bodo	
317349	usí paw	increase in number	v	Bhat-Boro	350	Bodo	
317350	usíŋgra	grasshopper (kind of, edible brown colored )		Bhat-Boro	350	Bodo	
317351	gusíŋgra	grasshopper (kind of, edible brown colored )		Bhat-Boro	350	Bodo	
317352	usu	festival / celebration		Bhat-Boro	350	Bodo	
317353	usu pisu	noisy / disorderly		Bhat-Boro	350	Bodo	
317354	usúŋ	partition for the kitchen		Bhat-Boro	350	Bodo	
317355	usúnday	water in which the rice has been washed		Bhat-Boro	350	Bodo	
317356	usúnda	firewood (half-burnt)		Bhat-Boro	350	Bodo	
317357	usurgi	give presents	v	Bhat-Boro	350	Bodo	
317358	ussú	stumble and hit the ground with the face	v	Bhat-Boro	350	Bodo	
317359	uzi	come up / appear; sprout from inside the earth	v	Bhat-Boro	350	Bodo	
317360	uha	breath		Bhat-Boro	350	Bodo	
317361	é	this one		Bhat-Boro	350	Bodo	
317366	eségrab	this much		Bhat-Boro	350	Bodo	
317367	eséba	this much		Bhat-Boro	350	Bodo	
317370	ekór	some		Bhat-Boro	350	Bodo	
317371	epá	bit by bit		Bhat-Boro	350	Bodo	
317372	epá enə́y	some		Bhat-Boro	350	Bodo	
317373	ekənbla	sometimes		Bhat-Boro	350	Bodo	
317374	eku tá	unit; lonely		Bhat-Boro	350	Bodo	
317375	ekonbla	if; when		Bhat-Boro	350	Bodo	
317376	ektáb	press in	v	Bhat-Boro	350	Bodo	
317377	ektú	goad / prick / tickle	v	Bhat-Boro	350	Bodo	
317378	egráŋ	tease	v	Bhat-Boro	350	Bodo	
317379	ekrób	wrinkle	v	Bhat-Boro	350	Bodo	
317380	egraw	eleven		Bhat-Boro	350	Bodo	
317381	egré bergré	disorderly		Bhat-Boro	350	Bodo	
317382	éŋ	take from above	v	Bhat-Boro	350	Bodo	
317383	éŋ	angrily		Bhat-Boro	350	Bodo	
317384	éŋ	asking again and again		Bhat-Boro	350	Bodo	
317385	eŋkur	broken rice for fowls		Bhat-Boro	350	Bodo	
317386	eŋkúr berd	hornet (kind of, very small having greenish color)		Bhat-Boro	350	Bodo	
317387	eŋkór	reed		Bhat-Boro	350	Bodo	
317388	eŋkrí	curry		Bhat-Boro	350	Bodo	
317389	eŋgə́r	let loose	v	Bhat-Boro	350	Bodo	
317390	eŋgay	spread a little	v	Bhat-Boro	350	Bodo	
317392	edáw	tease	v	Bhat-Boro	350	Bodo	
317393	enay	pointed, make	v	Bhat-Boro	350	Bodo	
317394	enay	enemy	v	Bhat-Boro	350	Bodo	
317395	ena eni	enmity		Bhat-Boro	350	Bodo	
317396	enay	more	v	Bhat-Boro	350	Bodo	
317397	ensə́ enlá	many		Bhat-Boro	350	Bodo	
317398	enta pitá	cake (kind of)		Bhat-Boro	350	Bodo	
317399	enda	plant (kind of, used for fencing a garden)		Bhat-Boro	350	Bodo	
317400	endi	silk (kind of)		Bhat-Boro	350	Bodo	
317401	endlá	person with a flat nose (male)		Bhat-Boro	350	Bodo	
317402	endlí	person with a flat nose (female)		Bhat-Boro	350	Bodo	
317403	enzor	rat		Bhat-Boro	350	Bodo	
317404	enzor buŋga	rat (kind of, big)		Bhat-Boro	350	Bodo	
317405	edzod pagla	plant (kind of, whose fruits are used to poison ra		Bhat-Boro	350	Bodo	
317406	eplé	hide something	v	Bhat-Boro	350	Bodo	
317407	ebré	hide	vi	Bhat-Boro	350	Bodo	
317408	ebló	hide inside mud etc. (fish)	v	Bhat-Boro	350	Bodo	
317409	eplé	mix together	v	Bhat-Boro	350	Bodo	
317410	eba	or		Bhat-Boro	350	Bodo	
317411	ebaw	touch the soft places of someone; put on a soft pl	v	Bhat-Boro	350	Bodo	
317412	ebó	touch the soft places of someone; put on a soft pl	v	Bhat-Boro	350	Bodo	
317414	ebró	person with his face full of pock marks		Bhat-Boro	350	Bodo	
317415	ém	mat		Bhat-Boro	350	Bodo	
