ID	rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
132	127968	kah	upper back		RC-ChepQ	452	Chepang (Eastern)	5.5.1
133	127969	giŋ	lower back		RC-ChepQ	452	Chepang (Eastern)	5.5.2
134	127970	riḍhə	backbone / spine		RC-ChepQ	452	Chepang (Eastern)	5.5.4
135	127971	giŋ◦khurʔ	hunchback		RC-ChepQ	452	Chepang (Eastern)	5.5.6
136	127972	hwoyŋh	waist		RC-ChepQ	452	Chepang (Eastern)	5.6
137	127973	pam/hemh/hwoyŋh	waist		RC-ChepQ	452	Chepang (Eastern)	5.6
138	127974	tuk	belly / abdomen (outer bulge)		RC-ChepQ	452	Chepang (Eastern)	5.7
139	127975	toy	navel		RC-ChepQ	452	Chepang (Eastern)	5.7.1
140	127976	kil	hip joint		RC-ChepQ	452	Chepang (Eastern)	5.8.2
141	127977	por	haunches (of animal)		RC-ChepQ	452	Chepang (Eastern)	5.8.3
142	127978	(plek)◦ghak	crotch / fork of legs		RC-ChepQ	452	Chepang (Eastern)	5.9
143	127979	baŋkəna	swollen lymph nodes (of groin)		RC-ChepQ	452	Chepang (Eastern)	5.9.1
144	127980	gruʔ	swollen lymph nodes (of groin)		RC-ChepQ	452	Chepang (Eastern)	5.9.1
145	127981	por	rump		RC-ChepQ	452	Chepang (Eastern)	5.10
146	127982	por	buttocks		RC-ChepQ	452	Chepang (Eastern)	5.10.1
147	127983	kray◦ki◦meʔ◦tat	tailbone / coccyx		RC-ChepQ	452	Chepang (Eastern)	5.10.2
148	127984	meʔ	tail (of animal)		RC-ChepQ	452	Chepang (Eastern)	5.10.3
149	127985	krut	arm		RC-ChepQ	452	Chepang (Eastern)	6.1
150	127986	ʔaka◦cyul	underarm / armpit		RC-ChepQ	452	Chepang (Eastern)	6.1.1
151	127987	yus◦naʔ	tickle		RC-ChepQ	452	Chepang (Eastern)	6.1.1.1
152	127988	bal	upperarm		RC-ChepQ	452	Chepang (Eastern)	6.1.2
153	127989	yuʔmayʔ	arm muscles / biceps		RC-ChepQ	452	Chepang (Eastern)	6.1.3
154	127990	ku◦cyu◦li	elbow		RC-ChepQ	452	Chepang (Eastern)	6.1.4
155	127991	krut	forearm / lower arm		RC-ChepQ	452	Chepang (Eastern)	6.1.5
156	127992	hnek	wrist		RC-ChepQ	452	Chepang (Eastern)	6.1.6
157	127993	krut	hand		RC-ChepQ	452	Chepang (Eastern)	6.1.7
158	127994	krut◦pak	palm		RC-ChepQ	452	Chepang (Eastern)	6.1.7.1
159	127995	tup	fist		RC-ChepQ	452	Chepang (Eastern)	6.1.7.3
160	127996	ŋoy◦krut	right hand		RC-ChepQ	452	Chepang (Eastern)	6.1.7.4
161	127997	weʔ◦krut	left hand		RC-ChepQ	452	Chepang (Eastern)	6.1.7.5
162	127998	kherʔ	fin (of fish)		RC-ChepQ	452	Chepang (Eastern)	6.1.8
163	127999	pap	wing (of bird)		RC-ChepQ	452	Chepang (Eastern)	6.1.9
164	128000	dom	leg		RC-ChepQ	452	Chepang (Eastern)	6.2
165	128001	plek	thigh		RC-ChepQ	452	Chepang (Eastern)	6.2.1
166	128002	(plek)yoliŋ	thigh bone / femur		RC-ChepQ	452	Chepang (Eastern)	6.2.1.1
167	128003	yoŋh◦ri	hamstring		RC-ChepQ	452	Chepang (Eastern)	6.2.1.2
168	128004	kryoŋ	knee		RC-ChepQ	452	Chepang (Eastern)	6.2.2
169	128005	ŋol◦tum	knee cap / patella		RC-ChepQ	452	Chepang (Eastern)	6.2.2.1
170	128006	kryoŋʔ	knee hollow / popliteal region		RC-ChepQ	452	Chepang (Eastern)	6.2.2.2
171	128007	gloŋh	shin bone / tibia		RC-ChepQ	452	Chepang (Eastern)	6.2.3.1
172	128008	thomh	calf		RC-ChepQ	452	Chepang (Eastern)	6.2.4
173	128009	yuʔ◦mik	ankle bone		RC-ChepQ	452	Chepang (Eastern)	6.2.5.1
174	128010	dom	foot		RC-ChepQ	452	Chepang (Eastern)	6.2.6
175	128011	godeʔ	heel		RC-ChepQ	452	Chepang (Eastern)	6.2.6.1
176	128012	dhyaw◦nya	achilles tendon		RC-ChepQ	452	Chepang (Eastern)	6.2.6.2
177	128013	dom◦pak	sole		RC-ChepQ	452	Chepang (Eastern)	6.2.6.5
178	128014	halʔ	footprint		RC-ChepQ	452	Chepang (Eastern)	6.2.6.7
179	128015	dom◦cok	hoof (of animal)		RC-ChepQ	452	Chepang (Eastern)	6.2.6.8
180	128016	klyoy◦baŋ	crippled / lame		RC-ChepQ	452	Chepang (Eastern)	6.2.7
181	128017	dom klyoynaʔ	limp	v	RC-ChepQ	452	Chepang (Eastern)	6.2.8
182	128018	(krut)◦brəyh	finger		RC-ChepQ	452	Chepang (Eastern)	7.1
183	128019	doy◦chumʔ	index finger		RC-ChepQ	452	Chepang (Eastern)	7.1.1
184	128020	ma◦geʔ	middle finger		RC-ChepQ	452	Chepang (Eastern)	7.1.2
185	128021	geʔchumʔ	ring finger		RC-ChepQ	452	Chepang (Eastern)	7.1.3
186	128022	geʔ◦chik	little finger		RC-ChepQ	452	Chepang (Eastern)	7.1.4
187	128023	ma◦dəmʔ	thumb		RC-ChepQ	452	Chepang (Eastern)	7.1.5
188	128024	dom◦brəyh	toe		RC-ChepQ	452	Chepang (Eastern)	7.2
189	128025	(dom) ma◦dəmʔ	big toe		RC-ChepQ	452	Chepang (Eastern)	7.2.1
190	128026	kroh	knuckle (joint of digit)		RC-ChepQ	452	Chepang (Eastern)	7.3
191	128027	sən	nail		RC-ChepQ	452	Chepang (Eastern)	7.4
192	128028	(krut)◦sən	fingernail		RC-ChepQ	452	Chepang (Eastern)	7.4.1
193	128029	(dom)◦sən	toenail		RC-ChepQ	452	Chepang (Eastern)	7.4.2
194	128030	sən	claw (of animal)		RC-ChepQ	452	Chepang (Eastern)	7.4.3
195	128031	sən	talon (of bird)		RC-ChepQ	452	Chepang (Eastern)	7.4.4
196	128032	dam◦bəla	pincers (eg. of crab)		RC-ChepQ	452	Chepang (Eastern)	7.4.5
197	128033	myaŋ	hair of head		RC-ChepQ	452	Chepang (Eastern)	8.1.1
198	128034	kewʔ	cowlick (flexure in hair)		RC-ChepQ	452	Chepang (Eastern)	8.1.1.1
199	128035	gon◦che	moustache		RC-ChepQ	452	Chepang (Eastern)	8.1.2
200	128036	gon◦che	beard		RC-ChepQ	452	Chepang (Eastern)	8.1.2.1
201	128037	gon◦che	moustache		RC-ChepQ	452	Chepang (Eastern)	8.1.2.3
202	128038	menʔ	body hair		RC-ChepQ	452	Chepang (Eastern)	8.1.3
203	128039	menʔ	fur (of animal)		RC-ChepQ	452	Chepang (Eastern)	8.1.4
204	128040	menʔ	feather (of bird)		RC-ChepQ	452	Chepang (Eastern)	8.1.5
205	128041	phep◦pap	feather (of bird)		RC-ChepQ	452	Chepang (Eastern)	8.1.5
206	128042	pun	skin		RC-ChepQ	452	Chepang (Eastern)	8.2
207	128043	hləp◦rə◦tiʔ	sweat / perspiration		RC-ChepQ	452	Chepang (Eastern)	8.2.1
208	128044	ku◦liŋ	pore		RC-ChepQ	452	Chepang (Eastern)	8.2.2
209	128045	dyus	pimple		RC-ChepQ	452	Chepang (Eastern)	8.2.3.2
210	128046	cik	mole		RC-ChepQ	452	Chepang (Eastern)	8.2.3.3
211	128047	cik	wart		RC-ChepQ	452	Chepang (Eastern)	8.2.3.4
212	128048	her	cyst		RC-ChepQ	452	Chepang (Eastern)	8.2.3.5
213	128049	ca	scar		RC-ChepQ	452	Chepang (Eastern)	8.2.3.7
214	128050	krəyh	wrinkle		RC-ChepQ	452	Chepang (Eastern)	8.2.3.8
215	128051	sram◦naca	rash		RC-ChepQ	452	Chepang (Eastern)	8.2.3.9
216	128052	sos◦naʔ	itch  /  be itchy	v	RC-ChepQ	452	Chepang (Eastern)	8.2.3.10
217	128053	ca◦rok	scab		RC-ChepQ	452	Chepang (Eastern)	8.2.4
218	128054	kaw	scales (of fish)		RC-ChepQ	452	Chepang (Eastern)	8.2.5
219	128055	chala (Nepali)	hide / leather (dried animal s		RC-ChepQ	452	Chepang (Eastern)	8.2.6
220	128056	chəwʔ	fat		RC-ChepQ	452	Chepang (Eastern)	8.3
221	128057	ʔenʔ◦chəwʔ	fat around intestines / omentum		RC-ChepQ	452	Chepang (Eastern)	8.3.1
222	128058	sa◦ti	oil / grease (for cooking)		RC-ChepQ	452	Chepang (Eastern)	8.3.2
223	128059	hrus	bone		RC-ChepQ	452	Chepang (Eastern)	8.4
224	128060	yon◦ko◦la	skeleton		RC-ChepQ	452	Chepang (Eastern)	8.4.1
225	128061	sirə	marrow		RC-ChepQ	452	Chepang (Eastern)	8.4.3
226	128062	soʔ	sinew / tendon (muscle to bone		RC-ChepQ	452	Chepang (Eastern)	8.5
227	128063	soʔ	ligament (bone to bone)		RC-ChepQ	452	Chepang (Eastern)	8.6
228	128064	wəyʔ	blood		RC-ChepQ	452	Chepang (Eastern)	8.7
229	128065	soʔ	blood vessel / vein / artery		RC-ChepQ	452	Chepang (Eastern)	8.7.1
230	128066	wəyʔ◦naʔ	bleed	v	RC-ChepQ	452	Chepang (Eastern)	8.7.2
231	128067	yuʔ◦mayʔ	swelling of muscle		RC-ChepQ	452	Chepang (Eastern)	8.8.1
232	128068	soʔ	nerve		RC-ChepQ	452	Chepang (Eastern)	8.10
233	128069	puh◦kliʔ	brain		RC-ChepQ	452	Chepang (Eastern)	9.1
234	128070	sirə	marrow		RC-ChepQ	452	Chepang (Eastern)	9.1.2
235	128071	pop	lung		RC-ChepQ	452	Chepang (Eastern)	9.2
236	128072	prop	lung		RC-ChepQ	452	Chepang (Eastern)	9.2
237	128073	hawh lamʔ◦naʔ	breathe heavily	v	RC-ChepQ	452	Chepang (Eastern)	9.2.1
238	128074	hawh lamʔ◦naʔ	pant	v	RC-ChepQ	452	Chepang (Eastern)	9.2.2
239	128075	mut◦naʔ	blow (mouth)		RC-ChepQ	452	Chepang (Eastern)	9.2.3
240	128076	huyk◦naʔ	blow (mouth)		RC-ChepQ	452	Chepang (Eastern)	9.2.3
241	128077	syo◦naʔ	blow (mouth)		RC-ChepQ	452	Chepang (Eastern)	9.2.3
242	128078	kəm◦pət	gill (of fish)		RC-ChepQ	452	Chepang (Eastern)	9.2.4
243	128079	har	phlegm		RC-ChepQ	452	Chepang (Eastern)	9.2.5
244	128080	hluŋ◦(gore)	heart		RC-ChepQ	452	Chepang (Eastern)	9.3
245	128081	hluŋ sraw◦naʔ	heartbeat		RC-ChepQ	452	Chepang (Eastern)	9.3.1
246	128082	nari	pulse		RC-ChepQ	452	Chepang (Eastern)	9.3.2
247	128083	tuk◦kliʔ	viscera / guts / entrails (in		RC-ChepQ	452	Chepang (Eastern)	9.4
248	128084	sinh	liver		RC-ChepQ	452	Chepang (Eastern)	9.5
249	128085	hi	bile		RC-ChepQ	452	Chepang (Eastern)	9.5.1
250	128086	hi	gall bladder		RC-ChepQ	452	Chepang (Eastern)	9.5.2
251	128087	gəl	kidney		RC-ChepQ	452	Chepang (Eastern)	9.6
252	128088	chyus◦ru◦dum	urinary bladder		RC-ChepQ	452	Chepang (Eastern)	9.7
253	128089	chyus	urine		RC-ChepQ	452	Chepang (Eastern)	9.7.1
254	128090	chyuʔ◦naʔ	urinate	v	RC-ChepQ	452	Chepang (Eastern)	9.7.2
255	128091	leh	spleen		RC-ChepQ	452	Chepang (Eastern)	9.8
256	128092	tuk◦pun	stomach		RC-ChepQ	452	Chepang (Eastern)	9.10
257	128093	yoŋ◦kliʔ	intestines / bowels		RC-ChepQ	452	Chepang (Eastern)	9.11
258	128094	dum◦yoŋ◦kliʔ	large intestine		RC-ChepQ	452	Chepang (Eastern)	9.11.1
259	128095	wirh◦yoŋ◦kli	small intestine		RC-ChepQ	452	Chepang (Eastern)	9.11.2
260	128096	por◦ghaŋ	anus / rectum		RC-ChepQ	452	Chepang (Eastern)	9.12
261	128097	por◦thyo◦reŋ	anus / rectum		RC-ChepQ	452	Chepang (Eastern)	9.12
262	128098	kliʔ	feces / shit		RC-ChepQ	452	Chepang (Eastern)	9.12.1
263	128099	ʔay◦laŋ◦kliʔ	meconium / baby shit		RC-ChepQ	452	Chepang (Eastern)	9.12.2
264	128100	ʔot◦naʔ	defecate	v	RC-ChepQ	452	Chepang (Eastern)	9.12.3
265	128101	təyŋ	genitalia / pudenda (male)		RC-ChepQ	452	Chepang (Eastern)	10.1
266	128102	tuʔ	genitalia / pudenda (female)		RC-ChepQ	452	Chepang (Eastern)	10.1
267	128103	luʔ◦naʔ	copulate		RC-ChepQ	452	Chepang (Eastern)	10.2
268	128104	goyʔ◦coʔ	male		RC-ChepQ	452	Chepang (Eastern)	10.3
269	128105	təyŋ	penis		RC-ChepQ	452	Chepang (Eastern)	10.3.1
270	128106	təŋ	penis		RC-ChepQ	452	Chepang (Eastern)	10.3.1
271	128107	təyŋ◦ta◦laŋ	glans penis		RC-ChepQ	452	Chepang (Eastern)	10.3.2
272	128108	təyŋ◦thyo◦reŋ	foreskin		RC-ChepQ	452	Chepang (Eastern)	10.3.3
273	128109	krak◦pun	scrotum		RC-ChepQ	452	Chepang (Eastern)	10.3.4
274	128110	krak	testicle		RC-ChepQ	452	Chepang (Eastern)	10.3.5
275	128111	krak◦mənʔ	male pubic hair		RC-ChepQ	452	Chepang (Eastern)	10.3.6
276	128112	təyŋ◦kliʔ	semen		RC-ChepQ	452	Chepang (Eastern)	10.3.7
277	128113	plekeʔ◦naʔ	castrate	v	RC-ChepQ	452	Chepang (Eastern)	10.3.9
278	128114	momʔ◦coʔ	female		RC-ChepQ	452	Chepang (Eastern)	10.4
279	128115	tuʔ◦ghaŋ	vagina		RC-ChepQ	452	Chepang (Eastern)	10.4.1
280	128116	tuʔ◦bleŋ	vulva / labia		RC-ChepQ	452	Chepang (Eastern)	10.4.2
281	128117	cin	clitoris		RC-ChepQ	452	Chepang (Eastern)	10.4.4
282	128118	tuʔ◦menʔ	female pubic hair		RC-ChepQ	452	Chepang (Eastern)	10.4.5
283	128119	nay◦ro waŋ◦naʔ	menstruate	v	RC-ChepQ	452	Chepang (Eastern)	10.4.6
284	128120	ʔaŋ◦rəyʔ	menstrual blood		RC-ChepQ	452	Chepang (Eastern)	10.4.7
285	128121	nay◦ro	menstrual blood		RC-ChepQ	452	Chepang (Eastern)	10.4.7
286	128122	so◦nalʔ	womb		RC-ChepQ	452	Chepang (Eastern)	10.4.8
287	128123	payʔ	placenta		RC-ChepQ	452	Chepang (Eastern)	10.4.11
288	128124	payʔ◦ra	umbilical cord		RC-ChepQ	452	Chepang (Eastern)	10.4.12
289	128125	coʔ (tuk) lat◦naʔ	pregnant	be	RC-ChepQ	452	Chepang (Eastern)	10.4.14
290	128126	coʔ ʔot◦naʔ	birth, give		RC-ChepQ	452	Chepang (Eastern)	10.4.15
291	128127	ʔum	egg (of birds, insects)		RC-ChepQ	452	Chepang (Eastern)	10.4.16
292	128128	syup◦naʔ	cough	v	RC-ChepQ	452	Chepang (Eastern)	11.1
293	128129	hluk◦ʔunʔ◦ja	hiccup	n	RC-ChepQ	452	Chepang (Eastern)	11.2
294	128130	jhiŋh◦naʔ	sneeze	v	RC-ChepQ	452	Chepang (Eastern)	11.3
295	128131	hŋrok◦naʔ	snore	v	RC-ChepQ	452	Chepang (Eastern)	11.4
296	128132	ʔus◦naʔ	whistle	v	RC-ChepQ	452	Chepang (Eastern)	11.5
297	128133	huyk◦naʔ	whistle	v	RC-ChepQ	452	Chepang (Eastern)	11.5
298	128134	khuyk◦naʔ	whistle	v	RC-ChepQ	452	Chepang (Eastern)	11.5
