ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
4749	483462	jap.ʔinʔ.ti nyas-	create	vt.	RC-DOC	1977	Chepang	
4750	483463	coʔ nyas-	cause to conceive	vt.	RC-DOC	1977	Chepang	
4751	483464	nyah	falling	onom.	RC-DOC	1977	Chepang	
4752	483465	nyah-	rest, put down load	vit.	RC-DOC	1977	Chepang	
4753	483466	nyu.chət.ti	place (cos.), in the heavens	n.	RC-DOC	1977	Chepang	
4754	483467	nyu.do.ʔa	world (above?) , heavens	n.	RC-DOC	1977	Chepang	
4755	483468	nyu.do.ri	place (cos.), the heavens	n.	RC-DOC	1977	Chepang	
4756	483469	nyu.nyu.la	plant (sp.), vine used for tying, making traps	n.	RC-DOC	1977	Chepang	
4757	483470	nyu.ris	place (cos.), underworld (relative to any level of the cosmos)	n.	RC-DOC	1977	Chepang	
4758	483471	nyu.ryuŋʔ.khu	lying down (small person, animal)	onom.	RC-DOC	1977	Chepang	
4759	483472	nyu.ryuŋʔ.khu nya.ryaŋʔ.kha	lying down (small and large persons or animals)	onom.	RC-DOC	1977	Chepang	
4760	483473	nyu.sə.ti	place, realm (cosmological)	n.	RC-DOC	1977	Chepang	
4761	483474	nyut-	rub surfaces together, rub with fingers (to remove husk, fur of peach, etc.)	vt.	RC-DOC	1977	Chepang	
4762	483475	mik nyut-	rub eyes	vt.	RC-DOC	1977	Chepang	
4763	483476	nyunh-	rumpled, shrunken (cloth), puckered	va.	RC-DOC	1977	Chepang	
4764	483477	nyunh-	strip off bark cleanly, in thin layers	vi.	RC-DOC	1977	Chepang	
4765	483478	nyup-	soft, fine texture	va.	RC-DOC	1977	Chepang	
4766	483479	nyum-	tasty	va.	RC-DOC	1977	Chepang	
4767	483480	nyumʔ-	take a liking to, appeal to, be appetizing, cause to desire (food)	vt.	RC-DOC	1977	Chepang	
4768	483481	nyumh-	receive punishment, get into trouble, suffer	vat.	RC-DOC	1977	Chepang	
4769	483482	nyur.la	plant (sp.), thin vine, splits finely (for fishing line, etc.)	n.	RC-DOC	1977	Chepang	
4770	483483	nyurh-	strip, shrink unevenly	vi.	RC-DOC	1977	Chepang	
4771	483484	nyuh.lik	looped, humped (as a small moving caterpillar)	onom.	RC-DOC	1977	Chepang	
4772	483485	-nye	Alternative Coordination; or Interrogative (Referential or Situational); (WD)	fn.	RC-DOC	1977	Chepang	
4773	483486	-nyet	Alternative Coordination; or Interrogative (Referential or Situational) concerning something involving the hearer	fn.	RC-DOC	1977	Chepang	
4774	483487	nyoʔ-	dab, dip grain food into curry, push plant into earth	vt.	RC-DOC	1977	Chepang	
4775	483488	nyoŋo-	stretch (neck) down to reach, graze	vai.	RC-DOC	1977	Chepang	
4776	483489	nyonʔ-	suck (using tongue), suckle	vt.	RC-DOC	1977	Chepang	
4777	483490	nyop-	pick up things together (as hot pot with cloth)	vt.	RC-DOC	1977	Chepang	
4778	483491	nyoy-	slow of speech, humming (top)	va.	RC-DOC	1977	Chepang	
4779	483492	nyoy(o)-	cloying, be of sickly sweetness	va.	RC-DOC	1977	Chepang	
4780	483493	nyoy.to noʔ-	slow of speech	va.	RC-DOC	1977	Chepang	
4781	483494	nyoyʔ-	tough, neither brittle nor limp, be supple	va.	RC-DOC	1977	Chepang	
4782	483495	nyorʔ-	deformed, bent out of line, kinked (esp. neck when carrying)	vat.	RC-DOC	1977	Chepang	
4783	483496	nyol	mucus of mouth, glutinous sap of taro	n.	RC-DOC	1977	Chepang	
4784	483497	nyolʔ-	turned, bent over (blade edge)	va.	RC-DOC	1977	Chepang	
4785	483498	-pə	Hortative {-paʔ}	fn.	RC-DOC	1977	Chepang	
4786	483499	pə.ku.waʔ	bird (sp.), Tawny Fish Owl	n.	RC-DOC	1977	Chepang	
4787	483500	pə.rə.rə	sound of talking	onom.	RC-DOC	1977	Chepang	
4788	483501	pə.rin	bowstring (made of bamboo strip) (<N)	n.	RC-DOC	1977	Chepang	
4789	483502	pək-	break, shatter, crack, split (clay pot, etc.)	vi.	RC-DOC	1977	Chepang	
4790	483503	hluŋ pək-	weaken (heart - after high fever)	vi.	RC-DOC	1977	Chepang	
4791	483504	pəkəʔ-	break open fruit (Chyuri) to examine seed	vt.	RC-DOC	1977	Chepang	
4792	483505	pəŋ	gap in trees where net is hung	n.	RC-DOC	1977	Chepang	
4793	483506	pəŋ-	be a gap, be emptied, vacated	va.	RC-DOC	1977	Chepang	
4794	483507	khen pəŋ-	sunken (nose bridge)	va.	RC-DOC	1977	Chepang	
4795	483508	pəŋʔ-	torn into holes, ripped apart	va.	RC-DOC	1977	Chepang	
4796	483509	pəŋh-	trap fish in bypassed pool	vt.	RC-DOC	1977	Chepang	
4797	483510	pəŋh.ŋaʔ	fish (gen.), trapped in pool	n.	RC-DOC	1977	Chepang	
4798	483511	pəŋh.pəŋh	very savoury	onom.	RC-DOC	1977	Chepang	
4799	483512	pət-	twist hair into bun	vt.	RC-DOC	1977	Chepang	
4800	483513	pət.tək-	slip off edge	vi.	RC-DOC	1977	Chepang	
4801	483514	pət.la	ribbon (<N patlo)	n.	RC-DOC	1977	Chepang	
4802	483515	pən	insect (sp.), bedbug	n.	RC-DOC	1977	Chepang	
4803	483516	pən.dhya.ro	water spring (<N pəndhero)	n.	RC-DOC	1977	Chepang	
4804	483517	pənh	musty smell	n.	RC-DOC	1977	Chepang	
4805	483518	pənh-	have smell (sp.), musty (of millet, rice), not be good for sowing	va.	RC-DOC	1977	Chepang	
4806	483519	pəy.chənʔ-	flow (esp. milk)	vi.	RC-DOC	1977	Chepang	
4807	483520	pəy.sa	money (<N pəisa)	n.	RC-DOC	1977	Chepang	
4808	483521	pəy.sa.ŋaʔ	fish (sp.), with coin-like spots, genus Puntius	n.	RC-DOC	1977	Chepang	
4809	483522	pəyk-	reforested, be well grown (trees on previously cleared field), be overgrown with shrubs, trees	va.	RC-DOC	1977	Chepang	
4810	483523	pəyk.caʔ	husband and wife	nk.	RC-DOC	1977	Chepang	
4811	483524	pəyk.coŋ	husband and wives	nk.	RC-DOC	1977	Chepang	
4812	483525	pəyŋh-	wind, knock breath out of	vt.	RC-DOC	1977	Chepang	
4813	483526	pəyh.la	completely, certainly	adv.	RC-DOC	1977	Chepang	
4814	483527	pərə-	necessary (<N pər- befall, behove)	va.	RC-DOC	1977	Chepang	
4815	483528	pər.mi	gathering at top of skirt, etc., where things can be put	n.	RC-DOC	1977	Chepang	
4816	483529	diŋ.pər.mi	place where spirit puts human spirit	n.	RC-DOC	1977	Chepang	
4817	483530	prə.lak	become right	onom.	RC-DOC	1977	Chepang	
4818	483531	pərhə-	read (<N pəDh)	vt.	RC-DOC	1977	Chepang	
4819	483532	pəl.tə	occasion, time (<N)	nt.	RC-DOC	1977	Chepang	
4820	483533	pəlʔ-	relapse (sickness), be stubborn, continually refuse to return	vi.	RC-DOC	1977	Chepang	
4821	483534	pəw	inner layer of banana palm trunk (from which new leaves come)	n.	RC-DOC	1977	Chepang	
4822	483535	pəw-	turned out or up, jut out, protrude, pout	va.	RC-DOC	1977	Chepang	
4823	483536	pəwʔ.waʔ	bird (sp.), Green-billed Malkoa	n.	RC-DOC	1977	Chepang	
4824	483537	pəs	odour, strong sweaty (as of armpit)	n.	RC-DOC	1977	Chepang	
4825	483538	pa	father (esp. as head of family)	nk.	RC-DOC	1977	Chepang	
4826	483539	-pa	male ancestor (esp. as a spirit)	nkb.	RC-DOC	1977	Chepang	
4827	483540	pa.gu.wala	plant (sp.), taro plant (ch.)	n.	RC-DOC	1977	Chepang	
4828	483541	pa.cə	drum part, iron staple (axial)	n.	RC-DOC	1977	Chepang	
4829	483542	pa.cə.rə	family	nk.	RC-DOC	1977	Chepang	
4830	483543	pa.caʔ	father and mother	nk.	RC-DOC	1977	Chepang	
4831	483544	pa.tik	plant (sp.), bitter leaves - rubbed on as purifying agent, Wormwood	n.	RC-DOC	1977	Chepang	
4832	483545	pa.turʔ.si.hla	bird (sp.), large, reddish, with white around eyes; a falcon?	n.	RC-DOC	1977	Chepang	
4833	483546	pa.to pa.to	rattling	onom.	RC-DOC	1977	Chepang	
4834	483547	pa.thalʔ	stone, large flat (<N pətthər)	n.	RC-DOC	1977	Chepang	
4835	483548	diŋ pa.thalʔ	stone seat (used by spirits)	n.	RC-DOC	1977	Chepang	
4836	483549	pa.thi	small basket made of krənh grass, often used as measure, of about 8 litres capacity (<N)	n.	RC-DOC	1977	Chepang	
4837	483550	pa.dalʔ	ancestors (male)	nk.	RC-DOC	1977	Chepang	
4838	483551	pa.bas.raŋ	place (ch.)	n.	RC-DOC	1977	Chepang	
4839	483552	pa.raŋ	sunlit place, ray of sun, edge of shadow	n.	RC-DOC	1977	Chepang	
4840	483553	nyam.pa.raŋ	rays of sun, sunlight	n.	RC-DOC	1977	Chepang	
4841	483554	pa.raŋ.məyʔ	people living to east	n.	RC-DOC	1977	Chepang	
4842	483555	pa.raŋ-	intervene, chide (esp. in defence of a child being beaten)	vt.	RC-DOC	1977	Chepang	
4843	483556	pa.rya.rya	noisily advance	onom.	RC-DOC	1977	Chepang	
4844	483557	-paʔ	Hortative, Permissive	fn.	RC-DOC	1977	Chepang	
4845	483558	paʔ-	share extra (food, etc.), supplement by sharing left-overs, do second sowing, help (ext.)	vt.	RC-DOC	1977	Chepang	
4846	483559	paʔ.cə.ro	plant (sp.), small, white flower used to decorate drum for Chonam festival	n.	RC-DOC	1977	Chepang	
4847	483560	paʔ.chənʔ-	increase volume or weight (as after sickness), increase in number (new leaves)	vat.	RC-DOC	1977	Chepang	
4848	483561	paʔ.pu.tuŋ	insect (sp.), green tree parasite	n.	RC-DOC	1977	Chepang	
4849	483562	pa.lənʔ-	repeat instruction, recall	vt.	RC-DOC	1977	Chepang	
4850	483563	pa.lənʔ.ʔi	increase, produce, sustenance	n.	RC-DOC	1977	Chepang	
4851	483564	pak	crack (hitting of hail, splitting of drum)	onom.	RC-DOC	1977	Chepang	
4852	483565	-pak	(sole of) foot, palm of hand	nb.	RC-DOC	1977	Chepang	
4853	483566	-pak	measure (sp.), hand breadth	nms.	RC-DOC	1977	Chepang	
4854	483567	pak-	sort out solid or inedible part of food in mouth (e.g. wax from honeycomb, fibres of fruit)	vt.	RC-DOC	1977	Chepang	
4855	483568	pak.pa.ram	tree (sp.), large, with edible flower buds and fruit	n.	RC-DOC	1977	Chepang	
4856	483569	paŋ	husband's younger brother	nk.	RC-DOC	1977	Chepang	
4857	483570	paŋ.ʔəw.li	firefly (B)	n.	RC-DOC	1977	Chepang	
4858	483571	paŋ.kat.waʔ	bird (sp.), Scops Owl	n.	RC-DOC	1977	Chepang	
4859	483572	paŋ.khuyʔ	insect (sp.), a leaf insect or shieldbug	n.	RC-DOC	1977	Chepang	
4860	483573	paŋ.khuyʔ.waʔ	bird (sp.), grey, Black-throated Babbler	n.	RC-DOC	1977	Chepang	
4861	483574	paŋ.gə-	block off path, entrance, river, etc.	vt.	RC-DOC	1977	Chepang	
4862	483575	paŋ.gə.nay	clothing (sp.), wrap-around cloth	n.	RC-DOC	1977	Chepang	
4863	483576	paŋ.gu	husband's younger brother (arch.)	nk.	RC-DOC	1977	Chepang	
4864	483577	paŋ.nam.goyʔ	plant (sp.), yam with tuber likekim.goyʔ, wild variety of Dioscorea sagittata	n.	RC-DOC	1977	Chepang	
4865	483578	paŋ.yəw.li	insect (sp.), firefly, a brown beetle with a light in its tail	n.	RC-DOC	1977	Chepang	
4866	483579	paŋʔ-	cover mouth (with hand, sari)	vt.	RC-DOC	1977	Chepang	
4867	483580	hmo.toŋ paŋʔ.kay-	signal to keep quiet	vi.	RC-DOC	1977	Chepang	
4868	483581	paŋʔ.ka.laŋ	insect (sp.), a beetle, greenish black, makes holes in bamboo	n.	RC-DOC	1977	Chepang	
4869	483582	paŋʔ.gu.li	insect (sp.), firefly, a brown beetle	n.	RC-DOC	1977	Chepang	
4870	483583	paŋh-	stuff into mouth, eat (dry food, flour, etc.) out of hand	vt.	RC-DOC	1977	Chepang	
4871	483584	pat-	soak up, absorb liquid	vt.	RC-DOC	1977	Chepang	
4872	483585	pan	regular feeding path (of animal, bird), haunt; fruiting stem (from trunk of certain species of fig)	n.	RC-DOC	1977	Chepang	
4873	483586	dut.sayʔ pan	lactation tubes	n.	RC-DOC	1977	Chepang	
4874	483587	nyam.pan	sun's rays, place lit by sunbeams	n.	RC-DOC	1977	Chepang	
4875	483588	pan-	go out from a centre (base, den, home), radiate outwards, follow regular track (animal, etc.); surround, lap around (with water, light - i.e. be in all directions outward)	vi.	RC-DOC	1977	Chepang	
4876	483589	tiʔ.ʔi pan.ʔo saʔ	island	n.	RC-DOC	1977	Chepang	
4877	483590	mik.kliʔ pan-	brim with tears (eyes)	vi.	RC-DOC	1977	Chepang	
4878	483591	han pan-	serve out beer from pot	vi.	RC-DOC	1977	Chepang	
4879	483592	panə kah.sə	anxiety	n.	RC-DOC	1977	Chepang	
4880	483593	panə.rə.ti	drink? (ch.)	n.	RC-DOC	1977	Chepang	
4881	483594	pan.cəlʔ	inner layer of bamboo (exposed after peeling of outer layer)	n.	RC-DOC	1977	Chepang	
4882	483595	pan.ta.kraŋ	lying in sleeping position (large person)	onom.	RC-DOC	1977	Chepang	
4883	483596	pan.de	shaman, religious healer	n.	RC-DOC	1977	Chepang	
4884	483597	pan.mənʔ.tiʔ	milk, beer (ch.)	n.	RC-DOC	1977	Chepang	
4885	483598	pan.ruŋ.diŋ	place (myth.?), to north	nn.	RC-DOC	1977	Chepang	
4886	483599	pan.la	lactation tubes	n.	RC-DOC	1977	Chepang	
4887	483600	panʔ-	tie around, bind together	vt.	RC-DOC	1977	Chepang	
4888	483601	panh-	tie around edge (weights of fish net)	vt.	RC-DOC	1977	Chepang	
4889	483602	panh.cyu.liŋ	bird (sp.), ground feeding, with crest, Hoopoe	n.	RC-DOC	1977	Chepang	
4890	483603	pap	wing, wing pinion	n.	RC-DOC	1977	Chepang	
4891	483604	pheh.pap	pinion	n.	RC-DOC	1977	Chepang	
4892	483605	jyu.riŋ.pap	early feathers of bird	n.	RC-DOC	1977	Chepang	
4893	483606	pap-	stammer, make unintelligible noise instead of speaking	vi.	RC-DOC	1977	Chepang	
4894	483607	pap.nərʔ.waʔ	bird (sp.), Domestic Fowl (ch.)	n.	RC-DOC	1977	Chepang	
4895	483608	pam	abdomen (esp. below navel)	n.	RC-DOC	1977	Chepang	
4896	483609	cyut.pam	lower abdomen	n.	RC-DOC	1977	Chepang	
4897	483610	pam.kewʔ.rek	bird (sp.), brown, slightly larger than cuckoo	n.	RC-DOC	1977	Chepang	
4898	483611	pamh-	bury (esp. dead body)	vt.	RC-DOC	1977	Chepang	
4899	483612	-pay	Direct Information Flow Marker (indicating that what is being spoken about is first-hand knowledge, or originates with the speaker)	fn.	RC-DOC	1977	Chepang	
4900	483613	pay-	fly back and forth (bird, bat)	vi.	RC-DOC	1977	Chepang	
4901	483614	payʔ.ʔa.lə	leafy ends of branches	n.	RC-DOC	1977	Chepang	
4902	483615	pay.himʔ	foothills, lower areas	n.	RC-DOC	1977	Chepang	
4903	483616	payʔ	fibres in fruit (esp. Chyuri)	n.	RC-DOC	1977	Chepang	
4904	483617	payʔ.(ma.duŋ)	bamboo (sp.), thin, with very fine leaves	n.	RC-DOC	1977	Chepang	
4905	483618	payʔ.(ra)	embrionic membrane, afterbirth	n.	RC-DOC	1977	Chepang	
4906	483619	payk-	return object, repay, give back	vt.	RC-DOC	1977	Chepang	
4907	483620	payh-	return to a centre; go back to home, den, sleeping place, starting place or base	vi.	RC-DOC	1977	Chepang	
4908	483621	bhaw.kəʔ payh-	marry (woman), go as bride to groom's home	vi.	RC-DOC	1977	Chepang	
4909	483622	par-	grimace, screw up face (as when about to cry)	vi.	RC-DOC	1977	Chepang	
4910	483623	par.yaŋ.gə	displaying	onom.	RC-DOC	1977	Chepang	
4911	483624	parʔ-	crouch, huddle close around (food, etc.), brood (hen, bees); be in attendance to sick person	vt.	RC-DOC	1977	Chepang	
4912	483625	parʔ.kuyʔ	animal (sp.), Dhole or Wild Dog	n.	RC-DOC	1977	Chepang	
4913	483626	parh	nest with clutch of eggs	n.	RC-DOC	1977	Chepang	
4914	483627	parhə.parhə	suddenly and sporadically	onom.	RC-DOC	1977	Chepang	
4915	483628	parh.yarh	suddenly	onom.	RC-DOC	1977	Chepang	
4916	483629	pal-	cut with a blow, chop (with khukri knife, etc. - esp. to kill)	vt.	RC-DOC	1977	Chepang	
4917	483630	pala.haʔ-	raise arms, put out arms sideways or forwards (as in oratory, dancing, resting on stick)	vi.	RC-DOC	1977	Chepang	
4918	483631	palʔ-	recite or recall names, experiences, sayings	vt.	RC-DOC	1977	Chepang	
4919	483632	palʔ.tot.waʔ	bird (sp.), nocturnal, used as a bogey to frighten children, Night Heron	n.	RC-DOC	1977	Chepang	
4920	483633	pawh-	afflict (with curse) (ch.)	vt.	RC-DOC	1977	Chepang	
4921	483634	pawh-	sprout well (young plants)	vi.	RC-DOC	1977	Chepang	
4922	483635	pawh.raŋ	novice	n.	RC-DOC	1977	Chepang	
4923	483636	pawh.loʔ	plant (sp.), banana, young plant of a wild variety with tuber (ch.)	n.	RC-DOC	1977	Chepang	
4924	483637	pas	plant (sp.), wild vine with edible tuber, Dioscorea deltoidea	n.	RC-DOC	1977	Chepang	
4925	483638	pas-	carry on shoulder (wood, etc.)	vt.	RC-DOC	1977	Chepang	
4926	483639	pasa.raʔ	carry in mouth (as a dog does), carry openly, uncovered	onom.	RC-DOC	1977	Chepang	
4927	483640	pah	vessel (sp.), bamboo pot for carrying gumsticks, about 50cm. long	n.	RC-DOC	1977	Chepang	
4928	483641	pi-	roast, cook by stirring in hot coals (corn, etc.)	vt.	RC-DOC	1977	Chepang	
4929	483642	pi.ci.rek.waʔ	bird (sp.), Gold-fronted Chloropsis	n.	RC-DOC	1977	Chepang	
4930	483643	pi.ciʔ-	rub between fingers	vt.	RC-DOC	1977	Chepang	
4931	483644	pi.cyəyʔ-	rub between fingers	vt.	RC-DOC	1977	Chepang	
4932	483645	pi.du	genitals, scent pouch (of civet)	n.	RC-DOC	1977	Chepang	
4933	483646	pi.na.ca	sore (sp.), forming white crust on scalp	n.	RC-DOC	1977	Chepang	
4934	483647	pi.yaŋ	specific place, country, foraging area	n.	RC-DOC	1977	Chepang	
4935	483648	darʔ.do.koʔ pi.yaŋ	place or country in the east	n.	RC-DOC	1977	Chepang	
4936	483649	pi.hrə	stool (<N)	n.	RC-DOC	1977	Chepang	
4937	483650	piʔ-	block draughty gap, wrap or tuck cloth between legs (as when sitting), cover oneself properly, well; cover all areas in travel (shaman) (ch.)	vt.	RC-DOC	1977	Chepang	
4938	483651	pikiʔ-	break off small pieces (esp. dried fish)	vt.	RC-DOC	1977	Chepang	
4939	483652	piŋ-	bind together at one end, constrict at one place	vt.	RC-DOC	1977	Chepang	
4940	483653	piŋ.kəlʔ-	separate spirit of dead person from those of living	vt.	RC-DOC	1977	Chepang	
4941	483654	piŋʔ-	tight, constricted (throat), have narrow opening (path)	va.	RC-DOC	1977	Chepang	
4942	483655	pit-	grip (as with pincers, tongs, legs), hold between knees or under arm, wedge	vt.	RC-DOC	1977	Chepang	
4943	483656	pit.tak	tongs made of partly split bamboo	n.	RC-DOC	1977	Chepang	
4944	483657	-pin	pinch (volume measure)	nms.	RC-DOC	1977	Chepang	
4945	483658	pin-	take a pinch (of flour, etc.), pinch with fingers	vt.	RC-DOC	1977	Chepang	
4946	483659	pin.ti.kriŋ	lying in sleeping position	onom.	RC-DOC	1977	Chepang	
4947	483660	pin.ti.ni	lying in sleeping position (small person)	onom.	RC-DOC	1977	Chepang	
4948	483661	pin.de	verandah of house (<N piND)	n.	RC-DOC	1977	Chepang	
4949	483662	pinh-	hold in flatus, stool, urine	vt.	RC-DOC	1977	Chepang	
4950	483663	pip.la	plant (sp.), large highland vine	n.	RC-DOC	1977	Chepang	
4951	483664	pir	sickness (<N pir pain)	n.	RC-DOC	1977	Chepang	
4952	483665	pis	crutch, groin; defile, narrow gorge	n.	RC-DOC	1977	Chepang	
4953	483666	pis	in between place, interstice	nl.	RC-DOC	1977	Chepang	
4954	483667	pis-	jam between or in gap, put flower behind ear	vat.	RC-DOC	1977	Chepang	
4955	483668	pisiʔ-	squeeze through, push through (gap, crowds, etc.)	vt.	RC-DOC	1977	Chepang	
4956	483669	pisiʔ.gu	plant (sp.), with tuber, variety of taro	n.	RC-DOC	1977	Chepang	
4957	483670	pis.ʔu.luŋ	defile, crevice, gap in rocks	n.	RC-DOC	1977	Chepang	
4958	483671	pih-	smack lips (esp. when eating)	vi.	RC-DOC	1977	Chepang	
4959	483672	pu.chyuŋʔ-	repeat words (to make oneself heard, understood)	vt.	RC-DOC	1977	Chepang	
4960	483673	pu.jyəyʔ-	complete, ready (preparations)	va.	RC-DOC	1977	Chepang	
4961	483674	pu.tə.li	trap (sp.), for birds, with gumsticks pushed into bunched shrub-top and using live termites as bait	n.	RC-DOC	1977	Chepang	
4962	483675	pu.tuŋ	grub (sp.), found in mukhundasiŋʔ and fed by ants (for its secretions?)	n.	RC-DOC	1977	Chepang	
4963	483676	pu.nəm	four days ago (WD)	nt.	RC-DOC	1977	Chepang	
4964	483677	pu.pən.ro	plant (sp.), small, with white flowers	n.	RC-DOC	1977	Chepang	
4965	483678	pu.bə.(ro)	pollen, stamen	n.	RC-DOC	1977	Chepang	
4966	483679	ro.pu.bə	pollen, stamen	n.	RC-DOC	1977	Chepang	
4967	483680	pu.lə	tinder bundle of dry leaves (usu. banana leaves) - used to fire wasp nest	n.	RC-DOC	1977	Chepang	
4968	483681	pu.liŋʔ-	repeat words, action, relapse (sickness)	vi.	RC-DOC	1977	Chepang	
4969	483682	pu.sə	four days hence (B)	nt.	RC-DOC	1977	Chepang	
4970	483683	pu.seʔ	cat (<N <E)	n.	RC-DOC	1977	Chepang	
4971	483684	puʔ	older brother	nk.	RC-DOC	1977	Chepang	
4972	483685	puʔ-	dominant, win against	vai.	RC-DOC	1977	Chepang	
4973	483686	puʔ.kə.ma	older brother's wife	nk.	RC-DOC	1977	Chepang	
4974	483687	puʔ.caʔ	brothers (two)	nk.	RC-DOC	1977	Chepang	
4975	483688	puʔ.coŋ	brothers (several)	nk.	RC-DOC	1977	Chepang	
4976	483689	puʔ.cyuk-	rinse mouth and spit out (liquid)	vt.	RC-DOC	1977	Chepang	
4977	483690	puŋ	present, one of a number given to prospective parents-in-law, consisting of beer, spirits, meat, etc.	n.	RC-DOC	1977	Chepang	
4978	483691	kuʔ.jeʔ.koʔ puŋ	present, given to girl's parents if she is taken by capture	n.	RC-DOC	1977	Chepang	
4979	483692	the.gan.koʔ puŋ	present, given to bride's parents after consummation of marriage	n.	RC-DOC	1977	Chepang	
4980	483693	dur.gan.koʔ puŋ	present, given to bride's parents after consummation of marriage	n.	RC-DOC	1977	Chepang	
4981	483694	leʔ.laŋ ʔal.ʔo puŋ	present given when coming to take bride	n.	RC-DOC	1977	Chepang	
4982	483695	hwət.ʔo puŋ	present given when first asking for a girl	n.	RC-DOC	1977	Chepang	
4983	483696	puŋ-	mouldy, blackened and spoiled (grain, mat, etc.)	va.	RC-DOC	1977	Chepang	
4984	483697	put-	reach end, fulfill, finish	vit.	RC-DOC	1977	Chepang	
4985	483698	put.si	tree (sp.), large, bark used for splints	n.	RC-DOC	1977	Chepang	
4986	483699	pun	skin, bark, outer covering (natural)	n.	RC-DOC	1977	Chepang	
4987	483700	siŋʔ.koʔ pun	bark	n.	RC-DOC	1977	Chepang	
4988	483701	pum	swarm, crowd	n.	RC-DOC	1977	Chepang	
4989	483702	pum-	swarm, form a bunch	vi.	RC-DOC	1977	Chepang	
4990	483703	pum.tumʔ	swarming bees	n.	RC-DOC	1977	Chepang	
4991	483704	pumʔ-	cover up (esp. rice with water for cooking)	vi.	RC-DOC	1977	Chepang	
4992	483705	puyh-	surmount, reach summit, top or end of story, work way to top	vi.	RC-DOC	1977	Chepang	
4993	483706	pur.bi	animal (sp.), cat-like companion of shaman (myth?)	n.	RC-DOC	1977	Chepang	
4994	483707	purʔ-	crowd around, swarm over, cover (esp. flies)	vt.	RC-DOC	1977	Chepang	
4995	483708	pul	bridge (<N)	n.	RC-DOC	1977	Chepang	
4996	483709	pulʔ	fine sticks and rubbish from winnowed grain	n.	RC-DOC	1977	Chepang	
4997	483710	mik.pulʔ	eyebrows, eyelashes	n.	RC-DOC	1977	Chepang	
4998	483711	pus	month (sp.), mid-December to mid-January (<N)	n.	RC-DOC	1977	Chepang	
4999	483712	pul	head (WD)	n1.	RC-DOC	1977	Chepang	
5000	483713	pul	upper part, head of (field, etc.)	nl.	RC-DOC	1977	Chepang	
5001	483714	puh	growth tip of tuber	n2.	RC-DOC	1977	Chepang	
5002	483715	puh-	tip out some, pour off into (fluid)	vt.	RC-DOC	1977	Chepang	
5003	483716	puh.ʔə	upper part, above, overhead	nl.	RC-DOC	1977	Chepang	
5004	483717	puh.koŋ	looking up (out of corner of eye)	onom.	RC-DOC	1977	Chepang	
5005	483718	puh.kliʔ	brain	n.	RC-DOC	1977	Chepang	
5006	483719	puh.cyu.liŋʔ	crest (hair-like) of bird	n.	RC-DOC	1977	Chepang	
5007	483720	puh.rumʔ	skull (esp. frontal bones)	n.	RC-DOC	1977	Chepang	
5008	483721	puh.liŋ.ro	fullness, maturity	n.	RC-DOC	1977	Chepang	
5009	483722	puh.sya.reʔ	prime of life	n.	RC-DOC	1977	Chepang	
5010	483723	puh.sya.reʔ.coʔ	firstborn child	n.	RC-DOC	1977	Chepang	
5011	483724	pe-	good (of appearance, quality)	va.	RC-DOC	1977	Chepang	
5012	483725	nyam pe-	fine (weather)	va.	RC-DOC	1977	Chepang	
5013	483726	pe.wa	wife's possessions (<N)	n.	RC-DOC	1977	Chepang	
5014	483727	peʔ	grub (sp.), maggot	n.	RC-DOC	1977	Chepang	
5015	483728	peʔ-	pass flatus	vi.	RC-DOC	1977	Chepang	
5016	483729	peʔ-	lay maggot eggs	vt.	RC-DOC	1977	Chepang	
5017	483730	pek-	chipped (pot, etc.), chip or pick off (esp. with nails)	vat.	RC-DOC	1977	Chepang	
5018	483731	pekeʔ-	chip off small pieces (rock, etc.)	vt.	RC-DOC	1977	Chepang	
5019	483732	peŋ-	bind at one end (broom), constrict at one place	vt.	RC-DOC	1977	Chepang	
5020	483733	peŋ.kəlʔ-	shift to one side, separate, put out of way	vt.	RC-DOC	1977	Chepang	
5021	483734	peŋ.cyut	narrow gorge, defile	n.	RC-DOC	1977	Chepang	
5022	483735	peŋ.luŋ.tiʔ	water flowing from narrow gorge	n.	RC-DOC	1977	Chepang	
5023	483736	peŋh-	chip off pieces (rock)	vt.	RC-DOC	1977	Chepang	
5024	483737	penh	occasion, situation	nt.	RC-DOC	1977	Chepang	
5025	483738	penh-	halter, tie around (esp. around neck)	vt.	RC-DOC	1977	Chepang	
5026	483739	penh.la	halter	n.	RC-DOC	1977	Chepang	
5027	483740	pemʔ	lip of pot, overhang, under-lip (with chin)	n.	RC-DOC	1977	Chepang	
5028	483741	peleʔ-	throw with underhand or skimming motion	vt.	RC-DOC	1977	Chepang	
5029	483742	pew-	pout lip	vi.	RC-DOC	1977	Chepang	
5030	483743	pew.leŋ	spathe (of flower). curved over top	n.	RC-DOC	1977	Chepang	
5031	483744	pes	flatus	n.	RC-DOC	1977	Chepang	
5032	483745	peh-	pronounce name, speak forth	vt.	RC-DOC	1977	Chepang	
5033	483746	po	husband (arch.)	nk.	RC-DOC	1977	Chepang	
5034	483747	poʔ-	beat	vt.	RC-DOC	1977	Chepang	
5035	483748	po.ŋa	five	nm.	RC-DOC	1977	Chepang	
5036	483749	po.ŋa.jyoʔ	five	nm.	RC-DOC	1977	Chepang	
