ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
96	62563	--	barley		SIL-Chep	449	Chepang	4.A.34
97	62564	loykay-sa	barter		SIL-Chep	449	Chepang	11.B.2.10
98	62565	--	baskets, set of		SIL-Chep	449	Chepang	8.A.5
99	62566	dʰaŋkəcawinʔ	bat (large)		SIL-Chep	449	Chepang	3.A.24
100	62567	lobʰir-winʔ	bat (small)		SIL-Chep	449	Chepang	3.A.25
101	62568	jes-sa	bathe		SIL-Chep	449	Chepang	2.B.2.33
102	62577	sayʔ	bead		SIL-Chep	449	Chepang	7.A.45
103	62578	nap-siŋʔ	beam		SIL-Chep	449	Chepang	6.A.18
104	62579	yom	bear		SIL-Chep	449	Chepang	3.A.62
105	62580	sayʔ sayʔ-sa boŋʔ-sa	bear fruit	v	SIL-Chep	449	Chepang	4.B.1
106	62581	syaŋ◦kʰi	beard		SIL-Chep	449	Chepang	2.A.13
107	62583	sraw-sa	beat (heart)		SIL-Chep	449	Chepang	2.B.2.23
108	62582	aŋʰ-sa	beat (heart)		SIL-Chep	449	Chepang	2.B.2.23
109	62584	tayk-sa	beat drum		SIL-Chep	449	Chepang	11.B.1.6
110	62585	danʰ-sa	beat foods		SIL-Chep	449	Chepang	7.B.1. 41
111	62586	syaw-sa	become / be made		SIL-Chep	449	Chepang	13.A. 15
112	62587	pən	bed bug		SIL-Chep	449	Chepang	3.A.90
113	62588	--	bedstead		SIL-Chep	449	Chepang	6.A.33
114	62591	nyap	bee		SIL-Chep	449	Chepang	3.A.98
115	62590	kway	bee		SIL-Chep	449	Chepang	3.A.98
116	62589	tumʔ	bee		SIL-Chep	449	Chepang	3.A.98
117	62592	han	beer		SIL-Chep	449	Chepang	7.A.18
118	62594	ʔəhnəm	before		SIL-Chep	449	Chepang	12.D.28
119	62593	hŋa	before		SIL-Chep	449	Chepang	12.D.28
120	62596	te-sa	beg		SIL-Chep	449	Chepang	10.B.1.57
121	62595	te-sa	beg		SIL-Chep	449	Chepang	10.B.1.21
122	62597	--	beggar		SIL-Chep	449	Chepang	11.A.52
123	62598	haykʰeʔ-sa	begin		SIL-Chep	449	Chepang	6.B.1.2
124	62600	lone-səy	behind		SIL-Chep	449	Chepang	12.C.55
125	62599	kah-səy	behind		SIL-Chep	449	Chepang	12.C.55
126	62602	gʰəʔ-sa	belch		SIL-Chep	449	Chepang	2.B.2.1
127	62601	gʰrə-sa	belch		SIL-Chep	449	Chepang	2.B.2.1
128	62603	hŋam-sa	believe		SIL-Chep	449	Chepang	10.B.3.24
129	62604	gʰənti	bell		SIL-Chep	449	Chepang	8.A. 38
130	62605	hpkrə-sa	bellow (bull)		SIL-Chep	449	Chepang	3.B.43
131	62606	--	bellows		SIL-Chep	449	Chepang	6.A.53
132	62607	tuk	belly		SIL-Chep	449	Chepang	1.49
133	62608	--	bench		SIL-Chep	449	Chepang	6.A.39
134	62609	torʔ-haŋ	beneath		SIL-Chep	449	Chepang	12.C.60
135	62610	--	benefactive		SIL-Chep	449	Chepang	13.A.3
136	62611	goŋʔ-sa	bent		SIL-Chep	449	Chepang	8.B. 15
137	62612	cinʔ-haŋ	beside		SIL-Chep	449	Chepang	12.C.57
138	62613	--	betel		SIL-Chep	449	Chepang	4.A.56
139	62614	--	betray		SIL-Chep	449	Chepang	10.B.1.58
140	62615	ba-diŋ	between		SIL-Chep	449	Chepang	12.C.58
141	62616	lan-ʔi	bewitch / cast spell		SIL-Chep	449	Chepang	10.B.3.43
142	62617	ʔuʔ-səy	beyond		SIL-Chep	449	Chepang	12.C.62
143	62619	braw-ʔo	big		SIL-Chep	449	Chepang	1.13
144	62618	taŋʰ-ʔo	big		SIL-Chep	449	Chepang	1.13
145	62620	hi	bile		SIL-Chep	449	Chepang	2.A.71
146	62622	tyap	bill		SIL-Chep	449	Chepang	3.A.12
147	62621	waʔ-ko səyk	bill		SIL-Chep	449	Chepang	3.A.12
148	62623	--	billy		SIL-Chep	449	Chepang	3.A.37
149	62624	waʔ	bird		SIL-Chep	449	Chepang	1.20
150	62627	glənʰ	bird trap		SIL-Chep	449	Chepang	8.A. 30
151	62626	cuh	bird trap		SIL-Chep	449	Chepang	8.A. 30
152	62625	hayk	bird trap		SIL-Chep	449	Chepang	8.A. 30
153	62629	coʔ-ʔo-sa	birth, give		SIL-Chep	449	Chepang	3.B.46
154	62632	jəyk-sa	bite  (snake)	v.	SIL-Chep	449	Chepang	3.B.18
155	62631	jəyk-sa	bite		SIL-Chep	449	Chepang	3.B.4
156	62630	jəyk-sa	bite		SIL-Chep	449	Chepang	1.56
157	62633	kam-ʔo	bitter		SIL-Chep	449	Chepang	12.B.25
158	62634	gal-ʔo	black		SIL-Chep	449	Chepang	1.91
159	62635	loŋ-waʔ	blackbird		SIL-Chep	449	Chepang	3.A.17
160	62636	--	blacksmith		SIL-Chep	449	Chepang	11.A.60
161	62637	bʰam-tak-sa	bleach		SIL-Chep	449	Chepang	7.B.3. 17
162	62639	huyʔ-sa	bleed		SIL-Chep	449	Chepang	2.B.2.24
163	62638	wəyʔ-sa	bleed		SIL-Chep	449	Chepang	2.B.2.24
164	62640	(N)	bless		SIL-Chep	449	Chepang	10.B.3.28
165	62641	mik lok-ʔo	blind		SIL-Chep	449	Chepang	12.A.11
166	62644	krawʔ-sa	blink		SIL-Chep	449	Chepang	2.B.2.2
167	62643	prəwʔ-sa	blink		SIL-Chep	449	Chepang	2.B.2.2
168	62642	priŋʔ-sa	blink		SIL-Chep	449	Chepang	2.B.2.2
169	62645	soʔ	blood vessel		SIL-Chep	449	Chepang	2.A.6
170	62646	ʔor-sa	bloom		SIL-Chep	449	Chepang	4.B.2
171	62647	cʰomʔ-nay	blouse		SIL-Chep	449	Chepang	7.A.35
172	62648	ma◦ru waŋ-sa	blow		SIL-Chep	449	Chepang	5.B.15
173	62650	pʰorh-sa	blow (with mouth)		SIL-Chep	449	Chepang	2.B.2.3
174	62649	mut-sa	blow (with mouth)		SIL-Chep	449	Chepang	2.B.2.3
175	62651	sri-sa	blow nose		SIL-Chep	449	Chepang	2.B.2.4
176	62653	ŋalʔ-ʔo	blue		SIL-Chep	449	Chepang	12.B.35
177	62652	pli-ʔo	blue		SIL-Chep	449	Chepang	12.B.35
178	62655	galʰ-ʔo	blunt		SIL-Chep	449	Chepang	12.C.27
179	62654	dyulʰ-ʔo	blunt		SIL-Chep	449	Chepang	12.C.27
180	62656	--	boar		SIL-Chep	449	Chepang	3.A.42
181	62657	byalʔ-noʔ-ti cʰyanʰ-sa	boast / assert		SIL-Chep	449	Chepang	10.B.1.12
182	62658	--	boat		SIL-Chep	449	Chepang	8.A. 28
183	62660	kaʔ	body		SIL-Chep	449	Chepang	2.A.1
184	62659	(N)	body		SIL-Chep	449	Chepang	2.A.1
185	62661	ha-sa	boil (food)		SIL-Chep	449	Chepang	7.B.2.2
186	62662	tiʔ ca-sa	boil (water)		SIL-Chep	449	Chepang	7.B.2.1
187	62663	kwa	bond friend		SIL-Chep	449	Chepang	11.A.67
188	62664	hrus	bone		SIL-Chep	449	Chepang	1.30
189	62665	hwat-sa	bore (a hole)		SIL-Chep	449	Chepang	8.B.7
190	62666	sayʔ-gar-ma-lo	boring		SIL-Chep	449	Chepang	12.A.47
191	62573	jhuŋ-sa	born, be	be v.	SIL-Chep	449	Chepang	2.B.2.11
192	62667	jhuŋ-sa	born, be		SIL-Chep	449	Chepang	2.B.2.11
193	62669	(N)	borrow money		SIL-Chep	449	Chepang	11.B.2.6
194	62668	tyak-ʔak-sa	borrow (things)		SIL-Chep	449	Chepang	11.B.2.8
195	62670	--	both		SIL-Chep	449	Chepang	9.44
196	62671	--	bottle		SIL-Chep	449	Chepang	6.A.66
197	62672	luyʔ	bow		SIL-Chep	449	Chepang	8.A. 15
198	62673	--	bowed instrument		SIL-Chep	449	Chepang	8.A. 46
199	62674	kupi	box		SIL-Chep	449	Chepang	6.A.60
200	62676	kəda	bracelet		SIL-Chep	449	Chepang	7.A.42
201	62675	(N)	bracelet		SIL-Chep	449	Chepang	7.A.42
202	62677	(N)	brahman		SIL-Chep	449	Chepang	11.A.24
203	62678	pu◦hkliʔ	brain		SIL-Chep	449	Chepang	2.A.16
204	62679	pan	branch		SIL-Chep	449	Chepang	4.A.9
205	62680	--	brass		SIL-Chep	449	Chepang	8.A. 55
206	62681	rəy-ma-lo	brave		SIL-Chep	449	Chepang	12.A.50
207	62685	--	break	v.t.	SIL-Chep	449	Chepang	8.B. 20a
208	62684	--	break	v.t.	SIL-Chep	449	Chepang	8.B. 11a
209	62683	pək-sa	break (pots)		SIL-Chep	449	Chepang	8.B. 20
210	62682	kləyh-sa	break (as sticks)		SIL-Chep	449	Chepang	8.B. 21
211	62686	tʰum tʰo-sa	break clods		SIL-Chep	449	Chepang	4.B.26
212	62688	tet-sa	break rope	v.i.	SIL-Chep	449	Chepang	8.B. 11
213	62689	ʔoh	breasts		SIL-Chep	449	Chepang	1.51
214	62690	(N)	breath		SIL-Chep	449	Chepang	2.A.69
215	62691	(N)	breathe		SIL-Chep	449	Chepang	2.B.2.20
216	62692	layk-ʔo	breeze		SIL-Chep	449	Chepang	5.A.46
217	62693	(N)	brew		SIL-Chep	449	Chepang	7.B.1. 21
218	62694	kəma	bride / young woman		SIL-Chep	449	Chepang	11.A.81
219	62695	bʰaw	bridegroom		SIL-Chep	449	Chepang	11.A.82
220	62696	--	bridge		SIL-Chep	449	Chepang	5.A.73
221	62697	tʰoŋ-ʔo	bright		SIL-Chep	449	Chepang	12.B.33
222	62698	wanʔ-sa	bring		SIL-Chep	449	Chepang	2.B.1.1
223	62700	ryuk-ʔo	brittle		SIL-Chep	449	Chepang	12.B.12
224	62699	klip-ʔo	brittle		SIL-Chep	449	Chepang	12.B.12
225	62701	gʰok-ʔo	broad		SIL-Chep	449	Chepang	12.C.3
226	62702	parʔ-sa	brood		SIL-Chep	449	Chepang	3.B.16
227	62703	pʰek	broom		SIL-Chep	449	Chepang	6.A.51
228	62705	jhik-ʔo	brown		SIL-Chep	449	Chepang	12.B.36
229	62704	pʰut-ʔo	brown		SIL-Chep	449	Chepang	12.B.36
230	62706	bʰop lanʰ-sa	bubble		SIL-Chep	449	Chepang	7.B.1. 30
231	62710	--	buffalo (cow)		SIL-Chep	449	Chepang	3.A.29
232	62709	--	buffalo (calf)		SIL-Chep	449	Chepang	3.A.30
233	62708	--	buffalo (bull)		SIL-Chep	449	Chepang	3.A.28
234	62707	(N)	buffalo		SIL-Chep	449	Chepang	3.A.27
235	62711	cəp-sa	build roof		SIL-Chep	449	Chepang	6.B.1.9
236	62712	--	bull		SIL-Chep	449	Chepang	3.A.33
237	62713	--	bungle		SIL-Chep	449	Chepang	6.B.3. 23
238	62714	pamʰ-sa	burial	v.	SIL-Chep	449	Chepang	10.A.47
239	62717	--	burn	v.i.	SIL-Chep	449	Chepang	6.B.3.2
240	62716	jher-sa	burn		SIL-Chep	449	Chepang	1.84
241	62715	lyuŋ-sa	burn		SIL-Chep	449	Chepang	1.84
242	62719	deŋʔ-sa	burn / scorch		SIL-Chep	449	Chepang	7.B.2.8
243	62718	hyumʔ-sa	burn / scorch		SIL-Chep	449	Chepang	7.B.2.8
244	62720	--	burning place		SIL-Chep	449	Chepang	10.A.50
245	62722	bryok-sa	burst / explode		SIL-Chep	449	Chepang	7.B.2. 19
246	62721	bʰes-sa	burst / explode		SIL-Chep	449	Chepang	7.B.2. 19
247	62723	pamʰ-sa	bury		SIL-Chep	449	Chepang	11.B.2.27
248	62725	bʰuŋʰ-ʔo	busy		SIL-Chep	449	Chepang	12.A.27
249	62724	tʰal-ʔo	busy		SIL-Chep	449	Chepang	12.A.27
250	62726	tibiliŋʔ	butterfly		SIL-Chep	449	Chepang	3.A.93
251	62727	porʔ	buttock		SIL-Chep	449	Chepang	2.A.45
252	62728	leʔ-sa	buy		SIL-Chep	449	Chepang	11.B.2.1
253	62729	--	buyer		SIL-Chep	449	Chepang	11.A.50
254	62730	-ʔi	by		SIL-Chep	449	Chepang	13.B.30
255	62731	kot-tyok-sa	cackle		SIL-Chep	449	Chepang	3.B.15
256	62732	--	cactus		SIL-Chep	449	Chepang	4.A.5
257	62733	(N)	cage		SIL-Chep	449	Chepang	6.A.12
258	62735	--	calf		SIL-Chep	449	Chepang	3.A.35
259	62734	tʰomʔ	calf		SIL-Chep	449	Chepang	2.A.59
260	62737	--	can	n.	SIL-Chep	449	Chepang	6.A.61
261	62736	(Inf.) + kʰay-sa	can		SIL-Chep	449	Chepang	13.A.1
262	62738	krat	cane / rattan		SIL-Chep	449	Chepang	6.A.20
263	62739	yaʔ-ʔo	careful		SIL-Chep	449	Chepang	12.A.15
264	62740	yaʔ-ma-lo	careless		SIL-Chep	449	Chepang	12.A.16
265	62741	lat-sa	carry		SIL-Chep	449	Chepang	11.B.1.30
266	62742	--	carry all back-cloth (women's)		SIL-Chep	449	Chepang	7.A.37
267	62744	--	carrying pole		SIL-Chep	449	Chepang	8.A.4
268	62743	bri-jabi	carrying nets		SIL-Chep	449	Chepang	8.A.7
269	62745	rəyh-sa	carve figure		SIL-Chep	449	Chepang	8.B.6
270	62746	(N)	caste		SIL-Chep	449	Chepang	11.A.23
271	62748	krak tʰayk-sa	castrate (goats)		SIL-Chep	449	Chepang	3.B.47
272	62747	--	castrate (bulls)		SIL-Chep	449	Chepang	3.B.48
273	62749	kar-jaʔ	cat		SIL-Chep	449	Chepang	3.A.48
274	62750	ŋayʔ-sa	catch		SIL-Chep	449	Chepang	2.B.1.19
275	62751	ŋas-sa	catch / trap		SIL-Chep	449	Chepang	3.B.30
276	62752	syanʔ	caterpillar		SIL-Chep	449	Chepang	3.A.79
277	62753	syaʔ	cattle		SIL-Chep	449	Chepang	3.A.31
278	62754	(verb stem) + tak-	cause (smn. to do sthg.)		SIL-Chep	449	Chepang	13.A.5
279	62755	--	cautious		SIL-Chep	449	Chepang	12.A.53
280	62756	lyum◦pʰuk	cave		SIL-Chep	449	Chepang	5.A.52
281	62757	tes-raŋ	cemetery		SIL-Chep	449	Chepang	10.A.48
282	62759	sal	centipede		SIL-Chep	449	Chepang	3.A.75
283	62758	poŋ	centipede		SIL-Chep	449	Chepang	3.A.75
284	62760	--	ceremony		SIL-Chep	449	Chepang	10.A.70
285	62763	dʰanʰ	chaff (fine)		SIL-Chep	449	Chepang	4.A.25
286	62762	pulʔ	chaff (coarse)		SIL-Chep	449	Chepang	4.A.31
287	62761	rok	chaff (coarse)		SIL-Chep	449	Chepang	4.A.31
288	62764	(N)	chain		SIL-Chep	449	Chepang	8.A. 35
289	62767	nay-hlet-sa	change clothes		SIL-Chep	449	Chepang	7.B.3. 35
290	62766	hleŋʔ-sa	change (alter)		SIL-Chep	449	Chepang	6.B.2.7
291	62765	taŋʰ-sa	change (alter)		SIL-Chep	449	Chepang	6.B.2.7
292	62768	rət-sa	chant		SIL-Chep	449	Chepang	10.B.3.32
293	62769	hmeʔ-glyum	charcoal		SIL-Chep	449	Chepang	6.A.42
294	62770	gulʰ-sa	chase		SIL-Chep	449	Chepang	2.B.1.18
295	62772	--	chatter / babble		SIL-Chep	449	Chepang	6.B.3. 24
296	62771	--	chatter		SIL-Chep	449	Chepang	10.B.1.8
297	62774	ha-ʔo	cheap		SIL-Chep	449	Chepang	12.B.51
298	62773	(N)	cheap		SIL-Chep	449	Chepang	12.B.51
299	62775	--	cheat		SIL-Chep	449	Chepang	10.B.1.59
300	62778	dyor	cheek		SIL-Chep	449	Chepang	2.A.19
301	62777	gyor	cheek		SIL-Chep	449	Chepang	2.A.19
302	62776	gwer	cheek		SIL-Chep	449	Chepang	2.A.19
303	62779	kʰos	chest		SIL-Chep	449	Chepang	2.A.33
304	62780	ŋam-sa	chew		SIL-Chep	449	Chepang	7.B.2. 37
305	62781	coʔ-waʔ	chick		SIL-Chep	449	Chepang	3.A.4
306	62782	--	chicken house		SIL-Chep	449	Chepang	6.A.11
307	62783	(N)	chief		SIL-Chep	449	Chepang	11.A.30
308	62784	--	child		SIL-Chep	449	Chepang	2.A.40
309	62785	--	child's nurse		SIL-Chep	449	Chepang	11.A.59
310	62788	coʔ-yaŋ	children (sons and daughters)		SIL-Chep	449	Chepang	11.A.70
311	62787	coʔ-lam	children (general term)		SIL-Chep	449	Chepang	11.A.69
312	62786	həw-ləm	children (general term)		SIL-Chep	449	Chepang	11.A.69
313	62789	rok-sayʔ	chilli		SIL-Chep	449	Chepang	4.A.52
314	62791	pemʔ	chin		SIL-Chep	449	Chepang	2.A.22
315	62790	temʔ	chin		SIL-Chep	449	Chepang	2.A.22
316	62792	ryawʰ-sa	chirp		SIL-Chep	449	Chepang	3.B.13
317	62793	kʰak-sa	choke		SIL-Chep	449	Chepang	7.B.2. 39
318	62794	srəs-sa	choke (with liquids)		SIL-Chep	449	Chepang	7.B.2. 43
319	62795	--	cholera		SIL-Chep	449	Chepang	10.A.33
320	62796	dok-sa	choose		SIL-Chep	449	Chepang	7.B.3. 10
321	62797	proh tayk-sa	clap hands		SIL-Chep	449	Chepang	11.B.1.10
322	62803	rot-ti cəl-sa	clean (grain and vegetables)		SIL-Chep	449	Chepang	7.B.1.1
323	62802	blu-sa	clean (field)		SIL-Chep	449	Chepang	4.B.39
324	62801	huʔ-sa	clean (field)		SIL-Chep	449	Chepang	4.B.39
325	62800	jəylənʔ-ʔo	clean		SIL-Chep	449	Chepang	12.B.48
326	62799	sər-ʔo	clean		SIL-Chep	449	Chepang	12.B.48
327	62798	tʰut-ʔo	clean		SIL-Chep	449	Chepang	12.B.48
328	62806	ciʔ-ʔo	clever (head)		SIL-Chep	449	Chepang	12.A.20
329	62805	(N)	clever (hands)		SIL-Chep	449	Chepang	12.A.19
330	62807	warə	cliff		SIL-Chep	449	Chepang	5.A.54
331	62808	lənʰ-sa	climb		SIL-Chep	449	Chepang	2.B.1.45
332	62809	grom-sa	cling	v.	SIL-Chep	449	Chepang	6.B.2. 14
333	62810	nay	cloth		SIL-Chep	449	Chepang	7.A.21
334	62811	mus	cloud		SIL-Chep	449	Chepang	1.80
335	62812	--	clumsy		SIL-Chep	449	Chepang	12.A.31
336	62813	bʰirimʔ	cockroach		SIL-Chep	449	Chepang	3.A.95
337	62816	(N)	cold		SIL-Chep	449	Chepang	10.A.37
338	62815	nik-ʔo	cold		SIL-Chep	449	Chepang	1.94
339	62814	jhyuŋ-ʔo	cold		SIL-Chep	449	Chepang	1.94
340	62817	bʰə-sa	collapse		SIL-Chep	449	Chepang	6.B.1. 25
341	62818	mal-pot humʔ-sa	collect taxes		SIL-Chep	449	Chepang	11.B.2.37
342	62819	tʰuŋ-sa	collide		SIL-Chep	449	Chepang	2.B.1.46
343	62821	krənʰ	comb		SIL-Chep	449	Chepang	7.A.39
344	62820	cʰenʔ	comb		SIL-Chep	449	Chepang	3.A.5
345	62824	kil-sa	comb fiber		SIL-Chep	449	Chepang	7.B.3.1
346	62823	kʰak-sa	comb hair		SIL-Chep	449	Chepang	2.B.2.37
347	62822	krənʰ-sa	comb hair		SIL-Chep	449	Chepang	2.B.2.37
348	62826	waŋ-sa	come		SIL-Chep	449	Chepang	2.B.1.2
349	62825	waŋ-sa	come		SIL-Chep	449	Chepang	1.66
350	62827	hukum jaŋʰ-sa	command		SIL-Chep	449	Chepang	10.B.1.60
351	62828	gʰar-sa	compare		SIL-Chep	449	Chepang	10.B.2.16
352	62829	--	complain		SIL-Chep	449	Chepang	10.B.1.62
353	62830	--	compose (song)		SIL-Chep	449	Chepang	10.B.2.25
354	63769	--	conceive		SIL-Chep	449	Chepang	2.B.2.12
355	62831	--	condemn		SIL-Chep	449	Chepang	11.B.3.13
356	62832	--	conspire		SIL-Chep	449	Chepang	11.B.3.6
357	62834	krup-ʔo	content		SIL-Chep	449	Chepang	12.A.42
358	62833	cʰyup-ʔo	content		SIL-Chep	449	Chepang	12.A.42
359	62836	kʰaŋ-sa	cook	v.t.	SIL-Chep	449	Chepang	7.B.2.3
360	62835	--	cook		SIL-Chep	449	Chepang	11.A.56
361	62838	--	cooking place / kitchen		SIL-Chep	449	Chepang	6.A.41
362	62837	hmeʔ-tap	cooking place		SIL-Chep	449	Chepang	6.A.41
363	62839	səm-sa	cool		SIL-Chep	449	Chepang	7.B.2. 12
364	62840	(N)	copper		SIL-Chep	449	Chepang	8.A. 53
365	62841	(N)	corn		SIL-Chep	449	Chepang	4.A.26
366	62842	ʔoʔpak	corn (ear)		SIL-Chep	449	Chepang	4.A.27
367	62843	pontara	corn (husk)		SIL-Chep	449	Chepang	4.A.28
