OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
154737	tɔu₄₂	t ɔ u ₄₂	404	Allen2007, 377	grow(of people) / 长（长大）	tɔu42	t ɔ u ₄₂
5492	ma₄₄lɯ₃₃	m a ₄₄ l ɯ ₃₃	1403	Allen2007, 490	where / 哪里	ma44lɯ33	m a ₄₄ l ɯ ₃₃
4160	pĩ₅₅	p ĩ ₅₅	1429	Allen2007, 6	wind / 风	pĩ55	p ĩ ₅₅
7709	xʰɛ₅₅kuɔ₅₅	xʰ ɛ ₅₅ k u ɔ ₅₅	152	Allen2007, 349	cry / 哭	xʰɛ55kuɔ55	xʰ ɛ ₅₅ k u ɔ ₅₅
3455	sʰue₄₄	sʰ u e ₄₄	1077	Allen2007, 11	snow / 雪	sʰue44	sʰ u e ₄₄
443659	xu₃₃	x u ₃₃	382	Allen2007, 416	good / 好	xu33	x u ₃₃
5650	xe₃₃	x e ₃₃	20	Allen2007, 417	bad / 坏	xe33	x e ₃₃
1675	t͡sʰu₃₃	t͡sʰ u ₃₃	396	Allen2007, 112	grass / 草	tsʰu33	t͡sʰ u ₃₃
446278	ɕa₄₄	ɕ a ₄₄	411	Allen2007, 125	hair / 头发	ɕa44	ɕ a ₄₄
5439	pia₄₂	p i a ₄₂	28	Allen2007, 382	bark(of dog) / 吠	pia42	p i a ₄₂
3361	t͡sũɔ̃₃₃	t͡s ũ ɔ̃ ₃₃	989	Allen2007, 114	seed / 种子	tsũɔ̃33	t͡s ũ ɔ̃ ₃₃
7800	pɛ̃₃₁	p ɛ̃ ₃₁	533	Allen2007, 378	be sick,ill / 病	pɛ̃31	p ɛ̃ ₃₁
6068	ma₅₅	m a ₅₅	886	Allen2007, 276	push / 推	ma55	m a ₅₅
509787	xʰẽ₅₅mɛ₂₁	xʰ ẽ ₅₅ m ɛ ₂₁	1277	Allen2007, 9	thunder(vb) / 打雷	xʰẽ55mɛ21	xʰ ẽ - ₅₅ m ɛ - ₂₁
6032	luɔ₄₄	l u ɔ ₄₄	398	Allen2007, 411	green / 绿	luɔ44	l u ɔ ₄₄
1446	xʰue₃₃	xʰ u e ₃₃	316	Allen2007, 24	fire / 火	xʰue33	xʰ u e ₃₃
5995	miɛ₃₅	m i ɛ ₃₅	746	Allen2007, 242	name / 名字	miɛ35	m i ɛ ₃₅
6312	t͡sɿ₄₂	t͡s ɿ ₄₂	1199	Allen2007, 459	ten / 十	tsɿ42	t͡s ɿ ₄₂
6069	sʰe₃₃	sʰ e ₃₃	1370	Allen2007, 320	wash / 洗	sʰe33	sʰ e ₃₃
6041	ɕʰɛ̃₅₅kʰɔ₃₃	ɕʰ ɛ̃ ₅₅ kʰ ɔ ₃₃	1127	Allen2007, 4	star / 星星	ɕʰɛ̃55kʰɔ33	ɕʰ ɛ̃ ₅₅ kʰ ɔ ₃₃
156096	sʰã₅₅	sʰ ã ₅₅	1272	Allen2007, 452	three / 三	sʰã55	sʰ ã ₅₅
5503	t͡sʰu₅₅	t͡sʰ u ₅₅	1243	Allen2007, 392	thick,coarse / 粗	tsʰu55	t͡sʰ u ₅₅
1287831	ta₄₄lɯ₃₃	t a ₄₄ l ɯ ₃₃	453	Allen2007, 485	here / 这里	ta44lɯ33	t a ₄₄ l ɯ ₃₃
5458	ɑ₅₅ta₄₄	ɑ ₅₅ t a ₄₄	1254	Allen2007, 484	this / 这	ɑ55ta44	ɑ ₅₅ t a ₄₄
950344	t͡sɔ̃u₂₁	t͡s ɔ̃ u ₂₁	540	Allen2007, 147	intestine,gut / 肠子	tsɔ̃u21	t͡s ɔ̃ u ₂₁
6042	sʰɔu₅₅	sʰ ɔ u ₅₅	361	Allen2007, 12	frost / 霜	sʰɔu55	sʰ ɔ u ₅₅
5983	kua₄₄tɯ₂₁	k u a ₄₄ t ɯ ₂₁	97	Allen2007, 144	bone / 骨头	kua44tɯ21	k u a ₄₄ t - ɯ ₂₁
5490	ma₄₄tɯ₂₁	m a ₄₄ t ɯ ₂₁	1411	Allen2007, 488	who / 谁	ma44tɯ21	m a ₄₄ t ɯ ₂₁
5440	t͡se₄₂pʰĩ₃₁	t͡s e ₄₂ pʰ ĩ ₃₁	1293	Allen2007, 132	tongue / 舌头	tse42pʰĩ31	t͡s e ₄₂ pʰ ĩ ₃₁
5639	kɯ₅₅	k ɯ ₅₅	136	Allen2007, 434	cold / 冷	kɯ55	k ɯ ₅₅
869106	t͡ɕĩ₃₃	t͡ɕ ĩ ₃₃	760	Allen2007, 397	near / 近	tɕĩ33	t͡ɕ ĩ ₃₃
340828	sẽ₄₂	s ẽ ₄₂	252	Allen2007, 84	egg / 蛋	sẽ42	s ẽ ₄₂
7004	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	999	Allen2007, 456	seven / 七	tɕʰi44	t͡ɕʰ i ₄₄
1333710	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	910	Allen2007, 406	red / 红	tsʰɛ44	t͡sʰ ɛ ₄₄
3854	t͡sɯ₃₁	t͡s ɯ ₃₁	1306	Allen2007, 89	tree / 树	tsɯ31	t͡s ɯ ₃₁
3253	kɔ̃₅₅	k ɔ̃ ₅₅	930	Allen2007, 15	river / 河	kɔ̃55	k ɔ̃ ₅₅
5438	t͡sɔu₂₁	t͡s ɔ u ₂₁	637	Allen2007, 390	long / 长	tsɔu21	t͡s ɔ u ₂₁
5476	kã₅₅	k ã ₅₅	628	Allen2007, 150	liver / 肝	kã55	k ã ₅₅
1510493	t͡sɔu₄₂	t͡s ɔ u ₄₂	123	Allen2007, 263	chew / 嚼	tsɔu42	t͡s ɔ u ₄₂
5494	t͡sɿ₅₅kɛ₂₁	t͡s ɿ ₅₅ k ɛ ₂₁	495	Allen2007, 491	how / 怎样	tsɿ55kɛ21	t͡s ɿ ₅₅ k ɛ ₂₁
5503	kɯ̃₃₁	k ɯ̃ ₃₁	1230	Allen2007, 394	thick / 厚	kɯ̃31	k ɯ̃ ₃₁
1499731	pi₅₅fɤ₃₃	p i ₅₅ f ɤ ₃₃	595	Allen2007, 27	left(side) / 左边	pi55fɤ33	p i ₅₅ f ɤ ₃₃
352331	va₅₅	v a ₅₅	1225	Allen2007, 480	they(3 p.p.) / 他们	va55	v a ₅₅
4165	jõ₃₃jĩ₂₁	j õ ₃₃ j ĩ ₂₁	1444	Allen2007, 156	woman / 女人	jõ33jĩ21	j õ ₃₃ j ĩ ₂₁
1502	mɯ₃₁kɔ̃₄₂	m ɯ ₃₁ k ɔ̃ ₄₂	347	Allen2007, 13	fog / 雾	mɯ31kɔ̃42	m ɯ ₃₁ k ɔ̃ - ₄₂
5992	pa₄₂tu₃₅	p a ₄₂ t u ₃₅	113	Allen2007, 138	breast / 乳房	pa42tu35	p a ₄₂ t u ₃₅
5464	ti₃₃	t i ₃₃	295	Allen2007, 162	father / 父亲	ti33	t i ₃₃
2061	kɔ₂₁	k ɔ ₂₁	554	Allen2007, 16	lake / 湖	kɔ21	k ɔ ₂₁
3100	vɤ₃₃	v ɤ ₃₃	898	Allen2007, 7	rain / 雨	vɤ33	v ɤ ₃₃
6060	kʰe₄₄	kʰ e ₄₄	466	Allen2007, 269	hold / 拿	kʰe44	kʰ e ₄₄
5876	ɕʰi₃₁	ɕʰ i ₃₁	573	Allen2007, 348	laugh / 笑	ɕʰi31	ɕʰ i ₃₁
1511061	tua₃₁	t u a ₃₁	88	Allen2007, 426	blunt(knife) / 钝(刀)	tua31	t u a ₃₁
5500	ɕu₃₃	ɕ u ₃₃	311	Allen2007, 399	few / 少	ɕu33	ɕ u ₃₃
5509	sʰe₃₁	sʰ e ₃₁	1052	Allen2007, 387	small / 小	sʰe31	sʰ e ₃₁
479387	mɛ₄₄	m ɛ ₄₄	127	Allen2007, 286	climb / 爬	mɛ44	m ɛ ₄₄
6004	se₃₃	s e ₃₃	547	Allen2007, 353	know / 知道	se33	s e ₃₃
5471	vɤ₃₁tɯ₂₁	v ɤ ₃₁ t ɯ ₂₁	790	Allen2007, 128	nose / 鼻子	vɤ31tɯ21	v ɤ ₃₁ t ɯ ₂₁
5825	pɛ₄₂	p ɛ ₄₂	1409	Allen2007, 409	white / 白	pɛ42	p ɛ ₄₂
5482	kɯ₃₁	k ɯ ₃₁	799	Allen2007, 422	old / 旧	kɯ31	k ɯ ₃₁
5517	xʰɔu₃₁	xʰ ɔ u ₃₁	485	Allen2007, 168	house / 房	xʰɔu31	xʰ ɔ u ₃₁
513017	kʰɯ₅₅	kʰ ɯ ₅₅	821	Allen2007, 324	open(door) / 开（门）	kʰɯ55	kʰ ɯ ₅₅
6454	t͡sʰɿ̃₅₅	t͡sʰ ɿ̃ ₅₅	1181	Allen2007, 380	swell / 肿	tsʰɿ̃55	t͡sʰ ɿ̃ ₅₅
5994	t͡sɿ₅₅	t͡s ɿ ₅₅	1159	Allen2007, 400	straight / 直	tsɿ55	t͡s ɿ ₅₅
6244	ji₄₄	j i ₄₄	813	Allen2007, 450	one / 一	ji44	j i ₄₄
5510	ɲi₄₄tõ₄₂	ɲ i ₄₄ t õ ₄₂	191	Allen2007, 129	ear / 耳朵	ɲi44tõ42	ɲ i ₄₄ t õ ₄₂
6520	t͡ɕʰu₃₅	t͡ɕʰ u ₃₅	1053	Allen2007, 259	smell(vb) / 臭、闻	tɕʰu35	t͡ɕʰ u ₃₅
6746	t͡sʰɯ₅₅	t͡sʰ ɯ ₅₅	1019	Allen2007, 391	short / 短	tsʰɯ55	t͡sʰ ɯ ₅₅
3633	t͡sou₄₂kʰue₅₅	t͡s o u ₄₂ kʰ u e ₅₅	1150	Allen2007, 23	stone / 石头	tsou42kʰue55	t͡s o u ₄₂ kʰ u e ₅₅
5455	ŋa₅₅	ŋ a ₅₅	1375	Allen2007, 475	we(1 p.p.) / 我们	ŋa55	ŋ a ₅₅
5478	sʰua₄₄	sʰ u a ₄₄	1453	Allen2007, 31	year / 年、岁	sʰua44	sʰ u a ₄₄
4118	ɕy₃₃	ɕ y ₃₃	1374	Allen2007, 14	water / 水	ɕy33	ɕ y ₃₃
5850	jĩ₄₄pʰĩ₃₁	j ĩ ₄₄ pʰ ĩ ₃₁	1165	Allen2007, 2	sun / 太阳	jĩ44pʰĩ31	j ĩ ₄₄ pʰ ĩ ₃₁
5423	t͡ɕi₅₅	t͡ɕ i ₅₅	670	Allen2007, 398	much,many / 多	tɕi55	t͡ɕ i ₅₅
5672	kou₄₄	k o u ₄₄	352	Allen2007, 142	foot / 脚	kou44	k o u ₄₄
5450	ŋɔ₃₁	ŋ ɔ ₃₁	512	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	ŋ ɔ ₃₁
5617	tã₄₂	t ã ₄₂	1340	Allen2007, 265	vomit / 呕吐	tã42	t ã ₄₂
3588	pi₅₅se₅₅lɛ₅₅ɣɔ₂₁	p i ₅₅ s e ₅₅ l ɛ ₅₅ ɣ ɔ ₂₁	1099	Allen2007, 75	spider / 蜘蛛	pi55se55lɛ55ɣɔ21	p i ₅₅ s e ₅₅ l ɛ ₅₅ ɣ ɔ ₂₁
6044	pɔu₄₄	p ɔ u ₄₄	464	Allen2007, 270	hit(table) / 拍（桌子）	pɔu44	p ɔ u ₄₄
5437	tɔu₄₂	t ɔ u ₄₂	42	Allen2007, 386	big / 大	tɔu42	t ɔ u ₄₂
5918	kʰuɛ₃₁tɯ₂₁t͡se₄₄	kʰ u ɛ ₃₁ t ɯ ₂₁ t͡s e ₄₄	542	Allen2007, 143	knee / 膝盖	kʰuɛ31tɯ21tse44	kʰ u ɛ ₃₁ t - ɯ ₂₁ t͡s e ₄₄
5436	ma₂₁	m a ₂₁	306	Allen2007, 86	feather,hair / 毛	ma21	m a ₂₁
5997	tuẽ₃₃	t u ẽ ₃₃	292	Allen2007, 396	far / 远	tuẽ33	t u ẽ ₃₃
5624	t͡sɿ₅₅	t͡s ɿ ₅₅	293	Allen2007, 198	animal oil / 动物油(脂肪)	tsɿ55	t͡s ɿ ₅₅
6811	t͡ɕi₃₁kɔu₅₅la₄₄	t͡ɕ i ₃₁ k ɔ u ₅₅ l a ₄₄	617	Allen2007, 8	lightning(vb) / 闪电	tɕi31kɔu55la44	t͡ɕ i ₃₁ k ɔ u ₅₅ l a ₄₄
6022	kuɔ₄₂	k u ɔ ₄₂	1024	Allen2007, 282	sit / 坐	kuɔ42	k u ɔ ₄₂
5451	t͡sũɔ̃₃₃	t͡s ũ ɔ̃ ₃₃	442	Allen2007, 402	heavy / 重	tsũɔ̃33	t͡s ũ ɔ̃ ₃₃
6031	ũ₂₁	ũ ₂₁	1459	Allen2007, 407	yellow / 黄	ũ21	ũ ₂₁
161806	t͡sɔ̃u₂₁	t͡s ɔ̃ u ₂₁	462	Allen2007, 326	hide / 藏	tsɔ̃u21	t͡s ɔ̃ u ₂₁
858309	na₅₅lɯ₃₃	n a ₅₅ l ɯ ₃₃	1211	Allen2007, 487	there / 那里	na55lɯ33	n a ₅₅ l ɯ ₃₃
5827	jɯ₄₄	j ɯ ₄₄	236	Allen2007, 260	eat / 吃	jɯ44	j ɯ ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Allen2007, 381	die / 死	ɕi33	ɕ i ₃₃
1460	ũ₅₅	ũ ₅₅	321	Allen2007, 69	fish / 鱼	ũ55	ũ ₅₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Allen2007, 410	black / 黑	xɯ44	x ɯ ₄₄
6056	ɣɯ₃₅	ɣ ɯ ₃₅	138	Allen2007, 363	come / 来	ɣɯ35	ɣ ɯ ₃₅
6010	vɤ₄₂tɯ₃₃	v ɤ ₄₂ t ɯ ₃₃	868	Allen2007, 333	play / 玩耍	vɤ42tɯ33	v ɤ ₄₂ t ɯ ₃₃
623	vɤ₂₁	v ɤ ₂₁	128	Allen2007, 5	cloud / 云	vɤ21	v ɤ ₂₁
6248	kɔ̃u₃₃	k ɔ̃ u ₃₃	1328	Allen2007, 451	two / 二	kɔ̃u33	k ɔ̃ u ₃₃
6003	kẽ₄₂	k ẽ ₄₂	979	Allen2007, 256	see / 见	kẽ42	k ẽ ₄₂
5481	tʰu₃₃sɿ₃₃	tʰ u ₃₃ s ɿ ₃₃	1091	Allen2007, 21	soil / 土	tʰu33sɿ33	tʰ u ₃₃ s ɿ ₃₃
1375415	pʰɯ₅₅	pʰ ɯ ₅₅	76	Allen2007, 266	blow / 吹	pʰɯ55	pʰ ɯ ₅₅
6054	pe₄₄	p e ₄₄	1349	Allen2007, 281	walk / 走	pe44	p e ₄₄
8061	mɛ₄₂	m ɛ ₄₂	121	Allen2007, 301	buy / 买	mɛ42	m ɛ ₄₂
6685	a₃₁pɛ₄₄	a ₃₁ p ɛ ₄₄	504	Allen2007, 460	one hundred / 一百	a31pɛ44	a ₃₁ p ɛ ₄₄
7005	pia₄₄	p i a ₄₄	253	Allen2007, 457	eight / 八	pia44	p i a ₄₄ -
5823	miɛ₄₂tʰɔ̃₅₅t͡suɔ₄₄	m i ɛ ₄₂ tʰ ɔ̃ ₅₅ t͡s u ɔ ₄₄	774	Allen2007, 134	neck / 脖子	miɛ42tʰɔ̃55tsuɔ44	m i ɛ ₄₂ tʰ ɔ̃ ₅₅ t͡s u ɔ ₄₄
5527	tɯ₂₁pɔ₂₁	t ɯ ₂₁ p ɔ ₂₁	434	Allen2007, 124	head / 头	tɯ21pɔ21	t - ɯ - ₂₁ p - ɔ ₂₁
5993	ŋa₄₄	ŋ a ₄₄	59	Allen2007, 262	bite / 咬	ŋa44	ŋ a ₄₄
6043	sʰɛ₄₄	sʰ ɛ ₄₄	154	Allen2007, 294	cut,reap / 割	sʰɛ44	sʰ ɛ ₄₄
5511	wẽ₃₃	w ẽ ₃₃	272	Allen2007, 127	eye / 眼	wẽ33	w ẽ ₃₃
1487	xuɔ₃₅	x u ɔ ₃₅	338	Allen2007, 118	flower / 花	xuɔ35	x u ɔ ₃₅
2124	sʰe₄₄	sʰ e ₄₄	580	Allen2007, 116	leaf / 叶	sʰe44	sʰ e ₄₄
5468	ṽ₃₃tuɔ₅₅luɔ₅₅	ṽ ₃₃ t u ɔ ₅₅ l u ɔ ₅₅	1194	Allen2007, 88	tail / 尾巴	ṽ33tuɔ55luɔ55	ṽ ₃₃ t u ɔ ₅₅ l u ɔ ₅₅
6040	ma₃₃	m a ₃₃	370	Allen2007, 412	full / 满	ma33	m a ₃₃
333730	jĩ₂₁kɛ̃₃₅jĩ₂₁	j ĩ ₂₁ k ɛ̃ ₃₅ j ĩ ₂₁	854	Allen2007, 155	person / 人	jĩ21kɛ̃35jĩ21	j ĩ ₂₁ k ɛ̃ ₃₅ j ĩ ₂₁
858309	t͡sɯ₃₃	t͡s ɯ ₃₃	1218	Allen2007, 362	there is / 有	tsɯ33	t͡s ɯ ₃₃
5990	pɔu₄₂	p ɔ u ₄₂	1252	Allen2007, 395	thin,flimsy / 薄	pɔu42	p ɔ u ₄₂
436024	t͡sɛ̃₄₂fɤ₃₃	t͡s ɛ̃ ₄₂ f ɤ ₃₃	922	Allen2007, 28	right(side) / 右边	tsɛ̃42fɤ33	t͡s ɛ̃ ₄₂ f ɤ ₃₃
6193	t͡ɕɯ₃₃	t͡ɕ ɯ ₃₃	788	Allen2007, 458	nine / 九	tɕɯ33	t͡ɕ ɯ ₃₃
5484	ɕʰĩ₅₅	ɕʰ ĩ ₅₅	786	Allen2007, 421	new / 新	ɕʰĩ55	ɕʰ ĩ ₅₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Allen2007, 455	six / 六	fɤ44	f ɤ ₄₄
5616	sʰɯ₃₃	sʰ ɯ ₃₃	421	Allen2007, 135	hand / 手	sʰɯ33	sʰ ɯ ₃₃
6519	t͡sʰɛ̃₃₃	t͡sʰ ɛ̃ ₃₃	1047	Allen2007, 288	sleep / 睡	tsʰɛ̃33	t͡sʰ ɛ̃ ₃₃
6051	t͡sʰɿ₅₅	t͡sʰ ɿ ₅₅	1106	Allen2007, 264	spit / 吐（痰）	tsʰɿ55	t͡sʰ ɿ ₅₅
1173416	t͡sa₃₅ɕɯ₅₅	t͡s a ₃₅ ɕ ɯ ₅₅	4	Allen2007, 499	all / 都	tsa35ɕɯ55	t͡s a ₃₅ ɕ ɯ ₅₅
5987	ji₃₁	j i ₃₁	1000	Allen2007, 425	sharp(knife) / 快(刀)	ji31	j i ₃₁
630453	mɔu₄₄t͡sɿ₃₃	m ɔ u ₄₄ t͡s ɿ ₃₃	714	Allen2007, 80	mosquito / 蚊子	mɔu44tsɿ33	m ɔ u ₄₄ t͡s ɿ ₃₃
5481	t͡ɕi₃₁pɛ₂₁	t͡ɕ i ₃₁ p ɛ ₂₁	202	Allen2007, 20	earth / 地	tɕi31pɛ21	t͡ɕ i ₃₁ p ɛ ₂₁
619975	t͡sũɔ̃₄₂	t͡s ũ ɔ̃ ₄₂	862	Allen2007, 293	plant(seed) / 栽种	tsũɔ̃42	t͡s ũ ɔ̃ ₄₂
5456	na₅₅	n a ₅₅	1468	Allen2007, 478	you(2 p.p.) / 你们	na55	n a ₅₅
332000	t͡sʰue₃₃kʰɔ̃₄₄	t͡sʰ u e ₃₃ kʰ ɔ̃ ₄₄	740	Allen2007, 130	mouth / 嘴	tsʰue33kʰɔ̃44	t͡sʰ u e ₃₃ kʰ ɔ̃ ₄₄
5990	ma₄₂	m a ₄₂	1244	Allen2007, 393	fine,thin / 细	ma42	m a ₄₂
5491	a₅₅xʰa₃₁	a ₅₅ xʰ a ₃₁	1396	Allen2007, 489	what / 什么	a55xʰa31	a ₅₅ xʰ a ₃₁
5475	ɕʰĩ₅₅	ɕʰ ĩ ₅₅	436	Allen2007, 149	heart / 心	ɕʰĩ55	ɕʰ ĩ ₅₅
1149393	na₅₅	n a ₅₅	1204	Allen2007, 486	that / 那	na55	n a ₅₅
3258	tʰu₃₃	tʰ u ₃₃	838	Allen2007, 171	road / 路	tʰu33	tʰ u ₃₃
5459	nɔ₃₁	n ɔ ₃₁	1260	Allen2007, 477	you(2 p.s.) / 你	nɔ31	n ɔ ₃₁
2300	kɛ₂₁	k ɛ ₂₁	684	Allen2007, 201	meat / 肉	kɛ21	k ɛ ₂₁
411	sʰua₄₄	sʰ u a ₄₄	75	Allen2007, 145	blood / 血	sʰua44	sʰ u a ₄₄
5981	kuɔ₄₄	k u ɔ ₄₄	477	Allen2007, 87	horn / 角	kuɔ44	k u ɔ ₄₄
471303	t͡sɿ₅₅t͡sɔu₄₂sʰɯ₃₃	t͡s ɿ ₅₅ t͡s ɔ u ₄₂ sʰ ɯ ₃₃	553	Allen2007, 291	labour / 劳动	tsɿ55tsɔu42sʰɯ33	t͡s ɿ ₅₅ t͡s ɔ u ₄₂ sʰ - ɯ ₃₃
6071	kʰa₃₃	kʰ a ₃₃	876	Allen2007, 275	pull / 拉	kʰa33	kʰ a ₃₃
5729	mi₃₅wã₄₄	m i ₃₅ w ã ₄₄	703	Allen2007, 3	moon / 月亮	mi35wã44	m i ₃₅ w ã ₄₄ - - -
5991	ɯ₃₃	ɯ ₃₃	174	Allen2007, 261	drink / 喝	ɯ33	ɯ ₃₃
5946	t͡sʰɿ₃₃pa₄₄	t͡sʰ ɿ ₃₃ p a ₄₄	1305	Allen2007, 131	tooth / 牙	tsʰɿ33pa44	t͡sʰ ɿ ₃₃ p a ₄₄
5622	tou₄₄	t o u ₄₄	276	Allen2007, 285	fall down / 跌倒	tou44	t o u ₄₄
