OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
3361	t͡sɤ₃₃	t͡s ɤ ₃₃	985	Allen2007, 114	seed / 种子	tsɤ33	t͡s ɤ ₃₃
7800	pɛ₃₁	p ɛ ₃₁	533	Allen2007, 378	be sick,ill / 病	pɛ31	p ɛ ₃₁
6068	ma₃₅	m a ₃₅	886	Allen2007, 276	push / 推	ma35	m a ₃₅
509787	xe₅₅mɛ₂₁	x e ₅₅ m ɛ ₂₁	1277	Allen2007, 9	thunder(vb) / 打雷	xe55mɛ21	x e - ₅₅ m ɛ - ₂₁
6032	lɤ₄₄	l ɤ ₄₄	397	Allen2007, 411	green / 绿	lɤ44	l ɤ ₄₄
1446	xue₃₃	x u e ₃₃	316	Allen2007, 24	fire / 火	xue33	x u e ₃₃
5995	miɛ₃₅	m i ɛ ₃₅	746	Allen2007, 242	name / 名字	miɛ35	m i ɛ ₃₅
6312	t͡sɿ₄₂	t͡s ɿ ₄₂	1199	Allen2007, 459	ten / 十	tsɿ42	t͡s ɿ ₄₂
6069	se₃₃	s e ₃₃	1370	Allen2007, 320	wash / 洗	se33	s e ₃₃
6041	ɕɛ₅₅ɣɔ₃₃	ɕ ɛ ₅₅ ɣ ɔ ₃₃	1127	Allen2007, 4	star / 星星	ɕɛ55ɣɔ33	ɕ ɛ ₅₅ ɣ ɔ ₃₃
156096	sa₅₅	s a ₅₅	1272	Allen2007, 452	three / 三	sa55	s a ₅₅
5503	t͡sʰu₅₅	t͡sʰ u ₅₅	1243	Allen2007, 392	thick,coarse / 粗	tsʰu55	t͡sʰ u ₅₅
1287831	a₅₅ta₄₄	a ₅₅ t a ₄₄	452	Allen2007, 485	here / 这里	a55ta44	a ₅₅ t a ₄₄
5458	nɯ₃₁	n ɯ ₃₁	1253	Allen2007, 484	this / 这	nɯ31	n ɯ ₃₁
950344	t͡ʂɔ₂₁	t͡ʂ ɔ ₂₁	541	Allen2007, 147	intestine,gut / 肠子	tʂɔ21	t͡ʂ ɔ ₂₁
6042	ʂɔ₅₅	ʂ ɔ ₅₅	364	Allen2007, 12	frost / 霜	ʂɔ55	ʂ ɔ ₅₅
5983	kua₄₄tɯ₂₁	k u a ₄₄ t ɯ ₂₁	97	Allen2007, 144	bone / 骨头	kua44tɯ21	k u a ₄₄ t - ɯ ₂₁
5490	a₃₁tɔ₂₁	a ₃₁ t ɔ ₂₁	1410	Allen2007, 488	who / 谁	a31tɔ21	a ₃₁ t ɔ ₂₁ - -
5440	t͡ʂe₄₂pʰi₃₁	t͡ʂ e ₄₂ pʰ i ₃₁	1293	Allen2007, 132	tongue / 舌头	tʂe42pʰi31	t͡ʂ e ₄₂ pʰ i ₃₁
5639	kɯ₃₅	k ɯ ₃₅	136	Allen2007, 434	cold / 冷	kɯ35	k ɯ ₃₅
869106	t͡ɕi₃₃	t͡ɕ i ₃₃	760	Allen2007, 397	near / 近	tɕi33	t͡ɕ i ₃₃
340828	se₄₂	s e ₄₂	252	Allen2007, 84	egg / 蛋	se42	s e ₄₂
7004	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	999	Allen2007, 456	seven / 七	tɕʰi44	t͡ɕʰ i ₄₄
1333710	xɔ₃₅	x ɔ ₃₅	913	Allen2007, 406	red / 红	xɔ35	x ɔ ₃₅
3854	t͡ʂɯ₃₁	t͡ʂ ɯ ₃₁	1306	Allen2007, 89	tree / 树	tʂɯ31	t͡ʂ ɯ ₃₁
3253	kɤ₃₅	k ɤ ₃₅	930	Allen2007, 15	river / 河	kɤ35	k ɤ ₃₅
5438	t͡ʂɔ₂₁	t͡ʂ ɔ ₂₁	640	Allen2007, 390	long / 长	tʂɔ21	t͡ʂ ɔ ₂₁
5476	ka₃₅	k a ₃₅	628	Allen2007, 150	liver / 肝	ka35	k a ₃₅
1510493	t͡sɔ₄₂	t͡s ɔ ₄₂	122	Allen2007, 263	chew / 嚼	tsɔ42	t͡s ɔ ₄₂
5503	kɯ₃₃	k ɯ ₃₃	1230	Allen2007, 394	thick / 厚	kɯ33	k ɯ ₃₃
1499731	pi₃₅pɔ₃₁	p i ₃₅ p ɔ ₃₁	595	Allen2007, 27	left(side) / 左边	pi35pɔ31	p i ₃₅ p ɔ ₃₁
352331	pa₅₅	p a ₅₅	1225	Allen2007, 480	they(3 p.p.) / 他们	pa55	p a ₅₅
4165	ɲɤ₃₃ɲi₂₁	ɲ ɤ ₃₃ ɲ i ₂₁	1443	Allen2007, 156	woman / 女人	ɲɤ33ɲi21	ɲ ɤ ₃₃ ɲ i ₂₁
1502	pɯ₃₁kɔ₂₁	p ɯ ₃₁ k ɔ ₂₁	346	Allen2007, 13	fog / 雾	pɯ31kɔ21	p ɯ ₃₁ k ɔ ₂₁
5992	pa₄₂	p a ₄₂	108	Allen2007, 138	breast / 乳房	pa42	p a ₄₂
5464	a₅₅ji₂₁	a ₅₅ j i ₂₁	294	Allen2007, 162	father / 父亲	a55ji21	a ₅₅ j i ₂₁
2061	kɔ₂₁	k ɔ ₂₁	554	Allen2007, 16	lake / 湖	kɔ21	k ɔ ₂₁
3100	vɤ₃₃ɕi₃₃	v ɤ ₃₃ ɕ i ₃₃	896	Allen2007, 7	rain / 雨	vɤ33ɕi33	v ɤ ₃₃ ɕ i ₃₃
6060	na₃₅	n a ₃₅	465	Allen2007, 269	hold / 拿	na35	n a ₃₅
5876	sɔ₃₃	s ɔ ₃₃	573	Allen2007, 348	laugh / 笑	sɔ33	s ɔ ₃₃
1511061	tua₃₁	t u a ₃₁	88	Allen2007, 426	blunt(knife) / 钝(刀)	tua31	t u a ₃₁
5500	ɕu₃₃	ɕ u ₃₃	311	Allen2007, 399	few / 少	ɕu33	ɕ u ₃₃
5509	se₃₁	s e ₃₁	1052	Allen2007, 387	small / 小	se31	s e ₃₁
479387	mɛ₄₄	m ɛ ₄₄	127	Allen2007, 286	climb / 爬	mɛ44	m ɛ ₄₄
6004	se₃₃	s e ₃₃	547	Allen2007, 353	know / 知道	se33	s e ₃₃
5471	pi₂₁t͡se₄₄	p i ₂₁ t͡s e ₄₄	789	Allen2007, 128	nose / 鼻子	pi21tse44	p i ₂₁ t͡s e ₄₄
5825	pɛ₄₂	p ɛ ₄₂	1409	Allen2007, 409	white / 白	pɛ42	p ɛ ₄₂
5482	kɯ₃₁	k ɯ ₃₁	799	Allen2007, 422	old / 旧	kɯ31	k ɯ ₃₁
5517	xɔ₂₁	x ɔ ₂₁	486	Allen2007, 168	house / 房	xɔ21	x ɔ ₂₁
513017	kʰɯ₅₅	kʰ ɯ ₅₅	821	Allen2007, 324	open(door) / 开（门）	kʰɯ55	kʰ ɯ ₅₅
6454	t͡sʰɿ₅₅	t͡sʰ ɿ ₅₅	1181	Allen2007, 380	swell / 肿	tsʰɿ55	t͡sʰ ɿ ₅₅
5994	miɔ₄₂	m i ɔ ₄₂	1161	Allen2007, 400	straight / 直	miɔ42	m i ɔ - ₄₂
6244	ji₄₄	j i ₄₄	813	Allen2007, 450	one / 一	ji44	j i ₄₄
5510	ɲɤ₃₃pi₂₁	ɲ ɤ ₃₃ p i ₂₁	190	Allen2007, 129	ear / 耳朵	ɲɤ33pi21	ɲ ɤ ₃₃ p i ₂₁
6520	t͡ʂʰu₅₅	t͡ʂʰ u ₅₅	1053	Allen2007, 259	smell(vb) / 臭、闻	tʂʰu55	t͡ʂʰ u ₅₅
6746	t͡sʰɯ₅₅	t͡sʰ ɯ ₅₅	1019	Allen2007, 391	short / 短	tsʰɯ55	t͡sʰ ɯ ₅₅
3633	t͡ʂo₄₂kʰue₅₅	t͡ʂ o ₄₂ kʰ u e ₅₅	1150	Allen2007, 23	stone / 石头	tʂo42kʰue55	t͡ʂ o - ₄₂ kʰ u e ₅₅
5455	ŋa₅₅	ŋ a ₅₅	1375	Allen2007, 475	we(1 p.p.) / 我们	ŋa55	ŋ a ₅₅
5478	sua₄₄	s u a ₄₄	1453	Allen2007, 31	year / 年、岁	sua44	s u a ₄₄
4118	ɕy₃₃	ɕ y ₃₃	1374	Allen2007, 14	water / 水	ɕy33	ɕ y ₃₃
5850	ɲi₄₄pʰi₃₁	ɲ i ₄₄ pʰ i ₃₁	1165	Allen2007, 2	sun / 太阳	ɲi44pʰi31	ɲ i ₄₄ pʰ i ₃₁
5423	t͡ɕi₃₅	t͡ɕ i ₃₅	670	Allen2007, 398	much,many / 多	tɕi35	t͡ɕ i ₃₅
5672	ko₄₄	k o ₄₄	353	Allen2007, 142	foot / 脚	ko44	k o ₄₄
5450	ŋɔ₃₁	ŋ ɔ ₃₁	512	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	ŋ ɔ ₃₁
5617	e₄₄ta₄₂	e ₄₄ t a ₄₂	1343	Allen2007, 265	vomit / 呕吐	e44ta42	e ₄₄ t a ₄₂
3588	tua₃₅sua₃₅ɣɔ₃₁	t u a ₃₅ s u a ₃₅ ɣ ɔ ₃₁	1098	Allen2007, 75	spider / 蜘蛛	tua35sua35ɣɔ31	t u a ₃₅ s u a ₃₅ ɣ ɔ ₃₁
6044	po₄₄	p o ₄₄	463	Allen2007, 270	hit(table) / 拍（桌子）	po44	p o ₄₄
5437	tɔ₃₁	t ɔ ₃₁	43	Allen2007, 386	big / 大	tɔ31	t ɔ ₃₁
5918	kʰuɛ₃₁tɯ₂₁t͡se₄₄	kʰ u ɛ ₃₁ t ɯ ₂₁ t͡s e ₄₄	542	Allen2007, 143	knee / 膝盖	kʰuɛ31tɯ21tse44	kʰ u ɛ ₃₁ t - ɯ ₂₁ t͡s e ₄₄
5436	ma₂₁	m a ₂₁	306	Allen2007, 86	feather,hair / 毛	ma21	m a ₂₁
5997	tue₃₃	t u e ₃₃	292	Allen2007, 396	far / 远	tue33	t u e ₃₃
5624	t͡sɿ₃₅	t͡s ɿ ₃₅	293	Allen2007, 198	animal oil / 动物油(脂肪)	tsɿ35	t͡s ɿ ₃₅
6811	kʲi₃₁ŋue₃₃zɛ₃₃	kʲ i ₃₁ ŋ u e ₃₃ z ɛ ₃₃	616	Allen2007, 8	lightning(vb) / 闪电	kʲi31ŋue33zɛ33	kʲ i ₃₁ ŋ u e ₃₃ z ɛ ₃₃
6022	kɤ₄₂	k ɤ ₄₂	1020	Allen2007, 282	sit / 坐	kɤ42	k ɤ ₄₂
5451	t͡ʂɤ₃₃	t͡ʂ ɤ ₃₃	440	Allen2007, 402	heavy / 重	tʂɤ33	t͡ʂ ɤ ₃₃
6031	ŋɤ₂₁	ŋ ɤ ₂₁	1455	Allen2007, 407	yellow / 黄	ŋɤ21	ŋ ɤ ₂₁
161806	t͡sɔ₂₁	t͡s ɔ ₂₁	458	Allen2007, 326	hide / 藏	tsɔ21	t͡s ɔ ₂₁
858309	na₅₅xa₂₁	n a ₅₅ x a ₂₁	1210	Allen2007, 487	there / 那里	na55xa21	n a ₅₅ x a - ₂₁
5827	jɯ₄₄	j ɯ ₄₄	236	Allen2007, 260	eat / 吃	jɯ44	j ɯ ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Allen2007, 381	die / 死	ɕi33	ɕ i ₃₃
1460	ɤ₃₅	ɤ ₃₅	321	Allen2007, 69	fish / 鱼	ɤ35	ɤ ₃₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Allen2007, 410	black / 黑	xɯ44	x ɯ ₄₄
6056	pe₄₄jɯ₃₅	p e ₄₄ j ɯ ₃₅	137	Allen2007, 363	come / 来	pe44jɯ35	p e ₄₄ j ɯ ₃₅
6010	u₃₁t͡ɕʰu₃₁	u ₃₁ t͡ɕʰ u ₃₁	868	Allen2007, 333	play / 玩耍	u31tɕʰu31	- u ₃₁ t͡ɕʰ u ₃₁
623	vɤ₂₁	v ɤ ₂₁	128	Allen2007, 5	cloud / 云	vɤ21	v ɤ ₂₁
6248	kɔ₃₃	k ɔ ₃₃	1324	Allen2007, 451	two / 二	kɔ33	k ɔ ₃₃
6003	kʲe₄₂	kʲ e ₄₂	979	Allen2007, 256	see / 见	kʲe42	kʲ e ₄₂
5481	tʰu₃₃	tʰ u ₃₃	1090	Allen2007, 21	soil / 土	tʰu33	tʰ u ₃₃
1375415	pʰɯ₅₅	pʰ ɯ ₅₅	76	Allen2007, 266	blow / 吹	pʰɯ55	pʰ ɯ ₅₅
6054	pe₄₄	p e ₄₄	1349	Allen2007, 281	walk / 走	pe44	p e ₄₄
8061	mɛ₄₂	m ɛ ₄₂	121	Allen2007, 301	buy / 买	mɛ42	m ɛ ₄₂
6685	a₃₁pɛ₄₄	a ₃₁ p ɛ ₄₄	504	Allen2007, 460	one hundred / 一百	a31pɛ44	a ₃₁ p ɛ ₄₄
7005	pia₄₄	p i a ₄₄	253	Allen2007, 457	eight / 八	pia44	p i a ₄₄ -
5823	ɕɛ₃₃kʲɛ₃₅	ɕ ɛ ₃₃ kʲ ɛ ₃₅	773	Allen2007, 134	neck / 脖子	ɕɛ33kʲɛ35	ɕ ɛ ₃₃ kʲ ɛ ₃₅
5527	tɯ₂₁pɔ₂₁	t ɯ ₂₁ p ɔ ₂₁	434	Allen2007, 124	head / 头	tɯ21pɔ21	t - ɯ - ₂₁ p - ɔ ₂₁
5993	ŋa₄₄	ŋ a ₄₄	59	Allen2007, 262	bite / 咬	ŋa44	ŋ a ₄₄
6043	ʂɛ₄₄	ʂ ɛ ₄₄	154	Allen2007, 294	cut,reap / 割	ʂɛ44	ʂ ɛ ₄₄
5511	ŋue₃₃	ŋ u e ₃₃	268	Allen2007, 127	eye / 眼	ŋue33	ŋ u e ₃₃
1487	xɔ₃₅	x ɔ ₃₅	337	Allen2007, 118	flower / 花	xɔ35	x ɔ ₃₅
2124	ʂe₄₄	ʂ e ₄₄	580	Allen2007, 116	leaf / 叶	ʂe44	ʂ e ₄₄
5468	ŋɤ₄₄tɤ₃₅	ŋ ɤ ₄₄ t ɤ ₃₅	1193	Allen2007, 88	tail / 尾巴	ŋɤ44tɤ35	ŋ ɤ ₄₄ t ɤ ₃₅
6040	ma₃₃	m a ₃₃	370	Allen2007, 412	full / 满	ma33	m a ₃₃
333730	ɲi₂₁kʲɛ₃₅ɲi₂₁	ɲ i ₂₁ kʲ ɛ ₃₅ ɲ i ₂₁	852	Allen2007, 155	person / 人	ɲi21kʲɛ35ɲi21	ɲ i ₂₁ kʲ ɛ - ₃₅ ɲ i ₂₁
858309	t͡sɯ₃₃	t͡s ɯ ₃₃	1218	Allen2007, 362	there is / 有	tsɯ33	t͡s ɯ ₃₃
5990	pɔ₄₂	p ɔ ₄₂	1251	Allen2007, 395	thin,flimsy / 薄	pɔ42	p ɔ ₄₂
436024	t͡ʂɛ₄₂pɔ₃₁	t͡ʂ ɛ ₄₂ p ɔ ₃₁	922	Allen2007, 28	right(side) / 右边	tʂɛ42pɔ31	t͡ʂ ɛ ₄₂ p ɔ ₃₁
6193	t͡ɕɯ₃₃	t͡ɕ ɯ ₃₃	788	Allen2007, 458	nine / 九	tɕɯ33	t͡ɕ ɯ ₃₃
5484	ɕi₅₅	ɕ i ₅₅	786	Allen2007, 421	new / 新	ɕi55	ɕ i ₅₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Allen2007, 455	six / 六	fɤ44	f ɤ ₄₄
5616	ʂɯ₃₃	ʂ ɯ ₃₃	421	Allen2007, 135	hand / 手	ʂɯ33	ʂ ɯ ₃₃
6519	t͡ʂʰɛ₃₃	t͡ʂʰ ɛ ₃₃	1047	Allen2007, 288	sleep / 睡	tʂʰɛ33	t͡ʂʰ ɛ ₃₃
6051	t͡sʰɿ₅₅	t͡sʰ ɿ ₅₅	1106	Allen2007, 264	spit / 吐（痰）	tsʰɿ55	t͡sʰ ɿ ₅₅
1173416	t͡ɕʰɔ₅₅ku₅₅	t͡ɕʰ ɔ ₅₅ k u ₅₅	3	Allen2007, 499	all / 都	tɕʰɔ55ku55	t͡ɕʰ ɔ ₅₅ k u ₅₅
5987	ji₃₁	j i ₃₁	1000	Allen2007, 425	sharp(knife) / 快(刀)	ji31	j i ₃₁
630453	mɔ₄₄t͡sɿ₃₃	m ɔ ₄₄ t͡s ɿ ₃₃	714	Allen2007, 80	mosquito / 蚊子	mɔ44tsɿ33	m ɔ - ₄₄ t͡s ɿ ₃₃
5481	t͡ɕi₃₁	t͡ɕ i ₃₁	197	Allen2007, 20	earth / 地	tɕi31	t͡ɕ i ₃₁
619975	t͡sɤ₄₂	t͡s ɤ ₄₂	861	Allen2007, 293	plant(seed) / 栽种	tsɤ42	t͡s ɤ ₄₂
5456	na₅₅	n a ₅₅	1468	Allen2007, 478	you(2 p.p.) / 你们	na55	n a ₅₅
332000	t͡ɕy₃₃ka₃₅tɯ₂₁	t͡ɕ y ₃₃ k a ₃₅ t ɯ ₂₁	739	Allen2007, 130	mouth / 嘴	tɕy33ka35tɯ21	t͡ɕ y ₃₃ k a ₃₅ t ɯ ₂₁
5990	mɔ₄₂	m ɔ ₄₂	1244	Allen2007, 393	fine,thin / 细	mɔ42	m ɔ ₄₂
5491	a₅₅ne₃₁	a ₅₅ n e ₃₁	1395	Allen2007, 489	what / 什么	a55ne31	- a ₅₅ n e ₃₁
5475	ɕi₅₅	ɕ i ₅₅	436	Allen2007, 149	heart / 心	ɕi55	ɕ i ₅₅
1149393	na₅₅	n a ₅₅	1204	Allen2007, 486	that / 那	na55	n a ₅₅
3258	tʰɔ₃₃	tʰ ɔ ₃₃	838	Allen2007, 171	road / 路	tʰɔ33	tʰ ɔ ₃₃
5459	nɔ₃₁	n ɔ ₃₁	1260	Allen2007, 477	you(2 p.s.) / 你	nɔ31	n ɔ ₃₁
2300	kʲɛ₂₁	kʲ ɛ ₂₁	684	Allen2007, 201	meat / 肉	kʲɛ21	kʲ ɛ ₂₁
411	sua₄₄	s u a ₄₄	75	Allen2007, 145	blood / 血	sua44	s u a ₄₄
5981	kɤ₄₄	k ɤ ₄₄	473	Allen2007, 87	horn / 角	kɤ44	k ɤ ₄₄
471303	t͡sɯ₅₅t͡sɔ₄₂ʂɯ₃₃	t͡s ɯ ₅₅ t͡s ɔ ₄₂ ʂ ɯ ₃₃	553	Allen2007, 291	labour / 劳动	tsɯ55tsɔ42ʂɯ33	t͡s ɯ ₅₅ t͡s ɔ - ₄₂ ʂ - ɯ ₃₃
6071	kʲi₃₃	kʲ i ₃₃	876	Allen2007, 275	pull / 拉	kʲi33	kʲ i ₃₃
5729	mi₅₅ŋua₄₄	m i ₅₅ ŋ u a ₄₄	698	Allen2007, 3	moon / 月亮	mi55ŋua44	m i ₅₅ ŋ u a ₄₄
5991	ɯ₃₃	ɯ ₃₃	174	Allen2007, 261	drink / 喝	ɯ33	ɯ ₃₃
5946	t͡sʰɿ₃₃pʰa₃₃	t͡sʰ ɿ ₃₃ pʰ a ₃₃	1305	Allen2007, 131	tooth / 牙	tsʰɿ33pʰa33	t͡sʰ ɿ ₃₃ pʰ a ₃₃
5622	to₄₄pa₄₄	t o ₄₄ p a ₄₄	278	Allen2007, 285	fall down / 跌倒	to44pa44	t o ₄₄ p a ₄₄
