OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
1499731	pi₅₅	p i ₅₅	600	Wang2006a, 710	left	pi55	p i ₅₅
5502	kʰua₄₄	kʰ u a ₄₄	1418	Wang2006a, 976	wide	kʰua44	kʰ u a ₄₄
5502	kʰua₄₄	kʰ u a ₄₄	1418	Wang2006a, 966	wide	kʰua44	kʰ u a ₄₄
6030	tɚ̃₄₄	t ɚ̃ ₄₄	312	Wang2006a, 1234	fight	tɚ̃44	t ɚ̃ ₄₄
4165	ɲõ₃₃	ɲ õ ₃₃	1446	Wang2006a, 174	woman	ɲõ33	ɲ õ ₃₃
5992	ŋɔŋ₃₃	ŋ ɔ ŋ ₃₃	119	Wang2006a, 94	breasts	[ŋɔŋ33]	ŋ ɔ ŋ ₃₃
2061	ɕu₃₃tu₃₃	ɕ u ₃₃ t u ₃₃	565	Wang2006a, 31	lake	(ɕu33tu33/pen33)	ɕ u ₃₃ t u ₃₃
3100	ɣo₄₂	ɣ o ₄₂	904	Wang2006a, 1719	(rain) fall	ɣo42	ɣ o ₄₂
5876	sǝɯ₂₁	s ǝ ɯ ₂₁	576	Wang2006a, 1735	laugh	sǝɯ21	s ǝ ɯ ₂₁
5665	kʰuɚ₂₁	kʰ u ɚ ₂₁	607	Wang2006a, 1829	leg	kʰuɚ21/ko44	kʰ u ɚ ₂₁
1299599	sɤ₅₅	s ɤ ₅₅	1282	Wang2006a, 1269	to burn	sv55	s ɤ ₅₅
5825	pʰɚ₄₂	pʰ ɚ ₄₂	1409	Wang2006a, 1006	white	pʰɚ42	pʰ ɚ ₄₂
6397	t͡si₃₃	t͡s i ₃₃	662	Wang2006a, 173	man	tsi33	t͡s i ₃₃
5482	kǝɯ₂₁	k ǝ ɯ ₂₁	808	Wang2006a, 1051	used, old	kǝɯ21	k ǝ ɯ ₂₁
5517	xo₂₁	x o ₂₁	486	Wang2006a, 494	house	xo21	x o ₂₁
513017	kʰǝ₅₅	kʰ ǝ ₅₅	821	Wang2006a, 1461	open	kʰǝ55	kʰ ǝ ₅₅
6454	t͡sʰen₅₅	t͡sʰ e n ₅₅	1187	Wang2006a, 1802	swell	tsʰen55	t͡sʰ e n ₅₅
5465	so₄₄	s o ₄₄	961	Wang2006a, 619	rope	so44	s o ₄₄
5994	t͡suen₅₅	t͡s u e n ₅₅	1158	Wang2006a, 1003	straight	(tsuen55)	t͡s u e n ₅₅
6244	a₂₁	a ₂₁	811	Wang2006a, 797	one	a21	a ₂₁
1837	ɕyɛ₄₄pʰien₃₃	ɕ y ɛ ₄₄ pʰ i e n ₃₃	530	Wang2006a, 17	ice	ɕyɛ44pʰien33	ɕ y ɛ ₄₄ pʰ i e n ₃₃
6520	t͡sʰu₅₅	t͡sʰ u ₅₅	1053	Wang2006a, 1707	to smell	tsʰu55	t͡sʰ u ₅₅
3633	t͡sʰɤ₄₂	t͡sʰ ɤ ₄₂	1151	Wang2006a, 43	stone	tsʰv42	t͡sʰ ɤ ₄₂
8448	mǝɯ₂₁	m ǝ ɯ ₂₁	173	Wang2006a, 699	dream	mǝɯ21	m ǝ ɯ ₂₁
5478	sua₄₄	s u a ₄₄	1453	Wang2006a, 914	a year old	sua44	s u a ₄₄
4118	ɕyi₃₃	ɕ y i ₃₃	1372	Wang2006a, 47	water	ɕyi33	ɕ y i ₃₃
5850	ɲiɛ₄₄	ɲ i ɛ ₄₄	1173	Wang2006a, 2	sun	ɲiɛ44	ɲ i ɛ ₄₄
5423	ti₅₅	t i ₅₅	670	Wang2006a, 987	many	ti55	t i ₅₅
5672	ko₄₄	k o ₄₄	353	Wang2006a, 103	foot	ko44	k o ₄₄
5486	ɕɚ₅₅pʰo₅₅	ɕ ɚ ₅₅ pʰ o ₅₅	16	Wang2006a, 752	at night; in the evening	(ɕɚ55pʰo55)	ɕ ɚ ₅₅ pʰ o ₅₅
5450	nen₄₂	n e n ₄₂	523	Wang2006a, 928	I	nen42	n e n ₄₂
5617	kʰui₃₃	kʰ u i ₃₃	1342	Wang2006a, 1535	vomit/throw up	kʰui33	kʰ u i ₃₃
5437	do₄₂	d o ₄₂	43	Wang2006a, 964	big	do42	d o ₄₂
5997	t͡suen₃₃	t͡s u e n ₃₃	290	Wang2006a, 974	far	tsuen33	t͡s - u e n ₃₃
6052	pi₅₅	p i ₅₅	345	Wang2006a, 1318	fly	pi55	p i ₅₅
5624	t͡si₅₅	t͡s i ₅₅	293	Wang2006a, 445	grease, fat	tsi55	t͡s i ₅₅
6022	kɤ₄₂	k ɤ ₄₂	1020	Wang2006a, 1819	sit	kv42	k ɤ ₄₂
7026	xo₅₅	x o ₅₅	143	Wang2006a, 1045	correct; right	xo55	x o ₅₅
5566	t͡sɚ₄₄	t͡s ɚ ₄₄	755	Wang2006a, 977	narrow	tsɚ44	t͡s ɚ ₄₄
5451	t͡sõ₂₁	t͡s õ ₂₁	440	Wang2006a, 1014	heavy	tsõ21	t͡s õ ₂₁
6031	ɣoŋ₂₁	ɣ o ŋ ₂₁	1465	Wang2006a, 1008	yellow	ɣoŋ21	ɣ o ŋ ₂₁
161806	t͡soŋ₂₁	t͡s o ŋ ₂₁	457	Wang2006a, 1169	hide	tsoŋ21	t͡s o ŋ ₂₁
5487	pɚ̃₂₁	p ɚ̃ ₂₁	1059	Wang2006a, 994	smooth	pɚ̃21	p ɚ̃ ₂₁
5827	ji₄₄	j i ₄₄	236	Wang2006a, 1198	eat	ji44	j i ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Wang2006a, 1651	die	ɕi33	ɕ i ₃₃
1460	oŋ₅₅	o ŋ ₅₅	329	Wang2006a, 351	fish	oŋ55	o ŋ ₅₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Wang2006a, 1005	black	xɯ44	x ɯ ₄₄
6248	koŋ₃₃	k o ŋ ₃₃	1323	Wang2006a, 798	two	koŋ33	k o ŋ ₃₃
3305	sa₅₅	s a ₅₅	978	Wang2006a, 44	sand	sa55	s a ₅₅
5984	ven₂₁	v e n ₂₁	968	Wang2006a, 990	round	ven21	v e n ₂₁
1375415	pʰǝɯ₅₅	pʰ ǝ ɯ ₅₅	87	Wang2006a, 1218	blow (the trumpet)	pʰǝɯ55	pʰ ǝ ɯ ₅₅
8061	mɚ₂₁	m ɚ ₂₁	121	Wang2006a, 1516	buy	mɚ21	m ɚ ₂₁
6685	pɚ₄₄	p ɚ ₄₄	501	Wang2006a, 824	hundred	pɚ44	p ɚ ₄₄
7005	pia₄₄	p i a ₄₄	253	Wang2006a, 804	eight	pia44	p i a ₄₄ -
5527	ta₄₂	t a ₄₂	431	Wang2006a, 74	head	ta42	t a ₄₂
6043	sɚ₄₄	s ɚ ₄₄	154	Wang2006a, 1339	cut (meat)	sɚ44	s ɚ ₄₄
5511	ŋuɛ₃₃	ŋ u ɛ ₃₃	268	Wang2006a, 79	eye	ŋuɛ33	ŋ u ɛ ₃₃
6053	t͡suen₅₅	t͡s u e n ₅₅	1337	Wang2006a, 1002	vertical, be standing	(tsuen55)	t͡s u e n ₅₅
2124	kʰo₃₃	kʰ o ₃₃	579	Wang2006a, 376	leaf	kʰo33	kʰ o ₃₃
333730	ɲien₂₁	ɲ i e n ₂₁	860	Wang2006a, 167	person	ɲien21	ɲ i e n ₂₁
3430	pe₂₁	p e ₂₁	1035	Wang2006a, 120	skin	pe21	p e ₂₁
844574	pʰǝɯ₄₂	pʰ ǝ ɯ ₄₂	47	Wang2006a, 1141	bind; tie up	pʰǝɯ42	pʰ ǝ ɯ ₄₂
6193	t͡ɕǝɯ₃₃	t͡ɕ ǝ ɯ ₃₃	787	Wang2006a, 805	nine	tɕǝɯ33	t͡ɕ ǝ ɯ ₃₃
5484	ɕen₅₅	ɕ e n ₅₅	785	Wang2006a, 1050	new	ɕen55	ɕ - e n ₅₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Wang2006a, 802	six	fv44	f ɤ ₄₄
5616	sǝɯ₃₃	s ǝ ɯ ₃₃	423	Wang2006a, 107	hand	sǝɯ33	s ǝ ɯ ₃₃
6051	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	1106	Wang2006a, 1688	spit (noun or verb?)	tɕʰi55	t͡ɕʰ i ₅₅
5987	t͡ɕiǝɯ₄₂	t͡ɕ i ǝ ɯ ₄₂	1011	Wang2006a, 1020	sharp	tɕiǝɯ42	t͡ɕ i ǝ ɯ ₄₂
630453	mo₄₄	m o ₄₄	712	Wang2006a, 360	mosquito	mo44	m o ₄₄
5481	ti₂₁	t i ₂₁	208	Wang2006a, 22	earth	ti21	t i ₂₁
5481	ne₄₂	n e ₄₂	199	Wang2006a, 40	soil; earth	ne42	n e ₄₂
5475	ɕen₅₅	ɕ e n ₅₅	435	Wang2006a, 144	heart	ɕen55	ɕ e - n ₅₅
3258	tʰǝɯ₃₃	tʰ ǝ ɯ ₃₃	839	Wang2006a, 38	path; road	tʰǝɯ33	tʰ ǝ ɯ ₃₃
5459	nen₄₂	n e n ₄₂	1271	Wang2006a, 931	you	nen42	n e n ₄₂
2300	kɚ₂₁	k ɚ ₂₁	684	Wang2006a, 443	meat	kɚ21	k ɚ ₂₁
411	sua₄₄	s u a ₄₄	75	Wang2006a, 129	blood	sua44	s u a ₄₄
5981	koŋ₄₄	k o ŋ ₄₄	484	Wang2006a, 263	horn	koŋ44	k o ŋ ₄₄
6071	kʰen₅₅	kʰ e n ₅₅	885	Wang2006a, 1487	pull; tug	(kʰen55)	kʰ e n ₅₅
5729	mien₅₅ŋua₄₄	m i e n ₅₅ ŋ u a ₄₄	709	Wang2006a, 4	moon	mien55ŋua44	m i e n ₅₅ ŋ u a ₄₄
5991	oŋ₃₃	o ŋ ₃₃	178	Wang2006a, 1370	drink	oŋ33	o ŋ ₃₃
5622	d͡ʑiaŋ₂₁	d͡ʑ i a ŋ ₂₁	286	Wang2006a, 1274	to drop	(dʑiaŋ21)	d͡ʑ i a ŋ ₂₁
