OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
5494	t͡sɿ₅₅mɯ₅₅ne₃₁	t͡s ɿ ₅₅ m ɯ ₅₅ n e ₃₁	498	Allen2007, 491	how / 怎样	tsɿ55mɯ55ne31	t͡s ɿ ₅₅ m ɯ ₅₅ n e ₃₁
5503	kɯ₃₃	k ɯ ₃₃	1230	Allen2007, 394	thick / 厚	kɯ33	k ɯ ₃₃
1499731	pi₃₅pɔ₂₁	p i ₃₅ p ɔ ₂₁	595	Allen2007, 27	left(side) / 左边	pi35pɔ21	p i ₃₅ p ɔ ₂₁
352331	va₅₅	v a ₅₅	1225	Allen2007, 480	they(3 p.p.) / 他们	va55	v a ₅₅
4165	nɤ₃₃ɲi₂₁	n ɤ ₃₃ ɲ i ₂₁	1443	Allen2007, 156	woman / 女人	nɤ33ɲi21	n ɤ ₃₃ ɲ i ₂₁
1502	u₅₅lu₅₅	u ₅₅ l u ₅₅	351	Allen2007, 13	fog / 雾	u55lu55	u ₅₅ l u ₅₅
5992	pa₄₂ku₂₁	p a ₄₂ k u ₂₁	120	Allen2007, 138	breast / 乳房	pa42ku21	p a ₄₂ k u ₂₁
5464	a₃₁ti₃₃	a ₃₁ t i ₃₃	296	Allen2007, 162	father / 父亲	a31ti33	a ₃₁ t i ₃₃
2061	kɔ₂₁	k ɔ ₂₁	554	Allen2007, 16	lake / 湖	kɔ21	k ɔ ₂₁
3100	vɤ₃₃ɕi₃₃	v ɤ ₃₃ ɕ i ₃₃	896	Allen2007, 7	rain / 雨	vɤ33ɕi33	v ɤ ₃₃ ɕ i ₃₃
6060	ne₄₄	n e ₄₄	465	Allen2007, 269	hold / 拿	ne44	n e ₄₄
5876	sɔ₃₁	s ɔ ₃₁	573	Allen2007, 348	laugh / 笑	sɔ31	s ɔ ₃₁
1511061	ji₃₁mu₃₃	j i ₃₁ m u ₃₃	93	Allen2007, 426	blunt(knife) / 钝(刀)	ji31mu33	j i ₃₁ m u ₃₃
5500	ɕo₃₃	ɕ o ₃₃	311	Allen2007, 399	few / 少	ɕo33	ɕ o ₃₃
5509	se₃₃	s e ₃₃	1052	Allen2007, 387	small / 小	se33	s e ₃₃
479387	mɛ₄₄	m ɛ ₄₄	127	Allen2007, 286	climb / 爬	mɛ44	m ɛ ₄₄
6004	zɯ₄₄tɯ₄₄	z ɯ ₄₄ t ɯ ₄₄	552	Allen2007, 353	know / 知道	zɯ44tɯ44	z ɯ ₄₄ t - ɯ ₄₄
5471	pi₂₁fɤ₄₄tɯ₂₁	p i ₂₁ f ɤ ₄₄ t ɯ ₂₁	794	Allen2007, 128	nose / 鼻子	pi21fɤ44tɯ21	p i ₂₁ f ɤ ₄₄ t ɯ ₂₁
5825	pɛ₄₂	p ɛ ₄₂	1409	Allen2007, 409	white / 白	pɛ42	p ɛ ₄₂
5482	kɯ₃₃	k ɯ ₃₃	799	Allen2007, 422	old / 旧	kɯ33	k ɯ ₃₃
5517	xɔ₂₁	x ɔ ₂₁	486	Allen2007, 168	house / 房	xɔ21	x ɔ ₂₁
513017	kʰɯ₅₅	kʰ ɯ ₅₅	821	Allen2007, 324	open(door) / 开（门）	kʰɯ55	kʰ ɯ ₅₅
6454	t͡sʰɿ₅₅	t͡sʰ ɿ ₅₅	1181	Allen2007, 380	swell / 肿	tsʰɿ55	t͡sʰ ɿ ₅₅
5994	miɔ₃₂	m i ɔ ₃₂	1161	Allen2007, 400	straight / 直	miɔ32	m i ɔ - ₃₂
6244	ji₄₄	j i ₄₄	813	Allen2007, 450	one / 一	ji44	j i ₄₄
5510	nɤ₃₃tɔ₄₄	n ɤ ₃₃ t ɔ ₄₄	191	Allen2007, 129	ear / 耳朵	nɤ33tɔ44	n ɤ ₃₃ t ɔ ₄₄
6520	ʧʰu₅₅	ʧʰ u ₅₅	1053	Allen2007, 259	smell(vb) / 臭、闻	ʧʰu55	ʧʰ u ₅₅
6746	t͡sʰɯ₅₅	t͡sʰ ɯ ₅₅	1019	Allen2007, 391	short / 短	tsʰɯ55	t͡sʰ ɯ ₅₅
3633	t͡so₄₂kʰue₅₅	t͡s o ₄₂ kʰ u e ₅₅	1150	Allen2007, 23	stone / 石头	tso42kʰue55	t͡s o - ₄₂ kʰ u e ₅₅
5455	ŋa₅₅	ŋ a ₅₅	1375	Allen2007, 475	we(1 p.p.) / 我们	ŋa55	ŋ a ₅₅
5478	ʃua₄₄	ʃ u a ₄₄	1453	Allen2007, 31	year / 年、岁	ʃua44	ʃ u a ₄₄
4118	ɕy₃₃	ɕ y ₃₃	1374	Allen2007, 14	water / 水	ɕy33	ɕ y ₃₃
5850	mi₄₄pʰi₃₁	m i ₄₄ pʰ i ₃₁	1165	Allen2007, 2	sun / 太阳	mi44pʰi31	m i ₄₄ pʰ i ₃₁
5423	t͡ɕi₃₅	t͡ɕ i ₃₅	670	Allen2007, 398	much,many / 多	tɕi35	t͡ɕ i ₃₅
5672	ko₄₄	k o ₄₄	353	Allen2007, 142	foot / 脚	ko44	k o ₄₄
5450	ŋɔ₃₁	ŋ ɔ ₃₁	512	Allen2007, 474	I(1 p.s.) / 我	ŋɔ31	ŋ ɔ ₃₁
5617	ta₃₂	t a ₃₂	1340	Allen2007, 265	vomit / 呕吐	ta32	t a ₃₂
3588	tɔ₃₅sɿ₃₅tɔ₃₅ŋɯ₂₁	t ɔ ₃₅ s ɿ ₃₅ t ɔ ₃₅ ŋ ɯ ₂₁	1103	Allen2007, 75	spider / 蜘蛛	tɔ35sɿ35tɔ35ŋɯ21	t ɔ ₃₅ s ɿ ₃₅ t ɔ ₃₅ ŋ ɯ ₂₁
6044	po₄₄	p o ₄₄	463	Allen2007, 270	hit(table) / 拍（桌子）	po44	p o ₄₄
5437	tɔ₃₁	t ɔ ₃₁	43	Allen2007, 386	big / 大	tɔ31	t ɔ ₃₁
5918	kʰuɛ₃₁t͡sɿ₂₁te₄₄	kʰ u ɛ ₃₁ t͡s ɿ ₂₁ t e ₄₄	542	Allen2007, 143	knee / 膝盖	kʰuɛ31tsɿ21te44	kʰ u ɛ ₃₁ t͡s - ɿ ₂₁ t e ₄₄
5436	ma₂₁	m a ₂₁	306	Allen2007, 86	feather,hair / 毛	ma21	m a ₂₁
5997	tue₃₃	t u e ₃₃	292	Allen2007, 396	far / 远	tue33	t u e ₃₃
5624	t͡sɿ₃₅	t͡s ɿ ₃₅	293	Allen2007, 198	animal oil / 动物油(脂肪)	tsɿ35	t͡s ɿ ₃₅
6811	t͡ɕi₃₁kɤ₃₅la₄₄	t͡ɕ i ₃₁ k ɤ ₃₅ l a ₄₄	617	Allen2007, 8	lightning(vb) / 闪电	tɕi31kɤ35la44	t͡ɕ i ₃₁ k ɤ - ₃₅ l a ₄₄
6022	kɤ₃₂	k ɤ ₃₂	1020	Allen2007, 282	sit / 坐	kɤ32	k ɤ ₃₂
5451	t͡sɤ₃₃	t͡s ɤ ₃₃	440	Allen2007, 402	heavy / 重	tsɤ33	t͡s ɤ ₃₃
6031	ŋɤ₂₁	ŋ ɤ ₂₁	1455	Allen2007, 407	yellow / 黄	ŋɤ21	ŋ ɤ ₂₁
161806	t͡so₂₁	t͡s o ₂₁	458	Allen2007, 326	hide / 藏	tso21	t͡s o ₂₁
858309	vɯ₅₅ta₄₄	v ɯ ₅₅ t a ₄₄	1215	Allen2007, 487	there / 那里	vɯ55ta44	v ɯ ₅₅ t a ₄₄
5827	ɣɯ₃₃	ɣ ɯ ₃₃	248	Allen2007, 260	eat / 吃	ɣɯ33	ɣ ɯ ₃₃
6245	ɕi₃₃	ɕ i ₃₃	162	Allen2007, 381	die / 死	ɕi33	ɕ i ₃₃
1460	ŋɤ₃₅	ŋ ɤ ₃₅	320	Allen2007, 69	fish / 鱼	ŋɤ35	ŋ ɤ ₃₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Allen2007, 410	black / 黑	xɯ44	x ɯ ₄₄
6056	pe₄₄t͡sɯ₃₅	p e ₄₄ t͡s ɯ ₃₅	137	Allen2007, 363	come / 来	pe44tsɯ35	p e ₄₄ t͡s ɯ ₃₅
6010	ɔ₂₁t͡ɕʰɔ₃₃	ɔ ₂₁ t͡ɕʰ ɔ ₃₃	868	Allen2007, 333	play / 玩耍	ɔ21tɕʰɔ33	- ɔ ₂₁ t͡ɕʰ ɔ ₃₃
623	vɤ₂₁	v ɤ ₂₁	128	Allen2007, 5	cloud / 云	vɤ21	v ɤ ₂₁
6248	ko₃₃	k o ₃₃	1324	Allen2007, 451	two / 二	ko33	k o ₃₃
6003	ke₄₂	k e ₄₂	979	Allen2007, 256	see / 见	ke42	k e ₄₂
5481	ne₂₁	n e ₂₁	1095	Allen2007, 21	soil / 土	ne21	n e ₂₁
1375415	pʰɯ₅₅	pʰ ɯ ₅₅	76	Allen2007, 266	blow / 吹	pʰɯ55	pʰ ɯ ₅₅
6054	pe₄₄	p e ₄₄	1349	Allen2007, 281	walk / 走	pe44	p e ₄₄
8061	mɛ₃₂	m ɛ ₃₂	121	Allen2007, 301	buy / 买	mɛ32	m ɛ ₃₂
6685	a₃₁pɛ₄₄	a ₃₁ p ɛ ₄₄	504	Allen2007, 460	one hundred / 一百	a31pɛ44	a ₃₁ p ɛ ₄₄
7005	pia₄₄	p i a ₄₄	253	Allen2007, 457	eight / 八	pia44	p i a ₄₄ -
5823	pɔ₃₅t͡sɿ₃₃ku₄₄	p ɔ ₃₅ t͡s ɿ ₃₃ k u ₄₄	778	Allen2007, 134	neck / 脖子	pɔ35tsɿ33ku44	p ɔ ₃₅ t͡s ɿ ₃₃ k u ₄₄
5527	tɯ₂₁pɔ₂₁	t ɯ ₂₁ p ɔ ₂₁	434	Allen2007, 124	head / 头	tɯ21pɔ21	t - ɯ - ₂₁ p - ɔ ₂₁
5993	ŋa₄₄	ŋ a ₄₄	59	Allen2007, 262	bite / 咬	ŋa44	ŋ a ₄₄
6043	sɛ₄₄	s ɛ ₄₄	154	Allen2007, 294	cut,reap / 割	sɛ44	s ɛ ₄₄
5511	we₃₃	w e ₃₃	272	Allen2007, 127	eye / 眼	we33	w e ₃₃
1487	xuɔ₃₅	x u ɔ ₃₅	338	Allen2007, 118	flower / 花	xuɔ35	x u ɔ ₃₅
2124	se₄₄	s e ₄₄	580	Allen2007, 116	leaf / 叶	se44	s e ₄₄
5468	mi₄₄tu₃₅	m i ₄₄ t u ₃₅	1198	Allen2007, 88	tail / 尾巴	mi44tu35	m i ₄₄ t u ₃₅
6040	ma₂₁	m a ₂₁	370	Allen2007, 412	full / 满	ma21	m a ₂₁
333730	ɲi₂₁kɛ₃₅	ɲ i ₂₁ k ɛ ₃₅	852	Allen2007, 155	person / 人	ɲi21kɛ35	ɲ i ₂₁ k ɛ - ₃₅ - - -
858309	t͡sɯ₃₃	t͡s ɯ ₃₃	1218	Allen2007, 362	there is / 有	tsɯ33	t͡s ɯ ₃₃
5990	po₄₂	p o ₄₂	1251	Allen2007, 395	thin,flimsy / 薄	po42	p o ₄₂
436024	t͡sɛ̃₄₄pɔ₂₁	t͡s ɛ̃ ₄₄ p ɔ ₂₁	922	Allen2007, 28	right(side) / 右边	tsɛ̃44pɔ21	t͡s ɛ̃ ₄₄ p ɔ ₂₁
6193	t͡ɕɯ₃₃	t͡ɕ ɯ ₃₃	788	Allen2007, 458	nine / 九	tɕɯ33	t͡ɕ ɯ ₃₃
5484	ɕi₃₅	ɕ i ₃₅	786	Allen2007, 421	new / 新	ɕi35	ɕ i ₃₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Allen2007, 455	six / 六	fɤ44	f ɤ ₄₄
5616	sɯ₃₃	s ɯ ₃₃	421	Allen2007, 135	hand / 手	sɯ33	s ɯ ₃₃
6519	t͡sʰɛ₃₃	t͡sʰ ɛ ₃₃	1047	Allen2007, 288	sleep / 睡	tsʰɛ33	t͡sʰ ɛ ₃₃
6051	e₄₂tʰɔ₃₁wa₄₂	e ₄₂ tʰ ɔ ₃₁ w a ₄₂	1118	Allen2007, 264	spit / 吐（痰）	e42(tʰɔ31wa42)	e ₄₂ tʰ ɔ ₃₁ w a ₄₂
1173416	ji₃₅so₃₁	j i ₃₅ s o ₃₁	8	Allen2007, 499	all / 都	ji35so31	j i ₃₅ s o ₃₁
5987	ji₃₃	j i ₃₃	1000	Allen2007, 425	sharp(knife) / 快(刀)	ji33	j i ₃₃
630453	mɯ₄₄t͡sɿ₃₃	m ɯ ₄₄ t͡s ɿ ₃₃	714	Allen2007, 80	mosquito / 蚊子	mɯ44tsɿ33	m ɯ - ₄₄ t͡s ɿ ₃₃
5481	t͡ɕi₃₁pɛ₂₁	t͡ɕ i ₃₁ p ɛ ₂₁	202	Allen2007, 20	earth / 地	tɕi31pɛ21	t͡ɕ i ₃₁ p ɛ ₂₁
619975	t͡sɤ₃₂	t͡s ɤ ₃₂	861	Allen2007, 293	plant(seed) / 栽种	tsɤ32	t͡s ɤ ₃₂
5456	na₅₅	n a ₅₅	1468	Allen2007, 478	you(2 p.p.) / 你们	na55	n a ₅₅
332000	t͡ɕy₃₃	t͡ɕ y ₃₃	744	Allen2007, 130	mouth / 嘴	tɕy33	t͡ɕ y ₃₃
5990	mu₃₂	m u ₃₂	1244	Allen2007, 393	fine,thin / 细	mu32	m u ₃₂
5491	xɛ₃₁ne₃₁	x ɛ ₃₁ n e ₃₁	1395	Allen2007, 489	what / 什么	xɛ31ne31	x ɛ ₃₁ n e ₃₁
5475	ɕi₃₅	ɕ i ₃₅	436	Allen2007, 149	heart / 心	ɕi35	ɕ i ₃₅
1149393	vɯ₅₅	v ɯ ₅₅	1209	Allen2007, 486	that / 那	vɯ55	v ɯ ₅₅
3258	tʰu₃₃	tʰ u ₃₃	838	Allen2007, 171	road / 路	tʰu33	tʰ u ₃₃
5459	nɔ₃₁	n ɔ ₃₁	1260	Allen2007, 477	you(2 p.s.) / 你	nɔ31	n ɔ ₃₁
2300	kiɛ₂₁	k i ɛ ₂₁	696	Allen2007, 201	meat / 肉	kiɛ21	k i ɛ ₂₁
411	ʃua₄₄	ʃ u a ₄₄	75	Allen2007, 145	blood / 血	ʃua44	ʃ u a ₄₄
5981	kɤ₄₄	k ɤ ₄₄	473	Allen2007, 87	horn / 角	kɤ44	k ɤ ₄₄
471303	t͡sɿ₅₅t͡sɔ₃₂sɯ₃₃	t͡s ɿ ₅₅ t͡s ɔ ₃₂ s ɯ ₃₃	553	Allen2007, 291	labour / 劳动	tsɿ55tsɔ32sɯ33	t͡s ɿ ₅₅ t͡s ɔ - ₃₂ s - ɯ ₃₃
6071	t͡ɕi₃₃	t͡ɕ i ₃₃	875	Allen2007, 275	pull / 拉	tɕi33	t͡ɕ i ₃₃
5729	mi₅₅wa₄₄	m i ₅₅ w a ₄₄	703	Allen2007, 3	moon / 月亮	mi55wa44	m i ₅₅ w a ₄₄ - - -
5991	ɯ₃₃	ɯ ₃₃	174	Allen2007, 261	drink / 喝	ɯ33	ɯ ₃₃
5946	t͡sɿ₃₃pa₄₄	t͡s ɿ ₃₃ p a ₄₄	1305	Allen2007, 131	tooth / 牙	tsɿ33pa44	t͡s ɿ ₃₃ p a ₄₄
5622	to₄₄xɯ₅₅	t o ₄₄ x ɯ ₅₅	285	Allen2007, 285	fall down / 跌倒	to44xɯ55	t o ₄₄ x ɯ ₅₅
