OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
2061	li₂₁bɯ₂₂	l i ₂₁ b ɯ ₂₂	555	Wang2006a, 31	lake	(li21bɯ22)	l i ₂₁ b ɯ ₂₂
3100	u₄₂	u ₄₂	894	Wang2006a, 1719	(rain) fall	u42	u ₄₂
5876	sy₄₂	s y ₄₂	573	Wang2006a, 1735	laugh	sy42	s y ₄₂
5665	qʰua₄₂	qʰ u a ₄₂	607	Wang2006a, 1829	leg	qʰua42	qʰ u a ₄₂
1299599	fi₂₂pɛ₂₂	f i ₂₂ p ɛ ₂₂	1283	Wang2006a, 1269	to burn	(fi22pɛ22)	f i ₂₂ p ɛ ₂₂
5825	pa₄₂	p a ₄₂	1409	Wang2006a, 1006	white	pa42	p a ₄₂
6397	t͡si₂₂	t͡s i ₂₂	662	Wang2006a, 173	man	tsi22	t͡s i ₂₂
5482	gɯ₄₂	g ɯ ₄₂	799	Wang2006a, 1051	used, old	gɯ42	g ɯ ₄₂
5517	xo₄₂	x o ₄₂	486	Wang2006a, 494	house	xo42	x o ₄₂
513017	qʰɯ₅₅	qʰ ɯ ₅₅	821	Wang2006a, 1461	open	qʰɯ55	qʰ ɯ ₅₅
6454	t͡sʰɛ₅₅	t͡sʰ ɛ ₅₅	1181	Wang2006a, 1802	swell	tsʰɛ55	t͡sʰ ɛ ₅₅
5465	su₄₄	s u ₄₄	961	Wang2006a, 619	rope	su44	s u ₄₄
5994	ti₅₅	t i ₅₅	1159	Wang2006a, 1003	straight	ti55	t i ₅₅
6244	a₄₂	a ₄₂	811	Wang2006a, 797	one	a42	a ₄₂
1837	ɕioŋ₅₅	ɕ i o ŋ ₅₅	525	Wang2006a, 17	ice	ɕioŋ55	ɕ i o ŋ ₅₅ - - -
6520	xã₅₅	x ã ₅₅	1054	Wang2006a, 1707	to smell	xã55	x ã ₅₅
3633	t͡ɕiu₄₂	t͡ɕ i u ₄₂	1147	Wang2006a, 43	stone	tɕiu42	t͡ɕ i u ₄₂
8448	mɯ̃₅₅	m ɯ̃ ₅₅	167	Wang2006a, 699	dream	mɯ̃55	m ɯ̃ ₅₅
5478	sua₄₄	s u a ₄₄	1453	Wang2006a, 914	a year old	sua44	s u a ₄₄
4118	ɕyi₂₂	ɕ y i ₂₂	1372	Wang2006a, 47	water	ɕyi22	ɕ y i ₂₂
5850	ɲi₄₄	ɲ i ₄₄	1163	Wang2006a, 2	sun	ɲi44	ɲ i ₄₄
5423	ti₅₅	t i ₅₅	670	Wang2006a, 987	many	ti55	t i ₅₅
5672	ku₄₄	k u ₄₄	353	Wang2006a, 103	foot	ku44	k u ₄₄
5486	ɲi₄₄u₂₂	ɲ i ₄₄ u ₂₂	11	Wang2006a, 752	at night; in the evening	(ɲi44u22)	ɲ i ₄₄ u ₂₂
5450	ŋo₄₂	ŋ o ₄₂	512	Wang2006a, 928	I	ŋo42	ŋ o ₄₂
5617	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	1340	Wang2006a, 1535	vomit/throw up	(tɕʰa44)	t͡ɕʰ a ₄₄
5437	do₄₂	d o ₄₂	43	Wang2006a, 964	big	do42	d o ₄₂
5997	ti₂₂	t i ₂₂	291	Wang2006a, 974	far	ti22	t i ₂₂
6052	xuɛ₅₅	x u ɛ ₅₅	340	Wang2006a, 1318	fly	xuɛ55	x u ɛ ₅₅
5624	t͡sɛ₅₅	t͡s ɛ ₅₅	293	Wang2006a, 445	grease, fat	tsɛ55	t͡s ɛ ₅₅
6022	kɤ₄₂	k ɤ ₄₂	1020	Wang2006a, 1819	sit	kv42	k ɤ ₄₂
7026	xo₅₅	x o ₅₅	143	Wang2006a, 1045	correct; right	xo55	x o ₅₅
5566	so₅₅tɛ₄₄	s o ₅₅ t ɛ ₄₄	756	Wang2006a, 977	narrow	(so55)tɛ44	s o ₅₅ t ɛ ₄₄
5451	d͡ʑo₂₂	d͡ʑ o ₂₂	440	Wang2006a, 1014	heavy	dʑo22	d͡ʑ o ₂₂
6031	ŋõ₂₁	ŋ õ ₂₁	1455	Wang2006a, 1008	yellow	ŋõ21	ŋ õ ₂₁
161806	t͡su₂₁	t͡s u ₂₁	458	Wang2006a, 1169	hide	tsu21	t͡s u ₂₁
5487	pa₂₁	p a ₂₁	1059	Wang2006a, 994	smooth	pa21	p a ₂₁
5827	ji₄₄	j i ₄₄	236	Wang2006a, 1198	eat	ji44	j i ₄₄
6245	si₂₂	s i ₂₂	162	Wang2006a, 1651	die	si22	s i ₂₂
1460	ŋu₅₅	ŋ u ₅₅	320	Wang2006a, 351	fish	ŋu55	ŋ u ₅₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Wang2006a, 1005	black	xɯ44	x ɯ ₄₄
6248	kɤ₃₃	k ɤ ₃₃	1324	Wang2006a, 798	two	kv33	k ɤ ₃₃
3305	ɕio₅₅mi₂₂	ɕ i o ₅₅ m i ₂₂	973	Wang2006a, 44	sand	ɕio55mi22	ɕ i o ₅₅ m i ₂₂
5984	kʰuɛ₄₄	kʰ u ɛ ₄₄	963	Wang2006a, 990	round	kʰuɛ44	kʰ u ɛ ₄₄
1375415	pʰɯ₅₅	pʰ ɯ ₅₅	76	Wang2006a, 1218	blow (the trumpet)	pʰɯ55	pʰ ɯ ₅₅
8061	ma₄₂	m a ₄₂	121	Wang2006a, 1516	buy	ma42	m a ₄₂
6685	pa₄₄	p a ₄₄	501	Wang2006a, 824	hundred	pa44	p a ₄₄
7005	t͡ɕya₄₄	t͡ɕ y a ₄₄	254	Wang2006a, 804	eight	tɕya44	t͡ɕ y a ₄₄
5527	t͡ɕu₂₂	t͡ɕ u ₂₂	432	Wang2006a, 74	head	tɕu22	t͡ɕ u ₂₂
6043	ɕa₄₄	ɕ a ₄₄	154	Wang2006a, 1339	cut (meat)	ɕa44	ɕ a ₄₄
5511	ŋui₂₂	ŋ u i ₂₂	268	Wang2006a, 79	eye	ŋui22	ŋ u i ₂₂
6053	to₅₅t͡ɕi₂₂	t o ₅₅ t͡ɕ i ₂₂	1338	Wang2006a, 1002	vertical, be standing	to55tɕi22	t o ₅₅ t͡ɕ i ₂₂
2124	d͡ʑi₄₂lɛ₂₁	d͡ʑ i ₄₂ l ɛ ₂₁	578	Wang2006a, 376	leaf	(dʑi42lɛ21)	d͡ʑ i ₄₂ l ɛ ₂₁
333730	ɲi₂₁	ɲ i ₂₁	850	Wang2006a, 167	person	ɲi21	ɲ i ₂₁
3430	t͡ɕyi₂₁qa₅₅	t͡ɕ y i ₂₁ q a ₅₅	1036	Wang2006a, 120	skin	tɕyi21qa55	t͡ɕ y i ₂₁ q a ₅₅
844574	u₄₂	u ₄₂	45	Wang2006a, 1141	bind; tie up	u42	u ₄₂
6193	t͡ɕi₂₂	t͡ɕ i ₂₂	788	Wang2006a, 805	nine	tɕi22	t͡ɕ i ₂₂
5484	sɛ₅₅	s ɛ ₅₅	786	Wang2006a, 1050	new	sɛ55	s ɛ ₅₅
7003	xo₄₄	x o ₄₄	1031	Wang2006a, 802	six	xo44	x o ₄₄
5616	ɕi₂₂	ɕ i ₂₂	421	Wang2006a, 107	hand	ɕi22	ɕ i ₂₂
6051	fɛ₅₅tʰo₄₂	f ɛ ₅₅ tʰ o ₄₂	1107	Wang2006a, 1688	spit (noun or verb?)	(fɛ55tʰo42)	f ɛ ₅₅ tʰ - o ₄₂
5987	ɲi₄₄	ɲ i ₄₄	1001	Wang2006a, 1020	sharp	ɲi44	ɲ i ₄₄
5481	t͡ɕi₄₂	t͡ɕ i ₄₂	197	Wang2006a, 22	earth	tɕi42	t͡ɕ i ₄₂
5481	nɛ₂₁₅	n ɛ ₂₁₅	199	Wang2006a, 40	soil; earth	nɛ215	n ɛ ₂₁₅
5475	sɛ₅₅	s ɛ ₅₅	436	Wang2006a, 144	heart	sɛ55	s ɛ ₅₅
3258	t͡ɕiu₂₂	t͡ɕ i u ₂₂	839	Wang2006a, 38	path; road	tɕiu22	t͡ɕ i u ₂₂
5459	no₄₂	n o ₄₂	1260	Wang2006a, 931	you	no42	n o ₄₂
2300	qa₂₁	q a ₂₁	684	Wang2006a, 443	meat	qa21	q a ₂₁
411	sua₄₄	s u a ₄₄	75	Wang2006a, 129	blood	sua44	s u a ₄₄
5981	qo₄₄	q o ₄₄	473	Wang2006a, 263	horn	qo44	q o ₄₄
6071	kʰɛ₂₂	kʰ ɛ ₂₂	876	Wang2006a, 1487	pull; tug	(kʰɛ22/tɕʰio55)	kʰ ɛ ₂₂
5729	ɲia₅₅ŋua₄₄	ɲ i a ₅₅ ŋ u a ₄₄	699	Wang2006a, 4	moon	ɲia55ŋua44	ɲ i a ₅₅ ŋ u a ₄₄
5991	ɯ̃₂₂	ɯ̃ ₂₂	174	Wang2006a, 1370	drink	ɯ̃22	ɯ̃ ₂₂
5622	tua₄₂	t u a ₄₂	276	Wang2006a, 1274	to drop	tua42	t u a ₄₂
