OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
513017	kʰɯ₅₅	kʰ ɯ ₅₅	821	Wang2006a, 1461	open	kʰɯ55	kʰ ɯ ₅₅
6454	t͡sʰi₅₅	t͡sʰ i ₅₅	1181	Wang2006a, 1802	swell	tsʰi55	t͡sʰ i ₅₅
5465	so₄₄	s o ₄₄	961	Wang2006a, 619	rope	so44	s o ₄₄
5994	miou₄₂	m i o u ₄₂	1161	Wang2006a, 1003	straight	miou42	m i o u ₄₂
6244	a₃₁	a ₃₁	811	Wang2006a, 797	one	a31	a ₃₁
1837	tɤ₂₁jɯ₂₁	t ɤ ₂₁ j ɯ ₂₁	532	Wang2006a, 17	ice	(tv21jɯ21)	t ɤ ₂₁ j ɯ ₂₁
6520	t͡ʂɤ₅₅	t͡ʂ ɤ ₅₅	1053	Wang2006a, 1707	to smell	tʂv55	t͡ʂ ɤ ₅₅
3633	t͡sou₄₂	t͡s o u ₄₂	1147	Wang2006a, 43	stone	tsou42	t͡s o u ₄₂
8448	mɯ₅₃	m ɯ ₅₃	167	Wang2006a, 699	dream	mɯ53	m ɯ ₅₃
5478	sua₄₄	s u a ₄₄	1453	Wang2006a, 914	a year old	sua44	s u a ₄₄
4118	ɕyi₃₃	ɕ y i ₃₃	1372	Wang2006a, 47	water	ɕyi33	ɕ y i ₃₃
5850	mi₄₄	m i ₄₄	1178	Wang2006a, 2	sun	mi44	m i ₄₄
5423	t͡ɕi₃₅	t͡ɕ i ₃₅	670	Wang2006a, 987	many	tɕi35	t͡ɕ i ₃₅
5672	ko₄₄	k o ₄₄	353	Wang2006a, 103	foot	ko44	k o ₄₄
5486	pe₃₃	p e ₃₃	10	Wang2006a, 752	at night; in the evening	pe33	p e ₃₃
5450	ŋo₃₁	ŋ o ₃₁	512	Wang2006a, 928	I	ŋo31	ŋ o ₃₁
5617	kʰui₄₄	kʰ u i ₄₄	1342	Wang2006a, 1535	vomit/throw up	kʰui44	kʰ u i ₄₄
5437	to₄₂	t o ₄₂	43	Wang2006a, 964	big	to42	t o ₄₂
5997	tue₃₃	t u e ₃₃	292	Wang2006a, 974	far	tue33	t u e ₃₃
6052	fɤ₃₅	f ɤ ₃₅	339	Wang2006a, 1318	fly	fv35	f ɤ ₃₅
5624	t͡si₃₅	t͡s i ₃₅	293	Wang2006a, 445	grease, fat	tsi35	t͡s i ₃₅
6022	kɤ₄₂	k ɤ ₄₂	1020	Wang2006a, 1819	sit	kv42	k ɤ ₄₂
7026	xo₃₅	x o ₃₅	143	Wang2006a, 1045	correct; right	xo35	x o ₃₅
5566	t͡sɛ₄₄	t͡s ɛ ₄₄	755	Wang2006a, 977	narrow	tsɛ44	t͡s ɛ ₄₄
5451	t͡sɤ₃₃	t͡s ɤ ₃₃	440	Wang2006a, 1014	heavy	tsv33	t͡s ɤ ₃₃
6031	ŋɤ₂₁	ŋ ɤ ₂₁	1455	Wang2006a, 1008	yellow	ŋv21	ŋ ɤ ₂₁
161806	t͡sou₂₁	t͡s o u ₂₁	462	Wang2006a, 1169	hide	tsou21	t͡s o u ₂₁
5487	pɛ₂₁	p ɛ ₂₁	1059	Wang2006a, 994	smooth	pɛ21	p ɛ ₂₁
5827	jɯ₄₄	j ɯ ₄₄	236	Wang2006a, 1198	eat	jɯ44	j ɯ ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Wang2006a, 1651	die	ɕi33	ɕ i ₃₃
1460	ŋo₃₅	ŋ o ₃₅	320	Wang2006a, 351	fish	ŋo35	ŋ o ₃₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Wang2006a, 1005	black	xɯ44	x ɯ ₄₄
6248	kou₃₃	k o u ₃₃	1328	Wang2006a, 798	two	kou33	k o u ₃₃
3305	so₅₅	s o ₅₅	978	Wang2006a, 44	sand	so55	s o ₅₅
5984	ue₂₁	u e ₂₁	962	Wang2006a, 990	round	ue21	u e ₂₁
1375415	pʰǝɯ₅₅	pʰ ǝ ɯ ₅₅	87	Wang2006a, 1218	blow (the trumpet)	pʰǝɯ55	pʰ ǝ ɯ ₅₅
8061	mɛ₄₂	m ɛ ₄₂	121	Wang2006a, 1516	buy	mɛ42	m ɛ ₄₂
6685	pǝ₄₄	p ǝ ₄₄	501	Wang2006a, 824	hundred	pǝ44	p ǝ ₄₄
7005	pia₄₄	p i a ₄₄	253	Wang2006a, 804	eight	pia44	p i a ₄₄ -
5527	tɯ₃₁	t ɯ ₃₁	431	Wang2006a, 74	head	tɯ31	t ɯ ₃₁
6043	sɛ₄₄	s ɛ ₄₄	154	Wang2006a, 1339	cut (meat)	sɛ44	s ɛ ₄₄
5511	ue₃₃	u e ₃₃	267	Wang2006a, 79	eye	ue33	u e ₃₃
6053	tue₃₅	t u e ₃₅	1339	Wang2006a, 1002	vertical, be standing	tue35	t u e ₃₅
2124	ɕyi₃₃li₅₅ta₂₁ko₃₃	ɕ y i ₃₃ l i ₅₅ t a ₂₁ k o ₃₃	591	Wang2006a, 376	leaf	(ɕyi33li55ta21ko33)	ɕ y i ₃₃ l i ₅₅ t a ₂₁ k o ₃₃
333730	ɲi₂₁	ɲ i ₂₁	850	Wang2006a, 167	person	ɲi21	ɲ i ₂₁
3430	pe₂₁	p e ₂₁	1035	Wang2006a, 120	skin	pe21	p e ₂₁
844574	v₄₂	v ₄₂	52	Wang2006a, 1141	bind; tie up	v42	v ₄₂
6193	t͡ɕiɯ₃₃	t͡ɕ i ɯ ₃₃	787	Wang2006a, 805	nine	tɕiɯ33	t͡ɕ i ɯ ₃₃
5484	ɕi₃₅	ɕ i ₃₅	786	Wang2006a, 1050	new	ɕi35	ɕ i ₃₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Wang2006a, 802	six	fv44	f ɤ ₄₄
5616	sɯ₃₃	s ɯ ₃₃	421	Wang2006a, 107	hand	sɯ33	s ɯ ₃₃
6051	t͡si₅₅	t͡s i ₅₅	1106	Wang2006a, 1688	spit (noun or verb?)	tsi55	t͡s i ₅₅
5987	ji₃₁	j i ₃₁	1000	Wang2006a, 1020	sharp	ji31	j i ₃₁
630453	mɯ₄₄	m ɯ ₄₄	712	Wang2006a, 360	mosquito	mɯ44	m ɯ ₄₄
5481	t͡ɕi₃₁	t͡ɕ i ₃₁	197	Wang2006a, 22	earth	tɕi31	t͡ɕ i ₃₁
5481	tʰu₃₃	tʰ u ₃₃	208	Wang2006a, 40	soil; earth	tʰu33	tʰ u ₃₃
5475	ɕi₃₅	ɕ i ₃₅	436	Wang2006a, 144	heart	ɕi35	ɕ i ₃₅
3258	tʰo₃₃	tʰ o ₃₃	838	Wang2006a, 38	path; road	tʰo33	tʰ o ₃₃
5459	no₃₁	n o ₃₁	1260	Wang2006a, 931	you	no31	n o ₃₁
2300	kɛ₂₁	k ɛ ₂₁	684	Wang2006a, 443	meat	kɛ21	k ɛ ₂₁
411	sua₄₄	s u a ₄₄	75	Wang2006a, 129	blood	sua44	s u a ₄₄
5981	kɤ₄₄	k ɤ ₄₄	473	Wang2006a, 263	horn	kv44	k ɤ ₄₄
6071	t͡ɕi₃₃	t͡ɕ i ₃₃	875	Wang2006a, 1487	pull; tug	tɕi33	t͡ɕ i ₃₃
5729	mi₃₅ua₄₄	m i ₃₅ u a ₄₄	698	Wang2006a, 4	moon	mi35ua44	m i ₃₅ - u a ₄₄
5991	ɯ₃₃	ɯ ₃₃	174	Wang2006a, 1370	drink	ɯ33	ɯ ₃₃
5622	tua₄₂	t u a ₄₂	276	Wang2006a, 1274	to drop	tua42	t u a ₄₂
