OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
3455	suɛ₅₅	s u ɛ ₅₅	1077	Wang2006a, 12	snow	suE55	s u ɛ ₅₅
443659	diæ₂₁	d i æ ₂₁	384	Wang2006a, 1052	good	diæ21	d i æ ₂₁
5650	quɛ₄₃	q u ɛ ₄₃	17	Wang2006a, 1053	bad (things)	quE43	q u ɛ ₄₃
446278	tiɯ₂₁miɛ₂₄	t i ɯ ₂₁ m i ɛ ₂₄	413	Wang2006a, 75	hair	[tiɯ21miE24]	t i ɯ ₂₁ m i ɛ ₂₄
5439	pia₂₁	p i a ₂₁	28	Wang2006a, 1438	to bark	pia21	p i a ₂₁
3361	t͡ɕo₂₂	t͡ɕ o ₂₂	985	Wang2006a, 405	seed	tɕo22	t͡ɕ o ₂₂
7800	bæ₄₃	b æ ₄₃	533	Wang2006a, 1160	to be ill	bæ43	b æ ₄₃
6457	bɯ₂₁	b ɯ ₂₁	330	Wang2006a, 1553	float	bɯ21	b ɯ ₂₁
509787	xɛ₂₄mæ₂₁	x ɛ ₂₄ m æ ₂₁	1277	Wang2006a, 8	thunder	xE24mæ21	x ɛ - ₂₄ m æ - ₂₁
1446	xui₂₂	x u i ₂₂	316	Wang2006a, 18	fire	xui22	x u i ₂₂
5995	miæ₂₄	m i æ ₂₄	746	Wang2006a, 687	name	miæ24	m i æ ₂₄
6312	t͡sɿ₂₁	t͡s ɿ ₂₁	1199	Wang2006a, 806	ten	tsɿ21	t͡s ɿ ₂₁
6059	t͡sɿ₄₃	t͡s ɿ ₄₃	375	Wang2006a, 1345	give	tsɿ43	t͡s ɿ ₄₃
6041	ɕiæ₂₄	ɕ i æ ₂₄	1124	Wang2006a, 5	star	ɕiæ24	ɕ i æ ₂₄ - - -
156096	sa₂₄	s a ₂₄	1272	Wang2006a, 799	three	sa24	s a ₂₄
5951	t͡sɿ₂₄	t͡s ɿ ₂₄	780	Wang2006a, 578	needle	tsɿ24	t͡s ɿ ₂₄
950344	tio₂₁	t i o ₂₁	540	Wang2006a, 149	intestine; guts	tio21	t i o ₂₁
6042	ɕio₂₄	ɕ i o ₂₄	361	Wang2006a, 14	frost	ɕio24	ɕ i o ₂₄
5983	qua₅₅	q u a ₅₅	97	Wang2006a, 133	bone	qua55	q u a ₅₅ - - - -
5440	tjɛ₂₁	t j ɛ ₂₁	1292	Wang2006a, 139	tongue	tjE21	t j ɛ ₂₁
5639	kɯ₂₄	k ɯ ₂₄	136	Wang2006a, 1063	cold	kɯ24	k ɯ ₂₄
869106	t͡ɕi₂₂	t͡ɕ i ₂₂	760	Wang2006a, 975	near	tɕi22	t͡ɕ i ₂₂
340828	sɛ₄₃	s ɛ ₄₃	252	Wang2006a, 450	egg	sE43	s ɛ ₄₃
7004	t͡sʰi₅₅	t͡sʰ i ₅₅	999	Wang2006a, 803	seven	tsʰi55	t͡sʰ i ₅₅
1333710	tʰiæ₅₅	tʰ i æ ₅₅	912	Wang2006a, 1007	red	tʰiæ55	tʰ i æ ₅₅
478515	ku₄₃	k u ₄₃	624	Wang2006a, 1452	live; reside	ku43	k u ₄₃
3854	diɯ₄₃	d i ɯ ₄₃	1308	Wang2006a, 372	tree	diɯ43	d i ɯ ₄₃
1533	diɯ₄₃kɯ₄₃	d i ɯ ₄₃ k ɯ ₄₃	356	Wang2006a, 50	forest	diɯ43kɯ43	d i ɯ ₄₃ k ɯ - ₄₃
3253	qo₂₄	q o ₂₄	930	Wang2006a, 30	river	qo24/tio21	q o ₂₄
5438	tjo₂₁	t j o ₂₁	635	Wang2006a, 972	long	tjo21	t j o ₂₁
5476	qa₂₄	q a ₂₄	628	Wang2006a, 145	liver	qa24	q a ₂₄
5503	ɢɯ₂₂	ɢ ɯ ₂₂	1230	Wang2006a, 980	thick	ɢɯ22	ɢ ɯ ₂₂
1499731	t͡suɛ₂₄	t͡s u ɛ ₂₄	594	Wang2006a, 710	left	tsuE24	t͡s u ɛ ₂₄
5502	qʰua₅₅	qʰ u a ₅₅	1418	Wang2006a, 966	wide	qʰua55	qʰ u a ₅₅
5502	qʰua₅₅	qʰ u a ₅₅	1418	Wang2006a, 976	wide	qʰua55	qʰ u a ₅₅
6030	sa₂₄t͡sa₅₅	s a ₂₄ t͡s a ₅₅	313	Wang2006a, 1234	fight	(sa24tsa55)	s a ₂₄ t͡s a ₅₅
5992	pa₂₁	p a ₂₁	108	Wang2006a, 94	breasts	pa21	p a ₂₁
2061	qo₂₁	q o ₂₁	554	Wang2006a, 31	lake	qo21	q o ₂₁
3100	u₂₁	u ₂₁	894	Wang2006a, 1719	(rain) fall	u21	u ₂₁
5876	su₄₃	s u ₄₃	573	Wang2006a, 1735	laugh	su43	s u ₄₃
5665	qʰuæ₄₃	qʰ u æ ₄₃	607	Wang2006a, 1829	leg	qʰuæ43	qʰ u æ ₄₃
1299599	xu₂₄	x u ₂₄	1284	Wang2006a, 1269	to burn	(xu24)	x u ₂₄
5825	pa₂₁	p a ₂₁	1409	Wang2006a, 1006	white	pa21	p a ₂₁
6397	da₄₃xo₂₄	d a ₄₃ x o ₂₄	664	Wang2006a, 173	man	(da43xo24)	d a ₄₃ x o ₂₄
5482	gɯ₄₃	g ɯ ₄₃	799	Wang2006a, 1051	used, old	gɯ43	g ɯ ₄₃
5517	xo₄₃	x o ₄₃	486	Wang2006a, 494	house	xo43	x o ₄₃
513017	qʰɯ₂₄	qʰ ɯ ₂₄	821	Wang2006a, 1461	open	qʰɯ24	qʰ ɯ ₂₄
741520	qua₂₁	q u a ₂₁	2	Wang2006a, 511	(wood)	qua21	q u a ₂₁
6454	t͡sʰɿ₂₄	t͡sʰ ɿ ₂₄	1181	Wang2006a, 1802	swell	tsʰɿ24	t͡sʰ ɿ ₂₄
5465	su₅₅	s u ₅₅	961	Wang2006a, 619	rope	su55	s u ₅₅
5994	tyɛ₂₄	t y ɛ ₂₄	1160	Wang2006a, 1003	straight	tyE24	t y ɛ ₂₄
6244	a₄₃	a ₄₃	811	Wang2006a, 797	one	a43	a ₄₃
1837	ɕio₂₄pæ₂₂	ɕ i o ₂₄ p æ ₂₂	526	Wang2006a, 17	ice	ɕio24pæ22	ɕ i o ₂₄ p æ ₂₂
6520	tʰiu₂₄	tʰ i u ₂₄	1055	Wang2006a, 1707	to smell	tʰiu24	tʰ i u ₂₄
3633	tiu₂₁	t i u ₂₁	1147	Wang2006a, 43	stone	tiu21	t i u ₂₁
8448	mɯ₄₃	m ɯ ₄₃	167	Wang2006a, 699	dream	mɯ43	m ɯ ₄₃
5478	sua₅₅	s u a ₅₅	1453	Wang2006a, 914	a year old	sua55	s u a ₅₅
4118	ɕyi₂₂	ɕ y i ₂₂	1372	Wang2006a, 47	water	ɕyi22	ɕ y i ₂₂
5850	ɲi₅₅	ɲ i ₅₅	1163	Wang2006a, 2	sun	ɲi55	ɲ i ₅₅
5423	ti₂₄	t i ₂₄	670	Wang2006a, 987	many	ti24	t i ₂₄
5672	ku₅₅	k u ₅₅	353	Wang2006a, 103	foot	ku55	k u ₅₅
5486	ɕia₂₄xɯ₂₂	ɕ i a ₂₄ x ɯ ₂₂	12	Wang2006a, 752	at night; in the evening	(ɕia24xɯ22)	ɕ i a ₂₄ x ɯ ₂₂
5450	ɴo₄₃	ɴ o ₄₃	512	Wang2006a, 928	I	ɴo43	ɴ o ₄₃
5617	qʰuɛ₂₂	qʰ u ɛ ₂₂	1342	Wang2006a, 1535	vomit/throw up	qʰuE22	qʰ u ɛ ₂₂
5437	da₄₃	d a ₄₃	43	Wang2006a, 964	big	da43	d a ₄₃
5997	tyɛ₂₂	t y ɛ ₂₂	292	Wang2006a, 974	far	tyE22	t y ɛ ₂₂
6052	fɛ₂₄	f ɛ ₂₄	339	Wang2006a, 1318	fly	fE24	f ɛ ₂₄
5624	t͡sɿ₂₄	t͡s ɿ ₂₄	293	Wang2006a, 445	grease, fat	tsɿ24	t͡s ɿ ₂₄
6022	ku₄₃	k u ₄₃	1020	Wang2006a, 1819	sit	ku43	k u ₄₃
7026	χo₂₄	χ o ₂₄	143	Wang2006a, 1045	correct; right	χo24	χ o ₂₄
5566	tia₅₅	t i a ₅₅	757	Wang2006a, 977	narrow	tia55	t i a ₅₅
5451	dʐo₂₂	d ʐ o ₂₂	439	Wang2006a, 1014	heavy	dʐo22	d ʐ o ₂₂
6031	ʁo₂₁	ʁ o ₂₁	1456	Wang2006a, 1008	yellow	ʁo21	ʁ o ₂₁
161806	t͡so₂₁	t͡s o ₂₁	458	Wang2006a, 1169	hide	tso21	t͡s o ₂₁
5487	bɛ₂₁	b ɛ ₂₁	1059	Wang2006a, 994	smooth	bE21	b ɛ ₂₁
5827	jɯ₅₅	j ɯ ₅₅	236	Wang2006a, 1198	eat	jɯ55	j ɯ ₅₅
6245	si₂₂	s i ₂₂	162	Wang2006a, 1651	die	si22	s i ₂₂
1460	ŋo₂₄	ŋ o ₂₄	320	Wang2006a, 351	fish	ŋo24	ŋ o ₂₄
1341728	χɯ₅₅	χ ɯ ₅₅	60	Wang2006a, 1005	black	χɯ55	χ ɯ ₅₅
6248	ku₂₂	k u ₂₂	1324	Wang2006a, 798	two	ku22	k u ₂₂
3305	ɕio₂₄	ɕ i o ₂₄	974	Wang2006a, 44	sand	ɕio24	ɕ i o ₂₄
5984	ʁuɛ₂₁	ʁ u ɛ ₂₁	964	Wang2006a, 990	round	ʁuE21	ʁ u ɛ ₂₁
1375415	pʰɯ₂₄	pʰ ɯ ₂₄	76	Wang2006a, 1218	blow (the trumpet)	pʰɯ24	pʰ ɯ ₂₄
8061	mæ₄₃	m æ ₄₃	121	Wang2006a, 1516	buy	mæ43	m æ ₄₃
6685	pæ₅₅	p æ ₅₅	501	Wang2006a, 824	hundred	pæ55	p æ ₅₅
7005	pia₅₅	p i a ₅₅	253	Wang2006a, 804	eight	pia55	p i a ₅₅ -
5527	tiu₂₁	t i u ₂₁	433	Wang2006a, 74	head	tiu21	t i u ₂₁
6043	ɕiæ₅₅	ɕ i æ ₅₅	156	Wang2006a, 1339	cut (meat)	ɕiæ55	ɕ i æ ₅₅
5511	ŋui₂₂	ŋ u i ₂₂	268	Wang2006a, 79	eye	ŋui22	ŋ u i ₂₂
6053	tyɛ₂₄	t y ɛ ₂₄	1339	Wang2006a, 1002	vertical, be standing	tyE24	t y ɛ ₂₄
2124	qʰo₅₅	qʰ o ₅₅	579	Wang2006a, 376	leaf	qʰo55	qʰ o ₅₅
333730	ɲi₂₁	ɲ i ₂₁	850	Wang2006a, 167	person	ɲi21	ɲ i ₂₁
3430	pi₂₁	p i ₂₁	1035	Wang2006a, 120	skin	pi21	p i ₂₁
844574	fo₂₁	f o ₂₁	44	Wang2006a, 1141	bind; tie up	fo21	f o ₂₁
6193	t͡ɕiɯ₂₂	t͡ɕ i ɯ ₂₂	787	Wang2006a, 805	nine	tɕiɯ22	t͡ɕ i ɯ ₂₂
5484	si₂₄	s i ₂₄	786	Wang2006a, 1050	new	si24	s i ₂₄
7003	fo₅₅	f o ₅₅	1030	Wang2006a, 802	six	fo55	f o ₅₅
5616	ɕiɯ₂₂	ɕ i ɯ ₂₂	423	Wang2006a, 107	hand	ɕiɯ22	ɕ i ɯ ₂₂
6051	fɛ₂₄tʰo₄₃	f ɛ ₂₄ tʰ o ₄₃	1107	Wang2006a, 1688	spit (noun or verb?)	(fE24tʰo43)	f ɛ ₂₄ tʰ - o ₄₃
5987	ɲi₄₃	ɲ i ₄₃	1001	Wang2006a, 1020	sharp	ɲi43	ɲ i ₄₃
630453	mɯ₅₅	m ɯ ₅₅	712	Wang2006a, 360	mosquito	mɯ55	m ɯ ₅₅
5481	nɛ₂₁	n ɛ ₂₁	199	Wang2006a, 40	soil; earth	nE21	n ɛ ₂₁
5475	si₂₄	s i ₂₄	436	Wang2006a, 144	heart	si24	s i ₂₄
3258	tʰiu₂₂	tʰ i u ₂₂	839	Wang2006a, 38	path; road	tʰiu22	tʰ i u ₂₂
5459	no₄₃	n o ₄₃	1260	Wang2006a, 931	you	no43	n o ₄₃
2300	qæ₂₁	q æ ₂₁	684	Wang2006a, 443	meat	qæ21	q æ ₂₁
411	sua₅₅	s u a ₅₅	75	Wang2006a, 129	blood	sua55	s u a ₅₅
5981	qo₅₅	q o ₅₅	473	Wang2006a, 263	horn	qo55	q o ₅₅
6071	d͡ʑi₂₂	d͡ʑ i ₂₂	875	Wang2006a, 1487	pull; tug	dʑi22	d͡ʑ i ₂₂
5729	miɛ₂₄ua₅₅	m i ɛ ₂₄ u a ₅₅	700	Wang2006a, 4	moon	miE24ua55	m i ɛ ₂₄ u a ₅₅
5991	ɯ₂₂	ɯ ₂₂	174	Wang2006a, 1370	drink	ɯ22	ɯ ₂₂
5622	dua₂₁	d u a ₂₁	276	Wang2006a, 1274	to drop	dua21	d u a ₂₁
