OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
7026	xou₃₅	x o u ₃₅	142	Wang2006a, 1045	correct; right	xou35	x o u ₃₅
5566	t͡ʂɚ₃₃	t͡ʂ ɚ ₃₃	755	Wang2006a, 977	narrow	tʂɚ33	t͡ʂ ɚ ₃₃
5451	t͡ʂo|n₃₃	t͡ʂ o| n ₃₃	437	Wang2006a, 1014	heavy	tʂo|n33	t͡ʂ o| n ₃₃
6031	võ₂₁	v õ ₂₁	1454	Wang2006a, 1008	yellow	võ21	v õ ₂₁
161806	t͡soŋ₂₁	t͡s o ŋ ₂₁	457	Wang2006a, 1169	hide	tsoŋ21	t͡s o ŋ ₂₁
5487	pɚ̃₂₁	p ɚ̃ ₂₁	1059	Wang2006a, 994	smooth	pɚ̃21	p ɚ̃ ₂₁
5827	jɯ₄₄	j ɯ ₄₄	236	Wang2006a, 1198	eat	jɯ44	j ɯ ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Wang2006a, 1651	die	ɕi33	ɕ i ₃₃
1460	võ₃₅	v õ ₃₅	318	Wang2006a, 351	fish	võ35	v õ ₃₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Wang2006a, 1005	black	xɯ44	x ɯ ₄₄
6248	koŋ₃₃	k o ŋ ₃₃	1323	Wang2006a, 798	two	koŋ33	k o ŋ ₃₃
5984	uẽ₃₁	u ẽ ₃₁	962	Wang2006a, 990	round	uẽ31	u ẽ ₃₁
1375415	pʰu₅₅	pʰ u ₅₅	76	Wang2006a, 1218	blow (the trumpet)	pʰu55	pʰ u ₅₅
8061	mɚ₄₂	m ɚ ₄₂	121	Wang2006a, 1516	buy	mɚ42	m ɚ ₄₂
6685	pɚ₄₄	p ɚ ₄₄	501	Wang2006a, 824	hundred	pɚ44	p ɚ ₄₄
7005	pia₄₄	p i a ₄₄	253	Wang2006a, 804	eight	pia44	p i a ₄₄ -
5527	ti₄₂	t i ₄₂	431	Wang2006a, 74	head	ti42	t i ₄₂
6043	ʂʰɚ₄₄	ʂʰ ɚ ₄₄	154	Wang2006a, 1339	cut (meat)	ʂʰɚ44	ʂʰ ɚ ₄₄
5511	uẽ₃₃	u ẽ ₃₃	267	Wang2006a, 79	eye	uẽ33	u ẽ ₃₃
6053	tuen₃₅	t u e n ₃₅	1337	Wang2006a, 1002	vertical, be standing	tuen35	t u e n ₃₅
2124	ɕui₃₃kuo₃₃	ɕ u i ₃₃ k u o ₃₃	577	Wang2006a, 376	leaf	[ɕui33kuo33]	ɕ u i ₃₃ k u o ₃₃
333730	jen₂₁	j e n ₂₁	849	Wang2006a, 167	person	jen21	j e n ₂₁
3430	pe₂₁	p e ₂₁	1035	Wang2006a, 120	skin	pe21	p e ₂₁
844574	fɤ₄₂	f ɤ ₄₂	44	Wang2006a, 1141	bind; tie up	fv42	f ɤ ₄₂
6193	t͡ɕiɯ₃₃	t͡ɕ i ɯ ₃₃	787	Wang2006a, 805	nine	tɕiɯ33	t͡ɕ i ɯ ₃₃
5484	ɕʰien₅₅	ɕʰ i e n ₅₅	785	Wang2006a, 1050	new	ɕʰien55	ɕʰ i e n ₅₅
7003	fo₄₄	f o ₄₄	1030	Wang2006a, 802	six	fo44	f o ₄₄
5616	ʂʰɯ₃₃	ʂʰ ɯ ₃₃	421	Wang2006a, 107	hand	ʂʰɯ33	ʂʰ ɯ ₃₃
6051	t͡ʂʰi₅₅	t͡ʂʰ i ₅₅	1106	Wang2006a, 1688	spit (noun or verb?)	tʂʰi55	t͡ʂʰ i ₅₅
5987	ji₂₁	j i ₂₁	1000	Wang2006a, 1020	sharp	ji21	j i ₂₁
630453	mõ₄₄	m õ ₄₄	712	Wang2006a, 360	mosquito	mõ44	m õ ₄₄
5481	t͡ɕi₃₁	t͡ɕ i ₃₁	197	Wang2006a, 22	earth	tɕi31	t͡ɕ i ₃₁
5481	pʰɚ₅₅le₂₁	pʰ ɚ ₅₅ l e ₂₁	214	Wang2006a, 40	soil; earth	(pʰɚ55le21)	pʰ ɚ ₅₅ l e ₂₁
5475	ɕien₅₅	ɕ i e n ₅₅	435	Wang2006a, 144	heart	ɕien55	ɕ i e n ₅₅
3258	tʰu₃₃	tʰ u ₃₃	838	Wang2006a, 38	path; road	tʰu33	tʰ u ₃₃
5459	nõ₃₁	n õ ₃₁	1260	Wang2006a, 931	you	nõ31	n õ ₃₁
2300	kɚ₂₁	k ɚ ₂₁	684	Wang2006a, 443	meat	kɚ21	k ɚ ₂₁
411	sʰua₄₄	sʰ u a ₄₄	75	Wang2006a, 129	blood	sʰua44	sʰ u a ₄₄
5981	ko₄₄	k o ₄₄	473	Wang2006a, 263	horn	ko44	k o ₄₄
6071	t͡ɕi₃₃	t͡ɕ i ₃₃	875	Wang2006a, 1487	pull; tug	tɕi33	t͡ɕ i ₃₃
5729	mi₅₅uã₅₅	m i ₅₅ u ã ₅₅	698	Wang2006a, 4	moon	mi55uã55	m i ₅₅ - u ã ₅₅
5991	ǝ̃₃₃	ǝ̃ ₃₃	174	Wang2006a, 1370	drink	ǝ̃33	ǝ̃ ₃₃
5622	nɚ₃₁	n ɚ ₃₁	275	Wang2006a, 1274	to drop	(nɚ31)	n ɚ ₃₁
