OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
1446	xui₃₃	x u i ₃₃	316	Wang2006a, 18	fire	xui33	x u i ₃₃
5995	mian₅₅	m i a n ₅₅	754	Wang2006a, 687	name	mian55	m i a n ₅₅
6312	t͡sa₄₂	t͡s a ₄₂	1199	Wang2006a, 806	ten	tsa42	t͡s a ₄₂
6059	si₃₁	s i ₃₁	375	Wang2006a, 1345	give	si31	s i ₃₁
6041	ɕian₅₅	ɕ i a n ₅₅	1128	Wang2006a, 5	star	ɕian55	ɕ i a n ₅₅
156096	sɑ̃₅₅	s ɑ̃ ₅₅	1272	Wang2006a, 799	three	sɑ̃55	s ɑ̃ ₅₅
5951	t͡san₅₅	t͡s a n ₅₅	784	Wang2006a, 578	needle	tsan55	t͡s a n ₅₅
950344	t͡sõ₂₁	t͡s õ ₂₁	541	Wang2006a, 149	intestine; guts	tsõ21	t͡s õ ₂₁
6042	sõ₅₅	s õ ₅₅	364	Wang2006a, 14	frost	sõ55	s õ ₅₅
5983	kuɑ₄₄	k u ɑ ₄₄	97	Wang2006a, 133	bone	kuɑ44	k u ɑ ₄₄ - - - -
5440	t͡se₄₂	t͡s e ₄₂	1290	Wang2006a, 139	tongue	tse42	t͡s e ₄₂
869106	t͡ɕien₃₃	t͡ɕ i e n ₃₃	758	Wang2006a, 975	near	(tɕien33	t͡ɕ i e n ₃₃
340828	sen₄₂	s e n ₄₂	251	Wang2006a, 450	egg	sen42	s e n ₄₂
7004	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	999	Wang2006a, 803	seven	tɕʰi44	t͡ɕʰ i ₄₄
1333710	t͡sʰa₄₄	t͡sʰ a ₄₄	910	Wang2006a, 1007	red	tsʰa44	t͡sʰ a ₄₄
478515	kɤ₄₂	k ɤ ₄₂	624	Wang2006a, 1452	live; reside	kv42	k ɤ ₄₂
3854	t͡sɯ₃₁	t͡s ɯ ₃₁	1306	Wang2006a, 372	tree	tsɯ31	t͡s ɯ ₃₁
1533	t͡sɯ₃₁suɑ̃₅₅	t͡s ɯ ₃₁ s u ɑ̃ ₅₅	359	Wang2006a, 50	forest	tsɯ31suɑ̃55	t͡s ɯ ₃₁ s u ɑ̃ ₅₅
3253	kɤŋ₅₅	k ɤ ŋ ₅₅	934	Wang2006a, 30	river	kvŋ55	k ɤ ŋ ₅₅
5438	t͡sõ₂₁	t͡s õ ₂₁	640	Wang2006a, 972	long	tsõ21	t͡s õ ₂₁
5476	kɑ₅₅	k ɑ ₅₅	628	Wang2006a, 145	liver	kɑ55	k ɑ ₅₅
5503	kẽ₃₃	k ẽ ₃₃	1230	Wang2006a, 980	thick	kẽ33	k ẽ ₃₃
1499731	pi₅₅	p i ₅₅	600	Wang2006a, 710	left	pi55	p i ₅₅
5502	kʰuɑ₄₄	kʰ u ɑ ₄₄	1418	Wang2006a, 966	wide	kʰuɑ44	kʰ u ɑ ₄₄
5502	kʰuɑ₅₅	kʰ u ɑ ₅₅	1418	Wang2006a, 976	wide	kʰuɑ55	kʰ u ɑ ₅₅
6030	tan₄₄	t a n ₄₄	315	Wang2006a, 1234	fight	tan44	t a n ₄₄
4165	jɤ̃₃₃	j ɤ̃ ₃₃	1441	Wang2006a, 174	woman	jṽ33	j ɤ̃ ₃₃
5992	pɑ₄₂	p ɑ ₄₂	108	Wang2006a, 94	breasts	pɑ42	p ɑ ₄₂
2061	kou₂₁	k o u ₂₁	558	Wang2006a, 31	lake	kou21	k o u ₂₁
3100	ɣou₄₂	ɣ o u ₄₂	893	Wang2006a, 1719	(rain) fall	ɣou42	ɣ o u ₄₂
5876	sou₃₁	s o u ₃₁	576	Wang2006a, 1735	laugh	sou31	s o u ₃₁
5665	kou₄₄	k o u ₄₄	607	Wang2006a, 1829	leg	kou44	k o u ₄₄
1299599	jĩ₃₃	j ĩ ₃₃	1287	Wang2006a, 1269	to burn	jĩ33	j ĩ ₃₃
5825	pa₄₂	p a ₄₂	1409	Wang2006a, 1006	white	pa42	p a ₄₂
6397	t͡si₃₃	t͡s i ₃₃	662	Wang2006a, 173	man	tsi33	t͡s i ₃₃
5517	xou₃₁	x o u ₃₁	485	Wang2006a, 494	house	xou31	x o u ₃₁
513017	kʰɯ₅₅	kʰ ɯ ₅₅	821	Wang2006a, 1461	open	kʰɯ55	kʰ ɯ ₅₅
741520	kuɑ₄₂	k u ɑ ₄₂	2	Wang2006a, 511	(wood)	kuɑ42	k u ɑ ₄₂
6454	t͡sʰan₅₅	t͡sʰ a n ₅₅	1187	Wang2006a, 1802	swell	tsʰan55	t͡sʰ a n ₅₅
5465	sou₄₄	s o u ₄₄	960	Wang2006a, 619	rope	sou44	s o u ₄₄
5994	tuen₅₅	t u e n ₅₅	1158	Wang2006a, 1003	straight	tuen55	t u e n ₅₅
6244	a₄₂	a ₄₂	811	Wang2006a, 797	one	a42	a ₄₂
1837	sou₅₅lou₄₄pʰiɛ₅₅	s o u ₅₅ l o u ₄₄ pʰ i ɛ ₅₅	524	Wang2006a, 17	ice	sou55lou44pʰiɛ55	s o u ₅₅ l o u ₄₄ pʰ i ɛ ₅₅
6520	t͡sʰu₅₅	t͡sʰ u ₅₅	1053	Wang2006a, 1707	to smell	tsʰu55	t͡sʰ u ₅₅
3633	t͡sou₄₂	t͡s o u ₄₂	1147	Wang2006a, 43	stone	tsou42	t͡s o u ₄₂
8448	mǝ̃₃₁	m ǝ̃ ₃₁	167	Wang2006a, 699	dream	mǝ̃31	m ǝ̃ ₃₁
5478	suɑ₄₄	s u ɑ ₄₄	1453	Wang2006a, 914	a year old	suɑ44	s u ɑ ₄₄
4118	ɕyi₃₃	ɕ y i ₃₃	1372	Wang2006a, 47	water	ɕyi33	ɕ y i ₃₃
5850	jien₄₄	j i e n ₄₄	1162	Wang2006a, 2	sun	jien44	j i e n ₄₄
5423	t͡ɕi₅₅	t͡ɕ i ₅₅	670	Wang2006a, 987	many	tɕi55	t͡ɕ i ₅₅
5672	kou₄₄	k o u ₄₄	352	Wang2006a, 103	foot	kou44	k o u ₄₄
5486	pẽ₅₅	p ẽ ₅₅	10	Wang2006a, 752	at night; in the evening	pẽ55	p ẽ ₅₅
5450	uõ₃₁	u õ ₃₁	520	Wang2006a, 928	I	uõ31	u õ ₃₁
5617	t͡ɕʰia₄₄	t͡ɕʰ i a ₄₄	1348	Wang2006a, 1535	vomit/throw up	(tɕʰia44)	t͡ɕʰ i a ₄₄
5437	tou₄₂	t o u ₄₂	42	Wang2006a, 964	big	tou42	t o u ₄₂
5997	tuen₃₃	t u e n ₃₃	290	Wang2006a, 974	far	tuen33	t - u e n ₃₃
6052	fɤ₅₅	f ɤ ₅₅	339	Wang2006a, 1318	fly	fv55	f ɤ ₅₅
5624	t͡si₅₅	t͡s i ₅₅	293	Wang2006a, 445	grease, fat	tsi55	t͡s i ₅₅
6022	kɤ₄₂	k ɤ ₄₂	1020	Wang2006a, 1819	sit	kv42	k ɤ ₄₂
7026	xou₅₅	x o u ₅₅	142	Wang2006a, 1045	correct; right	xou55	x o u ₅₅
5566	t͡sa₄₄	t͡s a ₄₄	755	Wang2006a, 977	narrow	tsa44	t͡s a ₄₄
5451	t͡sɤ̃₃₃	t͡s ɤ̃ ₃₃	440	Wang2006a, 1014	heavy	tsṽ33	t͡s ɤ̃ ₃₃
6031	ṽ₂₁	ṽ ₂₁	1462	Wang2006a, 1008	yellow	ṽ21	ṽ ₂₁
161806	t͡sõ₂₁	t͡s õ ₂₁	458	Wang2006a, 1169	hide	tsõ21	t͡s õ ₂₁
5487	pan₂₁	p a n ₂₁	1064	Wang2006a, 994	smooth	pan21	p a n ₂₁
5827	jɯ₄₄	j ɯ ₄₄	236	Wang2006a, 1198	eat	jɯ44	j ɯ ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Wang2006a, 1651	die	ɕi33	ɕ i ₃₃
1460	ṃ₅₅	ṃ ₅₅	326	Wang2006a, 351	fish	ṃ55	ṃ ₅₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Wang2006a, 1005	black	xɯ44	x ɯ ₄₄
6248	kõ₃₃	k õ ₃₃	1324	Wang2006a, 798	two	kõ33	k õ ₃₃
3305	sou₅₅	s o u ₅₅	974	Wang2006a, 44	sand	sou55	s o u ₅₅
5984	uẽ₂₁	u ẽ ₂₁	962	Wang2006a, 990	round	uẽ21	u ẽ ₂₁
1375415	pʰɯ₅₅	pʰ ɯ ₅₅	76	Wang2006a, 1218	blow (the trumpet)	pʰɯ55	pʰ ɯ ₅₅
8061	ma₄₂	m a ₄₂	121	Wang2006a, 1516	buy	ma42	m a ₄₂
6685	pa₄₄	p a ₄₄	501	Wang2006a, 824	hundred	pa44	p a ₄₄
7005	pio₄₄?	p i o ₄₄ ?	253	Wang2006a, 804	eight	pio44?	p i o ₄₄ ?
5527	tǝ₃₁	t ǝ ₃₁	431	Wang2006a, 74	head	tǝ31	t ǝ ₃₁
6043	sa₄₄	s a ₄₄	154	Wang2006a, 1339	cut (meat)	sa44	s a ₄₄
5511	uẽ₃₃	u ẽ ₃₃	267	Wang2006a, 79	eye	uẽ33	u ẽ ₃₃
6053	tuen₅₅	t u e n ₅₅	1337	Wang2006a, 1002	vertical, be standing	tuen55	t u e n ₅₅
2124	kʰou₃₃	kʰ o u ₃₃	583	Wang2006a, 376	leaf	kʰou33	kʰ o u ₃₃
333730	jen₂₁	j e n ₂₁	849	Wang2006a, 167	person	jen21	j e n ₂₁
3430	pe₂₁	p e ₂₁	1035	Wang2006a, 120	skin	pe21	p e ₂₁
844574	fɤ₄₂	f ɤ ₄₂	44	Wang2006a, 1141	bind; tie up	fv42	f ɤ ₄₂
6193	t͡ɕiɯ₃₃	t͡ɕ i ɯ ₃₃	787	Wang2006a, 805	nine	tɕiɯ33	t͡ɕ i ɯ ₃₃
5484	ɕien₅₅	ɕ i e n ₅₅	785	Wang2006a, 1050	new	ɕien55	ɕ i e n ₅₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Wang2006a, 802	six	fv44	f ɤ ₄₄
5616	sɯ₃₃	s ɯ ₃₃	421	Wang2006a, 107	hand	sɯ33	s ɯ ₃₃
6051	t͡sʰi₅₅t͡sʰi₅₅tʰou₃₁	t͡sʰ i ₅₅ t͡sʰ i ₅₅ tʰ o u ₃₁	1114	Wang2006a, 1688	spit (noun or verb?)	tsʰi55(tsʰi55tʰou31)	t͡sʰ i ₅₅ t͡sʰ i ₅₅ tʰ o u ₃₁
5987	ji₃₁	j i ₃₁	1000	Wang2006a, 1020	sharp	ji31	j i ₃₁
630453	mǝ̃₄₄	m ǝ̃ ₄₄	712	Wang2006a, 360	mosquito	mǝ̃44	m ǝ̃ ₄₄
5481	t͡ɕi₃₁	t͡ɕ i ₃₁	197	Wang2006a, 22	earth	tɕi31	t͡ɕ i ₃₁
5481	tʰu₃₃	tʰ u ₃₃	208	Wang2006a, 40	soil; earth	tʰu33	tʰ u ₃₃
5475	ɕien₅₅	ɕ i e n ₅₅	435	Wang2006a, 144	heart	ɕien55	ɕ i e n ₅₅
3258	tʰu₃₃	tʰ u ₃₃	838	Wang2006a, 38	path; road	tʰu33	tʰ u ₃₃
5459	nou₃₁	n o u ₃₁	1268	Wang2006a, 931	you	nou31	n o u ₃₁
2300	ka₂₁	k a ₂₁	684	Wang2006a, 443	meat	ka21	k a ₂₁
411	suɑ₄₄	s u ɑ ₄₄	75	Wang2006a, 129	blood	suɑ44	s u ɑ ₄₄
5981	kɤ₄₄	k ɤ ₄₄	473	Wang2006a, 263	horn	kv44	k ɤ ₄₄
6071	t͡ɕi₃₃	t͡ɕ i ₃₃	875	Wang2006a, 1487	pull; tug	tɕi33	t͡ɕ i ₃₃
5729	mi₅̄̄₅uɑ̃₅₅	m i ₅̄̄₅ u ɑ̃ ₅₅	698	Wang2006a, 4	moon	mi5̄̄5uɑ̃55	m i ₅̄̄₅ - u ɑ̃ ₅₅
5991	ǝ̃₃₃	ǝ̃ ₃₃	174	Wang2006a, 1370	drink	ǝ̃33	ǝ̃ ₃₃
5622	tuɑ₄₂	t u ɑ ₄₂	276	Wang2006a, 1274	to drop	tuɑ42	t u ɑ ₄₂
