rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
121110	bam	entwine; possess so. (of a god)	vtt	BM-Hay	641	Hayu	84.72, 84.
121111	baːluŋ	shaman; clan name	pn	BM-Hay	641	Hayu	84.72, 84.
121112	balʊ	younger brother	n	BM-Hay	641	Hayu	84.72, 84.
121114	baha	like, as	pp	BM-Hay	641	Hayu	84.72, 84.
121115	bi	ask for, beg	vt, vr	BM-Hay	641	Hayu	84.72, 84.
121116	bi(t)	permit, agree, agree to do sth.	vr	BM-Hay	641	Hayu	84.72, 84.
121117	bik	sharpen (to a point)	vt (?),	BM-Hay	641	Hayu	84.103, 84
121118	bikthoŋ	three years ago	vt (?),	BM-Hay	641	Hayu	84.103, 84
121119	biŋtso(-mʊ)	good, good loooking	adj	BM-Hay	641	Hayu	84.245
121120	biŋtsomi	good-looking, beautiful (of a woman)	adj	BM-Hay	641	Hayu	84.245
121121	biŋmu	river Kosi	n	BM-Hay	641	Hayu	84.245
121122	biŋtsowo	good looking (of a male)	n	BM-Hay	641	Hayu	84.245
121123	bidabare	clan name	pn	BM-Hay	641	Hayu	84.245
121124	bimlɩ	lower belly	n	BM-Hay	641	Hayu	84.245
121125	bila	share (of the hunt)	n	BM-Hay	641	Hayu	84.245
121126	bilu	wild cat, tiger	n	BM-Hay	641	Hayu	84.245
121127	bilumun	plant, Hypericum uralum	n df.	BM-Hay	641	Hayu	84.245
121128	bɩk	fall out, come out (e.g. of a tooth)	vi (?),	BM-Hay	641	Hayu	84.103
121129	bɩ(t)	be stained, soiled	vtt (im	BM-Hay	641	Hayu	84.103
121130	buk	cracked, be	be v.	BM-Hay	641	Hayu	84.10
121131	buktsa	sweat, alcohol	n	BM-Hay	641	Hayu	84.10
121132	bũːtshiŋ	firebrand	n	BM-Hay	641	Hayu	84.10
121133	bʊdza	raw rice	n	BM-Hay	641	Hayu	84.10
121134	bu(t)	carry, carry for so., engage a porter (cause to carry)	vt, vtt, vr	BM-Hay	641	Hayu	84.10
121137	but	break (of rope, thread)	be v.	BM-Hay	641	Hayu	84.58
121138	buti	grain cooked in water, a meal	n	BM-Hay	641	Hayu	84.58
121139	budena	lie, joke	n	BM-Hay	641	Hayu	84.58
121141	bunom hoːbu	green caterpillar	n df.	BM-Hay	641	Hayu	84.200
121142	bũːpulik	shuttle (of loom)	n	BM-Hay	641	Hayu	84.232
121143	buʔma	wound	n	BM-Hay	641	Hayu	73.1.11, 8
121144	buʔmaŋru	scab	n	BM-Hay	641	Hayu	84.189
121145	bumuke	an insect or mite	n	BM-Hay	641	Hayu	84.189
121146	buːraŋ	weevil	n	BM-Hay	641	Hayu	84.189
121147	bulum	juice	n	BM-Hay	641	Hayu	84.189
121148	bulmek	kind of bean (Nep. mās)	n	BM-Hay	641	Hayu	84.189
121149	busep	manner of collapsing or caving in	adv	BM-Hay	641	Hayu	84.189
121150	bʊk	rise, get~up	vi, vr	BM-Hay	641	Hayu	84.189
121151	bʊk	pop (e.g. of grain)	vi	BM-Hay	641	Hayu	84.189
121152	bʊkhɩra	manner of popping	adv	BM-Hay	641	Hayu	84.189
121153	bʊt	bloom	vi	BM-Hay	641	Hayu	73.1.3, 84
121154	bʊt	go off, explode	vi	BM-Hay	641	Hayu	72.1.103,
121155	bʊːpaŋ	pale	adj	BM-Hay	641	Hayu	72.1.103,
121156	bʊːgimi	body-louse	adj	BM-Hay	641	Hayu	72.1.103,
121158	bʊlʊ	elder brother	n	BM-Hay	641	Hayu	72.1.103,
121159	bʊlʊtso	set of brothers	n df.	BM-Hay	641	Hayu	72.1.103,
121160	bʊxkʊm	hail	n	BM-Hay	641	Hayu	72.1.103,
121161	-be	in, on, at	pp	BM-Hay	641	Hayu	72.1.103,
121162	bek	climb, mount, enter (esp. a house)	vi	BM-Hay	641	Hayu	72.1.103,
121164	blikthoŋhe	three years hence	adv	BM-Hay	641	Hayu	84.10, 84.
121165	bek	write	vtt	BM-Hay	641	Hayu	72.1.103,
121166	bekuna	butterfly	n	BM-Hay	641	Hayu	72.1.103,
121167	beŋ	wide	be v.	BM-Hay	641	Hayu	72.1.103,
121168	beŋtshaluxtso	clan name	pn	BM-Hay	641	Hayu	72.1.103,
121169	betsiŋ kʊʔla	bird, a kind of bulbul	n df.	BM-Hay	641	Hayu	72.1.103,
121170	bet	have enough	vi	BM-Hay	641	Hayu	72.1.103,
121171	ben	spread, scatter	vtt	BM-Hay	641	Hayu	73.1.9, 84
121172	bepdzere	bedbug	n	BM-Hay	641	Hayu	73.1.9, 84
121173	bok	give birth, be born	vi	BM-Hay	641	Hayu	84.104, 84
121174	bõːkim	broom	n	BM-Hay	641	Hayu	84.104, 84
121175	boŋ	happy	vr	BM-Hay	641	Hayu	84.104, 84
121176	boŋ	until, as far as, as ... as	pp	BM-Hay	641	Hayu	84.104, 84
121177	botsho lʊ̃ːphu	flint (to make fire)	n	BM-Hay	641	Hayu	84.104, 84
121178	bo(t)	dry	vt, vtt	BM-Hay	641	Hayu	84.104, 84
121179	bot	scold, criticize, call out so. (by a term of address)	vtt	BM-Hay	641	Hayu	84.104, 84
121180	bon	fly	vi, vr	BM-Hay	641	Hayu	84.10, 84.
121181	bli	four	num	BM-Hay	641	Hayu	
121182	blimma	in four days	adv	BM-Hay	641	Hayu	
121183	bliuŋ	four (not human)	num+cl	BM-Hay	641	Hayu	
121184	blaŋkalik	manner of lying down, stretched out	adv	BM-Hay	641	Hayu	84.10, 84.
121185	blaŋŋa	boom!	adv	BM-Hay	641	Hayu	84.10, 84.
121186	blədreŋŋa	boom!	adv	BM-Hay	641	Hayu	84.10, 84.
121187	blaːwo	wasp which attacks beehives	n df.	BM-Hay	641	Hayu	84.10, 84.
121188	blikthoŋ	three years ago	adv	BM-Hay	641	Hayu	84.10, 84.
121190	bluʔma	wound	n	BM-Hay	641	Hayu	84.10, 84.
121191	blʊsek	manner of being happy	adv	BM-Hay	641	Hayu	84.184, 84
121192	bleŋ	wide	vs	BM-Hay	641	Hayu	84.184, 84
121193	blededeblet	watery, soggy (of cooked rice)	adj	BM-Hay	641	Hayu	84.184, 84
121194	blo	arrow	n	BM-Hay	641	Hayu	84.184, 84
121195	blokpa	earth-worship (performed in mid-June)	n	BM-Hay	641	Hayu	84.184, 84
121196	blop	feather	n	BM-Hay	641	Hayu	84.184, 84
121197	blop	sprout, bud	n	BM-Hay	641	Hayu	84.184, 84
121198	ma	not [negates finite indicative]	part	BM-Hay	641	Hayu	84.261
121199	maaŋ	not [negates nominals, participles]	part	BM-Hay	641	Hayu	84.257
121200	makhɩ	not, not yet [used with non-past finite forms; sense may be past]	part	BM-Hay	641	Hayu	84.257
121201	maŋ	forget	vtt (?)	BM-Hay	641	Hayu	84.257
121202	mat	send	vtt	BM-Hay	641	Hayu	84.257
121203	maʔdum-he	between, in the middle	adv	BM-Hay	641	Hayu	84.257
121204	mi	that, he	pron de	BM-Hay	641	Hayu	84.257
121206	minkhen	then	adv	BM-Hay	641	Hayu	84.257
121207	mitha	that much	adv	BM-Hay	641	Hayu	84.257
121209	mine	there	adv	BM-Hay	641	Hayu	84.257
121211	mima	thus, like that	adv	BM-Hay	641	Hayu	84.257
121212	-mi	[ASSERTIVE]	suff v	BM-Hay	641	Hayu	84.257
121213	-mi	[feminine]	suff n	BM-Hay	641	Hayu	84.257
121214	miŋ	name	n	BM-Hay	641	Hayu	84.257
121215	min	ripe, cooked	vi	BM-Hay	641	Hayu	84.257
121216	miskan	why?	adv int	BM-Hay	641	Hayu	84.257
121217	mɩtsɩ	what?	adv int	BM-Hay	641	Hayu	84.257
121220	mɩp	insert sth into an opening	vtt	BM-Hay	641	Hayu	84.257
121221	mɩsa	with what? (instrument)	adv int	BM-Hay	641	Hayu	84.257
121222	mɩxtso	woman	n	BM-Hay	641	Hayu	84.257
121223	muktshu	mouth, face	n	BM-Hay	641	Hayu	84.257
121225	mut	seat, sit, stay	vtt, vr	BM-Hay	641	Hayu	84.108 (vt
121227	mun	tail	n	BM-Hay	641	Hayu	84.108 (vt
121228	mʊ	of [GENITIVE]; INFINITIVE	pp	BM-Hay	641	Hayu	84.108 (vt
121229	mʊ̃ːtsho	buttocks	n	BM-Hay	641	Hayu	84.108 (vt
121230	mʊm	give (food) to s.o. (obj.)	vtt	BM-Hay	641	Hayu	84.108 (vt
121231	mʊːli	stomach	n	BM-Hay	641	Hayu	84.108 (vt
121232	me	fire	n	BM-Hay	641	Hayu	84.108 (vt
121233	me	plait, twist (strands into rope)	vtt	BM-Hay	641	Hayu	84.63
121234	me	shrink, go down (of a swelling)	be v.	BM-Hay	641	Hayu	84.64
121235	mek	eye / face	n	BM-Hay	641	Hayu	84.64
121237	mekʊyʊ som	eyelash	n	BM-Hay	641	Hayu	84.142
121238	met	die	vi	BM-Hay	641	Hayu	84.142
121240	mexpaŋ	why?	interr adv	BM-Hay	641	Hayu	84.142
121241	mokolo	a tree, Nep. həlləuɖe	n df.	BM-Hay	641	Hayu	84.142
121242	moksa	grass, weed	n	BM-Hay	641	Hayu	84.142
121243	mo(t)	look~for	vt	BM-Hay	641	Hayu	84.56, 84.
121244	mot	eat up, finish off (food)	vtt	BM-Hay	641	Hayu	84.56, 84.
121245	moxtsom	head of household	n	BM-Hay	641	Hayu	84.59
121246	momɩ	lady of the house	n	BM-Hay	641	Hayu	84.59
121247	yak	threaten (e.g. with the hand raised)	vtt	BM-Hay	641	Hayu	84.59
121248	yaktso	youngest male of a sib; husband's younger brother	n	BM-Hay	641	Hayu	84.59
121249	yakmi	youngest female of a sib; husband's younger sister	n	BM-Hay	641	Hayu	84.59
121250	yakhadzʊ	hip	n	BM-Hay	641	Hayu	84.194, 84
121251	yaːga	saliva, drool	n	BM-Hay	641	Hayu	84.194, 84
121252	yaŋ	ve small; lose; reduce in size; defeat	vr, vtt	BM-Hay	641	Hayu	84.109
121253	yaŋ	sort, clean	vt	BM-Hay	641	Hayu	84.109
121254	yan	give birth; bear a child	vtt, vr	BM-Hay	641	Hayu	84.59
121255	yãːsa	pain	n	BM-Hay	641	Hayu	84.59 (vtt
121256	yaxkum	clan name	pn	BM-Hay	641	Hayu	84.59 (vtt
121257	yi	blood	n	BM-Hay	641	Hayu	84.59
121258	yi	stir	vtt	BM-Hay	641	Hayu	84.59 (vtt
121260	-yi	-er [ACTOR NOMINALIZER]	suff v	BM-Hay	641	Hayu	84.59 (vtt
121261	yik	dry field	n	BM-Hay	641	Hayu	84.59 (vtt
121262	yiŋ	buy	vt, vtt	BM-Hay	641	Hayu	84.59 (vtt
121263	yiŋlɩŋ	a lizard	n df.	BM-Hay	641	Hayu	84.59 (vtt
121264	yicoʔno	blood in the stool	n	BM-Hay	641	Hayu	84.59 (vtt
121265	yitshiŋ	red	adj	BM-Hay	641	Hayu	84.59 (vtt
121266	yitshiŋ tsuʔyu	mongoose	adj + n	BM-Hay	641	Hayu	84.59 (vtt
121267	yin	turn, spin, wander	vr, vtt	BM-Hay	641	Hayu	84.59 (vtt
121268	yilgoŋ	whirlwind	n	BM-Hay	641	Hayu	84.59 (vtt
121269	yɩːkhami	woman who laughs a lot	n	BM-Hay	641	Hayu	84.59 (vtt
121270	yɩ(t)	drunk	vi	BM-Hay	641	Hayu	84.59 (vtt
121271	yɩt	laugh	vr	BM-Hay	641	Hayu	84.59 (vtt
121272	yɩt	hit a target	vtt	BM-Hay	641	Hayu	84.59 (vtt
121273	yɩt	curse, abuse	vtt	BM-Hay	641	Hayu	84.59 (vtt
121274	yɩnom	curse	n	BM-Hay	641	Hayu	84.59 (vtt
121276	yɩp	stand; build, stand sth. up	vr, vt, vtt	BM-Hay	641	Hayu	72.1.74, 8
121277	yɩm	burn (e.g. house, forest)	vtt	BM-Hay	641	Hayu	72.2.29
121278	yɩːlɩ	shade	n	BM-Hay	641	Hayu	72.2.29
121279	yɩːsɩ	mowra-fat tree	n	BM-Hay	641	Hayu	72.2.29
121280	-yu	[OPTATIVE]	suff v	BM-Hay	641	Hayu	84.54
121281	yu	wipe	vt, vtt	BM-Hay	641	Hayu	84.54
121282	yuktsho	semolina	n	BM-Hay	641	Hayu	84.54
121283	yuŋ	swing	vtt, vr	BM-Hay	641	Hayu	84.54
121285	yu(t)	come down, bring down	vi, vtt	BM-Hay	641	Hayu	84.54
121286	yʊk	chop, kill	vtt	BM-Hay	641	Hayu	84.54
121287	yʊ̃ːkha	below, down	adv	BM-Hay	641	Hayu	84.54
121290	yʊnma	down, downhill	adv	BM-Hay	641	Hayu	84.54
121291	yʊxkɩtso	married couple	n	BM-Hay	641	Hayu	84.54
121292	yek	cut at the root, clear (jungle)	vt, vtt	BM-Hay	641	Hayu	84.54
121294	yek	contain	vtt	BM-Hay	641	Hayu	84.94
121295	yeksa	night, at night	n, adv	BM-Hay	641	Hayu	84.94
121296	yeŋ	see	vt	BM-Hay	641	Hayu	84.94
121297	yeŋyeŋ	aunt (mother's younger sister)	n	BM-Hay	641	Hayu	84.186
121298	ye(t)	hang up (esp. on a hook or peg)	vt, vtt	BM-Hay	641	Hayu	84.186
121299	yep	sharp (of a blade)	vi	BM-Hay	641	Hayu	84.186
121301	yok	put on, wear (a skirt or sari)	vt, vtt	BM-Hay	641	Hayu	84.186
121303	yot	happy; like, love	vr, vtt	BM-Hay	641	Hayu	84.186
121304	yop	take sth. off the fire	vt, vtt	BM-Hay	641	Hayu	84.186
121305	yom	caress	vtt	BM-Hay	641	Hayu	84.200
121307	yolobili-mʊ	useless	adj	BM-Hay	641	Hayu	84.66
121308	yoːsɩt	manner of sitting down	adv	BM-Hay	641	Hayu	84.66
121310	ra	hayu god	pn	BM-Hay	641	Hayu	84.66
121313	ra	chin	n	BM-Hay	641	Hayu	84.66
121315	rakasiŋ	a spirit	n	BM-Hay	641	Hayu	84.66
121316	rakudi	manner of lying or sprawling	adv	BM-Hay	641	Hayu	84.105, 84
121317	raŋ	call, summon, hail	vtt	BM-Hay	641	Hayu	84.105, 84
121318	rat	attractive, suit	be v.	BM-Hay	641	Hayu	84.105, 84
121320	rãːpi	taro	n	BM-Hay	641	Hayu	84.105, 84
121321	ram	fear	vi	BM-Hay	641	Hayu	84.105, 84
121322	ramsa	fear	n	BM-Hay	641	Hayu	84.105, 84
121323	ram	swell	vi	BM-Hay	641	Hayu	84.56
121324	ramaŋ	a large bag	n df.	BM-Hay	641	Hayu	84.249
121325	raːsom	pubic hair	n	BM-Hay	641	Hayu	84.249
121326	rik	scrape, whittle, peel	vt, vtt	BM-Hay	641	Hayu	84.60, 84.
121327	rɩ̃ːtsiŋ	platform for the sacred dance	n	BM-Hay	641	Hayu	84.60, 84.
121328	rɩ̃ːtsho	monkey	n	BM-Hay	641	Hayu	84.60, 84.
121329	rit	rot	be v.	BM-Hay	641	Hayu	84.60, 84.
121330	riptsho	rib	n	BM-Hay	641	Hayu	84.59
121331	rim	wait, wait for	vtt, vr	BM-Hay	641	Hayu	84.59
121332	riʔmitshiŋ	flea; ghost	n	BM-Hay	641	Hayu	84.196
121333	rime	clan name	pn	BM-Hay	641	Hayu	84.196
121334	rimdeŋ	spider	n	BM-Hay	641	Hayu	84.196
121335	rimdeŋ	house-god	pn	BM-Hay	641	Hayu	84.196
121337	risa	banana, banana-plant	n	BM-Hay	641	Hayu	84.196
121338	rixo, rikxo	kind of pheasant	n	BM-Hay	641	Hayu	84.196
121339	rɩt	be left over, leave (leftovers)	vi, vtt	BM-Hay	641	Hayu	84.113
121340	ru	bone	n	BM-Hay	641	Hayu	84.113
121341	rut	flee	vr	BM-Hay	641	Hayu	84.113
121342	rup	tie in a knot or bundle	vtt	BM-Hay	641	Hayu	84.113
121343	rum	cover, brood (of a hen)	vr	BM-Hay	641	Hayu	84.113
121344	rup	overtake so.	vtt	BM-Hay	641	Hayu	84.113
121345	ruːri	cholera	n	BM-Hay	641	Hayu	84.196
121346	rʊ	plug (a leak)	vtt	BM-Hay	641	Hayu	[m73.1.3,m
121347	rʊk	closely-woven funnel-shaped basket	n df.	BM-Hay	641	Hayu	84.2, 84.1
121348	rʊk	plow, plow with (an ox)	vt, vtt	BM-Hay	641	Hayu	84.2, 84.1
121350	rʊk	put in (salt, sugar, etc.)	vtt	BM-Hay	641	Hayu	84.2, 84.1
121352	rʊkdzʊ	bird of prey, hawk	n df.	BM-Hay	641	Hayu	84.132 (ru
121353	rʊŋ	horn (of an animal)	n	BM-Hay	641	Hayu	84.132 (ru
121354	rʊn	demolish (a wall), collapse	vt, vtt, vr	BM-Hay	641	Hayu	72.1.68
121355	rʊm	meet; bring together 	vi, vtt	BM-Hay	641	Hayu	72.1.68
121356	re	mill (flour), crush (spices)	vt, vtt	BM-Hay	641	Hayu	84.8, 84.1
121357	rek	towards	pp	BM-Hay	641	Hayu	84.8, 84.1
121358	rẽːkaŋ	soot	n	BM-Hay	641	Hayu	84.166
121359	reŋgo-kuʔluŋ	manner of swinging from a rope	adv	BM-Hay	641	Hayu	[T1-35]
121360	reːtso-koktso	game (hunting)	n	BM-Hay	641	Hayu	[T1-35]
121361	re(t)	lift; puff up, swell	vt, vi	BM-Hay	641	Hayu	84.114
121362	ret	shake out (e.g. clothes)	vtt	BM-Hay	641	Hayu	84.13, 84.
121364	roŋ	choke, have sth. caught in the throat	vtt imp	BM-Hay	641	Hayu	84.13, 84.
121365	roːtso	husband	n	BM-Hay	641	Hayu	84.13, 84.
121366	rotshiŋ	root	n	BM-Hay	641	Hayu	84.13, 84.
121367	rotshiŋe	clan name	pn	BM-Hay	641	Hayu	84.13, 84.
121368	rõːtsho	mountain goat	n	BM-Hay	641	Hayu	84.13, 84.
121369	rot	serve so.; give respectfully	vtt	BM-Hay	641	Hayu	84.183
121370	ron	endure, bear, brace oneself; prepare a sacrificial victim	vr, vtt	BM-Hay	641	Hayu	84.114
121371	roːmi	wife	n	BM-Hay	641	Hayu	84.114
121372	roʔmatshiŋ	plant	n df.	BM-Hay	641	Hayu	84.114
121373	romsali	fig	n	BM-Hay	641	Hayu	84.114
121375	la	snatch	vtt	BM-Hay	641	Hayu	84.108
121377	laŋ	be skilled,  know how	vr	BM-Hay	641	Hayu	84.242
121378	laŋlaŋ	manner of shaking out	adv	BM-Hay	641	Hayu	?
121379	la(t)	go; [passive or detrimental auxiliary]	vi, vr	BM-Hay	641	Hayu	?
121380	lapcak-lapcak	sticky	adj	BM-Hay	641	Hayu	?
121381	laptsho	leaf or fiber of the vine Bauhinia valhii	n	BM-Hay	641	Hayu	?
121382	lia	so; that is why	cony	BM-Hay	641	Hayu	?
121383	lik	yoke	vt, vtt	BM-Hay	641	Hayu	84.123 (vt
121384	lĩːga	tongue	n	BM-Hay	641	Hayu	84.123 (vt
121385	lit	teach, learn (refl.)	vtt, vr	BM-Hay	641	Hayu	84.123 (vt
121386	lit	heavy	vr	BM-Hay	641	Hayu	84.115
121387	liwo	arrow	n	BM-Hay	641	Hayu	84.115
121388	lɩk	fall over, tilt; knock sth. over	vs; vt, vtt	BM-Hay	641	Hayu	84.116
121389	lɩ̃ːkʊ	butter	n	BM-Hay	641	Hayu	84.116
121390	lɩŋ	get, find	vt	BM-Hay	641	Hayu	84.116
121391	lɩt	come back, come down, dismount	vr	BM-Hay	641	Hayu	84.116
121392	lɩn	sprout, germinate	vr	BM-Hay	641	Hayu	84.116
121393	lɩp	return,  talk back, spit out, vomit	vtt, vr	BM-Hay	641	Hayu	84.55
121394	lɩːsɩ	for, to	pp	BM-Hay	641	Hayu	84.55
121395	lu	tooth	n	BM-Hay	641	Hayu	84.55
121397	luk	turn over, dump out, cross (a ridge)	vtt	BM-Hay	641	Hayu	84.33, 84.
121398	-luŋ	[locative nominal]	suff v	BM-Hay	641	Hayu	84.33, 84.
121399	lu(t)	take off (clothing); undress (so.)	vt, vtt, vr	BM-Hay	641	Hayu	84.33, 84.
121400	lude	quickly	adv	BM-Hay	641	Hayu	84.33, 84.
121401	lum	hole	n	BM-Hay	641	Hayu	84.33, 84.
121402	lum	bury (not of a body)	vt	BM-Hay	641	Hayu	84.33, 84.
121403	lʊsi	side-dish (with a sauce) to ac	n	BM-Hay	641	Hayu	84.33, 84.
121404	lʊk	filter, sift	vt, vtt	BM-Hay	641	Hayu	84.33, 84.
121405	lʊ̃ːtso	man, male	n	BM-Hay	641	Hayu	84.33, 84.
121406	lʊt	plant, transplant	vtt	BM-Hay	641	Hayu	84.33, 84.
121407	lʊdʊlʊdʊ	manner of hiding	adv	BM-Hay	641	Hayu	84.33, 84.
121408	lʊn	chase, cause to run	vtt	BM-Hay	641	Hayu	84.33, 84.
121409	lʊn	run	vr	BM-Hay	641	Hayu	84.33, 84.
121410	lʊ̃ːphʊ	rock, stone	n	BM-Hay	641	Hayu	84.33, 84.
121411	lʊxcaŋ	handle	n	BM-Hay	641	Hayu	84.33, 84.
121412	le	foot, leg	n	BM-Hay	641	Hayu	84.33, 84.
121414	le	also, even, at all (negative contexts)	part	BM-Hay	641	Hayu	84.33, 84.
121415	leʔ	manner of chopping	adv	BM-Hay	641	Hayu	84.33, 84.
121416	leʔi	kind of millet	n	BM-Hay	641	Hayu	84.33, 84.
121417	lek	boil over	be v.	BM-Hay	641	Hayu	84.33, 84.
121418	lekcum	trousers	n	BM-Hay	641	Hayu	84.33, 84.
121419	legure	bird of prey	n df.	BM-Hay	641	Hayu	84.33, 84.
121420	leŋ	take so. around, travel,	vtt, vr	BM-Hay	641	Hayu	84.118
121421	lẽːbu	lemon	n	BM-Hay	641	Hayu	84.118
121422	lexkʊ-lexkʊ	manner of flying, flapping the wings	adv	BM-Hay	641	Hayu	84.118
121423	lo	leaf	n	BM-Hay	641	Hayu	84.118
121424	lok	exit, expel	vtt	BM-Hay	641	Hayu	84.118
121425	lok	turn over, upset	vt	BM-Hay	641	Hayu	84.118
121426	lõːkha	up	adv	BM-Hay	641	Hayu	84.118
121427	loːgaŋ	sun	n	BM-Hay	641	Hayu	84.118
121428	loŋ	be able, have time to do	be v.	BM-Hay	641	Hayu	84.118
121429	loːdi	vine of the camel's foot family (Bauhinia valhii)	n df.	BM-Hay	641	Hayu	84.118
121430	lon	fat	be v.	BM-Hay	641	Hayu	84.221
121431	lop	speak rudely or out of turn	vtt	BM-Hay	641	Hayu	84.221
121432	lop	dry (meat)	vtt	BM-Hay	641	Hayu	84.221
121433	lom	road	n	BM-Hay	641	Hayu	84.221
121434	lom	via, along, through	pp	BM-Hay	641	Hayu	84.221
121436	loxkota	straight	adv	BM-Hay	641	Hayu	84.256
121437	lhaʔ	manner of being directly opposite	adv	BM-Hay	641	Hayu	84.147
121438	lhak	whip, snap, strike, thresh	vt, vtt	BM-Hay	641	Hayu	84.147
121439	lhaŋ	clear up (of sky)		BM-Hay	641	Hayu	
121440	lhap	cubit (about 50 cm)	n	BM-Hay	641	Hayu	84.147
121441	lhap	manner of folding or covering	adv	BM-Hay	641	Hayu	84.147
121442	lhapip	stuck, manner of being stuck	adv	BM-Hay	641	Hayu	84.147
121443	lhik	shell (maize)	vtt, vr	BM-Hay	641	Hayu	84.147
121444	lhumutulhut	manner of eating, greedily	adv	BM-Hay	641	Hayu	84.147
121445	lhek	offer to the ancestors	vtt, vr	BM-Hay	641	Hayu	84.147
121446	lhẽːbop	plenty / full of	adv	BM-Hay	641	Hayu	84.147
121447	lhere	flap-flap!	adv	BM-Hay	641	Hayu	84.147
121448	lheːsaŋ	tree	n df.	BM-Hay	641	Hayu	84.147
