OMEGAWIKI	IPA	TOKENS	SCAID	SOURCE	GLOSS_IN_SOURCE	ENTRY_IN_SOURCE	ALIGNMENT
154737	kou₅₅	k o u ₅₅	405	Allen2007, 377	grow(of people) / 长（长大）	kou55/tou42	k o u ₅₅
5492	a₅₅na₄₄	a ₅₅ n a ₄₄	1402	Allen2007, 490	where / 哪里	a55na44	a ₅₅ n a ₄₄
4160	pi₅₅sɿ₅₅	p i ₅₅ s ɿ ₅₅	1427	Allen2007, 6	wind / 风	pi55sɿ55	p i ₅₅ s ɿ ₅₅
7709	kʰou₄₄	kʰ o u ₄₄	153	Allen2007, 349	cry / 哭	kʰou44	kʰ o u ₄₄
3455	sue₄₄	s u e ₄₄	1077	Allen2007, 11	snow / 雪	sue44	s u e ₄₄
443659	t͡ɕʰõ₅₅	t͡ɕʰ õ ₅₅	388	Allen2007, 416	good / 好	tɕʰõ55/ɕo31/xu33	t͡ɕʰ õ ₅₅
5650	xe₄₄	x e ₄₄	20	Allen2007, 417	bad / 坏	xe44	x e ₄₄
1675	t͡sʰu₃₃	t͡sʰ u ₃₃	396	Allen2007, 112	grass / 草	tsʰu33	t͡sʰ u ₃₃
446278	tɯ₂₁ma₅₅	t ɯ ₂₁ m a ₅₅	420	Allen2007, 125	hair / 头发	tɯ21ma55	t ɯ - ₂₁ m a ₅₅
5439	pia₄₂	p i a ₄₂	28	Allen2007, 382	bark(of dog) / 吠	pia42	p i a ₄₂
3361	t͡sɤ̃₃₃	t͡s ɤ̃ ₃₃	985	Allen2007, 114	seed / 种子	tsɤ̃33	t͡s ɤ̃ ₃₃
7800	pɛ̃₃₁	p ɛ̃ ₃₁	533	Allen2007, 378	be sick,ill / 病	pɛ̃31/sɤ̃31	p ɛ̃ ₃₁
6068	mia₅₅	m i a ₅₅	888	Allen2007, 276	push / 推	mia55	m i a ₅₅
509787	xẽ₅₅mɛ₂₁	x ẽ ₅₅ m ɛ ₂₁	1277	Allen2007, 9	thunder(vb) / 打雷	xẽ55mɛ21	x ẽ - ₅₅ m ɛ - ₂₁
6032	lu₄₄	l u ₄₄	397	Allen2007, 411	green / 绿	lu44	l u ₄₄
1446	xue₃₃	x u e ₃₃	316	Allen2007, 24	fire / 火	xue33	x u e ₃₃
5995	miɛ₅₅	m i ɛ ₅₅	746	Allen2007, 242	name / 名字	miɛ55	m i ɛ ₅₅
6312	t͡sɛ₄₂	t͡s ɛ ₄₂	1199	Allen2007, 459	ten / 十	tsɛ42	t͡s ɛ ₄₂
6069	se₃₃	s e ₃₃	1370	Allen2007, 320	wash / 洗	se33	s e ₃₃
6041	ɕɛ̃₅₅kʰo₃₃	ɕ ɛ̃ ₅₅ kʰ o ₃₃	1127	Allen2007, 4	star / 星星	ɕɛ̃55kʰo33	ɕ ɛ̃ ₅₅ kʰ o ₃₃
156096	sã₅₅	s ã ₅₅	1272	Allen2007, 452	three / 三	sã55	s ã ₅₅
5503	t͡sʰu₅₅	t͡sʰ u ₅₅	1243	Allen2007, 392	thick,coarse / 粗	tsʰu55	t͡sʰ u ₅₅
1287831	a₅₅ta₄₄	a ₅₅ t a ₄₄	452	Allen2007, 485	here / 这里	a55ta44	a ₅₅ t a ₄₄
5458	lɯ₃₁	l ɯ ₃₁	1255	Allen2007, 484	this / 这	lɯ31	l ɯ ₃₁
950344	t͡sõ₂₁	t͡s õ ₂₁	541	Allen2007, 147	intestine,gut / 肠子	tsõ21	t͡s õ ₂₁
6042	sõ₅₅	s õ ₅₅	364	Allen2007, 12	frost / 霜	sõ55	s õ ₅₅
5983	kua₄₄tɯ₂₁	k u a ₄₄ t ɯ ₂₁	97	Allen2007, 144	bone / 骨头	kua44tɯ21	k u a ₄₄ t - ɯ ₂₁
5490	a₃₁to₂₁	a ₃₁ t o ₂₁	1410	Allen2007, 488	who / 谁	a31to21	a ₃₁ t o ₂₁ - -
5440	t͡se₄₂	t͡s e ₄₂	1290	Allen2007, 132	tongue / 舌头	tse42	t͡s e ₄₂
5639	kɯ₅₅	k ɯ ₅₅	136	Allen2007, 434	cold / 冷	kɯ55	k ɯ ₅₅
869106	t͡ɕĩ₃₃	t͡ɕ ĩ ₃₃	760	Allen2007, 397	near / 近	tɕĩ33	t͡ɕ ĩ ₃₃
340828	se₄₂	s e ₄₂	252	Allen2007, 84	egg / 蛋	se42	s e ₄₂
7004	t͡ɕʰi₄₄	t͡ɕʰ i ₄₄	999	Allen2007, 456	seven / 七	tɕʰi44	t͡ɕʰ i ₄₄
1333710	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	910	Allen2007, 406	red / 红	tsʰɛ44	t͡sʰ ɛ ₄₄
3854	t͡sɯ₃₁	t͡s ɯ ₃₁	1306	Allen2007, 89	tree / 树	tsɯ31	t͡s ɯ ₃₁
3253	kɤ̃₅₅	k ɤ̃ ₅₅	930	Allen2007, 15	river / 河	kɤ̃55	k ɤ̃ ₅₅
5438	t͡sou₂₁	t͡s o u ₂₁	637	Allen2007, 390	long / 长	tsou21	t͡s o u ₂₁
5476	kã₅₅	k ã ₅₅	628	Allen2007, 150	liver / 肝	kã55	k ã ₅₅
1510493	t͡sou₄₂	t͡s o u ₄₂	123	Allen2007, 263	chew / 嚼	tsou42	t͡s o u ₄₂
5494	t͡sɿ₅₅kɛ₂₁	t͡s ɿ ₅₅ k ɛ ₂₁	495	Allen2007, 491	how / 怎样	tsɿ55kɛ21	t͡s ɿ ₅₅ k ɛ ₂₁
5503	kɯ̃₃₁	k ɯ̃ ₃₁	1230	Allen2007, 394	thick / 厚	kɯ̃31	k ɯ̃ ₃₁
1499731	pi₅₅fɤ₃₃	p i ₅₅ f ɤ ₃₃	595	Allen2007, 27	left(side) / 左边	pi55fɤ33	p i ₅₅ f ɤ ₃₃
352331	ma₅₅	m a ₅₅	1227	Allen2007, 480	they(3 p.p.) / 他们	ma55	m a ₅₅
4165	jɤ̃₃₃jĩ₂₁	j ɤ̃ ₃₃ j ĩ ₂₁	1444	Allen2007, 156	woman / 女人	jɤ̃33jĩ21	j ɤ̃ ₃₃ j ĩ ₂₁
1502	mɯ₂₁kõ₄₂	m ɯ ₂₁ k õ ₄₂	347	Allen2007, 13	fog / 雾	mɯ21kõ42	m ɯ ₂₁ k õ - ₄₂
5992	pa₄₂	p a ₄₂	108	Allen2007, 138	breast / 乳房	pa42	p a ₄₂
5464	a₃₁ti₃₃	a ₃₁ t i ₃₃	296	Allen2007, 162	father / 父亲	a31ti33	a ₃₁ t i ₃₃
2061	ko₂₁	k o ₂₁	554	Allen2007, 16	lake / 湖	ko21	k o ₂₁
3100	vɤ₃₃	v ɤ ₃₃	898	Allen2007, 7	rain / 雨	vɤ33	v ɤ ₃₃
6060	ne₄₄	n e ₄₄	465	Allen2007, 269	hold / 拿	ne44	n e ₄₄
5876	sou₃₁	s o u ₃₁	576	Allen2007, 348	laugh / 笑	sou31	s o u ₃₁
1511061	tua₃₁	t u a ₃₁	88	Allen2007, 426	blunt(knife) / 钝(刀)	tua31	t u a ₃₁
5500	ɕo₃₃	ɕ o ₃₃	311	Allen2007, 399	few / 少	ɕo33	ɕ o ₃₃
5509	se₃₁	s e ₃₁	1052	Allen2007, 387	small / 小	se31	s e ₃₁
479387	mɛ₄₄	m ɛ ₄₄	127	Allen2007, 286	climb / 爬	mɛ44	m ɛ ₄₄
6004	sẽ₃₃	s ẽ ₃₃	547	Allen2007, 353	know / 知道	sẽ33	s ẽ ₃₃
5471	ɤ̃₃₁kʰɤ₄₄tɯ₄₂	ɤ̃ ₃₁ kʰ ɤ ₄₄ t ɯ ₄₂	791	Allen2007, 128	nose / 鼻子	ɤ̃31kʰɤ44tɯ42	ɤ̃ ₃₁ kʰ ɤ ₄₄ t ɯ ₄₂
5825	pɛ₄₂	p ɛ ₄₂	1409	Allen2007, 409	white / 白	pɛ42	p ɛ ₄₂
5482	kɯ₂₁	k ɯ ₂₁	799	Allen2007, 422	old / 旧	kɯ21	k ɯ ₂₁
5517	xou₂₁	x o u ₂₁	485	Allen2007, 168	house / 房	xou21	x o u ₂₁
513017	kʰɯ₅₅	kʰ ɯ ₅₅	821	Allen2007, 324	open(door) / 开（门）	kʰɯ55	kʰ ɯ ₅₅
6454	t͡sʰɛ̃₅₅	t͡sʰ ɛ̃ ₅₅	1181	Allen2007, 380	swell / 肿	tsʰɛ̃55	t͡sʰ ɛ̃ ₅₅
5994	tũẽ₅₅	t ũ ẽ ₅₅	1160	Allen2007, 400	straight / 直	tũẽ55	t ũ ẽ ₅₅
6244	ji₄₄	j i ₄₄	813	Allen2007, 450	one / 一	ji44	j i ₄₄
5510	jĩ₃₃tɯ₂₁kũã₅₅	j ĩ ₃₃ t ɯ ₂₁ k ũ ã ₅₅	192	Allen2007, 129	ear / 耳朵	jĩ33tɯ21kũã55	j ĩ ₃₃ t - ɯ ₂₁ k ũ ã ₅₅
6520	t͡sʰu₅₅	t͡sʰ u ₅₅	1053	Allen2007, 259	smell(vb) / 臭、闻	tsʰu55	t͡sʰ u ₅₅
6746	t͡sʰɯ₅₅	t͡sʰ ɯ ₅₅	1019	Allen2007, 391	short / 短	tsʰɯ55	t͡sʰ ɯ ₅₅
3633	t͡ɕo₄₂kʰue₅₅	t͡ɕ o ₄₂ kʰ u e ₅₅	1150	Allen2007, 23	stone / 石头	tɕo42kʰue55	t͡ɕ o - ₄₂ kʰ u e ₅₅
5455	jã₅₅	j ã ₅₅	1377	Allen2007, 475	we(1 p.p.) / 我们	jã55	j ã ₅₅
5478	sua₄₄	s u a ₄₄	1453	Allen2007, 31	year / 年、岁	sua44	s u a ₄₄
4118	ɕy₃₃	ɕ y ₃₃	1374	Allen2007, 14	water / 水	ɕy33	ɕ y ₃₃
5850	jĩ₄₄pʰĩ₃₁	j ĩ ₄₄ pʰ ĩ ₃₁	1165	Allen2007, 2	sun / 太阳	jĩ44pʰĩ31	j ĩ ₄₄ pʰ ĩ ₃₁
5423	t͡ɕi₅₅	t͡ɕ i ₅₅	670	Allen2007, 398	much,many / 多	tɕi55	t͡ɕ i ₅₅
5672	kou₄₄	k o u ₄₄	352	Allen2007, 142	foot / 脚	kou44	k o u ₄₄
5450	ŋo₃₁	ŋ o ₃₁	512	Allen2007, 474	I(1 p.s.) / 我	ŋo31	ŋ o ₃₁
5617	t͡ɕʰɛ₄₄	t͡ɕʰ ɛ ₄₄	1340	Allen2007, 265	vomit / 呕吐	tɕʰɛ44	t͡ɕʰ ɛ ₄₄
3588	ke₃₃	k e ₃₃	1100	Allen2007, 75	spider / 蜘蛛	ke33	k e ₃₃
6044	po₄₄	p o ₄₄	463	Allen2007, 270	hit(table) / 拍（桌子）	po44	p o ₄₄
5437	tou₄₂	t o u ₄₂	42	Allen2007, 386	big / 大	tou42	t o u ₄₂
5918	kʰuɛ₃₁t͡sɿ₃₁te₄₄	kʰ u ɛ ₃₁ t͡s ɿ ₃₁ t e ₄₄	542	Allen2007, 143	knee / 膝盖	kʰuɛ31tsɿ31te44	kʰ u ɛ ₃₁ t͡s - ɿ ₃₁ t e ₄₄
5436	ma₂₁	m a ₂₁	306	Allen2007, 86	feather,hair / 毛	ma21	m a ₂₁
5997	tũẽ₃₃	t ũ ẽ ₃₃	292	Allen2007, 396	far / 远	tũẽ33	t ũ ẽ ₃₃
5624	t͡sɿ₅₅	t͡s ɿ ₅₅	293	Allen2007, 198	animal oil / 动物油(脂肪)	tsɿ55	t͡s ɿ ₅₅
6811	sɛ̃₂₁t͡sɿ₃₃pʰiɯ₄₄	s ɛ̃ ₂₁ t͡s ɿ ₃₃ pʰ i ɯ ₄₄	618	Allen2007, 8	lightning(vb) / 闪电	sɛ̃21tsɿ33pʰiɯ44	s ɛ̃ ₂₁ t͡s ɿ ₃₃ pʰ i ɯ ₄₄
6022	kɤ₄₂	k ɤ ₄₂	1020	Allen2007, 282	sit / 坐	kɤ42	k ɤ ₄₂
5451	t͡sɤ̃₃₃	t͡s ɤ̃ ₃₃	440	Allen2007, 402	heavy / 重	tsɤ̃33	t͡s ɤ̃ ₃₃
6031	ɤ̃₂₁	ɤ̃ ₂₁	1459	Allen2007, 407	yellow / 黄	ɤ̃21	ɤ̃ ₂₁
161806	t͡sõ₂₁	t͡s õ ₂₁	458	Allen2007, 326	hide / 藏	tsõ21	t͡s õ ₂₁
858309	na₅₅a₄₂	n a ₅₅ a ₄₂	1212	Allen2007, 487	there / 那里	na55a42	n a ₅₅ a ₄₂
5827	jɯ₄₄	j ɯ ₄₄	236	Allen2007, 260	eat / 吃	jɯ44	j ɯ ₄₄
6245	ɕi₃₃	ɕ i ₃₃	162	Allen2007, 381	die / 死	ɕi33	ɕ i ₃₃
1460	ɤ̃₅₅	ɤ̃ ₅₅	321	Allen2007, 69	fish / 鱼	ɤ̃55	ɤ̃ ₅₅
1341728	xɯ₄₄	x ɯ ₄₄	60	Allen2007, 410	black / 黑	xɯ44	x ɯ ₄₄
6056	ɣɯ₃₅	ɣ ɯ ₃₅	138	Allen2007, 363	come / 来	ɣɯ35	ɣ ɯ ₃₅
6010	wa₄₂sẽ₂₁	w a ₄₂ s ẽ ₂₁	870	Allen2007, 333	play / 玩耍	wa42sẽ21	w a ₄₂ s ẽ ₂₁
623	vɤ̃₂₁	v ɤ̃ ₂₁	128	Allen2007, 5	cloud / 云	vɤ̃21	v ɤ̃ ₂₁
6248	kõ₃₃	k õ ₃₃	1324	Allen2007, 451	two / 二	kõ33	k õ ₃₃
6003	kẽ₄₂	k ẽ ₄₂	979	Allen2007, 256	see / 见	kẽ42	k ẽ ₄₂
5481	tʰu₃₃sɿ₃₃	tʰ u ₃₃ s ɿ ₃₃	1091	Allen2007, 21	soil / 土	tʰu33sɿ33	tʰ u ₃₃ s ɿ ₃₃
1375415	pʰɯ₅₅	pʰ ɯ ₅₅	76	Allen2007, 266	blow / 吹	pʰɯ55	pʰ ɯ ₅₅
6054	pe₄₄	p e ₄₄	1349	Allen2007, 281	walk / 走	pe44	p e ₄₄
8061	mɛ₄₂	m ɛ ₄₂	121	Allen2007, 301	buy / 买	mɛ42	m ɛ ₄₂
6685	a₃₁pɛ₄₄	a ₃₁ p ɛ ₄₄	504	Allen2007, 460	one hundred / 一百	a31pɛ44	a ₃₁ p ɛ ₄₄
7005	pia₄₄	p i a ₄₄	253	Allen2007, 457	eight / 八	pia44	p i a ₄₄ -
5823	kɤ₄₂mi₄₂t͡sɤ₄₄	k ɤ ₄₂ m i ₄₂ t͡s ɤ ₄₄	775	Allen2007, 134	neck / 脖子	kɤ42mi42tsɤ44	k ɤ ₄₂ - - - m i ₄₂ t͡s ɤ ₄₄
5527	tɯ₂₁po₂₁	t ɯ ₂₁ p o ₂₁	434	Allen2007, 124	head / 头	tɯ21po21	t - ɯ - ₂₁ p - o ₂₁
5993	ŋa₄₄	ŋ a ₄₄	59	Allen2007, 262	bite / 咬	ŋa44	ŋ a ₄₄
6043	sɛ₄₄	s ɛ ₄₄	154	Allen2007, 294	cut,reap / 割	sɛ44	s ɛ ₄₄
5511	wẽ₃₃	w ẽ ₃₃	272	Allen2007, 127	eye / 眼	wẽ33	w ẽ ₃₃
1487	xou₅₅	x o u ₅₅	338	Allen2007, 118	flower / 花	xou55	x o u ₅₅
2124	se₄₄	s e ₄₄	580	Allen2007, 116	leaf / 叶	se44	s e ₄₄
5468	ɤ̃₃₃tɤ̃₅₅	ɤ̃ ₃₃ t ɤ̃ ₅₅	1195	Allen2007, 88	tail / 尾巴	ɤ̃33tɤ̃55	- ɤ̃ ₃₃ t ɤ̃ ₅₅
6040	ma₃₃	m a ₃₃	370	Allen2007, 412	full / 满	ma33	m a ₃₃
333730	jĩ₂₁kɛ̃₅₅jĩ₂₁	j ĩ ₂₁ k ɛ̃ ₅₅ j ĩ ₂₁	854	Allen2007, 155	person / 人	jĩ21kɛ̃55jĩ21	j ĩ ₂₁ k ɛ̃ ₅₅ j ĩ ₂₁
858309	t͡sɯ₃₃	t͡s ɯ ₃₃	1218	Allen2007, 362	there is / 有	tsɯ33	t͡s ɯ ₃₃
5990	po₄₂	p o ₄₂	1251	Allen2007, 395	thin,flimsy / 薄	po42	p o ₄₂
436024	t͡sɛ₄₂fɤ₃₃	t͡s ɛ ₄₂ f ɤ ₃₃	922	Allen2007, 28	right(side) / 右边	tsɛ42fɤ33	t͡s ɛ ₄₂ f ɤ ₃₃
6193	t͡ɕɯ₃₃	t͡ɕ ɯ ₃₃	788	Allen2007, 458	nine / 九	tɕɯ33	t͡ɕ ɯ ₃₃
5484	ɕĩ₅₅	ɕ ĩ ₅₅	786	Allen2007, 421	new / 新	ɕĩ55	ɕ ĩ ₅₅
7003	fɤ₄₄	f ɤ ₄₄	1030	Allen2007, 455	six / 六	fɤ44	f ɤ ₄₄
5616	sɯ₃₃	s ɯ ₃₃	421	Allen2007, 135	hand / 手	sɯ33	s ɯ ₃₃
6519	t͡sʰɛ̃₃₃	t͡sʰ ɛ̃ ₃₃	1047	Allen2007, 288	sleep / 睡	tsʰɛ̃33	t͡sʰ ɛ̃ ₃₃
6051	t͡sʰɿ₅₅	t͡sʰ ɿ ₅₅	1106	Allen2007, 264	spit / 吐（痰）	tsʰɿ55	t͡sʰ ɿ ₅₅
1173416	t͡sa₃₅	t͡s a ₃₅	5	Allen2007, 499	all / 都	tsa35	t͡s a ₃₅
5987	ji₃₁	j i ₃₁	1000	Allen2007, 425	sharp(knife) / 快(刀)	ji31	j i ₃₁
630453	mo₄₄t͡sɿ₃₃	m o ₄₄ t͡s ɿ ₃₃	714	Allen2007, 80	mosquito / 蚊子	mo44tsɿ33	m o - ₄₄ t͡s ɿ ₃₃
5481	t͡ɕi₃₁pɛ₂₁	t͡ɕ i ₃₁ p ɛ ₂₁	202	Allen2007, 20	earth / 地	tɕi31pɛ21	t͡ɕ i ₃₁ p ɛ ₂₁
619975	t͡sɤ̃₄₂	t͡s ɤ̃ ₄₂	861	Allen2007, 293	plant(seed) / 栽种	tsɤ̃42	t͡s ɤ̃ ₄₂
5456	na₅₅	n a ₅₅	1468	Allen2007, 478	you(2 p.p.) / 你们	na55	n a ₅₅
332000	t͡ɕy₃₃kɛ₅₅	t͡ɕ y ₃₃ k ɛ ₅₅	739	Allen2007, 130	mouth / 嘴	tɕy33kɛ55	t͡ɕ y ₃₃ k ɛ ₅₅ - - -
5990	mo₄₂	m o ₄₂	1244	Allen2007, 393	fine,thin / 细	mo42	m o ₄₂
5491	ɛ₅₅xɛ̃₃₁	ɛ ₅₅ x ɛ̃ ₃₁	1396	Allen2007, 489	what / 什么	ɛ55xɛ̃31	ɛ ₅₅ x ɛ̃ ₃₁
5475	ɕĩ₅₅	ɕ ĩ ₅₅	436	Allen2007, 149	heart / 心	ɕĩ55	ɕ ĩ ₅₅
1149393	na₅₅	n a ₅₅	1204	Allen2007, 486	that / 那	na55	n a ₅₅
3258	tʰu₃₃	tʰ u ₃₃	838	Allen2007, 171	road / 路	tʰu33	tʰ u ₃₃
5459	no₃₁	n o ₃₁	1260	Allen2007, 477	you(2 p.s.) / 你	no31	n o ₃₁
2300	kɛ₂₁	k ɛ ₂₁	684	Allen2007, 201	meat / 肉	kɛ21	k ɛ ₂₁
411	sua₄₄	s u a ₄₄	75	Allen2007, 145	blood / 血	sua44	s u a ₄₄
5981	kɤ₄₄	k ɤ ₄₄	473	Allen2007, 87	horn / 角	kɤ44	k ɤ ₄₄
471303	t͡su₅₅t͡sou₄₂sɯ₃₃	t͡s u ₅₅ t͡s o u ₄₂ s ɯ ₃₃	553	Allen2007, 291	labour / 劳动	tsu55tsou42sɯ33	t͡s u ₅₅ t͡s o u ₄₂ s - ɯ ₃₃
6071	t͡ɕi₃₃	t͡ɕ i ₃₃	875	Allen2007, 275	pull / 拉	tɕi33	t͡ɕ i ₃₃
5729	mi₅₅wã₄₄	m i ₅₅ w ã ₄₄	703	Allen2007, 3	moon / 月亮	mi55wã44	m i ₅₅ w ã ₄₄ - - -
5991	ɯ̃₃₃	ɯ̃ ₃₃	174	Allen2007, 261	drink / 喝	ɯ̃33	ɯ̃ ₃₃
5946	t͡sɿ₃₃pa₄₄	t͡s ɿ ₃₃ p a ₄₄	1305	Allen2007, 131	tooth / 牙	tsɿ33pa44	t͡s ɿ ₃₃ p a ₄₄
5622	tuɛ₄₄fɛ̃₃₃	t u ɛ ₄₄ f ɛ̃ ₃₃	281	Allen2007, 285	fall down / 跌倒	tuɛ44fɛ̃33	t u ɛ ₄₄ f ɛ̃ ₃₃
