ID	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
315132	sial¹	put down or lay down a person [e.g. baby; dead bod	v	PB-CLDB	1778	Tiddim	1569
315133	sial¹	raw as a fruit or meat	vi	PB-CLDB	1778	Tiddim	1570
315134	sial²	Mithun		PB-CLDB	1778	Tiddim	1571
315135	siam¹	be an expert	v	PB-CLDB	1778	Tiddim	1572
315136	siam¹ pi¹	priest		PB-CLDB	1778	Tiddim	1573
315137	siam²	destined to be	vi	PB-CLDB	1778	Tiddim	1574
315138	siang² > sian³	clean	vi	PB-CLDB	1778	Tiddim	1575
315139	siat¹	put into a sheath; insert into	v	PB-CLDB	1778	Tiddim	1576
315140	siau³ > siau?³	walk for pleasure; apply	v	PB-CLDB	1778	Tiddim	1577
315141	sik³ > si?³	pinch with fingers	v	PB-CLDB	1778	Tiddim	1578
315142	sil?³	wear an upper garment	v	PB-CLDB	1778	Tiddim	1579
315143	sil¹	wash limbs or dishes	v	PB-CLDB	1778	Tiddim	1580
315144	sim¹	attack; invade	v	PB-CLDB	1778	Tiddim	1581
315145	sim²	count; read	v	PB-CLDB	1778	Tiddim	1582
315146	sim³	hot geographical area		PB-CLDB	1778	Tiddim	1583
315148	sim³ bu³	owl (big)		PB-CLDB	1778	Tiddim	1584
315149	sin¹	learn; test to know whether something is good or n	v	PB-CLDB	1778	Tiddim	1585
315150	sin³	liver		PB-CLDB	1778	Tiddim	1586
315152	sing¹	wood		PB-CLDB	1778	Tiddim	1587
315154	sing¹ ha¹ kaːi¹	tapioca		PB-CLDB	1778	Tiddim	1588
315155	sing¹ tang¹ maːi²	papaya		PB-CLDB	1778	Tiddim	1589
315156	sing² > sin³	shake (tr.)	v	PB-CLDB	1778	Tiddim	1590
315157	sit³	investigate; invigilate	v	PB-CLDB	1778	Tiddim	1591
315158	siː² > si?³	die	v	PB-CLDB	1778	Tiddim	1592
315159	siː³ > sik³	butt with head or horns	v	PB-CLDB	1778	Tiddim	1593
315160	siːk¹	iron		PB-CLDB	1778	Tiddim	1594
315162	siːk¹	step on; trample	v	PB-CLDB	1778	Tiddim	1595
315163	siːk¹ seːk²	iron smith (si:k1 iron'; sek3 'hammer')		PB-CLDB	1778	Tiddim	1596
315164	siːk²	ask for repayment of loan	v	PB-CLDB	1778	Tiddim	1597
315165	siːm²	attend a feast or a celebration	v	PB-CLDB	1778	Tiddim	1598
315166	siːn³ > sit³	cover	v	PB-CLDB	1778	Tiddim	1599
315168	siːng²	ginger		PB-CLDB	1778	Tiddim	1600
315169	siːng² > sin³	short in length (as compared to the standard len	vi	PB-CLDB	1778	Tiddim	1601
315170	siːt¹	keep something for later use	v	PB-CLDB	1778	Tiddim	1602
315171	so?³	put salt in curry	v	PB-CLDB	1778	Tiddim	1603
315173	song¹	wooden commemorative pole		PB-CLDB	1778	Tiddim	1604
315174	sou²	boil	vi	PB-CLDB	1778	Tiddim	1605
315175	soːi³ > soi?³	crooked	vi	PB-CLDB	1778	Tiddim	1606
315176	soːl²	command somebody to do something	v	PB-CLDB	1778	Tiddim	1607
315177	soːl² boːk¹	shrub		PB-CLDB	1778	Tiddim	1608
315178	soːm²	plan; contemplate to do something	v	PB-CLDB	1778	Tiddim	1609
315180	soːm³	ten		PB-CLDB	1778	Tiddim	1610
315181	soːm³ le?³ khat³	eleven		PB-CLDB	1778	Tiddim	1611
315182	soːm³ ni?³	twenty		PB-CLDB	1778	Tiddim	1612
315183	soːn¹	push	v	PB-CLDB	1778	Tiddim	1613
315184	soːp¹	wash objects [not body]	v	PB-CLDB	1778	Tiddim	1614
315185	soːt¹	long [in time]	vi	PB-CLDB	1778	Tiddim	1615
315186	soːt¹ cia²	vest		PB-CLDB	1778	Tiddim	1616
315188	su¹	vulva		PB-CLDB	1778	Tiddim	1617
315189	su¹ mit³	corner of the eye		PB-CLDB	1778	Tiddim	1618
315190	sua?³	unload	v	PB-CLDB	1778	Tiddim	1619
315191	suai³ > sua?³	give birth to; scoop water; seen emerging from a	v	PB-CLDB	1778	Tiddim	1620
315193	sual³	floor		PB-CLDB	1778	Tiddim	1621
315194	suam²	murder for money or valuables	v	PB-CLDB	1778	Tiddim	1622
315195	suan¹	plant; take out a pot from the stove; push out; d	v	PB-CLDB	1778	Tiddim	1623
315197	suang¹	stone		PB-CLDB	1778	Tiddim	1624
315199	suang¹ taːt¹	hone		PB-CLDB	1778	Tiddim	1625
315200	suang¹ thu³	hearth (made of three stones)		PB-CLDB	1778	Tiddim	1626
315201	suang² > suan³	display in a high prominent place [e.g. flowers in	v	PB-CLDB	1778	Tiddim	1627
315202	suk³	go down [of a road]	v	PB-CLDB	1778	Tiddim	1628
315203	suk³	pestle		PB-CLDB	1778	Tiddim	1629
315204	sum¹	wooden mortar		PB-CLDB	1778	Tiddim	1630
315205	sum¹ toːng¹	part of house		PB-CLDB	1778	Tiddim	1631
315207	sum²	money		PB-CLDB	1778	Tiddim	1632
315208	sum² boːl²	merchant		PB-CLDB	1778	Tiddim	1633
315209	sum² kuang²	tortoise; turtle		PB-CLDB	1778	Tiddim	1634
315210	sum² neːn²	coin		PB-CLDB	1778	Tiddim	1635
315211	sum² tang¹	coin		PB-CLDB	1778	Tiddim	1636
315212	sum³ > sup³	suffer a loss	v	PB-CLDB	1778	Tiddim	1637
315213	sun³ > sut³	pierce	v	PB-CLDB	1778	Tiddim	1638
315214	sung¹ > sun¹	pour from one container into another	v	PB-CLDB	1778	Tiddim	1639
315216	sung²	inside		PB-CLDB	1778	Tiddim	1640
315217	sung² pi²	living room		PB-CLDB	1778	Tiddim	1641
315219	sung?³ (te¹)	man's in-laws		PB-CLDB	1778	Tiddim	1642
315220	sung?³ nu¹	wife's mother		PB-CLDB	1778	Tiddim	1643
315221	sung?³ pa¹	wife's father		PB-CLDB	1778	Tiddim	1644
315222	sut³ > su?³	snatch by force	v	PB-CLDB	1778	Tiddim	1645
315223	suː³ > suk³	pound	v	PB-CLDB	1778	Tiddim	1646
315224	suːi¹ > sui?³	trim and shape timber	v	PB-CLDB	1778	Tiddim	1647
315225	suːi³ > sui?³	kick	v	PB-CLDB	1778	Tiddim	1648
315226	suːk²	squeeze; wring	v	PB-CLDB	1778	Tiddim	1649
315227	suːk³	worsen	v	PB-CLDB	1778	Tiddim	1650
315229	suːl³	womb		PB-CLDB	1778	Tiddim	1651
315230	suːm¹	halo around sun or moon		PB-CLDB	1778	Tiddim	1652
315232	suːn³	noon		PB-CLDB	1778	Tiddim	1653
315233	suːn³ > sut³	similar; resemble	vi	PB-CLDB	1778	Tiddim	1654
315234	suːn³ an¹	lunch		PB-CLDB	1778	Tiddim	1655
315236	suːng²	cocks comb		PB-CLDB	1778	Tiddim	1656
315237	suːt¹	untie a knot; tell a long story; go back into past	v	PB-CLDB	1778	Tiddim	1657
315238	ta?³	feed into the mouth by hand	v	PB-CLDB	1778	Tiddim	1658
315239	ta?³	keep food as bait	v	PB-CLDB	1778	Tiddim	1659
315241	ta¹ ga?³	orphan		PB-CLDB	1778	Tiddim	1660
315242	ta¹ nu¹	daughter		PB-CLDB	1778	Tiddim	1661
315244	ta¹ nu¹	one who presides at a feast		PB-CLDB	1778	Tiddim	1662
315245	ta¹ pa¹	son		PB-CLDB	1778	Tiddim	1663
315246	ta¹ tum¹	youngest child		PB-CLDB	1778	Tiddim	1664
315247	ta¹ u¹ pa¹	first born		PB-CLDB	1778	Tiddim	1665
315248	ta² zei?¹	seal		PB-CLDB	1778	Tiddim	1666
315249	ta³ huːm³	tares		PB-CLDB	1778	Tiddim	1667
315250	tai?³	polish; rob	v	PB-CLDB	1778	Tiddim	1668
315251	tai²	mile		PB-CLDB	1778	Tiddim	1669
315252	tai²	report secretly	v	PB-CLDB	1778	Tiddim	1670
315253	tai?³ in¹	concrete building		PB-CLDB	1778	Tiddim	1671
315255	tak³	right; real; exact		PB-CLDB	1778	Tiddim	1672
315257	tak³ sa¹	body		PB-CLDB	1778	Tiddim	1673
315258	tal²	be a male adult animal	v	PB-CLDB	1778	Tiddim	1674
315260	tal³	forehead		PB-CLDB	1778	Tiddim	1675
315261	tam¹	plenty	vi	PB-CLDB	1778	Tiddim	1676
315262	tam¹ piː¹	too many; too much		PB-CLDB	1778	Tiddim	1677
315263	tam¹ zoː¹	more		PB-CLDB	1778	Tiddim	1678
315264	tam²	insipid; level	vi	PB-CLDB	1778	Tiddim	1679
315265	tam³ > tap³	name after	v	PB-CLDB	1778	Tiddim	1680
315266	tan¹	cut off	v	PB-CLDB	1778	Tiddim	1681
315267	tan¹	cut; slice	v	PB-CLDB	1778	Tiddim	1682
315269	tan²	calf (of leg)		PB-CLDB	1778	Tiddim	1683
315271	tan³	share		PB-CLDB	1778	Tiddim	1684
315272	tan³ > tat³	give a share to; pay a ransom or a due; purchase s	v	PB-CLDB	1778	Tiddim	1685
315273	tang¹	alone; only	v	PB-CLDB	1778	Tiddim	1686
315274	tang¹	receive as a share	v	PB-CLDB	1778	Tiddim	1687
315276	tang¹	seed		PB-CLDB	1778	Tiddim	1688
315277	tang¹  > tan¹	change into; become one's own	v	PB-CLDB	1778	Tiddim	1689
315279	tang¹ maːi²	cucumber		PB-CLDB	1778	Tiddim	1690
315281	tang¹ teːl¹	earthworm		PB-CLDB	1778	Tiddim	1691
315282	tang¹ vaːl²|	bachelor		PB-CLDB	1778	Tiddim	1692
315283	tang² > tan³	observe a ceremony	v	PB-CLDB	1778	Tiddim	1693
315284	tang² > tan³	straight	vi	PB-CLDB	1778	Tiddim	1694
315285	tang?³	lump		PB-CLDB	1778	Tiddim	1695
315288	tap³	hearth		PB-CLDB	1778	Tiddim	1696
315289	tat³	broken (as a rope)	vi	PB-CLDB	1778	Tiddim	1697
315290	tat³ > ta?³	strike against (tr.)	v	PB-CLDB	1778	Tiddim	1698
315292	taː¹	son		PB-CLDB	1778	Tiddim	1699
315293	taː² > tat³	graze [of cattle]	vi	PB-CLDB	1778	Tiddim	1700
315294	taː³	able to enter into	vi	PB-CLDB	1778	Tiddim	1701
315295	taːi¹	lower part of the abdomen	v	PB-CLDB	1778	Tiddim	1702
315296	taːi¹	scold	v	PB-CLDB	1778	Tiddim	1703
315297	taːi²	run	v	PB-CLDB	1778	Tiddim	1704
315298	taːi³ > tai?³	sweep away; plane wood	v	PB-CLDB	1778	Tiddim	1705
315300	taːi³ te?³	fire tongs		PB-CLDB	1778	Tiddim	1706
315301	taːk¹	get the kind of feeling which one gets when his or	v	PB-CLDB	1778	Tiddim	1707
315302	taːk²	drip; leak	v	PB-CLDB	1778	Tiddim	1708
315303	taːk²	old and hard [opposite of being tender]	vi	PB-CLDB	1778	Tiddim	1709
315305	taːk²	pine tree		PB-CLDB	1778	Tiddim	1710
315306	taːl¹	slip due to slipperiness of the surface	v	PB-CLDB	1778	Tiddim	1711
315307	taːm¹	jungle		PB-CLDB	1778	Tiddim	1712
315308	taːm²	stay overnight	v	PB-CLDB	1778	Tiddim	1713
315309	taːm² pa² ya²	sour lime		PB-CLDB	1778	Tiddim	1714
315310	taːm³ ngaːi²	flute		PB-CLDB	1778	Tiddim	1715
315311	taːn¹	grade in a school		PB-CLDB	1778	Tiddim	1716
315312	taːn²	loose one's privilege or possessions; miss a chanc	v	PB-CLDB	1778	Tiddim	1717
315313	taːn³ > tat³	throw light; flash light at something	v	PB-CLDB	1778	Tiddim	1718
315314	taːng¹	the line of movement of a forest fire	v	PB-CLDB	1778	Tiddim	1719
315315	taːng¹ > taːn¹	able to be torn in a straight line [e.g. the bark	vi	PB-CLDB	1778	Tiddim	1720
315317	taːng²	joint		PB-CLDB	1778	Tiddim	1721
315318	taːng²	millet		PB-CLDB	1778	Tiddim	1722
315319	taːng²	public		PB-CLDB	1778	Tiddim	1723
315321	taːng² > taːn³	shine		PB-CLDB	1778	Tiddim	1724
315322	taːng² baːn¹	rope or bar for hanging clothes		PB-CLDB	1778	Tiddim	1725
315323	taːng² siat¹	pimple		PB-CLDB	1778	Tiddim	1726
315325	taːng³	measure of weight (= two bung2s)		PB-CLDB	1778	Tiddim	1727
315326	taːng³ > tat³	ancient	vi	PB-CLDB	1778	Tiddim	1728
315327	taːng³ > tat³	move	v	PB-CLDB	1778	Tiddim	1729
315328	taːng³ thu¹	story		PB-CLDB	1778	Tiddim	1730
315330	taːt¹	rub hard against	v	PB-CLDB	1778	Tiddim	1731
315331	taːu¹	moan	v	PB-CLDB	1778	Tiddim	1732
315332	taːu²	bangle		PB-CLDB	1778	Tiddim	1733
315334	taːu³	raised platform		PB-CLDB	1778	Tiddim	1734
315335	te?³	defecate or urinate due to fear or uncontrollabili	v	PB-CLDB	1778	Tiddim	1735
315336	te?³	measure	v	PB-CLDB	1778	Tiddim	1736
315337	te?³	leaf		PB-CLDB	1778	Tiddim	1737
315338	tei¹	clever		PB-CLDB	1778	Tiddim	1738
315339	tei¹	copy; translate; transfer an object from one conta	v	PB-CLDB	1778	Tiddim	1739
315341	tei¹	spear		PB-CLDB	1778	Tiddim	1740
315342	tel?³	do something speedily	v	PB-CLDB	1778	Tiddim	1741
315343	tel¹	bundle; bunch	v	PB-CLDB	1778	Tiddim	1742
315344	tel¹	include	v	PB-CLDB	1778	Tiddim	1743
315345	tel¹	understand accurately / justly	v	PB-CLDB	1778	Tiddim	1744
315347	tem²	knife		PB-CLDB	1778	Tiddim	1745
315348	tem² ta¹	knife		PB-CLDB	1778	Tiddim	1746
315349	tem² te?¹	scissors		PB-CLDB	1778	Tiddim	1747
315350	tem² toːng²	big knife		PB-CLDB	1778	Tiddim	1748
315351	ten¹	split into small chips	v	PB-CLDB	1778	Tiddim	1749
315352	teng²	all	v	PB-CLDB	1778	Tiddim	1750
315353	teng² > ten³	choose; select	v	PB-CLDB	1778	Tiddim	1751
315354	tep³	small	v	PB-CLDB	1778	Tiddim	1752
315355	tep³ > te?³	hold pincer-like	v	PB-CLDB	1778	Tiddim	1753
315356	teː¹ > teːt¹	sparkling; dazzling; shining	vi	PB-CLDB	1778	Tiddim	1754
315357	teːk²	old	vi	PB-CLDB	1778	Tiddim	1755
315358	teːl²	choose; select	v	PB-CLDB	1778	Tiddim	1756
315359	teːng¹ > teːn¹	stay; inhabit	v	PB-CLDB	1778	Tiddim	1757
315360	teːng² > teːn³	wear a lower garment	v	PB-CLDB	1778	Tiddim	1758
315361	teːng³	spoilt taste		PB-CLDB	1778	Tiddim	1759
315363	teːng³ |kol¹	water snail		PB-CLDB	1778	Tiddim	1760
315364	teːp¹	suck fluids [e.g. water; smoke]	v	PB-CLDB	1778	Tiddim	1761
315366	to?³	along with		PB-CLDB	1778	Tiddim	1762
315368	to¹ (pa¹)	master		PB-CLDB	1778	Tiddim	1763
315369	to¹ nu¹	mistress		PB-CLDB	1778	Tiddim	1764
315370	to?³	with		PB-CLDB	1778	Tiddim	1765
315371	toi¹	carry baby; draw water	v	PB-CLDB	1778	Tiddim	1766
315372	tok³ > to?³	stir	v	PB-CLDB	1778	Tiddim	1767
315373	tol?³	slide down	vi	PB-CLDB	1778	Tiddim	1768
315374	tol¹	squirt out a fruit; peel off skin or husk	v	PB-CLDB	1778	Tiddim	1769
315375	tol²	bald headed person or shaven person	v	PB-CLDB	1778	Tiddim	1770
315376	tom¹	short	vi	PB-CLDB	1778	Tiddim	1771
315377	tom²	gather fagotts	v	PB-CLDB	1778	Tiddim	1772
315378	ton¹	go together	v	PB-CLDB	1778	Tiddim	1773
315379	ton²	crouched; shrunk; wrinkled	vi	PB-CLDB	1778	Tiddim	1774
315380	tong¹	dried sweet potato		PB-CLDB	1778	Tiddim	1775
315381	tong² > ton³	celebrate a harvest or a big hunt	v	PB-CLDB	1778	Tiddim	1776
315383	tong?³	cubit		PB-CLDB	1778	Tiddim	1777
315384	tou¹ > to?³	dig a hole	v	PB-CLDB	1778	Tiddim	1778
315385	tou²	tough; last long	vi	PB-CLDB	1778	Tiddim	1779
315386	tou³	go up [of a road]	v	PB-CLDB	1778	Tiddim	1780
315387	toː¹	buttock		PB-CLDB	1778	Tiddim	1781
315388	toː¹ > toːk¹	in search of food grains	vi	PB-CLDB	1778	Tiddim	1782
315389	toː² let¹	window		PB-CLDB	1778	Tiddim	1783
315390	toː³ (mit³)	blind		PB-CLDB	1778	Tiddim	1784
315391	toːi¹	fatigued	vi	PB-CLDB	1778	Tiddim	1785
315392	toːi²	hold in hand	v	PB-CLDB	1778	Tiddim	1786
315393	toːi²	measure of weight ( hundred ci2 kal1s)		PB-CLDB	1778	Tiddim	1787
315394	toːk²	of sufficient quantity for a particular purpose	vi	PB-CLDB	1778	Tiddim	1788
315395	toːl¹	tired	vi	PB-CLDB	1778	Tiddim	1789
315396	toːm¹	try to do something without prior preparation	v	PB-CLDB	1778	Tiddim	1790
315397	toːm²	few in number; little or less	vi	PB-CLDB	1778	Tiddim	1791
315398	toːm² zoː¹	less		PB-CLDB	1778	Tiddim	1792
315399	toːm³ > top³	pick up	v	PB-CLDB	1778	Tiddim	1793
315400	toːn¹	hop	v	PB-CLDB	1778	Tiddim	1794
315401	toːn³ > tot³	pass through; go by	v	PB-CLDB	1778	Tiddim	1795
315402	toːng¹ > toːn¹	challenge	v	PB-CLDB	1778	Tiddim	1796
315403	toːng² > toːn³	celebrate a big hunt	v	PB-CLDB	1778	Tiddim	1797
315404	toːng² > toːn³	stump like	vi	PB-CLDB	1778	Tiddim	1798
315405	toːng³ > tot³	scold; shout at; bark at; respond to a challenge	v	PB-CLDB	1778	Tiddim	1799
315406	toːp¹	kiss	v	PB-CLDB	1778	Tiddim	1800
315407	toːp²	end; terminate; resign	v	PB-CLDB	1778	Tiddim	1801
315408	toːt¹	blunt	vi	PB-CLDB	1778	Tiddim	1802
315409	tu?³	claim; snatch	v	PB-CLDB	1778	Tiddim	1803
315410	tu?³	plant	v	PB-CLDB	1778	Tiddim	1804
315412	tu¹	this		PB-CLDB	1778	Tiddim	1805
315413	tu¹ in²	now		PB-CLDB	1778	Tiddim	1806
315416	tu¹ nu¹	grand daughter		PB-CLDB	1778	Tiddim	1807
315418	tu¹ pa¹	grandson		PB-CLDB	1778	Tiddim	1808
315419	tu³	sheep		PB-CLDB	1778	Tiddim	1809
315420	tu³ peːk¹	spade		PB-CLDB	1778	Tiddim	1810
315421	tua?³	add wood in a fire; put firewood together	v	PB-CLDB	1778	Tiddim	1811
315422	tua?³	carry a thing from place to place	v	PB-CLDB	1778	Tiddim	1812
315423	tua²	that		PB-CLDB	1778	Tiddim	1813
315424	tua?¹	there		PB-CLDB	1778	Tiddim	1814
315425	tuak¹	pair; couple; both	v	PB-CLDB	1778	Tiddim	1815
315426	tuak¹ > tua?³	confront; meet face to face; have one's plans fulfilled	v	PB-CLDB	1778	Tiddim	1816
315427	tuak³	come out of working place or school after the day'	v	PB-CLDB	1778	Tiddim	1817
315428	tual¹	sag; hang low	v	PB-CLDB	1778	Tiddim	1818
315429	tual²	fellow villager	v	PB-CLDB	1778	Tiddim	1819
315431	tuam¹	cover		PB-CLDB	1778	Tiddim	1820
315432	tuan¹	hop	v	PB-CLDB	1778	Tiddim	1821
315433	tuan³ > tuat³	stamp with foot	v	PB-CLDB	1778	Tiddim	1822
315434	tuang² > tuan³	ride a vehicle or a horse; perch	v	PB-CLDB	1778	Tiddim	1823
315436	tuap¹	lungs		PB-CLDB	1778	Tiddim	1824
315437	tuat³	count	v	PB-CLDB	1778	Tiddim	1825
315438	tuk³	erect	vi	PB-CLDB	1778	Tiddim	1826
315439	tul?³	feed into the mouth	v	PB-CLDB	1778	Tiddim	1827
315440	tum¹	get pulsating pain	v	PB-CLDB	1778	Tiddim	1828
315441	tum¹	pain		PB-CLDB	1778	Tiddim	1829
315442	tum¹	play a musical instrument	v	PB-CLDB	1778	Tiddim	1830
315443	tum²	enter	v	PB-CLDB	1778	Tiddim	1831
315445	tum³	piece of solid long thing		PB-CLDB	1778	Tiddim	1832
315446	tum³ > tup³	aim; plan	v	PB-CLDB	1778	Tiddim	1833
315447	tum³ > tup³	set [of sun and moon]	v	PB-CLDB	1778	Tiddim	1834
315448	tun³ > tut³	exacerbate at regular intervals [as fever]	v	PB-CLDB	1778	Tiddim	1835
315450	tung¹	above; roof		PB-CLDB	1778	Tiddim	1836
315451	tung¹ > tun¹	arrive	v	PB-CLDB	1778	Tiddim	1837
315453	tung¹ tuːn¹	white-ant hill		PB-CLDB	1778	Tiddim	1838
315454	tung² > tun³	put a thing upright	v	PB-CLDB	1778	Tiddim	1839
315455	tuː² > tut³	sit	v	PB-CLDB	1778	Tiddim	1840
315457	tuː³	hoe		PB-CLDB	1778	Tiddim	1841
315458	tuː³ > tuk³	land like a bird; peck like a bird; strike like a	v	PB-CLDB	1778	Tiddim	1842
315460	tuːi¹	water		PB-CLDB	1778	Tiddim	1843
315461	tuːi¹ hual²	wave		PB-CLDB	1778	Tiddim	1844
315463	tuːi²	egg		PB-CLDB	1778	Tiddim	1845
315464	tuːk²	fall down; roll; collapse	vi	PB-CLDB	1778	Tiddim	1846
315465	tuːk² peng²	top (toy)		PB-CLDB	1778	Tiddim	1847
315467	tuːk³	rainy season		PB-CLDB	1778	Tiddim	1848
315468	tuːl³	thousand		PB-CLDB	1778	Tiddim	1849
315469	tuːm²	aim at	v	PB-CLDB	1778	Tiddim	1850
315470	tuːm³ > tup³	flood	v	PB-CLDB	1778	Tiddim	1851
315471	tuːm³ > tup³	hit with fists	v	PB-CLDB	1778	Tiddim	1852
315472	tuːn¹	fold and wrap	v	PB-CLDB	1778	Tiddim	1853
315474	tha¹	strength		PB-CLDB	1778	Tiddim	1854
315475	tha¹ da?³	dull		PB-CLDB	1778	Tiddim	1855
315476	tha¹ man¹	wages		PB-CLDB	1778	Tiddim	1856
315477	tha² te¹	those		PB-CLDB	1778	Tiddim	1857
315478	thak¹	new	vi	PB-CLDB	1778	Tiddim	1858
315479	thak³ > tha?³	itchy; pungent	vi	PB-CLDB	1778	Tiddim	1859
315480	thal?³	get choked while ingesting	v	PB-CLDB	1778	Tiddim	1860
315482	thal¹ (tang¹)	arrow		PB-CLDB	1778	Tiddim	1861
315483	thal²	lying back to the ground		PB-CLDB	1778	Tiddim	1862
315484	tham¹	worthy	vi	PB-CLDB	1778	Tiddim	1863
315485	tham² beːl²	large open-mouthed jar		PB-CLDB	1778	Tiddim	1864
315486	than³	maggot		PB-CLDB	1778	Tiddim	1865
315487	than³ kik³	red tailed lizard		PB-CLDB	1778	Tiddim	1866
315488	thang² > than³	famous; renowned	vi	PB-CLDB	1778	Tiddim	1867
315489	thang² khuai²	jaggery		PB-CLDB	1778	Tiddim	1868
315491	that¹ da?³	lazy		PB-CLDB	1778	Tiddim	1869
315492	that³ > tha?³	kill	v	PB-CLDB	1778	Tiddim	1870
315493	thau³	gun		PB-CLDB	1778	Tiddim	1871
315494	thaː³ > thak³	defecate	v	PB-CLDB	1778	Tiddim	1872
315495	thaːi¹	shuffle things in search of something; scratch the	v	PB-CLDB	1778	Tiddim	1873
315496	thaːi¹ ciang¹	day after tomorrow		PB-CLDB	1778	Tiddim	1874
315497	thaːm²	stay or remain at a place while going to another p	v	PB-CLDB	1778	Tiddim	1875
315499	thaːt¹	storey		PB-CLDB	1778	Tiddim	1876
315500	thaːu²	fat	vi	PB-CLDB	1778	Tiddim	1877
315501	the?³	sprinkle; splash	v	PB-CLDB	1778	Tiddim	1878
315503	the³	cicada		PB-CLDB	1778	Tiddim	1879
315505	thei¹	fig		PB-CLDB	1778	Tiddim	1880
315506	thei³ > thei?³	know; able to	v	PB-CLDB	1778	Tiddim	1881
315507	thei?³ sak³ na²	notice		PB-CLDB	1778	Tiddim	1882
315508	then³	ten thousand		PB-CLDB	1778	Tiddim	1883
315509	theːu¹	stop [of rain]	v	PB-CLDB	1778	Tiddim	1884
315510	thoi?³	chant ritually [of a shaman] for curing the sick;	v	PB-CLDB	1778	Tiddim	1885
315511	thol?³	slide something down (tr.); have loose motions	v	PB-CLDB	1778	Tiddim	1886
315512	thong¹	jail		PB-CLDB	1778	Tiddim	1887
315513	thou¹ > tho?³	get up from lying position	v	PB-CLDB	1778	Tiddim	1888
315515	thou³	fly		PB-CLDB	1778	Tiddim	1889
315516	thou³ kaːng¹	mosquito		PB-CLDB	1778	Tiddim	1890
315517	thou³ vaːi²	insects		PB-CLDB	1778	Tiddim	1891
315518	thoːl²	able to go through an opening	vi	PB-CLDB	1778	Tiddim	1892
315519	thoːn³ > thot³	have an echo [as a room]	v	PB-CLDB	1778	Tiddim	1893
315520	thoːng¹ > thoːn¹	hear an echo	v	PB-CLDB	1778	Tiddim	1894
315522	thu¹	abstract matter		PB-CLDB	1778	Tiddim	1895
315523	thu¹ khen²	judge	v	PB-CLDB	1778	Tiddim	1896
315524	thua?³	perform several functions at a time; attach; fix s	v	PB-CLDB	1778	Tiddim	1897
315525	thuak²	suffer; endure	v	PB-CLDB	1778	Tiddim	1898
315526	thuap¹	patch; put one flat thing on another [e.g. put one	v	PB-CLDB	1778	Tiddim	1899
315528	thuk³	hearth (made of iron)		PB-CLDB	1778	Tiddim	1900
315529	thuk³ > thu?³	reply; reciprocate	v	PB-CLDB	1778	Tiddim	1901
315531	thum²	three		PB-CLDB	1778	Tiddim	1902
315532	thun²	put into a container or into a hole	v	PB-CLDB	1778	Tiddim	1903
315533	thung¹ ip³	shoulder bag		PB-CLDB	1778	Tiddim	1904
315534	thuːk¹	deep	vi	PB-CLDB	1778	Tiddim	1905
315535	thuːk¹	sour	vi	PB-CLDB	1778	Tiddim	1906
315536	thuːk²	serve food	v	PB-CLDB	1778	Tiddim	1907
315537	thuːm¹	request; ask earnestly	v	PB-CLDB	1778	Tiddim	1908
315538	u¹ keːng¹	toad		PB-CLDB	1778	Tiddim	1909
315539	u¹ nok³	lily		PB-CLDB	1778	Tiddim	1910
315541	u¹ pa¹	elder		PB-CLDB	1778	Tiddim	1911
315542	u¹ tong²	peacock		PB-CLDB	1778	Tiddim	1912
315544	ui¹	dog		PB-CLDB	1778	Tiddim	1913
315546	ui¹ li²	flea		PB-CLDB	1778	Tiddim	1914
315547	ui¹ phuk³	frog		PB-CLDB	1778	Tiddim	1915
315548	ui¹ sa¹ siam¹	hunting dog		PB-CLDB	1778	Tiddim	1916
315549	ui?³	stink	v	PB-CLDB	1778	Tiddim	1917
315550	uk³	govern	v	PB-CLDB	1778	Tiddim	1918
315551	um³ > up³	believe	v	PB-CLDB	1778	Tiddim	1919
315552	uːk²	have interest	v	PB-CLDB	1778	Tiddim	1920
315553	uːm¹	surround	v	PB-CLDB	1778	Tiddim	1921
315555	uːm²	bottle		PB-CLDB	1778	Tiddim	1922
315556	uːt¹	desire to be	v	PB-CLDB	1778	Tiddim	1923
315557	va?³	become full [of stomach] by eating	v	PB-CLDB	1778	Tiddim	1924
315558	va¹ aːk¹	crow		PB-CLDB	1778	Tiddim	1925
315559	va¹ gik³	partridge		PB-CLDB	1778	Tiddim	1926
315561	va¹ kaːng²	crane		PB-CLDB	1778	Tiddim	1927
315562	va¹ mim¹	quail		PB-CLDB	1778	Tiddim	1928
315563	va¹ phual¹	heron		PB-CLDB	1778	Tiddim	1929
315565	va¹ sa¹	bird		PB-CLDB	1778	Tiddim	1930
315566	va¹ toːt¹	duck		PB-CLDB	1778	Tiddim	1931
315567	val?³	swallow	v	PB-CLDB	1778	Tiddim	1932
315568	val²	flirtatious	vi	PB-CLDB	1778	Tiddim	1933
315569	van³	goods		PB-CLDB	1778	Tiddim	1934
315570	van³ dei³	customer		PB-CLDB	1778	Tiddim	1935
315571	vang² > van³	have a hole	v	PB-CLDB	1778	Tiddim	1936
315572	vang³	hole	v	PB-CLDB	1778	Tiddim	1937
315573	vau¹ > vau?³	strike; threaten; raise the arm as if to strike	v	PB-CLDB	1778	Tiddim	1938
315574	vaː³ > vak³	skilled	vi	PB-CLDB	1778	Tiddim	1939
